timestamp,isReIntervention,app,resolution,timezone,interventionType,interventionDuration
1750896892.6595268,False,pinterest,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1750937671.26383,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1750938827.137053,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1750938904.2633471,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1750972548.045424,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1750974034.4658132,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751022895.177994,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751023102.639734,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751025013.9567919,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751025299.392417,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751025980.509805,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751029981.7991328,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751030372.446949,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751038910.260895,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751039458.145452,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751063738.613234,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751064042.543095,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751068232.941625,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751069524.6655369,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751074297.629936,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751079783.721702,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751080217.061692,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751080237.3918052,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751080253.207083,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751081492.968985,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751112218.672106,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751112882.697925,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751117410.4346008,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751117484.739283,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751117737.500309,False,pinterest,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751117752.524698,False,pinterest,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751134687.334976,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751135631.8894858,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751153079.091399,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751154307.330487,False,pinterest,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751154385.960654,False,pinterest,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751158729.4068642,False,pinterest,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751159025.892075,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751159269.3890328,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751196110.178998,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751201195.9944391,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751218231.690424,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751236288.0953941,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751238028.500386,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751290339.903271,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751290739.157411,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751298127.435728,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751308335.250462,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751318881.960938,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751324606.5204248,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751325138.571248,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751326254.751019,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751327137.269908,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751334870.793998,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751340057.3223128,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751370485.551142,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751372044.023422,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751372105.835846,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751398807.335074,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751399099.3335528,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751399228.636172,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
1751426303.0379539,False,pinterest,openedApp,America/Toronto,breathingExercise,6.0
1751430477.467967,False,instagram,dismissedAppOpening,America/Toronto,breathingExercise,6.0
1751463065.720216,False,instagram,openedApp,America/Toronto,breathingExercise,6.0
