timestamp,interventionType,app,interventionDuration,timezone,isReIntervention,resolution,purpose
1750408061.4112802,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750416446.612339,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750416890.165513,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750422274.475944,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750422503.618377,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750438646.394055,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750440055.389636,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750440862.185066,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750442941.283181,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1750450282.624453,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750474010.492938,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Escape / Avoid
1750481038.518441,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750482615.5377579,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Relax
1750483498.13919,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750507353.371346,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750508639.1086478,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750514946.1200562,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750519236.358186,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750523396.573195,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750528509.998481,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750551286.6349878,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750560963.224071,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750565485.954862,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750569757.016551,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1750571464.189762,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750572534.970158,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750573276.301569,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750573279.425002,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750573836.1030378,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750578288.5540261,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750579836.870432,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Message
1750580413.2746491,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750582595.85851,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750583844.7133079,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750585385.934813,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750590731.522486,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750598116.1782088,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1750604656.727114,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750610161.39379,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750644589.901902,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750645027.869053,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750680847.936655,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750683630.68049,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750685680.361139,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750689805.2760038,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750693527.725302,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Message
1750693996.372373,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750754655.441139,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750766518.58359,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750768001.536621,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750770470.49821,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750775863.111074,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750776144.0383,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750782176.381442,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750786619.300229,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750817910.078481,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750832911.4728398,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750834029.9763498,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750841668.5581799,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750842957.122725,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750851133.885531,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750852470.005124,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1750854033.7962809,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1750859415.976591,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750861526.1140451,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750863888.5147738,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1750867733.300259,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1750872795.938321,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750878105.667619,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750878869.241343,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1750906329.3523011,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1750909090.160016,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750930286.098915,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750931439.1063972,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750936950.811557,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750939730.306357,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1750951226.9298592,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750955569.690466,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750956920.3814669,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1750964845.320996,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1750991734.578845,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751010932.664278,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751029293.0034351,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751029523.6181278,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751032061.6892362,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751045473.409886,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751059615.979914,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1751066008.937243,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751085229.539859,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751096843.9638271,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751097928.033063,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751100873.226358,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751108036.985666,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751108723.59198,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751108738.923502,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751110359.5899038,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1751112753.379245,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751114262.488286,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751121446.226925,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751126349.845135,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751126989.388843,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751127011.340321,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Search Info
1751130959.257399,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751155776.010229,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751171560.17066,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751175799.2834659,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751191942.74973,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1751202882.123057,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751204436.189911,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751214437.4832149,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751221890.594758,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751261506.745315,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751288392.6190572,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751299293.777886,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751303514.7222881,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1751307353.4971352,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751308195.618434,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Message
1751342875.140864,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751345868.617713,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751346314.0275269,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751368862.550702,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751370854.9958239,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751371683.131021,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1751379787.710287,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751380193.082783,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751383205.428966,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751389176.1564422,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751393321.1508532,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751395717.735457,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751423648.2843518,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751444117.753423,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751458206.331186,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751459389.151216,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751462436.4254332,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751463820.813246,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751467107.480063,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Relax
1751475719.079451,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1751480905.002979,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751506880.056633,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751511244.778287,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751519494.408628,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751532239.20088,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751539199.073643,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751543895.9928799,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751547974.467249,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751548676.417927,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1751558043.270334,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751561896.836409,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751562258.772595,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751617826.497148,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751627819.848805,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751634295.6763148,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751636019.606073,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751644105.200839,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751649655.047233,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751668264.860426,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751690073.1604528,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751695414.6793242,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751699473.425982,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751703390.394051,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Relax
1751717632.42134,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751718337.50569,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751724422.8221889,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751729785.298015,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Search Info
1751738032.47222,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751739004.8484979,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751740342.991191,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Post something
1751747776.669534,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1751748380.714291,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751760440.925725,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751768778.0186892,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751768796.710861,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751771974.740246,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751774385.602382,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751775876.836813,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751781601.032584,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751793054.274417,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751798497.073553,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751805285.9315891,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751812122.417499,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751817160.936316,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751825090.3461828,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751825405.8871589,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751853724.499079,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751868896.1328468,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751877605.043612,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751897069.745825,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1751903106.4971461,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Message
1751907623.73519,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751908728.952631,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1751912927.561959,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751947995.560883,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751975386.28233,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751989381.0601978,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1751996390.8163362,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752035569.47199,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752048688.41474,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1752052360.766469,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752063989.852202,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752072530.5573292,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752086596.954431,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752096838.967719,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1752121634.759073,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752138538.944933,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752149452.994936,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1752150246.695801,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1752155137.5253701,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752158797.092667,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752162905.9706821,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752167615.8361979,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752170446.834367,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1752173623.46734,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1752200720.352679,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752209340.5725288,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752210443.629009,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752224374.044949,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752224739.331522,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1752244698.887558,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752247910.606866,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1752254221.1756182,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752265868.146821,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1752300336.930589,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752309162.7531362,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752314639.184242,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752321770.4573622,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1752321786.54128,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752332324.976575,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752333945.245682,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1752334378.7522302,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752337428.942216,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Relax
1752339362.403141,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1752341342.3030682,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752343702.375314,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752346634.7863579,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1752347104.498112,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1752347109.8975039,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1752347276.7034168,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1752352450.1426048,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1752377311.298883,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752384322.450036,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752386482.129527,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1752392648.23679,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752394440.8394299,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1752399852.216234,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752401451.67009,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
1752410437.4725451,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Entertainment
1752414595.4673119,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Bored
1752416132.6331968,breathingExercise,instagram,6.0,Asia/Kolkata,False,dismissedAppOpening,
1752416363.364613,breathingExercise,instagram,6.0,Asia/Kolkata,False,openedApp,Stay In the Loop
