timeIntervalUntilReIntervention,interventionType,app,isReIntervention,timezone,interventionDuration,timestamp,resolution,purpose
,,facebook,False,America/Toronto,,1750808285.063452,closedApp,
,,facebook,False,America/Toronto,,1750809343.683529,closedApp,
,,facebook,False,America/Toronto,,1750811044.1823978,closedApp,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750811318.7337232,openedApp,
,,facebook,False,America/Toronto,,1750811356.900906,closedApp,
900.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750811828.206018,openedApp,
,,facebook,False,America/Toronto,,1750812124.658455,closedApp,
780.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750812819.874965,openedApp,
,,facebook,False,America/Toronto,,1750812881.9762049,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750813062.309472,openedApp,
,,facebook,False,America/Toronto,,1750813384.386981,closedApp,
960.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750813397.9946961,openedApp,
,,facebook,False,America/Toronto,,1750814367.383173,closedApp,
1320.0,breathingExercise,facebook,False,America/Toronto,6.0,1750814384.987341,openedApp,Message
,,facebook,False,America/Toronto,,1750814958.541576,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750815879.981052,openedApp,
,,facebook,False,America/Toronto,,1750817019.4175959,closedApp,
1440.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750817045.3175302,openedApp,
,,facebook,False,America/Toronto,,1750818113.34684,closedApp,
1500.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750818135.912074,openedApp,
,,facebook,False,America/Toronto,,1750819398.180027,closedApp,
1560.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750819480.105524,openedApp,
,,facebook,False,America/Toronto,,1750820067.959136,closedApp,
840.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750820508.879864,openedApp,
,,facebook,False,America/Toronto,,1750820829.204653,closedApp,
900.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750820852.711453,openedApp,
,,facebook,False,America/Toronto,,1750821760.978166,closedApp,
,breathingExercise,facebook,False,America/Toronto,6.0,1750821765.830871,dismissedAppOpening,
1320.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750822085.947696,openedApp,
,,facebook,False,America/Toronto,,1750822955.098897,closedApp,
1080.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750823165.780957,openedApp,
,,facebook,False,America/Toronto,,1750823702.701571,closedApp,
,,facebook,False,America/Toronto,,1750823756.811915,closedApp,
1440.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750824339.317394,openedApp,
,,facebook,False,America/Toronto,,1750825722.909669,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750827075.7836971,openedApp,
,,facebook,False,America/Toronto,,1750827593.3695889,closedApp,
,,facebook,False,America/Toronto,,1750828284.0610719,closedApp,
1320.0,breathingExercise,facebook,False,America/Toronto,6.0,1750828301.707241,openedApp,Message
,,facebook,False,America/Toronto,,1750828980.162399,closedApp,
780.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750829168.945885,openedApp,
,,facebook,False,America/Toronto,,1750829205.415135,closedApp,
,,facebook,False,America/Toronto,,1750829513.4645262,closedApp,
1440.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750830131.1963449,openedApp,
,,facebook,False,America/Toronto,,1750830364.001114,closedApp,
,,facebook,False,America/Toronto,,1750831592.527847,closedApp,
1200.0,breathingExercise,facebook,False,America/Toronto,6.0,1750831610.696628,openedApp,Message
,,facebook,False,America/Toronto,,1750832808.4779181,closedApp,
,askForTimeLimit,facebook,False,America/Toronto,6.0,1750834643.1994429,dismissedAppOpening,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750834909.021134,openedApp,
,,facebook,False,America/Toronto,,1750836118.109657,closedApp,
1080.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750855117.042495,openedApp,
,,facebook,False,America/Toronto,,1750855272.507681,closedApp,
,,facebook,False,America/Toronto,,1750856954.189961,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750862345.731519,openedApp,
,,facebook,False,America/Toronto,,1750862823.539658,closedApp,
,askForTimeLimit,facebook,False,America/Toronto,6.0,1750863390.1226048,dismissedAppOpening,
,askForTimeLimit,facebook,False,America/Toronto,6.0,1750865984.107215,dismissedAppOpening,
1020.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750871644.811599,openedApp,
,,facebook,False,America/Toronto,,1750872673.067634,closedApp,
1200.0,breathingExercise,facebook,False,America/Toronto,6.0,1750872897.066324,openedApp,Message
,,facebook,False,America/Toronto,,1750873304.593065,closedApp,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750873314.465276,openedApp,
,,facebook,False,America/Toronto,,1750873724.53025,closedApp,
1080.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750873751.6229749,openedApp,
,,facebook,False,America/Toronto,,1750874861.754272,closedApp,
,breathingExercise,facebook,False,America/Toronto,6.0,1750875227.536237,dismissedAppOpening,
1260.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750878022.539153,openedApp,
,,facebook,False,America/Toronto,,1750878551.447016,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750878569.1179261,openedApp,
,breathingExercise,facebook,False,America/Toronto,6.0,1750882452.807294,dismissedAppOpening,
,,facebook,False,America/Toronto,,1750879734.55408,closedApp,
1080.0,breathingExercise,facebook,False,America/Toronto,6.0,1750882550.2056742,openedApp,Message
,,facebook,False,America/Toronto,,1750883450.8280559,closedApp,
,breathingExercise,facebook,False,America/Toronto,6.0,1750883464.624552,dismissedAppOpening,
1200.0,breathingExercise,facebook,False,America/Toronto,6.0,1750883605.644424,openedApp,Stay In the Loop
,,facebook,False,America/Toronto,,1750884027.8805141,closedApp,
,,facebook,False,America/Toronto,,1750884078.1027188,closedApp,
900.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750887025.176238,openedApp,
,,facebook,False,America/Toronto,,1750887042.598339,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750887963.532629,openedApp,
,,facebook,False,America/Toronto,,1750888097.936044,closedApp,
1020.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750897432.750249,openedApp,
1080.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750897615.272234,openedApp,
,,facebook,False,America/Toronto,,1750897700.173894,closedApp,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750897807.915519,openedApp,
,,facebook,False,America/Toronto,,1750898293.531111,closedApp,
1320.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750903757.554875,openedApp,
,,facebook,False,America/Toronto,,1750903794.491372,closedApp,
1020.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750903924.436116,openedApp,
,,facebook,False,America/Toronto,,1750903961.931727,closedApp,
,,facebook,False,America/Toronto,,1750904045.938576,closedApp,
1080.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750904089.630279,openedApp,
,,facebook,False,America/Toronto,,1750904584.083457,closedApp,
1020.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750927143.943071,openedApp,
60.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750932843.867144,openedApp,
,,facebook,False,America/Toronto,,1750932908.3649979,closedApp,
960.0,breathingExercise,facebook,False,America/Toronto,6.0,1750932937.358222,openedApp,Stay In the Loop
,,facebook,False,America/Toronto,,1750933189.207973,closedApp,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750933307.711339,openedApp,
,,facebook,False,America/Toronto,,1750933646.97572,closedApp,
960.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750933667.809803,openedApp,
,,facebook,False,America/Toronto,,1750933690.482569,closedApp,
1680.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750933701.041243,openedApp,
,,facebook,False,America/Toronto,,1750933755.3267698,closedApp,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750935400.7053041,openedApp,
,,facebook,False,America/Toronto,,1750935527.081159,closedApp,
,askForTimeLimit,facebook,False,America/Toronto,6.0,1750937868.507643,dismissedAppOpening,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750957974.864651,openedApp,
,,facebook,False,America/Toronto,,1750959120.0169601,closedApp,
1200.0,breathingExercise,facebook,False,America/Toronto,6.0,1750959136.378965,openedApp,Message
,,facebook,False,America/Toronto,,1750960322.6504102,closedApp,
1200.0,breathingExercise,facebook,False,America/Toronto,6.0,1750960342.291311,openedApp,Stay In the Loop
,,facebook,False,America/Toronto,,1750961060.6456351,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750961371.506908,openedApp,
,,facebook,False,America/Toronto,,1750962513.240968,closedApp,
,,facebook,False,America/Toronto,,1750963208.765439,closedApp,
1140.0,breathingExercise,facebook,False,America/Toronto,6.0,1750963227.1217241,openedApp,Stay In the Loop
,,facebook,False,America/Toronto,,1750963939.390415,closedApp,
,,facebook,False,America/Toronto,,1750964302.7329059,closedApp,
1380.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750964322.685337,openedApp,
,,facebook,False,America/Toronto,,1750965066.956984,closedApp,
,,facebook,False,America/Toronto,,1750965238.7769198,closedApp,
1080.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750965253.699913,openedApp,
,,facebook,False,America/Toronto,,1750965901.927238,closedApp,
1020.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750966254.765297,openedApp,
,,facebook,False,America/Toronto,,1750966752.087076,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750967543.163247,openedApp,
,,facebook,False,America/Toronto,,1750968067.979356,closedApp,
1320.0,breathingExercise,facebook,False,America/Toronto,6.0,1750970743.139587,openedApp,Message
,,facebook,False,America/Toronto,,1750970827.2722049,closedApp,
,,facebook,False,America/Toronto,,1750971192.971153,closedApp,
,askForTimeLimit,facebook,False,America/Toronto,6.0,1750971611.852322,dismissedAppOpening,
1320.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750974431.566279,openedApp,
,,facebook,False,America/Toronto,,1750974618.484208,closedApp,
,breathingExercise,facebook,False,America/Toronto,6.0,1750975457.780892,dismissedAppOpening,
1080.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750984539.691509,openedApp,
,,facebook,False,America/Toronto,,1750984555.149488,closedApp,
,askForTimeLimit,facebook,False,America/Toronto,6.0,1750984605.368043,dismissedAppOpening,
1320.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1750984715.053879,openedApp,
,,facebook,False,America/Toronto,,1750985161.237972,closedApp,
,,facebook,False,America/Toronto,,1750990615.532195,closedApp,
,,facebook,False,America/Toronto,,1750990615.8423,closedApp,
,,facebook,False,America/Toronto,,1751018522.969816,closedApp,
1380.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751019796.334317,openedApp,
,,facebook,False,America/Toronto,,1751020086.635076,closedApp,
1020.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751021602.735981,openedApp,
,,facebook,False,America/Toronto,,1751022034.508803,closedApp,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751022257.7898378,openedApp,
,,facebook,False,America/Toronto,,1751022340.128532,closedApp,
,,facebook,False,America/Toronto,,1751023703.393834,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751039017.390795,openedApp,
,,facebook,False,America/Toronto,,1751040222.287908,closedApp,
1320.0,breathingExercise,facebook,False,America/Toronto,6.0,1751040239.196076,openedApp,Message
,,facebook,False,America/Toronto,,1751040905.605298,closedApp,
1320.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751041105.135786,openedApp,
,,facebook,False,America/Toronto,,1751041507.750338,closedApp,
1380.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751041659.553688,openedApp,
,,facebook,False,America/Toronto,,1751042700.073627,closedApp,
1200.0,breathingExercise,facebook,False,America/Toronto,6.0,1751043076.054805,openedApp,Message
,,facebook,False,America/Toronto,,1751043117.320652,closedApp,
900.0,breathingExercise,facebook,False,America/Toronto,6.0,1751044480.8478699,openedApp,Message
,,facebook,False,America/Toronto,,1751044548.254962,closedApp,
1320.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751044660.5317678,openedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751046990.882761,openedApp,
,,facebook,False,America/Toronto,,1751047071.740905,closedApp,
1020.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751047093.58621,openedApp,
,,facebook,False,America/Toronto,,1751047125.8146749,closedApp,
1020.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751047529.29418,openedApp,
,,facebook,False,America/Toronto,,1751047554.079999,closedApp,
1440.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751048029.7392678,openedApp,
,,facebook,False,America/Toronto,,1751048121.292026,closedApp,
1080.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751054681.753125,openedApp,
,,facebook,False,America/Toronto,,1751054817.469459,closedApp,
1260.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751054832.478471,openedApp,
,,facebook,False,America/Toronto,,1751055205.8812199,closedApp,
1500.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751057199.534682,openedApp,
,,facebook,False,America/Toronto,,1751057424.157423,closedApp,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751058342.379503,openedApp,
,,facebook,False,America/Toronto,,1751058368.112479,closedApp,
1080.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751058625.750588,openedApp,
,,facebook,False,America/Toronto,,1751058730.932744,closedApp,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751059172.841237,openedApp,
,,facebook,False,America/Toronto,,1751059339.3631392,closedApp,
1380.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751059663.273337,openedApp,
,,facebook,False,America/Toronto,,1751059852.258529,closedApp,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751059943.725559,openedApp,
,,facebook,False,America/Toronto,,1751061091.047534,closedApp,
2220.0,breathingExercise,facebook,False,America/Toronto,6.0,1751061109.804226,openedApp,Message
,,facebook,False,America/Toronto,,1751061303.9648361,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751061350.186322,openedApp,
,,facebook,False,America/Toronto,,1751061525.769676,closedApp,
540.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751062389.040732,openedApp,
,,facebook,False,America/Toronto,,1751062524.123244,closedApp,
1440.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751063216.515214,openedApp,
,,facebook,False,America/Toronto,,1751063296.2989988,closedApp,
1380.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751070173.748612,openedApp,
,,facebook,False,America/Toronto,,1751070301.910161,closedApp,
1500.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751070640.182343,openedApp,
,,facebook,False,America/Toronto,,1751070766.4840422,closedApp,
1320.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751080960.9215841,openedApp,
,,facebook,False,America/Toronto,,1751081226.51074,closedApp,
1260.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751084009.958904,openedApp,
,,facebook,False,America/Toronto,,1751084052.605073,closedApp,
960.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751088151.932215,openedApp,
,,facebook,False,America/Toronto,,1751088358.321749,closedApp,
1440.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751088394.4831219,openedApp,
,,facebook,False,America/Toronto,,1751088580.2523031,closedApp,
1260.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751089879.869452,openedApp,
,,facebook,False,America/Toronto,,1751090164.412509,closedApp,
960.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751090188.7140632,openedApp,
,,facebook,False,America/Toronto,,1751090704.204222,closedApp,
1440.0,breathingExercise,facebook,False,America/Toronto,6.0,1751091902.721961,openedApp,Stay In the Loop
,,facebook,False,America/Toronto,,1751091967.1416302,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751091982.266655,openedApp,
,,facebook,False,America/Toronto,,1751092074.311726,closedApp,
,askForTimeLimit,facebook,False,America/Toronto,6.0,1751096151.587082,dismissedAppOpening,
1380.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751096166.928419,openedApp,
,,facebook,False,America/Toronto,,1751097630.9687319,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751114769.372013,openedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751117316.6918879,openedApp,
,,facebook,False,America/Toronto,,1751117378.583869,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751117389.474286,openedApp,
,,facebook,False,America/Toronto,,1751117827.358756,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751120050.845196,openedApp,
,,facebook,False,America/Toronto,,1751120819.356042,closedApp,
1320.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751120885.40302,openedApp,
,,facebook,False,America/Toronto,,1751120955.528858,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751121747.725379,openedApp,
,,facebook,False,America/Toronto,,1751122361.872508,closedApp,
,,facebook,False,America/Toronto,,1751123097.383597,closedApp,
,,facebook,False,America/Toronto,,1751123589.90698,closedApp,
1140.0,breathingExercise,facebook,False,America/Toronto,6.0,1751123610.300761,openedApp,Stay In the Loop
,,facebook,False,America/Toronto,,1751123789.9763188,closedApp,
1080.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751134966.5402598,openedApp,
,,facebook,False,America/Toronto,,1751136071.547488,closedApp,
,,facebook,False,America/Toronto,,1751136739.139642,closedApp,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751138692.973196,openedApp,
,,facebook,False,America/Toronto,,1751138739.384145,closedApp,
1080.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751138750.486871,openedApp,
,,facebook,False,America/Toronto,,1751138780.20111,closedApp,
1020.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751138794.381069,openedApp,
,,facebook,False,America/Toronto,,1751139147.596636,closedApp,
,,facebook,False,America/Toronto,,1751139888.2044802,closedApp,
1260.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751139900.275285,openedApp,
,,facebook,False,America/Toronto,,1751139925.290429,closedApp,
1380.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751155334.3387508,openedApp,
,,facebook,False,America/Toronto,,1751155381.59126,closedApp,
1440.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751156544.2687879,openedApp,
,,facebook,False,America/Toronto,,1751156885.8511229,closedApp,
1020.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751157629.2046208,openedApp,
,,facebook,False,America/Toronto,,1751157939.576832,closedApp,
1080.0,breathingExercise,facebook,False,America/Toronto,6.0,1751158857.126493,openedApp,Message
,,facebook,False,America/Toronto,,1751159823.644098,closedApp,
1200.0,breathingExercise,facebook,False,America/Toronto,6.0,1751160083.8387198,openedApp,Message
,,facebook,False,America/Toronto,,1751161288.1214828,closedApp,
,breathingExercise,facebook,False,America/Toronto,6.0,1751161312.512316,dismissedAppOpening,
1080.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751162002.1429849,openedApp,
,,facebook,False,America/Toronto,,1751162916.183495,closedApp,
1260.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751212173.217077,openedApp,
,,facebook,False,America/Toronto,,1751213091.4660711,closedApp,
1260.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751220045.515732,openedApp,
,,facebook,False,America/Toronto,,1751221218.113682,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751222031.142242,openedApp,
,,facebook,False,America/Toronto,,1751223055.670635,closedApp,
1380.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751223448.7403631,openedApp,
,,facebook,False,America/Toronto,,1751223966.3367229,closedApp,
,,facebook,False,America/Toronto,,1751226044.7311559,closedApp,
,,facebook,False,America/Toronto,,1751230066.706816,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751232966.833901,openedApp,
,,facebook,False,America/Toronto,,1751233093.979785,closedApp,
1380.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751236232.623658,openedApp,
,,facebook,False,America/Toronto,,1751236625.501265,closedApp,
1320.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751237363.121577,openedApp,
,,facebook,False,America/Toronto,,1751237454.201303,closedApp,
,askForTimeLimit,facebook,False,America/Toronto,6.0,1751237490.4968472,dismissedAppOpening,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751238188.028238,openedApp,
,,facebook,False,America/Toronto,,1751238443.711186,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751239224.724632,openedApp,
,,facebook,False,America/Toronto,,1751239445.370266,closedApp,
1320.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751240490.57892,openedApp,
,,facebook,False,America/Toronto,,1751240511.075866,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751240697.6938381,openedApp,
,,facebook,False,America/Toronto,,1751240770.449067,closedApp,
1260.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751240843.533996,openedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751241101.366812,openedApp,
,,facebook,False,America/Toronto,,1751241140.093035,closedApp,
1320.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751241198.333683,openedApp,
,,facebook,False,America/Toronto,,1751242371.328113,closedApp,
,breathingExercise,facebook,False,America/Toronto,6.0,1751242457.900591,dismissedAppOpening,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751245298.206246,openedApp,
,,facebook,False,America/Toronto,,1751245917.562042,closedApp,
,,facebook,False,America/Toronto,,1751247585.6991792,closedApp,
1320.0,breathingExercise,facebook,False,America/Toronto,6.0,1751247602.928319,openedApp,Message
,,facebook,False,America/Toronto,,1751248926.180958,closedApp,
1260.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751249253.733389,openedApp,
,,facebook,False,America/Toronto,,1751250294.1037889,closedApp,
1080.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751255156.997775,openedApp,
,,facebook,False,America/Toronto,,1751255328.698265,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751255968.745919,openedApp,
,,facebook,False,America/Toronto,,1751257179.684441,closedApp,
,breathingExercise,facebook,False,America/Toronto,6.0,1751257268.86689,dismissedAppOpening,
1440.0,breathingExercise,facebook,False,America/Toronto,6.0,1751257287.649924,openedApp,Message
,,facebook,False,America/Toronto,,1751257853.65805,closedApp,
1440.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751270603.481804,openedApp,
,,facebook,False,America/Toronto,,1751272050.01999,closedApp,
1260.0,breathingExercise,facebook,False,America/Toronto,6.0,1751272198.493575,openedApp,Message
,,facebook,False,America/Toronto,,1751273074.966494,closedApp,
,askForTimeLimit,facebook,False,America/Toronto,6.0,1751274736.607774,dismissedAppOpening,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751286628.356534,openedApp,
,,facebook,False,America/Toronto,,1751287248.255494,closedApp,
,,facebook,False,America/Toronto,,1751301734.465783,closedApp,
1440.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751308813.548332,openedApp,
,,facebook,False,America/Toronto,,1751309024.504053,closedApp,
1500.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751321253.795392,openedApp,
,,facebook,False,America/Toronto,,1751321377.344306,closedApp,
1260.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751321832.2525811,openedApp,
,,facebook,False,America/Toronto,,1751321892.068583,closedApp,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751321935.408952,openedApp,
,,facebook,False,America/Toronto,,1751322002.5510569,closedApp,
1320.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751324316.8899422,openedApp,
,,facebook,False,America/Toronto,,1751324352.3530931,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751324365.323736,openedApp,
,,facebook,False,America/Toronto,,1751324388.843988,closedApp,
1500.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751326319.850049,openedApp,
,,facebook,False,America/Toronto,,1751326531.253806,closedApp,
1320.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751332952.990749,openedApp,
,,facebook,False,America/Toronto,,1751334281.705258,closedApp,
1380.0,breathingExercise,facebook,False,America/Toronto,6.0,1751334299.429394,openedApp,Message
,askForTimeLimit,facebook,False,America/Toronto,6.0,1751334630.0135221,dismissedAppOpening,
,,facebook,False,America/Toronto,,1751334602.551589,closedApp,
1080.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751377400.634519,openedApp,
,,facebook,False,America/Toronto,,1751377491.988984,closedApp,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751377501.4634619,openedApp,
,,facebook,False,America/Toronto,,1751378647.959176,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751384941.214391,openedApp,
,,facebook,False,America/Toronto,,1751386389.1827111,closedApp,
,,facebook,False,America/Toronto,,1751390530.615083,closedApp,
1260.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751390567.614358,openedApp,
,,facebook,False,America/Toronto,,1751390877.627929,closedApp,
,,facebook,False,America/Toronto,,1751390940.199584,closedApp,
1260.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751390952.465008,openedApp,
,,facebook,False,America/Toronto,,1751391427.7050672,closedApp,
1320.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751391582.875592,openedApp,
,,facebook,False,America/Toronto,,1751391847.8087711,closedApp,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751401300.3873072,openedApp,
,,facebook,False,America/Toronto,,1751401452.07472,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751402023.8662782,openedApp,
,,facebook,False,America/Toronto,,1751402330.8682718,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751402386.154467,openedApp,
,,facebook,False,America/Toronto,,1751402660.2660608,closedApp,
1140.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751402705.637383,openedApp,
,,facebook,False,America/Toronto,,1751403017.6389031,closedApp,
,askForTimeLimit,facebook,False,America/Toronto,6.0,1751406302.461081,dismissedAppOpening,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751414928.375784,openedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751415320.150642,openedApp,
1260.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751424611.837517,openedApp,
,,facebook,False,America/Toronto,,1751424848.52497,closedApp,
,,facebook,False,America/Toronto,,1751429833.1066818,closedApp,
1260.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751435596.752599,openedApp,
,,facebook,False,America/Toronto,,1751435711.928844,closedApp,
,,facebook,False,America/Toronto,,1751444674.2275,closedApp,
1260.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751452397.2748652,openedApp,
,,facebook,False,America/Toronto,,1751452747.145901,closedApp,
,,facebook,False,America/Toronto,,1751453665.959161,closedApp,
1140.0,breathingExercise,facebook,False,America/Toronto,6.0,1751453682.4111152,openedApp,Message
,,facebook,False,America/Toronto,,1751454824.852469,closedApp,
1200.0,askForTimeLimit,facebook,False,America/Toronto,6.0,1751468247.679,openedApp,
,,facebook,False,America/Toronto,,1751469452.6224232,closedApp,
