timestamp,interventionType,isReIntervention,resolution,timezone,interventionDuration,app,purpose,timeIntervalUntilReIntervention
1752433279.270852,breathingExercise,False,openedApp,America/Toronto,1.5,tikTok,Entertainment,1260.0
1752433918.713731,breathingExercise,False,dismissedAppOpening,America/Toronto,1.5,tikTok,,
1752434423.992804,breathingExercise,False,openedApp,America/Toronto,1.5,tikTok,Entertainment,660.0
1752434672.980185,breathingExercise,False,openedApp,America/Toronto,1.5,tikTok,Entertainment,660.0
1752461678.681287,breathingExercise,False,openedApp,America/Denver,1.5,tikTok,Entertainment,1680.0
1752462076.720241,breathingExercise,False,dismissedAppOpening,America/Denver,1.5,tikTok,,
1752462086.459608,breathingExercise,False,openedApp,America/Denver,1.5,tikTok,Entertainment,1440.0
1752462982.3432531,breathingExercise,False,openedApp,America/Denver,1.5,tikTok,Entertainment,540.0
1752463239.231831,breathingExercise,False,dismissedAppOpening,America/Denver,1.5,tikTok,,
1752469682.2212439,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,tikTok,,
1752469702.3743749,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Entertainment,300.0
1752470835.145979,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Escape / Avoid,
1752508028.442296,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Escape / Avoid,
1752509940.35905,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752518877.917735,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752518880.3493772,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752520689.1350842,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,tikTok,,
1752520798.603826,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752526033.698543,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752533475.109751,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752534628.368487,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Stay In the Loop,
1752540487.8094192,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752540665.070057,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Message,
1752540732.264225,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Search Info,
1752541938.5065541,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Search Info,
1752546949.819113,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752547049.580548,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Escape / Avoid,
1752547826.832634,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Search Info,
1752547827.075114,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,twitter,,
1752548510.458224,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752548521.729186,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Search Info,
1752549599.901136,,False,openedApp,America/Los_Angeles,,twitter,,
1752549779.901136,,False,closedApp,America/Los_Angeles,,twitter,,
1752549779.901136,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752550564.476949,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752557007.716515,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Relax,
1752585946.7777228,,False,openedApp,America/Los_Angeles,,twitter,,
1752586126.7777228,,False,closedApp,America/Los_Angeles,,twitter,,
1752586126.7777228,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752586142.640806,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Stay In the Loop,
1752586426.2377338,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752587188.712177,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752605293.8275719,,False,openedApp,America/Los_Angeles,,twitter,,
1752605473.8275728,,False,closedApp,America/Los_Angeles,,twitter,,
1752605473.8275728,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752605491.973115,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Bored,
1752605817.1802812,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752622869.8698711,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,tikTok,,
1752622871.13525,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752622873.552054,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752623255.9442139,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752623353.5665321,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752623462.171247,,False,openedApp,America/Los_Angeles,,twitter,,
1752623642.171248,,False,closedApp,America/Los_Angeles,,twitter,,
1752623642.171248,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752624940.866075,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752624951.692515,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Entertainment,420.0
1752625208.7218761,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Escape / Avoid,480.0
1752625701.0393891,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752626070.923602,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752626452.31165,,False,openedApp,America/Los_Angeles,,twitter,,
1752626632.31165,,False,closedApp,America/Los_Angeles,,twitter,,
1752626632.31165,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752626643.772964,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Entertainment,
1752630164.4417272,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752634462.103138,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752646522.971195,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Entertainment,420.0
1752647001.602473,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Entertainment,300.0
1752647084.7887812,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Entertainment,360.0
1752647266.793026,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752647432.087074,,False,openedApp,America/Los_Angeles,,twitter,,
1752647612.087074,,False,closedApp,America/Los_Angeles,,twitter,,
1752647612.087074,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752647623.6539679,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Relax,
1752647756.8028831,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Escape / Avoid,
1752648189.281244,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,twitter,,
1752648200.530437,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Escape / Avoid,
1752679007.343106,,False,openedApp,America/Los_Angeles,,twitter,,
1752679187.343106,,False,closedApp,America/Los_Angeles,,twitter,,
1752679187.343106,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752684013.148248,,False,openedApp,America/Los_Angeles,,twitter,,
1752684193.148248,,False,closedApp,America/Los_Angeles,,twitter,,
1752684193.148248,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752684747.874182,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752684750.416533,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752686306.231961,,False,openedApp,America/Los_Angeles,,twitter,,
1752686486.231962,,False,closedApp,America/Los_Angeles,,twitter,,
1752686486.231962,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752688126.888283,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Escape / Avoid,
1752688194.309802,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752688541.0774732,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752688434.864452,,False,openedApp,America/Los_Angeles,,twitter,,
1752688614.8644528,,False,closedApp,America/Los_Angeles,,twitter,,
1752688614.8644528,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752688624.609007,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Stay In the Loop,
1752688992.714518,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Search Info,
1752689455.701931,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Escape / Avoid,
1752693012.172378,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752693014.473448,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752693036.421905,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752693155.345302,,False,openedApp,America/Los_Angeles,,twitter,,
1752693335.345302,,False,closedApp,America/Los_Angeles,,twitter,,
1752693335.345302,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752699003.660661,,False,openedApp,America/Los_Angeles,,twitter,,
1752699183.660661,,False,closedApp,America/Los_Angeles,,twitter,,
1752699183.660661,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752699365.796931,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752705111.064867,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,tikTok,,
1752704976.991291,,False,openedApp,America/Los_Angeles,,twitter,,
1752705156.991292,,False,closedApp,America/Los_Angeles,,twitter,,
1752705156.991292,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752705831.040594,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752705991.9865851,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752706000.136314,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Escape / Avoid,
1752706123.27424,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752706574.311551,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Stay In the Loop,
1752708246.176692,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Stay In the Loop,
1752709310.551727,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Relax,
1752709553.34337,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Escape / Avoid,
1752709732.455052,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Entertainment,240.0
1752713833.557332,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Entertainment,600.0
1752715163.7283201,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752734410.955385,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752735407.570112,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Relax,240.0
1752735599.82949,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Relax,420.0
1752736363.028285,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Relax,540.0
1752736930.6991491,breathingExercise,True,openedApp,America/Los_Angeles,1.5,tikTok,Relax,540.0
1752737491.3708072,breathingExercise,True,openedApp,America/Los_Angeles,1.5,tikTok,Relax,420.0
1752766252.5319118,,False,openedApp,America/Los_Angeles,,twitter,,
1752766432.5319118,,False,closedApp,America/Los_Angeles,,twitter,,
1752766432.5319118,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752767466.7633429,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Search Info,
1752769206.448337,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Relax,
1752769357.980207,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Toilet,
1752771679.8869271,,False,openedApp,America/Los_Angeles,,twitter,,
1752771859.886928,,False,closedApp,America/Los_Angeles,,twitter,,
1752771859.886928,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752777254.142067,,False,openedApp,America/Los_Angeles,,twitter,,
1752777434.142067,,False,closedApp,America/Los_Angeles,,twitter,,
1752777434.142068,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752777538.4391809,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Stay In the Loop,
1752782807.9293551,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752785611.569951,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Search Info,
1752785632.039194,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752786184.425346,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Entertainment,360.0
1752786375.381614,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,tikTok,,
1752786441.946622,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Entertainment,360.0
1752786815.151774,breathingExercise,True,openedApp,America/Los_Angeles,1.5,tikTok,Entertainment,240.0
1752786967.83703,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,tikTok,,
1752786876.003646,,False,openedApp,America/Los_Angeles,,twitter,,
1752787056.0036469,,False,closedApp,America/Los_Angeles,,twitter,,
1752787056.0036469,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752787550.273425,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,tikTok,,
1752787628.050359,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Escape / Avoid,240.0
1752787882.6654248,breathingExercise,True,openedApp,America/Los_Angeles,1.5,tikTok,Entertainment,180.0
1752788016.32414,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Relax,
1752789203.133881,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Escape / Avoid,
1752789453.965849,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Escape / Avoid,180.0
1752789667.490917,,False,openedApp,America/Los_Angeles,,twitter,,
1752789847.490917,,False,closedApp,America/Los_Angeles,,twitter,,
1752789847.490917,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752796932.105453,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752797002.45499,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752812172.967602,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Stay In the Loop,
1752813660.4354692,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752814270.6546621,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Relax,
1752817285.475904,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Stay In the Loop,
1752817431.4896579,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Relax,900.0
1752818045.6414099,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Relax,660.0
1752819526.957756,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Relax,
1752819761.990776,,False,openedApp,America/Los_Angeles,,twitter,,
1752819941.990777,,False,closedApp,America/Los_Angeles,,twitter,,
1752819941.990777,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752820229.89183,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752820239.193296,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752830638.1325831,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Relax,
1752832594.60832,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752832995.18476,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Relax,
1752833730.08316,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Escape / Avoid,
1752853711.876759,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Stay In the Loop,
1752854861.83694,,False,openedApp,America/Los_Angeles,,twitter,,
1752855041.83694,,False,closedApp,America/Los_Angeles,,twitter,,
1752855041.83694,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752855335.191949,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Stay In the Loop,
1752855388.426244,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Relax,
1752856664.033319,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Escape / Avoid,
1752857070.989239,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752859618.145143,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752859680.721719,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752860035.501072,,False,openedApp,America/Los_Angeles,,twitter,,
1752860215.501072,,False,closedApp,America/Los_Angeles,,twitter,,
1752860215.501072,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752860688.027564,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Entertainment,480.0
1752868389.4172912,,False,openedApp,America/Los_Angeles,,twitter,,
1752868569.4172912,,False,closedApp,America/Los_Angeles,,twitter,,
1752868569.4172912,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752869134.158217,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Message,
1752869617.4967442,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Escape / Avoid,
1752869770.230472,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752869772.625517,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752869774.9974918,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752870962.100661,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Escape / Avoid,720.0
1752871695.50807,breathingExercise,True,openedApp,America/Los_Angeles,1.5,tikTok,Stay In the Loop,300.0
1752873039.8646631,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752873285.878539,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Escape / Avoid,300.0
1752873549.842138,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Entertainment,
1752877792.590625,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752877801.3131871,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Escape / Avoid,
1752882371.2430139,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Entertainment,420.0
1752917701.086288,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Stay In the Loop,
1752917791.6566858,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Toilet,600.0
1752919001.511781,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Relax,
1752919199.55387,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Entertainment,
1752949238.138488,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Escape / Avoid,
1752949587.230489,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752949815.112725,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Escape / Avoid,
1752950247.98809,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Escape / Avoid,
1752950637.548542,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752950799.074817,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752950823.848356,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752951142.574844,,False,openedApp,America/Los_Angeles,,twitter,,
1752951322.5748448,,False,closedApp,America/Los_Angeles,,twitter,,
1752951322.5748448,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752951331.491142,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Escape / Avoid,
1752952119.4556751,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Entertainment,480.0
1752954346.148642,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,tikTok,,
1752954362.184567,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Entertainment,
1752956750.348355,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Message,
1752956790.307691,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752964364.023797,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Entertainment,
1752965420.21026,,False,openedApp,America/Los_Angeles,,twitter,,
1752965600.21026,,False,closedApp,America/Los_Angeles,,twitter,,
1752965600.21026,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752965763.6750789,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Escape / Avoid,600.0
1752970708.649539,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Stalk crush,
1752973745.281972,,False,openedApp,America/Los_Angeles,,twitter,,
1752973925.281972,,False,closedApp,America/Los_Angeles,,twitter,,
1752973925.281972,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752974054.3773441,breathingExercise,False,openedApp,America/Los_Angeles,1.5,tikTok,Escape / Avoid,840.0
1752976516.915657,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Bored,
1752976609.4629788,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752977094.5340528,breathingExercise,False,openedApp,America/Los_Angeles,1.5,twitter,Stay In the Loop,
1752981924.8696718,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Search Info,
1752983920.5433888,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Stalk crush,
1752985247.579634,,False,openedApp,America/Los_Angeles,,twitter,,
1752985427.579634,,False,closedApp,America/Los_Angeles,,twitter,,
1752985427.579634,,False,dismissedAppOpening,America/Los_Angeles,,twitter,,
1752987284.7230868,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Toilet,
1752988701.4991732,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Stay In the Loop,
1752989546.921747,breathingExercise,False,dismissedAppOpening,America/Los_Angeles,1.5,instagram,,
1752990550.510507,breathingExercise,False,openedApp,America/Los_Angeles,1.5,instagram,Relax,
