timezone,app,resolution,timestamp,interventionType,interventionDuration,isReIntervention,purpose
America/Denver,instagram,dismissedAppOpening,1751876024.571862,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751876028.343329,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751876033.266325,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751876037.721971,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751876042.955715,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751876048.009379,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751876055.0724769,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751876061.945774,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751876067.982129,breathingExercise,1.5,False,
America/Denver,instagram,openedApp,1751876083.111946,breathingExercise,1.5,False,Relax
America/Denver,instagram,dismissedAppOpening,1751876083.234672,breathingExercise,1.5,False,
America/Denver,instagram,openedApp,1751877739.497425,breathingExercise,1.5,False,Escape / Avoid
America/Denver,instagram,dismissedAppOpening,1751878680.1753879,breathingExercise,1.5,False,
America/Denver,instagram,openedApp,1751909561.252471,breathingExercise,1.5,False,Relax
America/Denver,instagram,dismissedAppOpening,1751918026.933321,breathingExercise,1.5,False,
America/Denver,instagram,openedApp,1751918039.108906,breathingExercise,1.5,False,Escape / Avoid
America/Denver,instagram,dismissedAppOpening,1751918083.743249,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751918089.15768,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751918093.7646642,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751918097.635439,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751918102.342898,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751918107.567381,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751918111.052654,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751918116.139287,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751918127.135416,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751918175.227093,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751918179.0537782,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751918185.8336601,breathingExercise,1.5,False,
America/Denver,instagram,openedApp,1751918228.366952,breathingExercise,1.5,False,Escape / Avoid
America/Denver,instagram,dismissedAppOpening,1751918285.586256,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751921621.7922292,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751921670.304366,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751921674.576993,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751921751.367315,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751921760.305976,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751921931.872666,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751921936.3229098,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751922121.3830929,breathingExercise,1.5,False,
America/Denver,instagram,openedApp,1751923277.33517,breathingExercise,1.5,False,Relax
America/Denver,instagram,openedApp,1751924204.4101992,breathingExercise,1.5,False,Stay In the Loop
America/Denver,instagram,openedApp,1751926923.351548,breathingExercise,1.5,False,Toilet
America/Denver,instagram,openedApp,1751927826.1790771,breathingExercise,1.5,False,Entertainment
America/Denver,instagram,openedApp,1751931086.553546,breathingExercise,1.5,False,Message
America/Denver,instagram,openedApp,1751931110.635549,breathingExercise,1.5,False,Bored
America/Denver,instagram,openedApp,1751931137.0100641,breathingExercise,1.5,False,Relax
America/Denver,instagram,openedApp,1751931186.050247,breathingExercise,1.5,False,Message
America/Denver,instagram,dismissedAppOpening,1751931211.255059,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751931254.218089,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751932111.782744,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751932157.221116,breathingExercise,1.5,False,
America/Denver,instagram,openedApp,1751933893.426439,breathingExercise,1.5,False,Stay In the Loop
America/Denver,instagram,openedApp,1751936400.8908,breathingExercise,1.5,False,Relax
America/Denver,instagram,dismissedAppOpening,1751936509.478116,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751936513.843864,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751936519.9499102,breathingExercise,1.5,False,
America/Denver,instagram,openedApp,1751937431.497558,breathingExercise,1.5,False,Check likes
America/Denver,instagram,dismissedAppOpening,1751938352.467997,breathingExercise,1.5,False,
America/Denver,instagram,openedApp,1751939738.67908,breathingExercise,1.5,False,Check likes
America/Denver,instagram,openedApp,1751941890.754822,breathingExercise,1.5,False,Relax
America/Denver,instagram,dismissedAppOpening,1751941944.678165,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751941948.9653192,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751941954.99089,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751941959.371058,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751941963.897622,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751941969.960639,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751941974.561229,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751941979.694457,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751941993.4481912,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751942000.8948069,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751942007.765754,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751942021.386169,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751943284.428628,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751943289.135428,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751943296.951189,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751943596.312706,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751943604.1376882,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751943609.1598902,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751944247.7903562,breathingExercise,1.5,False,
America/Denver,instagram,openedApp,1751944268.872299,breathingExercise,1.5,False,Toilet
America/Denver,instagram,dismissedAppOpening,1751945544.5659971,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751945554.047081,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751945560.227303,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751945619.11304,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751945626.609799,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751945632.499817,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751945640.425019,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751945648.4109979,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751945657.714477,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751945687.1882281,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751945779.597496,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751945799.239139,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751946512.186629,breathingExercise,1.5,False,
America/Denver,instagram,openedApp,1751946787.7236261,breathingExercise,1.5,False,Toilet
America/Denver,instagram,openedApp,1751947922.5377111,breathingExercise,1.5,False,Relax
America/Denver,instagram,openedApp,1751951388.8514938,breathingExercise,1.5,False,Post something
America/Denver,instagram,dismissedAppOpening,1751951388.945459,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751952005.736748,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751952017.996934,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751952030.53653,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751952036.568744,breathingExercise,1.5,False,
America/Denver,instagram,openedApp,1751953668.6965408,breathingExercise,1.5,False,Stay In the Loop
America/Denver,instagram,dismissedAppOpening,1751955467.7850618,breathingExercise,1.5,False,
America/Denver,instagram,dismissedAppOpening,1751955471.210885,breathingExercise,1.5,False,
America/Denver,instagram,openedApp,1752171574.8971229,breathingExercise,1.5,False,Message
