timestamp,timezone,resolution,app,interventionType,isReIntervention,interventionDuration,purpose
1751283235.4623652,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751283260.927839,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1751283332.064929,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751296089.501271,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751296123.1854181,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751296221.7281752,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751297260.956898,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751297365.159515,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751297413.696679,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751307667.165433,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751310137.842764,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751310156.639364,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Escape / Avoid
1751312649.389151,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1751312999.1027699,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1751313133.5279841,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751313161.6549559,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1751313210.897746,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751313279.656035,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751313289.896824,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751313293.524271,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751313320.413492,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1751314014.622779,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751314017.13977,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751314023.381783,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751314026.567523,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751314046.486414,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751315275.0305061,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751320815.33203,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751328604.016212,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1751333017.9408898,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Bored
1751335282.581974,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751339516.6376529,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Bored
1751340078.2807698,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Message
1751379948.3751001,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751512791.482154,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751516030.020916,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751516071.517102,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751516902.9074059,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751518507.62317,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Search Info
1751522900.883775,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751523239.9212198,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751547852.215641,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751548730.691256,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Message
1751549254.812903,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Message
1751560280.7616239,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Message
1751562886.8322458,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751600663.0990992,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751621510.592736,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751621804.10236,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751623500.873911,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751624724.160718,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751625132.5623,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751635452.246577,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751642063.083159,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751642122.229614,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751642346.822988,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Post something
1751642387.084519,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751644346.769991,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751684097.2799401,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751704811.964215,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751741867.8394098,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751744887.773875,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751755538.695356,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751765136.948684,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751776392.730212,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751780280.829311,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Relax
1751801275.592768,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751801279.045802,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751829290.751904,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751829443.135716,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751848591.967576,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751849931.876068,America/New_York,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1751849991.299502,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751856765.204407,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751867186.940249,America/New_York,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751949792.5146918,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1751949829.8628368,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752041403.7736459,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752042493.8799949,America/Lima,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1752042551.926377,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752110599.224901,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752112106.5668879,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752112447.74878,America/Lima,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1752112473.822701,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752112935.7487168,America/Lima,dismissedAppOpening,instagram,breathingExercise,False,6.0,
1752113394.317806,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752116095.300539,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752190523.78471,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752205933.6232271,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752206480.95746,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752206741.604923,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752221426.1513538,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752259450.8077679,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752288096.74509,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752291176.961595,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
1752304910.4635,America/Lima,openedApp,instagram,breathingExercise,False,6.0,Stay In the Loop
