resolution,timezone,timestamp,interventionDuration,app,isReIntervention,interventionType,timeIntervalUntilReIntervention,purpose
dismissedAppOpening,America/Sao_Paulo,1748699584.379445,1.5,instagram,False,breathingExercise,,
dismissedAppOpening,America/Sao_Paulo,1748699809.010394,1.5,instagram,False,breathingExercise,,
dismissedAppOpening,America/Sao_Paulo,1748725560.593132,1.5,instagram,False,breathingExercise,,
dismissedAppOpening,America/Sao_Paulo,1748725863.580679,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748727038.015991,1.5,whatsAppBusiness,False,breathingExercise,120.0,Pesquisar informações
openedApp,America/Sao_Paulo,1748727459.6000729,1.5,whatsAppBusiness,False,breathingExercise,60.0,Pesquisar informações
openedApp,America/Sao_Paulo,1748728952.19806,1.5,whatsAppBusiness,False,breathingExercise,60.0,Pesquisar informações
openedApp,America/Sao_Paulo,1748729021.220298,1.5,safari,False,breathingExercise,,Pesquisar informações
openedApp,America/Sao_Paulo,1748729103.013482,1.5,whatsAppBusiness,False,breathingExercise,60.0,Pesquisar informações
openedApp,America/Sao_Paulo,1748729119.069947,1.5,safari,False,breathingExercise,,Pesquisar informações
dismissedAppOpening,America/Sao_Paulo,1748729540.301347,1.5,safari,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748729635.837327,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Sao_Paulo,1748729719.0662851,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Sao_Paulo,1748729788.236722,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Sao_Paulo,1748729915.807565,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Sao_Paulo,1748730000.943069,1.5,whatsAppBusiness,False,breathingExercise,420.0,Mensagem
dismissedAppOpening,America/Sao_Paulo,1748730155.878511,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Sao_Paulo,1748730194.3712358,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Sao_Paulo,1748736316.1911259,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748736328.680132,1.5,whatsAppBusiness,False,breathingExercise,540.0,Pesquisar informações
dismissedAppOpening,America/Sao_Paulo,1748736356.2077742,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748736365.4908938,1.5,whatsAppBusiness,False,breathingExercise,600.0,Pesquisar informações
dismissedAppOpening,America/Sao_Paulo,1748740075.3200998,1.5,safari,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748742223.473733,1.5,whatsAppBusiness,False,breathingExercise,600.0,Pesquisar informações
openedApp,America/Sao_Paulo,1748743423.44115,1.5,whatsAppBusiness,False,breathingExercise,480.0,Pesquisar informações
openedApp,America/Sao_Paulo,1748743952.9087,1.5,whatsAppBusiness,True,breathingExercise,60.0,Ficar por dentro
openedApp,America/Sao_Paulo,1748744031.201498,1.5,whatsAppBusiness,False,breathingExercise,120.0,Pesquisar informações
dismissedAppOpening,America/Sao_Paulo,1748744130.489417,1.5,safari,False,breathingExercise,,
dismissedAppOpening,America/Sao_Paulo,1748744137.824986,1.5,safari,False,breathingExercise,,
dismissedAppOpening,America/Sao_Paulo,1748744169.953695,1.5,safari,False,breathingExercise,,
dismissedAppOpening,America/Sao_Paulo,1748747952.669971,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748771939.318797,1.5,whatsAppBusiness,False,breathingExercise,540.0,Ficar por dentro
openedApp,America/Sao_Paulo,1748774649.216992,1.5,whatsAppBusiness,False,breathingExercise,180.0,Mensagem
dismissedAppOpening,America/Sao_Paulo,1748775830.953724,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Sao_Paulo,1748777250.60396,1.5,safari,False,breathingExercise,,
dismissedAppOpening,America/Sao_Paulo,1748779032.652595,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748779056.343118,1.5,whatsAppBusiness,False,breathingExercise,180.0,Mensagem
openedApp,America/Sao_Paulo,1748779295.7202082,1.5,whatsAppBusiness,True,breathingExercise,300.0,Mensagem
dismissedAppOpening,America/Sao_Paulo,1748780801.55798,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Sao_Paulo,1748780810.918093,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748780889.121804,1.5,safari,False,breathingExercise,,Pesquisar informações
openedApp,America/Sao_Paulo,1748781044.1375399,1.5,safari,False,breathingExercise,,Pesquisar informações
openedApp,America/Sao_Paulo,1748781099.02416,1.5,safari,False,breathingExercise,,Pesquisar informações
openedApp,America/Sao_Paulo,1748782117.662406,1.5,whatsAppBusiness,False,breathingExercise,180.0,Mensagem
openedApp,America/Sao_Paulo,1748782217.576559,1.5,instagram,False,breathingExercise,60.0,Entretenimento
dismissedAppOpening,America/Sao_Paulo,1748782230.869425,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Sao_Paulo,1748784172.450629,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748784717.392703,1.5,youtube,False,breathingExercise,,Pesquisar informações
dismissedAppOpening,America/Sao_Paulo,1748784799.8513188,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748784815.75041,1.5,instagram,False,breathingExercise,300.0,Mensagem
dismissedAppOpening,America/Sao_Paulo,1748785094.5751529,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748785177.25893,1.5,whatsAppBusiness,False,breathingExercise,420.0,Mensagem
openedApp,America/Sao_Paulo,1748785322.713149,1.5,whatsAppBusiness,False,breathingExercise,180.0,Mensagem
dismissedAppOpening,America/Sao_Paulo,1748785449.596424,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748789408.2513509,1.5,whatsAppBusiness,False,breathingExercise,180.0,Mensagem
openedApp,America/Sao_Paulo,1748789458.554831,1.5,whatsAppBusiness,False,breathingExercise,120.0,Mensagem
openedApp,America/Sao_Paulo,1748789677.890161,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Sao_Paulo,1748791071.935972,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Sao_Paulo,1748791351.906825,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Sao_Paulo,1748791684.161195,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748796179.228682,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Sao_Paulo,1748796361.266906,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748796424.235688,1.5,instagram,False,breathingExercise,600.0,Ficar por dentro
openedApp,America/Sao_Paulo,1748797030.667045,1.5,whatsAppBusiness,False,breathingExercise,60.0,Mensagem
openedApp,America/Sao_Paulo,1748797055.496522,1.5,instagram,False,breathingExercise,60.0,Mensagem
openedApp,America/Sao_Paulo,1748797132.5476,1.5,whatsAppBusiness,False,breathingExercise,120.0,Mensagem
dismissedAppOpening,America/Sao_Paulo,1748799863.732462,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748800292.752079,1.5,whatsAppBusiness,False,breathingExercise,480.0,Mensagem
openedApp,America/Sao_Paulo,1748804455.484734,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Sao_Paulo,1748804535.893208,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748805187.912925,1.5,whatsAppBusiness,False,breathingExercise,600.0,Ficar por dentro
openedApp,America/Sao_Paulo,1748806780.573709,1.5,whatsAppBusiness,False,breathingExercise,540.0,Mensagem
dismissedAppOpening,America/Sao_Paulo,1748806866.154179,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748808850.305818,1.5,instagram,False,breathingExercise,420.0,Distração
openedApp,America/Sao_Paulo,1748808907.2498698,1.5,youtube,False,breathingExercise,,Distração
openedApp,America/Sao_Paulo,1748817831.057955,1.5,whatsAppBusiness,False,breathingExercise,240.0,Mensagem
openedApp,America/Sao_Paulo,1748818003.836626,1.5,whatsAppBusiness,False,breathingExercise,360.0,Entretenimento
openedApp,America/Sao_Paulo,1748818064.672395,1.5,safari,False,breathingExercise,,Mensagem
openedApp,America/Sao_Paulo,1748818076.718945,1.5,whatsAppBusiness,False,breathingExercise,240.0,Mensagem
openedApp,America/Sao_Paulo,1748818103.142236,1.5,safari,False,breathingExercise,,Mensagem
dismissedAppOpening,America/Sao_Paulo,1748818114.356955,1.5,twitter,False,breathingExercise,,
dismissedAppOpening,America/Sao_Paulo,1748818117.9044418,1.5,twitter,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748818126.598171,1.5,safari,False,breathingExercise,,Mensagem
openedApp,America/Sao_Paulo,1748818368.100443,1.5,whatsAppBusiness,False,breathingExercise,240.0,Mensagem
openedApp,America/Sao_Paulo,1748818436.0993419,1.5,instagram,False,breathingExercise,180.0,Mensagem
openedApp,America/Sao_Paulo,1748818472.738538,1.5,whatsAppBusiness,False,breathingExercise,180.0,Mensagem
dismissedAppOpening,America/Sao_Paulo,1748819045.3686361,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Sao_Paulo,1748821087.311589,1.5,safari,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748822425.3450341,1.5,whatsAppBusiness,False,breathingExercise,240.0,Mensagem
openedApp,America/Sao_Paulo,1748822502.32929,1.5,safari,False,breathingExercise,,Mensagem
openedApp,America/Sao_Paulo,1748822519.9726791,1.5,safari,False,breathingExercise,,Mensagem
dismissedAppOpening,America/Sao_Paulo,1748822538.1704211,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748822557.575177,1.5,whatsAppBusiness,False,breathingExercise,420.0,Mensagem
openedApp,America/Sao_Paulo,1748822565.660569,1.5,safari,False,breathingExercise,,Mensagem
openedApp,America/Sao_Paulo,1748824412.100984,1.5,safari,False,breathingExercise,,Mensagem
dismissedAppOpening,America/Sao_Paulo,1748824593.8405871,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748824601.668394,1.5,safari,False,breathingExercise,,Mensagem
openedApp,America/Sao_Paulo,1748824756.60081,1.5,safari,False,breathingExercise,,Pesquisar informações
dismissedAppOpening,America/Sao_Paulo,1748825194.1619182,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748825201.823653,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Sao_Paulo,1748825684.074966,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Sao_Paulo,1748829471.1282248,1.5,whatsAppBusiness,False,breathingExercise,180.0,Mensagem
openedApp,America/Recife,1748840430.623852,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Recife,1748840478.572178,1.5,whatsAppBusiness,False,breathingExercise,480.0,Mensagem
openedApp,America/Recife,1748840538.513238,1.5,whatsAppBusiness,False,breathingExercise,360.0,Mensagem
openedApp,America/Bahia,1748843671.443403,1.5,whatsAppBusiness,False,breathingExercise,60.0,Mensagem
dismissedAppOpening,America/Bahia,1748843776.1572561,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748843780.811963,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748843784.750373,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748843944.894322,1.5,safari,False,breathingExercise,,Mensagem
dismissedAppOpening,America/Bahia,1748862719.01984,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748862729.202745,1.5,whatsAppBusiness,False,breathingExercise,60.0,Mensagem
dismissedAppOpening,America/Bahia,1748863434.6911721,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748864865.4795089,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748876295.149163,1.5,whatsAppBusiness,False,breathingExercise,540.0,Mensagem
dismissedAppOpening,America/Bahia,1748876358.1798759,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748880757.972858,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748880767.596601,1.5,whatsAppBusiness,False,breathingExercise,360.0,Mensagem
dismissedAppOpening,America/Bahia,1748880786.301941,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748880862.843061,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748881015.551872,1.5,whatsAppBusiness,False,breathingExercise,360.0,Mensagem
openedApp,America/Bahia,1748881058.4100041,1.5,safari,False,breathingExercise,,Pesquisar informações
openedApp,America/Bahia,1748881422.407361,1.5,safari,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1748881462.992292,1.5,whatsAppBusiness,False,breathingExercise,360.0,Mensagem
openedApp,America/Bahia,1748881514.335967,1.5,whatsAppBusiness,False,breathingExercise,420.0,Mensagem
openedApp,America/Bahia,1748881563.765504,1.5,whatsAppBusiness,False,breathingExercise,240.0,Mensagem
openedApp,America/Bahia,1748881643.001451,1.5,safari,False,breathingExercise,,Pesquisar informações
dismissedAppOpening,America/Bahia,1748881893.6217608,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748882016.900589,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1748882110.8378592,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748884034.458168,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748884263.441819,1.5,whatsAppBusiness,False,breathingExercise,540.0,Mensagem
dismissedAppOpening,America/Bahia,1748884586.475381,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748884817.7195392,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748884824.184586,1.5,instagram,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748887561.037352,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748887574.0288801,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1748888143.494003,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748888147.6541162,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748888150.9454498,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748899072.838183,1.5,instagram,False,breathingExercise,600.0,Relaxar
openedApp,America/Bahia,1748899384.1267729,1.5,whatsAppBusiness,False,breathingExercise,300.0,Mensagem
dismissedAppOpening,America/Bahia,1748900226.2878041,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748900237.939855,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748900285.715944,1.5,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Bahia,1748900341.357291,1.5,whatsAppBusiness,False,breathingExercise,540.0,Mensagem
openedApp,America/Bahia,1748900352.1073189,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748900650.3296351,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748900661.490223,1.5,instagram,False,breathingExercise,300.0,Mensagem
dismissedAppOpening,America/Bahia,1748900971.554926,1.5,instagram,True,breathingExercise,,
openedApp,America/Bahia,1748900981.1465921,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748901888.9189649,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748901965.2431269,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748902340.0089688,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1748902904.249641,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748903702.674715,1.5,safari,False,breathingExercise,,Mensagem
dismissedAppOpening,America/Bahia,1748907696.29104,1.5,youtube,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748907698.926175,1.5,youtube,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748907704.683677,1.5,youtube,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748907709.941842,1.5,youtube,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748907713.246334,1.5,youtube,False,breathingExercise,,
openedApp,America/Bahia,1748908620.275902,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748917275.953843,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748921210.45687,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748921370.30516,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1748923028.5748339,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748923041.207622,1.5,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Bahia,1748923658.078498,1.5,instagram,True,breathingExercise,600.0,Ficar por dentro
openedApp,America/Bahia,1748924259.314972,1.5,instagram,True,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748926801.3830671,1.5,youtube,False,breathingExercise,,Distração
openedApp,America/Bahia,1748946300.707212,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1748947112.5743608,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748950967.162178,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1748962600.47113,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748962620.362967,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748962782.386419,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748966835.120326,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748967049.578161,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748967151.72528,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748967459.527055,1.5,instagram,False,breathingExercise,180.0,Mensagem
openedApp,America/Bahia,1748967653.745647,1.5,instagram,True,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1748967958.2245212,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748967962.1553888,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748968004.046005,1.5,safari,False,breathingExercise,,
openedApp,America/Bahia,1748968012.6301742,1.5,safari,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1748970473.5474591,1.5,whatsAppBusiness,False,breathingExercise,360.0,Mensagem
openedApp,America/Bahia,1748971067.695469,1.5,whatsAppBusiness,False,breathingExercise,480.0,Mensagem
dismissedAppOpening,America/Bahia,1748971185.292972,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748971188.7346869,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748971218.363281,1.5,safari,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748971418.4345999,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748971422.323688,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748971437.24164,1.5,whatsAppBusiness,False,breathingExercise,180.0,Mensagem
openedApp,America/Bahia,1748978079.5260139,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748978597.316028,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1748978826.574621,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748980989.664803,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748981012.7994199,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748981497.550868,1.5,whatsAppBusiness,False,breathingExercise,360.0,Mensagem
openedApp,America/Bahia,1748984542.327804,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1748984773.040018,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748984782.506094,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748985114.5709171,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748985241.680883,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1748985409.5704331,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748985412.451119,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748985483.452252,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1748985780.40666,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748985831.382555,1.5,whatsAppBusiness,False,breathingExercise,540.0,Mensagem
openedApp,America/Bahia,1748986009.2161021,1.5,instagram,False,breathingExercise,600.0,Ficar por dentro
openedApp,America/Bahia,1748987412.552654,1.5,whatsAppBusiness,False,breathingExercise,300.0,Mensagem
openedApp,America/Bahia,1748988148.356111,1.5,whatsAppBusiness,True,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748988798.0833511,1.5,whatsAppBusiness,True,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748989151.282222,1.5,whatsAppBusiness,False,breathingExercise,600.0,Trabalho
openedApp,America/Bahia,1748990236.759171,1.5,whatsAppBusiness,False,breathingExercise,420.0,Mensagem
openedApp,America/Bahia,1748990320.9559,1.5,whatsAppBusiness,False,breathingExercise,540.0,Mensagem
dismissedAppOpening,America/Bahia,1748990352.18693,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748990387.788775,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748990428.595622,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748994684.584941,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748995310.071652,1.5,instagram,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1748995759.736938,1.5,youtube,False,breathingExercise,,
openedApp,America/Bahia,1748996412.432901,1.5,instagram,False,breathingExercise,600.0,Sanitário
openedApp,America/Bahia,1748997032.59254,1.5,instagram,True,breathingExercise,300.0,Mensagem
openedApp,America/Bahia,1748997341.427477,1.5,instagram,True,breathingExercise,180.0,Mensagem
openedApp,America/Bahia,1748997620.9924579,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1748997638.948369,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1748997651.8627949,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748998048.4790502,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748998105.482065,1.5,instagram,False,breathingExercise,600.0,Pesquisar informações
dismissedAppOpening,America/Bahia,1748998222.6056108,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1748998225.860629,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1748998237.6508532,1.5,whatsAppBusiness,False,breathingExercise,600.0,Pesquisar informações
openedApp,America/Bahia,1748998565.76588,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748998787.234837,1.5,whatsAppBusiness,False,breathingExercise,540.0,Mensagem
openedApp,America/Bahia,1748999386.033356,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748999602.274271,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748999857.633173,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1748999875.696393,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749000138.375898,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749035398.745908,1.5,whatsAppBusiness,False,breathingExercise,600.0,Ficar por dentro
dismissedAppOpening,America/Bahia,1749036323.680275,1.5,whatsAppBusiness,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1749037689.42262,1.5,whatsAppBusiness,False,breathingExercise,,
openedApp,America/Bahia,1749037702.1927981,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749037849.668562,1.5,instagram,False,breathingExercise,240.0,Mensagem
openedApp,America/Bahia,1749037924.73482,1.5,whatsAppBusiness,False,breathingExercise,240.0,Mensagem
openedApp,America/Bahia,1749038123.116626,1.5,whatsAppBusiness,False,breathingExercise,240.0,Mensagem
openedApp,America/Bahia,1749042531.497678,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749042801.079588,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749045371.212088,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749047366.668051,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749047555.0453339,1.5,whatsAppBusiness,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749050476.199239,1.5,whatsAppBusiness,True,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749052189.740933,1.5,whatsAppBusiness,True,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749053912.9669771,1.5,whatsAppBusiness,True,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749059190.95066,1.5,instagram,False,breathingExercise,240.0,Mensagem
openedApp,America/Bahia,1749059448.799539,1.5,instagram,True,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749068321.920182,1.5,instagram,False,breathingExercise,600.0,Mensagem
dismissedAppOpening,America/Bahia,1749070651.9860868,1.5,instagram,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1749070654.136708,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1749075154.043093,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749084512.202695,1.5,youtube,False,breathingExercise,,Mensagem
openedApp,America/Bahia,1749084784.214453,1.5,youtube,False,breathingExercise,,Mensagem
dismissedAppOpening,America/Bahia,1749085181.436933,1.5,instagram,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1749085533.649719,1.5,youtube,False,breathingExercise,,
openedApp,America/Bahia,1749085759.2516,1.5,youtube,False,breathingExercise,,Mensagem
dismissedAppOpening,America/Bahia,1749087274.113569,1.5,instagram,False,breathingExercise,,
openedApp,America/Bahia,1749088970.515018,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749089620.058964,1.5,instagram,False,breathingExercise,600.0,Mensagem
openedApp,America/Bahia,1749098436.467577,1.5,instagram,False,breathingExercise,600.0,Mensagem
