resolution,timezone,timestamp,interventionDuration,app,isReIntervention,interventionType,timeIntervalUntilReIntervention,purpose
openedApp,America/Sao_Paulo,1751688222.477469,6.0,instagram,True,breathingExercise,600.0,Sem sono
openedApp,America/Sao_Paulo,1751688815.509264,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Sao_Paulo,1751689423.2604098,6.0,instagram,True,breathingExercise,600.0,Entretenimento
dismissedAppOpening,America/Sao_Paulo,1751689791.649257,6.0,instagram,False,breathingExercise,,
openedApp,America/Sao_Paulo,1751763045.399194,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Sao_Paulo,1751763241.766029,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Sao_Paulo,1751764330.893869,6.0,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Sao_Paulo,1751771789.4295,6.0,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Sao_Paulo,1751772285.792186,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Sao_Paulo,1751772906.942128,6.0,instagram,True,breathingExercise,600.0,Postar algo
openedApp,America/Sao_Paulo,1751816495.5147781,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Sao_Paulo,1751817160.914619,6.0,instagram,True,breathingExercise,600.0,Entretenimento
openedApp,America/Sao_Paulo,1751817783.835685,6.0,instagram,True,breathingExercise,600.0,Entretenimento
openedApp,America/Sao_Paulo,1751823197.389061,6.0,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Sao_Paulo,1751828059.092585,6.0,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Sao_Paulo,1751828252.237175,6.0,instagram,False,breathingExercise,600.0,Distração
openedApp,America/Sao_Paulo,1751836753.713794,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Sao_Paulo,1751837291.1952639,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Sao_Paulo,1751837904.313003,6.0,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Sao_Paulo,1751838525.973452,6.0,instagram,True,breathingExercise,480.0,Postar algo
openedApp,America/Sao_Paulo,1751839027.167544,6.0,instagram,True,breathingExercise,600.0,Entretenimento
openedApp,America/Sao_Paulo,1751847435.09782,6.0,instagram,False,breathingExercise,600.0,Distração
dismissedAppOpening,America/Sao_Paulo,1751847743.6123729,6.0,instagram,False,breathingExercise,,
openedApp,America/Sao_Paulo,1751847766.149234,6.0,instagram,False,breathingExercise,600.0,Distração
openedApp,America/Sao_Paulo,1751848412.706075,6.0,instagram,True,breathingExercise,600.0,Distração
dismissedAppOpening,America/Sao_Paulo,1751849019.732636,6.0,instagram,False,breathingExercise,,
dismissedAppOpening,America/Sao_Paulo,1751849022.4622679,6.0,instagram,False,breathingExercise,,
openedApp,America/Sao_Paulo,1751851884.200873,6.0,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Sao_Paulo,1751851912.1189961,6.0,instagram,False,breathingExercise,600.0,Postar algo
dismissedAppOpening,America/Sao_Paulo,1751853711.823591,6.0,instagram,False,breathingExercise,,
openedApp,America/Recife,1751864156.109538,6.0,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Recife,1751864469.430809,6.0,instagram,False,breathingExercise,420.0,Postar algo
openedApp,America/Recife,1751864514.882022,6.0,instagram,False,breathingExercise,600.0,Entretenimento
dismissedAppOpening,America/Recife,1751864919.050116,6.0,instagram,False,breathingExercise,,
openedApp,America/Recife,1751864946.293854,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Recife,1751865070.411416,6.0,instagram,False,breathingExercise,420.0,Postar algo
openedApp,America/Bahia,1751906178.122682,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1751932172.125149,6.0,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Bahia,1751959941.344769,6.0,instagram,True,breathingExercise,600.0,Sem sono
openedApp,America/Bahia,1751960571.087792,6.0,instagram,True,breathingExercise,480.0,Sem sono
openedApp,America/Bahia,1751961068.108947,6.0,instagram,True,breathingExercise,360.0,Sem sono
openedApp,America/Bahia,1751961448.9868531,6.0,instagram,True,breathingExercise,240.0,Postar algo
openedApp,America/Bahia,1751988667.377171,6.0,instagram,True,breathingExercise,600.0,Ficar por dentro
openedApp,America/Bahia,1752000213.479786,6.0,instagram,False,breathingExercise,600.0,Stalkear a/o crush
openedApp,America/Bahia,1752008514.870142,6.0,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Bahia,1752008794.6730409,6.0,instagram,False,breathingExercise,600.0,Stalkear a/o crush
openedApp,America/Bahia,1752009459.153774,6.0,instagram,False,breathingExercise,600.0,Verificar curtidas
openedApp,America/Bahia,1752010854.721338,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1752011975.398366,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1752025499.281766,6.0,instagram,True,breathingExercise,600.0,Sem sono
openedApp,America/Bahia,1752026124.86759,6.0,instagram,True,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1752026742.490588,6.0,instagram,True,breathingExercise,420.0,Postar algo
openedApp,America/Bahia,1752026808.0520449,6.0,instagram,False,breathingExercise,360.0,Postar algo
dismissedAppOpening,America/Bahia,1752027175.5472379,6.0,instagram,True,breathingExercise,,
openedApp,America/Bahia,1752037213.111645,6.0,instagram,False,breathingExercise,600.0,Entretenimento
dismissedAppOpening,America/Bahia,1752037661.253629,6.0,instagram,False,breathingExercise,,
dismissedAppOpening,America/Bahia,1752037663.637195,6.0,instagram,False,breathingExercise,,
openedApp,America/Bahia,1752037681.3662992,6.0,instagram,False,breathingExercise,540.0,Sem sono
openedApp,America/Bahia,1752037806.583263,6.0,instagram,False,breathingExercise,480.0,Sem sono
openedApp,America/Bahia,1752069011.176148,6.0,instagram,False,breathingExercise,600.0,Distração
dismissedAppOpening,America/Bahia,1752070700.116187,6.0,instagram,False,breathingExercise,,
openedApp,America/Bahia,1752070805.879146,6.0,instagram,False,breathingExercise,360.0,Distração
openedApp,America/Bahia,1752073116.2029219,6.0,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Bahia,1752073229.735625,6.0,instagram,False,breathingExercise,540.0,Distração
openedApp,America/Bahia,1752074300.660857,6.0,instagram,False,breathingExercise,300.0,Stalkear a/o crush
openedApp,America/Bahia,1752074623.756122,6.0,instagram,True,breathingExercise,240.0,Postar algo
openedApp,America/Bahia,1752075449.776129,6.0,instagram,False,breathingExercise,480.0,Postar algo
dismissedAppOpening,America/Bahia,1752082841.139316,6.0,instagram,False,breathingExercise,,
openedApp,America/Bahia,1752082877.031519,6.0,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Recife,1752083596.509537,6.0,instagram,True,breathingExercise,420.0,Ficar por dentro
openedApp,America/Bahia,1752097869.0019069,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1752098211.2802238,6.0,instagram,False,breathingExercise,600.0,Ficar por dentro
openedApp,America/Bahia,1752098833.6041021,6.0,instagram,True,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1752098960.57392,6.0,instagram,False,breathingExercise,420.0,Postar algo
openedApp,America/Bahia,1752102212.164236,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1752102834.143849,6.0,instagram,True,breathingExercise,600.0,Postar algo
dismissedAppOpening,America/Bahia,1752105545.338482,6.0,instagram,False,breathingExercise,,
openedApp,America/Bahia,1752105576.1564422,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1752105946.690717,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1752106571.284754,6.0,instagram,True,breathingExercise,600.0,Sem sono
openedApp,America/Bahia,1752107172.756359,6.0,instagram,True,breathingExercise,420.0,Postar algo
openedApp,America/Bahia,1752107592.7874122,6.0,instagram,True,breathingExercise,360.0,Entretenimento
openedApp,America/Bahia,1752107831.018352,6.0,instagram,False,breathingExercise,600.0,Postar algo
dismissedAppOpening,America/Bahia,1752111614.148193,6.0,instagram,False,breathingExercise,,
openedApp,America/Bahia,1752114148.096232,6.0,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Bahia,1752114769.300492,6.0,instagram,True,breathingExercise,360.0,Postar algo
dismissedAppOpening,America/Bahia,1752115208.888912,6.0,instagram,False,breathingExercise,,
openedApp,America/Bahia,1752141648.1058779,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1752142249.676852,6.0,instagram,False,breathingExercise,540.0,Entretenimento
openedApp,America/Bahia,1752199686.640839,6.0,instagram,False,breathingExercise,600.0,Entretenimento
openedApp,America/Bahia,1752200249.291295,6.0,instagram,False,breathingExercise,600.0,Distração
openedApp,America/Bahia,1752201019.02041,6.0,instagram,False,breathingExercise,600.0,Sem sono
openedApp,America/Bahia,1752201514.5702639,6.0,instagram,False,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1752202136.215754,6.0,instagram,True,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1752202752.418108,6.0,instagram,True,breathingExercise,600.0,Postar algo
openedApp,America/Bahia,1752203371.930501,6.0,instagram,True,breathingExercise,600.0,Postar algo
