purpose,isReIntervention,timestamp,resolution,app,interventionDuration,timezone,interventionType,timeIntervalUntilReIntervention
Nieuwsgierig ,False,1751121000.8880548,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751121109.9896069,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751121144.172749,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751121162.71495,closedApp,NOS,,Europe/Amsterdam,,
,False,1751121422.403967,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751121710.921832,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751122677.4732451,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
,False,1751139349.786347,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751141907.893044,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751142413.538928,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751142892.8931231,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751144348.316862,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751144474.513068,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751144639.253335,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751145285.269726,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751145879.590586,closedApp,NOS,,Europe/Amsterdam,,
,False,1751145924.949291,closedApp,NOS,,Europe/Amsterdam,,
,False,1751146377.550597,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751175153.604878,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751146382.483717,closedApp,NOS,,Europe/Amsterdam,,
,False,1751148068.307108,closedApp,NOS,,Europe/Amsterdam,,
,False,1751148255.2684531,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751175978.154824,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751176184.9053159,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751176472.517566,closedApp,NOS,,Europe/Amsterdam,,
,False,1751176517.337214,closedApp,NOS,,Europe/Amsterdam,,
,False,1751176670.34969,closedApp,NOS,,Europe/Amsterdam,,
,False,1751177226.422573,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751177964.547079,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1751178064.366383,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751179256.814266,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751179694.536179,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751182486.174628,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751183263.933577,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Bericht,False,1751183902.254677,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751185315.136404,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751185725.5065808,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1751187326.817266,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751187417.205995,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751188860.51342,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751189125.547565,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751189298.896336,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751189577.386245,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751190035.1473799,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751191393.0268269,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1751191495.607335,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751192490.603773,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751200007.25751,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751200186.482563,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751205947.888959,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751206117.711009,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751209434.619361,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751209470.413463,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751213951.765497,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751214006.5833468,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751214118.077405,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751215485.305005,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1751215584.063568,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751216349.3297172,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Bericht,False,1751224432.5850081,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Bericht,False,1751224547.738484,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751224779.778842,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751224923.2977052,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751225181.591408,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751225413.2132468,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751225532.188283,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751225555.767112,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751226083.7879472,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751226153.326163,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751226336.502728,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751228566.095416,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751228697.5111852,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751230252.002149,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751230490.008819,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
,False,1751232524.468783,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751232544.264477,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751262574.420768,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751262731.420014,closedApp,NOS,,Europe/Amsterdam,,
,False,1751262796.304522,closedApp,NOS,,Europe/Amsterdam,,
,False,1751262986.542378,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751263566.903769,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751263765.88503,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751263846.715664,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751263907.21311,closedApp,NOS,,Europe/Amsterdam,,
,False,1751263909.63258,closedApp,NOS,,Europe/Amsterdam,,
,False,1751263917.4958181,closedApp,NOS,,Europe/Amsterdam,,
,False,1751263919.073447,closedApp,NOS,,Europe/Amsterdam,,
,False,1751263980.423737,closedApp,NOS,,Europe/Amsterdam,,
,False,1751264101.476674,closedApp,NOS,,Europe/Amsterdam,,
,False,1751264171.9198508,closedApp,NOS,,Europe/Amsterdam,,
,False,1751264187.74546,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751265191.336298,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1751265395.968224,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751265610.784377,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1751265691.665559,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751266371.170223,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751267073.9785151,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751268010.100415,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751268119.894692,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1751268175.581894,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
,False,1751268302.178246,closedApp,NOS,,Europe/Amsterdam,,
,False,1751268390.875383,closedApp,NOS,,Europe/Amsterdam,,
,False,1751268413.458916,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751269304.477604,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751269989.171029,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751270079.156784,closedApp,NOS,,Europe/Amsterdam,,
,False,1751270167.584238,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751272687.019487,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751272801.7066178,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
,False,1751275870.2351708,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751275903.796751,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751276124.938333,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Post iets,False,1751276767.212965,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751276924.5708098,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751279602.5763412,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751279656.20617,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751290516.189111,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751290549.2375069,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751290745.896806,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751293677.320619,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751296369.8016958,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751296647.043931,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751297468.5080628,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751297524.300209,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751301132.055799,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751301270.29887,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Bericht,False,1751303685.507477,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1751303889.923328,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Bericht,False,1751305757.6980119,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751305973.723458,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751308079.65291,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751309549.733523,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751310680.815401,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751310748.8399181,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751311554.808072,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751312346.1706,closedApp,NOS,,Europe/Amsterdam,,
Bericht,False,1751316777.699672,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751316880.177479,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751317015.541302,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751318808.3553581,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Verveeld,False,1751319092.296842,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751319195.8438668,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751320274.789651,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751353441.1213331,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751354073.4364429,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751354586.675008,closedApp,NOS,,Europe/Amsterdam,,
,False,1751354587.3104482,closedApp,NOS,,Europe/Amsterdam,,
,False,1751354870.115072,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751355299.593107,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,True,1751355444.471407,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Blijf in de lus,True,1751355707.6743932,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751356114.9882522,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751356849.501515,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751356956.0701442,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751357672.4957008,closedApp,NOS,,Europe/Amsterdam,,
,False,1751358871.670413,closedApp,NOS,,Europe/Amsterdam,,
Bericht,False,1751359487.9188318,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1751359693.64322,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751360807.813525,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751361434.113281,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751362080.678729,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751362140.4707541,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751363244.51758,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751366233.7019858,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751375070.844142,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751375409.627009,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751375543.4935222,closedApp,NOS,,Europe/Amsterdam,,
,False,1751375699.437334,closedApp,NOS,,Europe/Amsterdam,,
,False,1751376220.2685242,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751378303.342997,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751381075.789616,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Bericht,False,1751381187.098954,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751381261.212764,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751382451.314702,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751383231.182104,closedApp,NOS,,Europe/Amsterdam,,
,False,1751383313.380502,closedApp,NOS,,Europe/Amsterdam,,
,False,1751383480.238488,closedApp,NOS,,Europe/Amsterdam,,
,False,1751383675.9905028,closedApp,NOS,,Europe/Amsterdam,,
,False,1751383753.108098,closedApp,NOS,,Europe/Amsterdam,,
,False,1751383995.026695,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751385286.156065,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751386299.994967,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751386773.052212,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1751386987.805529,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Bericht,False,1751388758.1560578,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751391659.243002,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751391743.214278,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751393258.9387832,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751395582.7602968,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
,False,1751396838.103601,closedApp,NOS,,Europe/Amsterdam,,
Bericht,False,1751399786.702568,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751400770.828896,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751403159.204543,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Bericht,False,1751403373.172374,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1751405906.2891212,closedApp,NOS,,Europe/Amsterdam,,
,False,1751405986.989523,closedApp,NOS,,Europe/Amsterdam,,
,False,1751406043.1158628,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751429751.79516,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751429958.788659,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751430153.201678,closedApp,NOS,,Europe/Amsterdam,,
,False,1751430174.244508,closedApp,NOS,,Europe/Amsterdam,,
,False,1751430275.888613,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751432693.037682,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751433285.505095,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751434131.659004,closedApp,NOS,,Europe/Amsterdam,,
,False,1751435398.130377,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751435416.594499,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751437753.782582,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751437918.912547,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751440333.2615318,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751440416.132333,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751440485.203024,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751441643.212381,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751443124.258473,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751446861.130494,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751447203.221549,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751447666.533296,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751447808.4475799,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751448964.712048,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751449089.648623,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,True,1751449233.84902,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
