interventionDuration,resolution,timeIntervalUntilReIntervention,timezone,timestamp,app,interventionType,isReIntervention,purpose
6.0,openedApp,2160.0,Europe/Kiev,1753690660.140538,youtube,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753692199.100294,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753692273.592982,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753692437.718971,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753692712.195959,telegram,askForTimeLimit,False,
6.0,openedApp,660.0,Europe/Kiev,1753692842.71398,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753693054.5021682,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753693079.164122,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753693964.78016,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753694140.5847092,telegram,breathingExercise,True,Message
6.0,openedApp,420.0,Europe/Kiev,1753694792.7658582,telegram,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1753694847.334734,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753694864.247153,telegram,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1753694878.279385,telegram,askForTimeLimit,False,
6.0,openedApp,840.0,Europe/Kiev,1753694940.541601,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753695435.169438,telegram,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1753695819.367663,telegram,breathingExercise,True,Message
6.0,openedApp,240.0,Europe/Kiev,1753695959.5276852,telegram,askForTimeLimit,False,
6.0,openedApp,900.0,Europe/Kiev,1753696223.500422,telegram,breathingExercise,True,Message
6.0,openedApp,60.0,Europe/Kiev,1753696254.65098,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753696283.795454,telegram,askForTimeLimit,False,
6.0,openedApp,1800.0,Europe/Kiev,1753696373.173312,telegram,breathingExercise,True,Message
6.0,openedApp,60.0,Europe/Kiev,1753697258.913199,telegram,askForTimeLimit,False,
,openedApp,,Europe/Kiev,1753697335.828886,instagram,,False,
,closedApp,,Europe/Kiev,1753697635.828886,instagram,,False,
,dismissedAppOpening,,Europe/Kiev,1753697635.828886,instagram,,False,
6.0,openedApp,60.0,Europe/Kiev,1753697648.368494,youtube,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753697731.605844,youtube,breathingExercise,True,Toilet
6.0,openedApp,1800.0,Europe/Kiev,1753699020.041059,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753699162.593554,youtube,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753699167.988261,telegram,askForTimeLimit,False,
6.0,openedApp,1200.0,Europe/Kiev,1753700475.158461,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1753700668.0562038,telegram,askForTimeLimit,False,
6.0,openedApp,1800.0,Europe/Kiev,1753700934.170897,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753701514.523112,youtube,askForTimeLimit,False,
6.0,openedApp,720.0,Europe/Kiev,1753701518.6507359,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753702304.73439,telegram,breathingExercise,True,
6.0,openedApp,840.0,Europe/Kiev,1753702332.887302,telegram,breathingExercise,False,Message
6.0,openedApp,60.0,Europe/Kiev,1753702531.784919,youtube,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1753702603.612383,telegram,askForTimeLimit,False,
6.0,openedApp,720.0,Europe/Kiev,1753702760.557977,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753707667.617412,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753707757.932678,telegram,askForTimeLimit,False,
6.0,openedApp,,Europe/Kiev,1753707998.57578,instagram,breathingExercise,False,Message
6.0,openedApp,,Europe/Kiev,1753708382.968117,instagram,breathingExercise,False,Stay In the Loop
,openedApp,,Europe/Kiev,1753708868.914571,instagram,,False,
,closedApp,,Europe/Kiev,1753709168.914571,instagram,,False,
,dismissedAppOpening,,Europe/Kiev,1753709168.914571,instagram,,False,
6.0,openedApp,300.0,Europe/Kiev,1753709537.832563,telegram,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1753709641.701614,telegram,askForTimeLimit,False,
,openedApp,,Europe/Kiev,1753709382.183272,instagram,,False,
,closedApp,,Europe/Kiev,1753709682.1832728,instagram,,False,
,dismissedAppOpening,,Europe/Kiev,1753709682.1832728,instagram,,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753709690.472749,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753710261.7396178,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753710281.216168,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753710594.693866,telegram,breathingExercise,True,
6.0,openedApp,540.0,Europe/Kiev,1753712882.829465,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1753713027.377277,youtube,askForTimeLimit,False,
,openedApp,,Europe/Kiev,1753712722.211166,instagram,,False,
,closedApp,,Europe/Kiev,1753713022.211166,instagram,,False,
,dismissedAppOpening,,Europe/Kiev,1753713022.211166,instagram,,False,
6.0,openedApp,240.0,Europe/Kiev,1753713567.422389,telegram,askForTimeLimit,False,
6.0,openedApp,1620.0,Europe/Kiev,1753713871.330473,telegram,breathingExercise,True,Message
6.0,openedApp,480.0,Europe/Kiev,1753714316.160565,telegram,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1753715656.1924272,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753715861.297367,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753717363.700976,telegram,breathingExercise,False,
6.0,openedApp,360.0,Europe/Kiev,1753717381.1097488,telegram,breathingExercise,False,Message
6.0,openedApp,240.0,Europe/Kiev,1753717420.273907,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753717624.449792,telegram,askForTimeLimit,False,
6.0,openedApp,180.0,Europe/Kiev,1753717886.158949,telegram,breathingExercise,True,Check likes
6.0,dismissedAppOpening,,Europe/Kiev,1753719004.818089,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753719318.224327,telegram,askForTimeLimit,False,
,openedApp,,Europe/Kiev,1753719022.42013,instagram,,False,
,closedApp,,Europe/Kiev,1753719322.42013,instagram,,False,
,dismissedAppOpening,,Europe/Kiev,1753719322.42013,instagram,,False,
6.0,openedApp,660.0,Europe/Kiev,1753719778.0467072,telegram,askForTimeLimit,False,
6.0,openedApp,,Europe/Kiev,1753720105.224588,instagram,breathingExercise,False,Stay In the Loop
6.0,openedApp,660.0,Europe/Kiev,1753720311.509625,pinterest,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753720556.636273,pinterest,askForTimeLimit,False,
6.0,openedApp,840.0,Europe/Kiev,1753721596.780219,telegram,askForTimeLimit,False,
6.0,openedApp,,Europe/Kiev,1753722745.239592,threads,breathingExercise,False,Entertainment
6.0,openedApp,540.0,Europe/Kiev,1753723389.780941,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753727532.171361,telegram,askForTimeLimit,False,
6.0,openedApp,720.0,Europe/Kiev,1753727854.778397,telegram,breathingExercise,True,Message
6.0,openedApp,1200.0,Europe/Kiev,1753728056.746757,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753729243.515244,telegram,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1753732973.4763498,telegram,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1753733457.9708219,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753733548.510765,telegram,askForTimeLimit,False,
6.0,openedApp,900.0,Europe/Kiev,1753737763.9972382,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753738280.4192839,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753738350.519767,telegram,breathingExercise,False,
6.0,openedApp,360.0,Europe/Kiev,1753738357.001987,youtube,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753738382.767143,youtube,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1753738385.87576,youtube,askForTimeLimit,False,
6.0,openedApp,960.0,Europe/Kiev,1753739282.6785212,telegram,askForTimeLimit,False,
6.0,openedApp,540.0,Europe/Kiev,1753739394.3209372,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753743858.558655,youtube,askForTimeLimit,False,
6.0,openedApp,2700.0,Europe/Kiev,1753743864.035108,youtube,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1753779747.4210172,telegram,askForTimeLimit,False,
,openedApp,,Europe/Kiev,1753779987.220388,instagram,,False,
,closedApp,,Europe/Kiev,1753780287.220388,instagram,,False,
,dismissedAppOpening,,Europe/Kiev,1753780287.220388,instagram,,False,
6.0,openedApp,360.0,Europe/Kiev,1753780412.679559,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753792304.02141,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753792349.476894,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753792354.4273129,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753792374.507446,telegram,askForTimeLimit,False,
6.0,openedApp,960.0,Europe/Kiev,1753793287.21191,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753795658.272358,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1753797141.6756768,telegram,askForTimeLimit,False,
6.0,openedApp,1020.0,Europe/Kiev,1753797969.1228309,telegram,askForTimeLimit,False,
6.0,openedApp,720.0,Europe/Kiev,1753799109.6703238,telegram,askForTimeLimit,False,
6.0,openedApp,660.0,Europe/Kiev,1753799275.200451,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753799595.133259,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753799714.042412,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753799775.922059,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753799853.385937,telegram,breathingExercise,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753799881.8879051,telegram,breathingExercise,True,
6.0,openedApp,900.0,Europe/Kiev,1753803658.502943,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753803691.9574342,pinterest,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753803872.3412108,telegram,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1753804116.526997,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753804241.487368,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753804258.616874,pinterest,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753804547.34551,telegram,askForTimeLimit,False,
6.0,openedApp,660.0,Europe/Kiev,1753804730.1273541,pinterest,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753804995.230752,pinterest,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753805084.556278,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753805288.568027,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753805936.7486129,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753807831.263782,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753812218.951178,telegram,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1753823096.4779592,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1753823136.917531,pinterest,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753823199.276163,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753823212.596551,pinterest,askForTimeLimit,False,
6.0,openedApp,180.0,Europe/Kiev,1753823229.8787808,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753823252.522067,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753823262.378354,pinterest,askForTimeLimit,False,
6.0,openedApp,540.0,Europe/Kiev,1753823276.1461449,pinterest,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753823362.7598228,pinterest,breathingExercise,False,Entertainment
6.0,openedApp,240.0,Europe/Kiev,1753823393.0223389,telegram,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1753823466.63046,telegram,breathingExercise,True,Message
6.0,openedApp,60.0,Europe/Kiev,1753823582.4377398,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753824424.2128448,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753824640.715372,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753825902.15838,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753828301.797521,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753828353.887944,youtube,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753828728.943194,telegram,askForTimeLimit,False,
,openedApp,,Europe/Kiev,1753828929.1843,threads,,False,
,closedApp,,Europe/Kiev,1753829229.1843,threads,,False,
,dismissedAppOpening,,Europe/Kiev,1753829229.1843,threads,,False,
6.0,openedApp,600.0,Europe/Kiev,1753830179.768816,youtube,askForTimeLimit,False,
6.0,openedApp,900.0,Europe/Kiev,1753830891.105227,youtube,breathingExercise,True,Entertainment
6.0,dismissedAppOpening,,Europe/Kiev,1753831813.936191,youtube,breathingExercise,False,
6.0,openedApp,480.0,Europe/Kiev,1753831946.4987369,pinterest,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753832191.969317,telegram,askForTimeLimit,False,
6.0,openedApp,2700.0,Europe/Kiev,1753832271.7018452,youtube,askForTimeLimit,False,
6.0,openedApp,2700.0,Europe/Kiev,1753832945.576556,youtube,askForTimeLimit,False,
6.0,openedApp,960.0,Europe/Kiev,1753834185.496714,youtube,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753837813.443985,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753838309.340858,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753841797.636832,telegram,askForTimeLimit,False,
6.0,openedApp,2700.0,Europe/Kiev,1753841879.443665,youtube,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1753843148.5463629,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753843400.13323,pinterest,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753843528.4330292,telegram,breathingExercise,False,
6.0,openedApp,60.0,Europe/Kiev,1753843913.5859718,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753844039.126287,pinterest,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753868100.950523,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753868377.4104838,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753868434.689179,pinterest,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753869193.1920981,pinterest,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1753869257.2012649,pinterest,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1753869887.650368,pinterest,breathingExercise,True,Entertainment
6.0,openedApp,360.0,Europe/Kiev,1753870250.885462,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753870634.480133,telegram,breathingExercise,True,Message
6.0,openedApp,360.0,Europe/Kiev,1753871804.019593,telegram,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1753873079.843137,youtube,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753873690.031447,youtube,breathingExercise,True,
6.0,openedApp,600.0,Europe/Kiev,1753873713.1975842,youtube,breathingExercise,False,Escape / Avoid
6.0,openedApp,600.0,Europe/Kiev,1753874683.19457,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753874855.270864,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753875037.253326,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753875155.343107,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753875519.8192239,telegram,askForTimeLimit,False,
6.0,openedApp,900.0,Europe/Kiev,1753875879.157572,telegram,breathingExercise,False,Message
6.0,openedApp,60.0,Europe/Kiev,1753876522.042048,telegram,askForTimeLimit,False,
6.0,openedApp,1080.0,Europe/Kiev,1753879128.785826,telegram,breathingExercise,False,Message
6.0,openedApp,420.0,Europe/Kiev,1753880264.0133839,telegram,breathingExercise,False,Message
6.0,openedApp,420.0,Europe/Kiev,1753889878.340273,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753890041.6995258,telegram,askForTimeLimit,False,
6.0,openedApp,1080.0,Europe/Kiev,1753891407.879727,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753891616.4554,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753892673.71632,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753893283.581964,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753893311.1422381,telegram,askForTimeLimit,False,
6.0,openedApp,1200.0,Europe/Kiev,1753893411.0540318,telegram,breathingExercise,False,Message
6.0,openedApp,240.0,Europe/Kiev,1753900264.7237859,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1753900530.222723,telegram,breathingExercise,True,Message
6.0,openedApp,180.0,Europe/Kiev,1753900562.884605,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753900589.770659,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753900625.810128,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753900699.0571651,telegram,breathingExercise,False,Message
6.0,openedApp,60.0,Europe/Kiev,1753900824.379206,telegram,breathingExercise,True,Message
6.0,dismissedAppOpening,,Europe/Kiev,1753901034.3391352,telegram,breathingExercise,False,
6.0,openedApp,600.0,Europe/Kiev,1753901059.8519669,pinterest,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753901681.050837,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753901709.7428432,pinterest,breathingExercise,False,
6.0,openedApp,900.0,Europe/Kiev,1753901726.189962,pinterest,breathingExercise,True,Toilet
6.0,openedApp,300.0,Europe/Kiev,1753902456.1304011,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753903091.7104402,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753903174.557889,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753905797.7050009,telegram,askForTimeLimit,False,
6.0,openedApp,,Europe/Kiev,1753906122.113586,instagram,breathingExercise,False,Entertainment
6.0,openedApp,720.0,Europe/Kiev,1753906864.2497358,telegram,askForTimeLimit,False,
6.0,openedApp,660.0,Europe/Kiev,1753906874.3198872,youtube,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753907090.043293,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753907192.871841,telegram,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1753907308.750266,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1753907406.387933,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753907881.4475698,telegram,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1753907988.542743,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753908178.6846619,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753908341.698071,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753908361.1089559,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753908529.060389,telegram,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1753908643.927387,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753908794.583971,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753909292.556572,telegram,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1753909421.536879,telegram,askForTimeLimit,False,
6.0,openedApp,780.0,Europe/Kiev,1753909688.7482018,telegram,breathingExercise,True,Message
6.0,openedApp,60.0,Europe/Kiev,1753910046.233189,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753910110.560031,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753910696.343058,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753910708.444254,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753910937.7033858,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753911091.675267,telegram,askForTimeLimit,False,
6.0,openedApp,1020.0,Europe/Kiev,1753911259.071813,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753911578.737914,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753911972.922503,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753912108.968461,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753912198.407376,telegram,askForTimeLimit,False,
6.0,openedApp,660.0,Europe/Kiev,1753912290.366222,telegram,breathingExercise,True,Message
6.0,openedApp,300.0,Europe/Kiev,1753912380.0808148,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753913099.3696718,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753913259.409867,telegram,askForTimeLimit,False,
6.0,openedApp,660.0,Europe/Kiev,1753913354.858436,telegram,breathingExercise,True,Message
6.0,openedApp,540.0,Europe/Kiev,1753913429.872734,telegram,askForTimeLimit,False,
6.0,openedApp,,Europe/Kiev,1753913662.6976461,instagram,breathingExercise,False,Entertainment
6.0,openedApp,60.0,Europe/Kiev,1753913723.116794,telegram,askForTimeLimit,False,
6.0,openedApp,540.0,Europe/Kiev,1753913811.544273,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753914018.8964648,telegram,askForTimeLimit,False,
6.0,openedApp,960.0,Europe/Kiev,1753914033.976956,youtube,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753914552.2778149,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753914577.0077338,youtube,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753914720.444021,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753914742.845588,youtube,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1753914982.232521,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1753914996.628691,youtube,askForTimeLimit,False,
6.0,openedApp,600.0,Europe/Kiev,1753915727.274564,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753915750.109511,youtube,askForTimeLimit,False,
6.0,openedApp,900.0,Europe/Kiev,1753916038.622954,telegram,askForTimeLimit,False,
6.0,openedApp,540.0,Europe/Kiev,1753916335.518791,telegram,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753916531.8316379,telegram,askForTimeLimit,False,
6.0,openedApp,660.0,Europe/Kiev,1753916765.9553308,telegram,askForTimeLimit,False,
6.0,openedApp,720.0,Europe/Kiev,1753917290.4835858,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1753917660.2587981,telegram,askForTimeLimit,False,
6.0,openedApp,1080.0,Europe/Kiev,1753918218.99334,telegram,breathingExercise,False,Message
6.0,openedApp,780.0,Europe/Kiev,1753918630.182265,telegram,askForTimeLimit,False,
6.0,openedApp,900.0,Europe/Kiev,1753918938.7271051,telegram,askForTimeLimit,False,
6.0,openedApp,720.0,Europe/Kiev,1753919052.297625,telegram,askForTimeLimit,False,
6.0,openedApp,780.0,Europe/Kiev,1753919245.408813,telegram,askForTimeLimit,False,
6.0,openedApp,780.0,Europe/Kiev,1753919624.6992779,telegram,askForTimeLimit,False,
6.0,openedApp,420.0,Europe/Kiev,1753919941.367775,pinterest,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753920036.146102,telegram,askForTimeLimit,False,
6.0,openedApp,540.0,Europe/Kiev,1753922633.8632278,telegram,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1753923119.741321,telegram,askForTimeLimit,False,
6.0,openedApp,480.0,Europe/Kiev,1753923348.3842978,pinterest,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753923837.853117,pinterest,breathingExercise,True,
6.0,openedApp,840.0,Europe/Kiev,1753923857.3160539,pinterest,breathingExercise,False,Entertainment
6.0,openedApp,540.0,Europe/Kiev,1753924422.794239,pinterest,askForTimeLimit,False,
6.0,openedApp,360.0,Europe/Kiev,1753924737.8568811,telegram,askForTimeLimit,False,
6.0,openedApp,1080.0,Europe/Kiev,1753924789.647991,pinterest,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753925444.884758,telegram,askForTimeLimit,False,
6.0,dismissedAppOpening,,Europe/Kiev,1753925550.5355139,telegram,breathingExercise,True,
6.0,openedApp,1380.0,Europe/Kiev,1753925658.909437,telegram,breathingExercise,False,Message
6.0,openedApp,1020.0,Europe/Kiev,1753925743.242014,telegram,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1753926481.4414558,telegram,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1753926519.757829,telegram,askForTimeLimit,False,
6.0,openedApp,240.0,Europe/Kiev,1753926985.293851,telegram,askForTimeLimit,False,
6.0,openedApp,60.0,Europe/Kiev,1753927085.126048,telegram,askForTimeLimit,False,
6.0,openedApp,300.0,Europe/Kiev,1753927164.906166,telegram,breathingExercise,True,Message
6.0,openedApp,60.0,Europe/Kiev,1753927304.262568,telegram,askForTimeLimit,False,
,openedApp,,Europe/Kiev,1753941606.16721,instagram,,False,
,closedApp,,Europe/Kiev,1753941906.167211,instagram,,False,
,dismissedAppOpening,,Europe/Kiev,1753941906.167211,instagram,,False,
6.0,openedApp,420.0,Europe/Kiev,1753941930.135141,pinterest,askForTimeLimit,False,
6.0,openedApp,120.0,Europe/Kiev,1753963993.3635159,telegram,askForTimeLimit,False,
6.0,openedApp,180.0,Europe/Kiev,1753964134.9186358,telegram,breathingExercise,True,Message
6.0,openedApp,300.0,Europe/Kiev,1753964339.148561,telegram,breathingExercise,True,Entertainment
