app,timestamp,interventionDuration,interventionType,isReIntervention,timezone,resolution
instagram,1750862602.871274,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750863205.5199199,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750867195.6396542,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750868172.9013581,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750868359.634523,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750868447.110199,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750869097.145603,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750870223.866816,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750870640.161255,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750873303.72632,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750873310.640686,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750873366.3333812,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750873650.805835,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750875197.030416,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750875605.551394,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750877330.904532,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750877392.415657,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750877425.590684,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750878005.596647,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750878935.426095,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750879273.126297,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750879497.936516,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750879829.014336,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750882978.334815,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750883750.783782,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750883936.5714722,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750884479.638632,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750884844.615849,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750884891.7835379,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750886150.616327,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750886314.6380801,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750886555.084969,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750887767.115244,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750888737.605947,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750888822.2667742,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750892137.653109,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750892601.920599,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750894868.370733,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750895444.8860111,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750895450.953785,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750896670.177964,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750897041.312676,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750897419.19782,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750897520.963307,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750897570.945427,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750897593.0588078,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750898559.399881,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750899429.837223,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750900032.797481,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750900706.378432,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750901655.782896,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750902048.7160459,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750902820.6480079,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750937703.525579,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750937940.7772288,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750938807.3698611,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750940310.461485,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750941131.745339,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750944105.166586,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750944539.7417479,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750948403.0106602,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750948693.5631142,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750948767.816362,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750950206.4121962,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750954503.8601298,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750954656.1548262,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750954912.4419088,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750958250.7946029,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750958679.2702231,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750958823.236727,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750962671.059984,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750963622.27568,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750963693.540086,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750964169.900145,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750964190.724612,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750964333.130278,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750964357.778167,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750964549.3856921,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750964699.1153579,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750966073.653677,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750969497.6898232,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750969575.211323,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750970196.175214,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750970570.9181051,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750972922.876097,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750973023.4200978,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750973376.116163,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750973992.4414759,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750974087.035779,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750975221.829541,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750975229.256077,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750975762.023367,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750976926.544369,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750979264.338088,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750979320.653786,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750979754.100521,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750979840.62132,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750980111.595274,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750980578.3883672,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750989453.4704099,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750990051.611526,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750990399.218667,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750990561.0340328,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750990842.856903,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750991051.2208672,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750991061.147293,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750991293.7545462,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750991408.4433908,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750991550.5894,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1750992401.870893,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750994385.478003,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1750996347.385597,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751022023.462352,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751023366.543354,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751023454.83145,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751026041.51525,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751026238.4192572,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751027181.670774,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751027255.160746,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751028296.591496,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751028781.0764852,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751029679.084207,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751029733.1207829,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751039825.158984,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751040106.795107,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751040265.1001601,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751040366.977541,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751040443.838671,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751040720.329204,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751041219.085933,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751041266.003541,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751041385.155439,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751042364.083489,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751042742.652504,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751043568.712456,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751044442.941822,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751045897.993304,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751045907.858825,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751046126.532613,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751046838.2291589,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751046956.494446,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751047360.830477,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751047658.19986,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751048093.960563,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751048236.23101,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751048252.76003,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751048369.7173572,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751049240.7777271,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751049747.127053,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751053926.1168308,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751054123.227119,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751054254.071029,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751054431.901418,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751054871.245376,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751056072.882662,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751056594.8371902,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751056829.833099,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751056932.9266229,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751057187.275207,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751057245.7646751,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751057362.304452,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751057556.561696,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751057814.550785,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751057818.6842399,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751057832.684472,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751057947.007773,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751057985.520918,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751059061.190728,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751060671.130801,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751060825.007481,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751061165.348517,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751061810.761163,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751061825.8475351,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751062279.280099,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751064868.634579,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751065436.47964,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751066277.259591,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751066508.269363,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751067116.506144,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751073997.063589,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751074147.237001,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751074155.935189,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751077946.604269,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751086914.390763,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751101153.163897,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751101528.7000499,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751102286.223839,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751103084.817707,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751103532.410386,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751104827.927866,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751104993.63943,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751105391.9488811,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751108142.4470081,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751108465.234273,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751109455.212115,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751109515.859449,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751109784.838187,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751111029.371893,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751111495.894763,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751111733.173038,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751112288.883729,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751112587.769454,1.5,breathingExercise,False,America/New_York,dismissedAppOpening
instagram,1751113445.374419,1.5,breathingExercise,False,America/New_York,openedApp
instagram,1751126058.0820389,1.5,breathingExercise,False,America/Chicago,dismissedAppOpening
instagram,1751126069.796225,1.5,breathingExercise,False,America/Chicago,openedApp
instagram,1751127300.266856,1.5,breathingExercise,False,America/Denver,openedApp
instagram,1751127384.57635,1.5,breathingExercise,False,America/Denver,openedApp
instagram,1751131949.483217,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751132310.544438,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751134149.366518,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751134158.017537,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751134236.2696009,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751134637.525682,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751134687.847575,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751135144.2115169,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751135148.12973,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751135258.391097,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751135605.282621,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751136875.284383,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751137444.699817,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751143103.327172,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751144119.7523751,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751145547.345571,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751145604.776937,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751145675.309233,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751146571.14926,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751146959.3205929,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751147144.396418,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751147589.414342,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751148193.70873,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751148205.6497679,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751151895.8452191,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751152427.929075,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751153153.098757,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751153178.631243,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751153774.036185,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751155158.93006,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751156156.134974,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751157444.1888828,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751157552.292056,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751158740.632844,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751168476.0318332,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751171034.6868691,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751171559.158327,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751171618.859809,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751171879.663682,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751172152.447573,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751191365.199996,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751205770.977211,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751206125.529725,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751206339.07093,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751206872.943649,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751209781.014859,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751209869.434249,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751210081.628436,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751211243.86606,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751211264.899664,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751212162.638905,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751212228.02746,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751214653.200828,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751219650.363729,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751219862.6475449,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751220640.2075691,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751220698.597344,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751221025.503367,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751221118.345944,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751221298.411699,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751224622.414932,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751224968.729679,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751225106.8715591,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751225245.219985,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751227485.538883,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751227559.538316,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751227567.4330091,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751228493.384392,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751228615.624686,1.5,breathingExercise,False,America/Los_Angeles,dismissedAppOpening
instagram,1751228995.423043,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751231432.1048899,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751237308.904151,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751241184.734833,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751241230.4544559,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751241346.4800901,1.5,breathingExercise,False,America/Los_Angeles,openedApp
instagram,1751241413.714603,1.5,breathingExercise,False,America/Los_Angeles,openedApp
