interventionDuration,timestamp,isReIntervention,interventionType,timezone,app,resolution
1.5,1751455662.1884608,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751459490.707891,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751459824.168896,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751462812.831554,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751465197.090952,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751465807.172265,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751469339.2983541,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751470026.152082,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751474458.067531,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751474818.0313292,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751501460.708411,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751509827.382897,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751511435.335814,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751512071.385573,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751512804.9540591,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751512914.8003778,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751513265.009719,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751513563.51612,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751516288.137947,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751524912.2613878,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751524926.505643,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751526036.017319,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751529656.075921,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751530037.799895,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751530494.4419641,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751530614.9107141,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751535270.665072,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751535322.250395,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751535600.565234,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751536052.713155,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751536107.979556,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751536230.401036,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751536944.635068,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751537632.307609,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751539150.361802,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751539207.549965,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751555570.291133,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751555672.0487971,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751558904.698905,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751559214.711389,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751561388.5207992,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751561501.3532372,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751561654.6665468,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751563071.845995,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751563728.362721,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751563862.7430491,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751564648.822561,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751565529.589644,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751566168.3267999,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751566952.791857,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751567334.385663,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751567405.48119,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751567477.542418,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751567588.158471,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751569384.1001868,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751569824.5245461,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751570199.982985,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751570575.621943,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751600538.705093,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751601091.107019,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751606340.467945,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751606378.099249,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751607313.0433822,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751607384.876371,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751607942.7147698,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751613591.694172,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751615041.795188,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751617490.6190228,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751618004.880992,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751629608.623146,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751635956.2468119,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751636803.797058,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751636963.782587,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751637076.9745421,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751640179.059284,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751640211.477196,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751643125.551004,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751645891.851811,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751646294.108576,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751646511.0708098,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751648703.128592,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751649075.846017,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751649312.172425,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751649701.411699,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751650340.125352,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751651042.838105,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751651406.330906,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751652053.777875,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751654269.31629,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751654714.3992171,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751654899.977171,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751654963.271838,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751655571.464044,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751655874.6984339,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751655925.8206391,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751656586.917235,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751658452.42091,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751658726.714459,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751658834.0433521,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751659305.748815,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751659637.364408,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751659641.9175181,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751659917.692618,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751660317.292383,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751660999.681744,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751661714.887821,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751661985.631922,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751680445.307982,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751686868.409939,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751686917.191925,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751687125.9960608,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751687200.465266,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751687219.976777,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751689486.116291,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751690030.1190782,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751690631.876305,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751691709.1025739,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751692297.177367,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751692630.3633208,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751692909.2292109,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751693320.743633,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751697445.821238,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751698920.619319,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751699416.176649,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751702199.320979,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751702455.3646069,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751702470.601318,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751703281.767947,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751703808.279951,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751706479.257432,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751708516.884404,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751708928.067532,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751710266.29875,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751710289.5446281,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751710367.665437,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751710959.226461,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751711001.251968,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751711010.44417,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751711291.7058249,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751711547.373178,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751713220.578059,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751713430.2114758,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751715694.554851,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751716656.827615,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751717238.5625591,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751718128.934352,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751720395.407772,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751720424.125741,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751720733.1513019,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751721028.922966,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751721046.740118,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751721298.128716,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751721712.211601,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751721751.03168,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751721824.502537,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751722608.255402,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751722872.81539,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751722927.597403,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751723013.904057,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751724430.488325,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751724969.841512,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751726119.3296552,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751727324.940391,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751727456.47943,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751727636.1692019,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751727927.2938662,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751728212.8540158,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751728394.9562402,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751728631.15413,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751729115.569165,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751729692.2969332,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751730054.544125,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751730113.848089,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751730202.204657,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751730392.936419,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751730633.9645739,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751730889.721648,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751731009.9937,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751731606.000942,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751731833.3127198,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751731858.526125,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751731892.4322882,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751732036.373396,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751732047.327699,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751732589.874721,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751732769.203794,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751733108.816684,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751733167.477756,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751733224.6287808,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751733269.244694,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751733300.9937649,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751733440.330147,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751733604.839824,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751733669.7896972,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751733743.8440819,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751733765.545607,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751733887.3217912,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751734455.1583052,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751735573.756598,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751740496.692472,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751759386.4372458,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751770748.054525,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751773662.4613,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751774848.236881,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751776469.39799,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751776483.073338,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751776599.696155,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751776734.041803,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751776903.069041,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751777000.213632,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751778781.741633,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751779940.041743,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751783140.566146,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751783185.968159,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751783277.105214,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751784790.915993,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751784845.542636,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751785314.577639,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751785739.4838681,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751785807.814964,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751791400.820486,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751791955.495904,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751791969.357174,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751792250.904665,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751795020.9608068,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751797691.773299,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751797768.78765,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751800715.845715,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751800767.530686,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751801741.677765,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751802124.791788,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751803007.628464,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751803043.147131,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751803130.157783,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751803435.091127,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751804374.310759,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751805088.3076549,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751809910.0840158,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751812676.379434,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751813186.915674,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751813784.299484,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751814638.1686249,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751817085.661659,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751818016.462214,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751820292.360393,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751821383.729947,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751822404.277124,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751822457.797021,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751822689.75531,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751823184.410368,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751823487.791215,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751823887.082,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751824254.160585,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751824533.0445051,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751824564.468997,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751825210.631226,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751826465.708442,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751846023.606102,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751855470.440254,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751859680.4513202,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751861575.271245,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751863852.04325,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751864397.905344,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751866707.342973,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751866915.9205399,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751866938.640182,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751870208.398638,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751871043.638937,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751873223.561554,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751873256.2911758,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751874795.698378,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751875642.311874,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751882498.777285,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751882557.1549969,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751882559.198036,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751882591.8219352,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751882919.2796922,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751883829.863957,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751887303.823337,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751889149.112207,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751889702.1863232,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751890020.874656,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751892882.9766831,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751893172.115736,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751893849.08245,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751894854.350671,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751894857.007553,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751896776.0278292,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751896986.598674,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751899408.912847,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751901035.68328,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751901893.756075,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751908462.059922,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751912663.089752,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751916896.166854,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751926041.54486,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751944503.3204598,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751944951.647767,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751945021.552196,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
1.5,1751946912.1363912,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751947232.439503,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751948166.705958,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
1.5,1751949623.0808082,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751951044.9795198,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751953698.955601,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751953777.113656,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751953921.33559,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751959277.3055592,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751959381.948798,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751960706.586234,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751960731.6855102,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751961219.7250319,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751961223.5442882,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751962640.0224152,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751962712.459523,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751962728.795096,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751962743.7104669,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751968431.023298,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751969219.88268,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751969441.8149428,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751969900.7304878,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751970055.0632582,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751970634.5549688,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751971292.443383,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751971471.571738,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751971886.1046572,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751972152.699842,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
6.0,1751972249.0226932,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751973194.725607,False,breathingExercise,Asia/Kolkata,whastapp,dismissedAppOpening
6.0,1751973708.639196,False,breathingExercise,Asia/Kolkata,whastapp,openedApp
