interventionDuration,timestamp,timezone,app,isReIntervention,resolution,interventionType,purpose
1.5,1753735672.308316,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753735677.360461,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753735692.2745318,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753737182.589391,Europe/Rome,instagram,False,openedApp,breathingExercise,Stalk crush
1.5,1753768941.526408,Europe/Rome,instagram,False,openedApp,breathingExercise,Escape / Avoid
1.5,1753769013.869268,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753772939.0794501,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753774510.842619,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753780128.257083,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753782710.45945,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753783193.371011,Europe/Rome,instagram,False,openedApp,breathingExercise,Post something
1.5,1753783342.2399468,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753784040.243031,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753784204.7322931,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753784515.574913,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753786177.326608,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753786625.5878,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753787222.547967,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753787492.348822,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753787524.715915,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753788537.7571092,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753788612.721367,Europe/Rome,instagram,False,openedApp,breathingExercise,Stalk crush
1.5,1753789410.7982469,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753790436.756134,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753791109.602268,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753791233.2844949,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753794747.7362208,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753796235.909711,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753797051.875181,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753799232.938095,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753802904.158152,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753803547.067817,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753804472.989698,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753804576.995613,Europe/Rome,instagram,False,openedApp,breathingExercise,Toilet
1.5,1753804614.333901,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753804620.175303,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753804840.556802,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753804846.789369,Europe/Rome,instagram,False,openedApp,breathingExercise,Toilet
1.5,1753805247.199553,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753805386.740652,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753805430.303313,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753806816.071317,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753808009.644897,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753809124.331469,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753809132.270921,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753810128.5974588,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753810178.78141,Europe/Rome,instagram,False,openedApp,breathingExercise,Bored
1.5,1753810590.626048,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753810597.349606,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753811101.219915,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753811788.655211,Europe/Rome,instagram,False,openedApp,breathingExercise,Post something
1.5,1753812604.8144279,Europe/Rome,instagram,False,openedApp,breathingExercise,Stay In the Loop
1.5,1753812700.418384,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753812702.732914,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753816079.482449,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753816523.5933042,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753818885.217257,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753821436.7279968,Europe/Rome,instagram,False,openedApp,breathingExercise,Escape / Avoid
1.5,1753822244.914326,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753826471.6497889,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753826670.186688,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753827061.122806,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753827582.720004,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753828672.82055,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753829101.072908,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753829192.365384,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753855586.018924,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753857503.6795049,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753859870.145362,Europe/Rome,instagram,False,openedApp,breathingExercise,Toilet
1.5,1753859929.53894,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753859931.6083422,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753860470.577887,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753861039.80655,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753862146.921101,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753862336.7865372,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753862344.840818,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753862355.824522,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753862481.584446,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753862489.330776,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753864023.960289,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753865453.528327,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753866665.075934,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753869266.830906,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753869306.4410958,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753870113.0561252,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753870116.420032,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753870372.066687,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753871991.267674,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753873010.491607,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753873052.375503,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1753873124.5826058,Europe/Rome,instagram,False,openedApp,breathingExercise,Toilet
1.5,1753874905.88432,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753875752.753747,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753877537.794483,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753877638.057921,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753877644.6952581,Europe/Rome,instagram,False,openedApp,breathingExercise,Toilet
1.5,1753880040.955556,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753880106.3680692,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753880158.5808,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753881691.740419,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1753883918.649603,Europe/Rome,instagram,False,openedApp,breathingExercise,Post something
1.5,1753883970.823886,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753883976.511524,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753883998.347775,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753884004.517329,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753884626.224812,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753884668.153709,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753885341.5790892,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753886993.670156,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753887200.718499,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753887206.846257,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753888540.9469318,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753888895.127541,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753890910.703558,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753892060.495933,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753892087.6132212,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1753892259.227252,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753893260.154187,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753893696.5920749,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753893862.702417,Europe/Rome,instagram,False,openedApp,breathingExercise,Message
1.5,1753894101.7452102,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753894217.131012,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753894309.70501,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753894315.9438272,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753894954.489754,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753899503.665131,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753901537.694556,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1753905448.37747,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753905965.429893,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753907366.933896,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753908623.112524,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1753909242.793723,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753909947.298984,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753910219.420645,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753911357.261301,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753911906.318071,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1753912772.638336,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753913066.732874,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753941968.360246,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753943836.977582,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753944297.0849972,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753945031.376888,Europe/Rome,instagram,False,openedApp,breathingExercise,Toilet
1.5,1753945096.005414,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753950923.673012,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753951861.442916,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753952091.2508569,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753954096.5887341,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753956344.265815,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753956435.7999868,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753956443.0000138,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753956448.567545,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753956451.239481,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753956520.889224,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753956571.521716,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753957958.7571812,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753958868.777436,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753959317.4376879,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753959394.417702,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753959426.504472,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753959432.009564,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753959803.926305,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753959974.272897,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753960687.59173,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753961085.483057,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753961354.5763059,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753961368.7212749,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753961947.901877,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753962061.1296902,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753962066.849814,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753962179.0792089,Europe/Rome,instagram,False,openedApp,breathingExercise,Toilet
1.5,1753963320.834526,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753963884.3281422,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753963958.641591,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753963994.035677,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753964076.6853209,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753964085.575218,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753965319.2307081,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753965325.780901,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753966136.739238,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753967023.159323,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753968780.648355,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753968782.6575499,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753968784.709801,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753968787.653667,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753969310.69571,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753970571.955411,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753970577.908499,Europe/Rome,instagram,False,openedApp,breathingExercise,Stalk crush
1.5,1753973123.249471,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753973176.615024,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753973469.015552,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753973474.923928,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753973817.97619,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753975255.143468,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753975653.386606,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753976365.229794,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753977338.320664,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753977990.1333818,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753978292.937022,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753978840.874216,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753979139.059383,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753979905.585959,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753979983.728173,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753980512.062947,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753980711.225762,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753981510.668412,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753981512.840003,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753981794.375736,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753982878.5056648,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753982886.819818,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753983317.569028,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753985233.5038571,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1753986091.559516,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753986097.199219,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753986151.918552,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753986186.7599359,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753986213.563806,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753987104.802672,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753987206.9950209,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753987210.336757,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753988210.256532,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1753989246.936115,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753989250.073423,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753989260.100459,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753989488.3364959,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753989946.8088179,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753990368.486371,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753991787.954341,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753992358.1614308,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753992751.2129889,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1753993023.595463,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753994040.333784,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753994511.020916,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753995672.4007611,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753997057.7536988,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1753997165.349475,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1753997482.6404529,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753997486.134378,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1753997496.841635,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1753998590.522773,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753998675.208754,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1753999093.835209,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754000248.297118,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754028557.463299,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754029683.208984,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754029689.362611,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754031166.7469301,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754031249.294925,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754031666.2019072,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1754031723.280051,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754031739.14009,Europe/Rome,instagram,False,openedApp,breathingExercise,Escape / Avoid
1.5,1754031781.6706529,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754031788.543139,Europe/Rome,instagram,False,openedApp,breathingExercise,Toilet
1.5,1754031951.129112,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754033514.758861,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754035381.154609,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754037061.927392,Europe/Rome,instagram,False,openedApp,breathingExercise,Stalk crush
1.5,1754037562.0646539,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754037608.847331,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754040444.5932689,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754041109.7812119,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754043334.9868112,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754045500.507716,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754046710.245511,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754046865.739732,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754047796.349597,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1754047843.92503,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754048304.6883569,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754048546.3833551,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754048868.5103579,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754048958.543848,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754049488.1901522,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754050190.739497,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754050197.779344,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754050283.564489,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754056041.368425,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754056048.673213,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754056131.884934,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754056175.866926,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754058165.709337,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754065213.222867,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754065521.300901,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754065623.9267979,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754065684.470545,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754065782.644305,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754065977.476701,Europe/Rome,instagram,False,openedApp,breathingExercise,Escape / Avoid
1.5,1754066777.613703,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754067078.858254,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754067084.73364,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754067187.273851,Europe/Rome,instagram,False,openedApp,breathingExercise,Bored
1.5,1754067333.1463861,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754068243.830554,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1754068415.838449,Europe/Rome,instagram,False,openedApp,breathingExercise,Escape / Avoid
1.5,1754068952.257534,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754068959.114994,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754069132.978674,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754069200.69681,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754070114.708465,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754070471.206923,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754070519.7098389,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754070580.3312922,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754070636.198448,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754071003.698409,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754071131.58329,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754071451.163316,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754071477.137677,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754072408.70486,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754072726.1946368,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754072818.0466828,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754073107.707926,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754073183.110358,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754073189.7796268,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754073631.8151789,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754073663.9961472,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754073667.364505,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754073996.3089108,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754074203.372291,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754074249.284618,Europe/Rome,instagram,False,openedApp,breathingExercise,Escape / Avoid
1.5,1754074292.690496,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754074874.404892,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754075104.9521952,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754075230.630682,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
