interventionDuration,timestamp,timezone,app,isReIntervention,resolution,interventionType,purpose
1.5,1754075323.901998,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754075441.208077,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754075443.638335,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754075451.003395,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754075462.383856,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754075562.6682549,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754075564.2175,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754075571.3163772,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754075721.617127,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754075727.274032,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754075786.601577,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754075977.750619,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754076064.321032,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754076164.764285,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754076222.0140939,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754076350.1639152,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754077158.448073,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754077350.8304548,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754078674.918713,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754080005.042029,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754080665.279629,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754081924.552726,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754083634.5922709,Europe/Rome,instagram,False,openedApp,breathingExercise,Search Info
1.5,1754083843.616269,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754084312.889627,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754084377.5467548,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754085149.362684,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754085735.6295629,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754111071.380313,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754111899.418221,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754112456.8013802,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754116884.704932,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1754118214.916761,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754118865.632766,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754119019.359227,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754119037.786689,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754120821.025089,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754121836.539987,Europe/Rome,instagram,False,openedApp,breathingExercise,Post something
1.5,1754124313.722007,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754124429.724114,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754125241.117793,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754125313.563065,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754125328.58146,Europe/Rome,instagram,False,openedApp,breathingExercise,Toilet
1.5,1754128764.21075,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754129550.802891,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754129598.4809341,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754129604.6810799,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754129681.830131,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754129772.18954,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754129784.5526938,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754129790.108366,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754129961.697159,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754130009.955017,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754130157.786658,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754130340.4649549,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754130741.448098,Europe/Rome,instagram,False,openedApp,breathingExercise,Escape / Avoid
1.5,1754131890.34732,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754131897.022239,Europe/Rome,instagram,False,openedApp,breathingExercise,Escape / Avoid
1.5,1754131960.8145828,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754132161.261565,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754132560.691515,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754132592.159442,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754132947.229039,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754134029.698802,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754134036.0520868,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754134102.9476938,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754135220.35612,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754135227.620785,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754135852.303011,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754136064.2065039,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754136206.115516,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754138689.3557591,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754140070.901802,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754141450.6213698,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754143837.183041,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754143843.900034,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754144205.840074,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754145257.867052,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754145315.217208,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754145361.065016,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754145793.5289369,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754145977.0420542,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754147516.222818,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754150051.948555,Europe/Rome,instagram,False,openedApp,breathingExercise,Stay In the Loop
1.5,1754150171.2578712,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754150255.691437,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754150326.959316,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754150974.814218,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754152957.304266,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754155671.167793,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754156146.4469519,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754156568.9705749,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754156680.3149118,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754165781.3421922,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754166183.069779,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754166188.726304,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754166884.692996,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754166887.248939,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754166938.465001,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754166962.0401878,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754166968.019998,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754167095.6208549,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754167672.259402,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754168117.491688,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754169655.777213,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754172235.389202,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754174482.9197168,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754206038.728753,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754209034.517978,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1754209751.757302,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754213710.42487,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754213748.82956,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1754216210.3490682,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754218638.1199908,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754221069.66715,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1754221144.478771,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754225742.71271,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754227027.002964,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754229758.697001,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754230410.311899,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754231689.977468,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754231697.800307,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754234428.434562,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1754235377.569588,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754235379.910847,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754236585.194361,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754237123.7050009,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754237374.4217892,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754237937.559535,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754241374.7156901,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754241380.474973,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754241472.927659,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754242009.153534,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754242317.312161,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754242380.435351,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754242770.65001,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754242776.458469,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754243250.1196609,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754246344.5879622,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754246881.7064462,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754249327.4927,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754249329.849989,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754249370.243474,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754250138.311957,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754253362.05515,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754255665.2839398,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754255763.617838,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754255777.040545,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754255932.047425,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754255955.016998,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754255960.687667,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754256623.31407,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754256875.3664951,Europe/Rome,instagram,False,openedApp,breathingExercise,Escape / Avoid
1.5,1754257328.526902,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754257335.215143,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754258613.7448401,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754259152.575276,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754260252.5172749,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754287713.442898,Europe/Rome,instagram,False,openedApp,breathingExercise,Stay In the Loop
1.5,1754287758.787819,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754288606.570828,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754289935.457491,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754291529.505107,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754293545.5103378,Europe/Rome,instagram,False,openedApp,breathingExercise,Post something
1.5,1754293921.665436,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754296391.2587461,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754297903.4786239,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754299241.429158,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754299263.877452,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754300199.154204,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754300247.912376,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754300384.890215,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754300390.807656,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754301375.9745731,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754304495.0714412,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754305222.467458,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754308777.859411,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754309028.171499,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754309348.221483,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754310215.989537,Europe/Rome,instagram,False,openedApp,breathingExercise,Stalk crush
1.5,1754310304.0968661,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754310742.7802138,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754310823.44488,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754310918.0808601,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754310923.638324,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754311486.005828,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754311691.350044,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754311699.751742,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754312214.086193,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754312219.8658051,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754317216.988751,Europe/Rome,instagram,False,openedApp,breathingExercise,Post something
1.5,1754317481.6692271,Europe/Rome,instagram,False,openedApp,breathingExercise,Toilet
1.5,1754318098.040574,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754319278.582951,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754319308.263978,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754319315.109551,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754320327.296896,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754321707.982367,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754322700.663924,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754323266.260762,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754324999.090157,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754325005.496707,Europe/Rome,instagram,False,openedApp,breathingExercise,Escape / Avoid
1.5,1754325087.538477,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754325165.426083,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754325751.452188,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754326143.7046862,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754327204.839015,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754327211.2056,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754327232.82099,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754329119.342412,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754331098.729665,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754331458.2590652,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754332380.264337,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754332846.120327,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754333170.966959,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754333217.321068,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754333865.300951,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754335122.207011,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754337654.308702,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754337661.716094,Europe/Rome,instagram,False,openedApp,breathingExercise,Post something
1.5,1754339231.9348059,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754342681.928277,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754343013.262113,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754343365.850847,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754344240.56447,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754344332.175529,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754344975.563,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754344981.957376,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754375879.6510792,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754378933.35504,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754378942.0404549,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754381629.845783,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754382599.121893,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754382605.411545,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754383606.594399,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754385390.763582,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754386079.614222,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754386081.3304,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754386923.499491,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754386925.858149,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754387797.712887,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754388054.722238,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754388062.7748718,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754388780.308075,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754388834.2992458,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754388836.943318,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754389452.9834461,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754390204.797982,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754391347.023674,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754391686.9236588,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754391693.5638409,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754392608.772856,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754392615.342912,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754394513.230136,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754394520.341206,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754394560.0022988,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754394567.682133,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754394822.451201,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754394828.5240788,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754396084.398721,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754396097.27825,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754396528.7467818,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754396550.931923,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754396928.383593,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754398907.695623,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754399480.787965,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754400285.407751,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754401131.749134,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754401595.517693,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754401615.138592,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754401935.2611551,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754402931.7201319,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754403483.985826,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754403716.186475,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754404183.435004,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754404189.811267,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754405580.283111,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754405587.070632,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754407173.126957,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754411013.751518,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754411019.607491,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754411364.951788,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754412096.212012,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754412963.466352,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754413855.535174,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754415031.696228,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754415662.145458,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754415989.83564,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754416009.7268429,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754416195.675713,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754417913.2582688,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754418282.9570808,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754420724.008913,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754421796.150653,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754421908.093967,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754422376.5197492,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754422754.1240258,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754424367.535521,Europe/Rome,instagram,False,openedApp,breathingExercise,Entertainment
1.5,1754425496.9289231,Europe/Rome,instagram,False,openedApp,breathingExercise,Work
1.5,1754426678.77456,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754426817.084369,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754426933.717062,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754426999.730517,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754427918.9758039,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754427982.2768378,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754429492.983896,Europe/Rome,instagram,False,openedApp,breathingExercise,Check likes
1.5,1754429900.856785,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754430660.05451,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754431245.971184,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754453805.971005,Europe/Rome,instagram,False,openedApp,breathingExercise,Escape / Avoid
1.5,1754454344.259736,Europe/Rome,instagram,False,openedApp,breathingExercise,Escape / Avoid
1.5,1754455906.1380339,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754456813.276599,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754457966.8667312,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754458004.1915112,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754458009.731776,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754458869.894778,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754459759.198268,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
1.5,1754459765.553045,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754460872.1354852,Europe/Rome,instagram,False,openedApp,breathingExercise,Relax
1.5,1754461199.973909,Europe/Rome,instagram,False,dismissedAppOpening,breathingExercise,
