app,timestamp,isReIntervention,resolution,timezone,interventionType,interventionDuration
snapchat,1752337467.220469,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752340330.629623,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752342061.6820931,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752344769.975048,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752346655.9358191,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752346876.311341,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752346928.876927,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752346988.539719,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752347574.005468,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752354235.2964082,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752357047.836662,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752357392.5860019,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752359031.0380502,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752359965.839046,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752362931.589669,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752403100.977147,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752403590.9326181,False,openedApp,Europe/Dublin,breathingExercise,1.5
snapchat,1752412186.95737,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752412254.375743,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752413030.639251,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752413599.233649,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752418149.034439,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752423737.4332972,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752424875.687886,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752425007.9875522,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752425264.3703341,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752426675.456528,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752430044.343694,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752431017.349139,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752431911.780278,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752439900.240563,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752478208.436583,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752491162.389892,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752503317.143523,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752503370.975093,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752505207.838362,False,dismissedAppOpening,Europe/Dublin,breathingExercise,3.0
snapchat,1752517385.834826,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752517940.288937,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752519498.2823138,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752519630.0520248,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752523907.6065168,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752583252.78895,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752594278.109723,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752599015.830062,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752599417.180712,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752601744.225002,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752619534.371272,False,dismissedAppOpening,Europe/Dublin,breathingExercise,3.0
snapchat,1752654205.747693,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752657234.5699592,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752665805.71552,False,dismissedAppOpening,Europe/Dublin,breathingExercise,3.0
snapchat,1752667136.9224749,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752667779.902473,False,dismissedAppOpening,Europe/Dublin,breathingExercise,3.0
snapchat,1752667830.813301,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752667867.944178,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752686169.72404,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752702912.70676,False,dismissedAppOpening,Europe/Dublin,breathingExercise,3.0
snapchat,1752767393.480105,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752767710.279635,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752770602.829867,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752777811.807558,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752779557.381363,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752781875.375894,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752782115.950702,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752783315.010621,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752785304.693646,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752821145.761473,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752821489.0092711,False,dismissedAppOpening,Europe/Dublin,breathingExercise,3.0
snapchat,1752836826.818089,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752843002.121639,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752843155.8505259,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752843875.92407,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752845070.3304539,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752845341.4128032,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752851638.586035,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752853134.5142798,False,dismissedAppOpening,Europe/Dublin,breathingExercise,3.0
snapchat,1752855175.858166,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752863761.268816,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752863905.6776628,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752868390.247163,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752919325.4570951,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1752963303.27779,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753001795.2201052,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753002983.438267,False,dismissedAppOpening,Europe/Dublin,breathingExercise,3.0
snapchat,1753036894.6515532,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753037075.573148,False,dismissedAppOpening,Europe/Dublin,breathingExercise,3.0
snapchat,1753109461.467165,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753119171.137203,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753168434.565788,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753170336.6665359,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753187531.427958,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753205199.773697,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753216792.074244,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753251914.570909,False,dismissedAppOpening,Europe/Dublin,breathingExercise,3.0
snapchat,1753257965.2851229,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753275537.936167,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753279345.574071,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753280157.63135,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753297928.7945318,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753299158.89915,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753303100.508689,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753346848.351719,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753347086.2751698,False,dismissedAppOpening,Europe/Dublin,breathingExercise,3.0
snapchat,1753355275.689398,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753359974.768381,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753361003.323375,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753364094.50139,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753374753.5494409,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753375574.44549,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753375644.982977,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753390674.9788551,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753423862.879698,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753424088.381669,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753449138.460527,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753458885.617515,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753463232.227092,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753463274.965313,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753476406.180615,False,openedApp,Europe/Dublin,breathingExercise,3.0
snapchat,1753527864.265922,False,openedApp,Europe/Paris,breathingExercise,3.0
snapchat,1753528175.692356,False,openedApp,Europe/Paris,breathingExercise,3.0
snapchat,1753528698.4985151,False,openedApp,Europe/Paris,breathingExercise,3.0
snapchat,1753528826.471703,False,openedApp,Europe/Paris,breathingExercise,3.0
snapchat,1753528942.984933,False,openedApp,Europe/Paris,breathingExercise,3.0
snapchat,1753529980.718514,False,openedApp,Europe/Paris,breathingExercise,3.0
snapchat,1753533547.292649,False,openedApp,Europe/Paris,breathingExercise,3.0
snapchat,1753534296.728537,False,openedApp,Europe/Paris,breathingExercise,3.0
snapchat,1753641859.675302,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753645390.0980392,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753684600.3021479,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753719409.457989,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753726551.177619,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753778233.527977,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753787234.0783691,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753802172.812883,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753858030.170371,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753858994.707097,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753908700.423022,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753908778.490793,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753909285.02932,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753911271.745445,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753911674.3704062,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753954637.9837708,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753965709.95865,False,dismissedAppOpening,Europe/Paris,breathingExercise,6.0
snapchat,1753982776.171544,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1753989711.1419911,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754032678.655846,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754034869.800657,False,dismissedAppOpening,Europe/Paris,breathingExercise,6.0
snapchat,1754085388.789715,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754116362.116528,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754137037.8157248,False,dismissedAppOpening,Europe/Paris,breathingExercise,6.0
snapchat,1754145353.8091168,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754147765.030231,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754172501.240484,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754211890.3205419,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754211945.337333,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754240837.47233,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754240879.9267259,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754243995.763381,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754245775.9373112,False,dismissedAppOpening,Europe/Paris,breathingExercise,6.0
snapchat,1754246195.361469,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754249741.800704,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754317860.466779,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754327259.058817,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754335588.535907,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754336026.587504,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754336060.573271,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754336101.626066,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754336683.238764,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754341562.480119,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754341746.159174,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754341811.646288,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754341985.9384708,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754342046.899835,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754367735.7399569,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754367833.255027,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754367971.818757,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754399173.5973558,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754399343.282096,False,openedApp,Europe/Paris,breathingExercise,6.0
snapchat,1754423958.2810512,False,dismissedAppOpening,Europe/Paris,breathingExercise,6.0
snapchat,1754423975.1152391,False,openedApp,Europe/Paris,breathingExercise,6.0
