timestamp,interventionType,resolution,app,isReIntervention,timezone,interventionDuration,purpose
1749797990.97226,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749824678.994405,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749826590.655075,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749827521.2653852,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749827539.941136,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1749827552.780682,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749827964.3663921,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749827968.117774,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749827976.490666,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749828318.647402,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749829053.972237,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749829649.682719,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749830229.839689,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749831604.039073,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749832749.3001509,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749833212.6994538,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Entertainment
1749833681.733437,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749834127.239296,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749834316.132797,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Entertainment
1749834563.655363,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Entertainment
1749841764.2304769,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749841880.981464,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1749842281.765287,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Entertainment
1749844119.5761871,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Entertainment
1749844610.931597,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Bored
1749845397.412097,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1749845401.826427,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1749846173.10586,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Stay In the Loop
1749846764.4713721,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1749848493.176633,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749848694.3259401,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749848990.1689,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Bored
1749849101.040752,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1749849214.123126,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749849266.618383,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749851076.283747,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Escape / Avoid
1749851913.375904,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749891645.4593902,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749891843.978591,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749891962.419775,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749891969.2292619,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749892040.0627851,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749892064.794255,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749892529.042072,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749898703.5382872,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749899177.4681768,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1749900924.539095,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749903159.223429,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749903708.586365,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1749904959.2288198,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749906571.5851989,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749906835.054995,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749907015.14691,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749907130.231719,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749907817.242437,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749908440.854645,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749909027.316834,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749909327.55588,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749909640.840245,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749910942.947558,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749914235.851605,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749914856.2870579,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1749914979.095417,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Escape / Avoid
1749922930.29914,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749923785.1710591,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Entertainment
1749923923.1415,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749923926.475038,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749923929.041532,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749923935.474735,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749924071.952111,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749924469.243242,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749924472.63592,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749924517.392888,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Bored
1749924703.6981602,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Stay In the Loop
1749925227.634266,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1749925278.867713,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Bored
1749925482.997923,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1749927998.3621302,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749928475.075694,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749930805.472197,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749932807.664999,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749933627.085993,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Escape / Avoid
1749938095.476306,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749941619.323316,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1749941851.428289,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749974070.56479,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749974164.5284538,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749975093.756392,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749977969.8051162,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749978689.401967,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749978997.883833,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749979081.806662,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749979095.044197,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Toilet
1749979523.572617,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1749979824.6288218,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1749979874.253096,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749980167.878151,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1749981049.935227,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749982159.067497,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749982236.268074,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749982995.2439852,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749983712.712394,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749983761.597515,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749985405.2618198,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749985541.7929149,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749985550.7403169,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749986258.517057,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749986971.413688,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749988576.252707,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749990066.294359,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749991079.690178,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749991176.537818,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749991640.930901,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749992002.751226,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749992052.8723068,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749992150.545485,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749992448.4301848,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1749993322.0126538,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749995256.66116,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749995515.304263,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1749996055.083379,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749996060.6263661,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1749996305.365644,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750000028.267671,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750000304.05602,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750001273.062691,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750001847.940147,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750001934.1735601,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1750001972.014485,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1750003849.990736,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750003904.315635,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750003968.806555,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750004524.0630078,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Bored
1750006067.925282,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750010364.6091418,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750011228.8075728,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Relax
1750012823.43522,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Relax
1750013052.811774,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1750015090.299978,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750017981.720348,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750018192.0139232,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Relax
1750018962.165194,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Relax
1750019773.317284,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Stay In the Loop
1750020611.620332,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750020936.9302568,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Entertainment
1750022607.406509,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Relax
1750022807.6355,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750023601.37576,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Relax
1750024234.032516,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Stay In the Loop
1750024438.44153,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Relax
1750025229.221843,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Relax
1750025336.412734,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Relax
1750025454.872027,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Relax
1750026239.706702,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Relax
1750026253.327333,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750027244.8563929,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Relax
1750056454.520386,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750056613.039088,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1750056933.884244,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750058431.080711,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750067796.8504481,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1750069717.567018,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750071903.212378,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750072497.035635,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750074686.7058349,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1750075522.049983,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750078602.234055,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750079571.909066,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Bored
1750079975.895368,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1750080681.374926,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Stay In the Loop
1750081092.371611,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750083125.042738,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750084718.305506,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750085523.574139,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750087746.511445,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1750088179.406395,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750088216.586268,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750088623.534628,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750090128.272656,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750092311.035365,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1750094186.1881719,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1750094813.214395,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1750095042.6395621,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750095242.69278,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750095961.1399689,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Relax
1750099975.494941,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750100484.732645,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750101226.327599,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750103763.938408,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750103856.062364,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1750105672.084515,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750105802.298845,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750106766.173018,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750106834.356576,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750107098.721931,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750108425.436891,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750109256.968511,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750109515.287029,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Stay In the Loop
1750110355.278222,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1750110363.853257,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Relax
1750112666.0172958,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750143061.1671371,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750144677.223866,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1750144685.229238,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750145173.214971,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750149083.14809,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750149647.5783749,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750149790.247013,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1750150526.268054,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750150535.96451,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750153337.1132731,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750153735.451448,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750154729.692586,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750154739.905194,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750154782.185853,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1750154788.279743,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750155567.975965,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750155696.8508902,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750156013.415625,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750156464.3847342,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750157102.158611,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1750157128.581563,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750157328.941978,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750158272.309318,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750158668.5748181,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750159277.229135,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750159567.5238318,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750160895.900399,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750161152.532273,breathingExercise,dismissedAppOpening,facebook,False,Europe/Dublin,1.5,
1750161772.403829,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750162496.152596,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750165040.957447,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750165116.1920838,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1750167318.167077,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750167374.1708798,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750167704.584807,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750172211.2787318,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750172630.471919,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1750172910.202493,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750173041.579617,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750175065.304533,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750175187.808269,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1750175194.877849,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750177014.7361078,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750177869.6885982,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750178313.650361,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Bored
1750178880.173253,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750179589.793474,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750182970.572043,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750183312.682236,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Entertainment
1750189958.430424,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750190148.115368,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750192094.094744,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750192259.1791391,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750192437.8313909,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750192575.709587,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750192715.035849,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1750194254.912922,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750194582.379477,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750194664.669011,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750195171.535873,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750195379.175606,breathingExercise,openedApp,facebook,False,Europe/Dublin,1.5,Message
1750195422.150185,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750195662.3080158,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1750195668.7145162,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
1750195884.7570782,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750197607.330525,breathingExercise,openedApp,instagram,False,Europe/Dublin,1.5,Message
1750198190.90082,breathingExercise,dismissedAppOpening,instagram,False,Europe/Dublin,1.5,
