app,resolution,isReIntervention,interventionDuration,interventionType,timezone,timestamp,purpose
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749268268.243507,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749268707.9422932,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749268921.0883589,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749290506.658702,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749312327.6734838,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749312342.716351,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749321660.069088,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749324427.66502,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749324648.426015,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749324659.040473,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749343372.6658869,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749343844.737751,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749345047.714503,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749345803.14952,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749348954.573885,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749349599.344617,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749350386.206331,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749355468.032209,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749355481.9423451,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749355753.5920591,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749355858.975877,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749356276.079503,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749356314.508481,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749356349.766523,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749357329.7451448,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749358079.4730449,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749358089.99943,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749358870.051332,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749359184.9267612,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749359978.76831,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749394235.9860702,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749394306.9255838,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749394550.333816,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749394973.012817,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749394981.53025,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749396068.094552,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749397042.3720288,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749398504.3648129,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749399487.209209,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749400731.882906,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749401527.801431,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749402660.849026,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749404022.121032,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749405004.379961,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749405008.793781,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749405108.539991,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749405124.938462,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749411675.038197,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749412488.382426,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749413151.972118,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749415458.437337,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749416896.648629,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749422043.052552,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749461209.013379,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749480876.976486,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749484980.740072,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749492762.641708,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749500057.731903,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749500178.268287,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749500307.317402,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749500544.5495992,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749500832.041455,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749500889.3973289,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749501245.755552,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749502300.0122929,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749502520.95114,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749504446.323227,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749504893.99304,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749505030.485178,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749505196.80983,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749505201.475519,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749505687.1709108,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749510104.384118,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749510408.5577102,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749511332.148261,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749514091.310364,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749514198.559974,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749514214.008012,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749514952.656872,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749518245.908227,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749518725.723681,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749521058.5607219,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749557513.456799,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749562747.933316,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749565892.047477,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749565915.453763,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749568158.679,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749568221.300158,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749568363.079041,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749568414.105928,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749568741.9494162,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749569176.084978,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749569642.551005,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749570269.040817,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749571734.825799,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749574857.171273,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749575531.921692,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749575573.6061301,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749575599.059911,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749575715.939077,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749575952.1007519,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749577359.2740622,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749577477.429007,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749579429.319724,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749580145.555789,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749580752.4078732,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749580767.487544,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749581262.537891,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749581324.240478,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749581327.6800141,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749582554.9646292,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749583069.381603,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749585130.95753,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749585152.204475,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749585339.825346,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749585358.7194061,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749589042.271473,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749590943.7591639,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749594587.538507,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749594741.562321,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749596429.5533729,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749596741.451231,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749602259.389669,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749603643.183145,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749604482.29184,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749607283.930225,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749608154.106,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749612042.808196,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749612659.6130571,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749643556.478483,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749643876.429745,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749648166.150265,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749658325.7935529,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749673898.055985,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749685911.4653401,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749686011.42338,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749686285.296231,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749687058.285842,
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749687068.121712,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749687612.128072,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749687982.076585,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749688002.271544,Message
instagram,dismissedAppOpening,False,1.5,breathingExercise,America/New_York,1749688244.097134,
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749689101.366438,Message
instagram,openedApp,False,1.5,breathingExercise,America/New_York,1749692780.21279,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749699644.533453,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749728995.473925,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749729241.465054,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749746199.807187,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749753312.4538178,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749754488.8968868,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749756824.42551,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749757703.8048959,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749761003.1807098,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749761255.0535688,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749763637.27495,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749764096.589596,
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749764149.280699,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749766646.133457,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749767505.3983622,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749769726.15118,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749770727.119226,
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749778601.560648,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749823836.4730182,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749825060.029148,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749826561.834763,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749827071.7955298,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749829468.5938802,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749829972.472845,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749831525.879843,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749831789.462463,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749831823.7433891,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749832835.361237,
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749834426.918157,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749845107.36174,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749865676.44244,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749868946.822197,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749870817.420782,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749873644.530823,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749912896.125284,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749913129.656102,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749924844.299372,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749930231.273192,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749930799.8532581,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749931304.271281,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749933146.113587,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749933295.465575,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749933312.4683518,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749933559.670504,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749933667.528173,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749933703.81807,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749933804.809571,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749934446.007499,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749937531.5160298,Message
