app,resolution,isReIntervention,interventionDuration,interventionType,timezone,timestamp,purpose
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749937554.590647,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749953442.952499,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749955820.4508228,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749956190.173595,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749958269.91275,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749958337.446835,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749964719.734978,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749965078.724786,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749968296.664773,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749969867.602532,
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1749969904.149146,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1749969914.0455399,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750000674.186234,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750004175.318696,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750012228.663343,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750014835.942277,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750016567.5344949,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750018010.251673,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750019736.692586,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750020300.001451,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750021871.550544,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750022569.5362349,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750023652.336168,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750023678.573289,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750027564.208879,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750030472.4581351,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750030644.369461,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750031040.248344,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750031310.877541,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750034585.5213552,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750034722.890441,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750047076.005095,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750047536.250704,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750050681.974304,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750050766.4840178,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750052727.366085,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750072933.333047,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750072991.212645,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750096004.6234899,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750099634.09712,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750102751.44558,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750105626.376446,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750108999.027182,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750116110.66711,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750134064.9829059,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750134111.457547,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750134295.215633,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750138306.5522661,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750138559.741578,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750141680.356536,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750141748.74611,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750185100.1846519,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750186631.903747,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750203934.963464,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750208045.647997,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750208262.4884338,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750215193.33168,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750217292.620356,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750217862.626783,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750226147.491118,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750228818.8051062,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750229399.246134,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750229579.633601,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750230522.134862,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750230541.0291529,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750252253.780556,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750257464.8155031,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750271005.360019,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750273852.5092459,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750275158.956553,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750290381.351846,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750292685.432425,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750305737.04793,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750308673.9775429,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750309092.046871,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750339236.7993689,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750340212.287488,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750346996.963944,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750347193.293336,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750347239.7202492,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750347251.878979,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750347337.336389,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750347495.723043,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750360354.8955898,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750362266.760387,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750368727.33799,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750369890.907197,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750370355.179872,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750371623.433265,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750372380.167016,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750374271.5552511,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750374331.7374802,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750376793.9933,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750377143.36868,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750378279.8983378,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750382522.914895,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750386478.9096298,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750387037.750402,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750387554.620078,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750392642.479464,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750392876.1802301,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750395464.671159,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750395575.118701,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750439422.1833138,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750452606.344225,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750453069.219736,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750453672.458129,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750463565.7284122,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750486133.876256,
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750503149.011012,
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750510819.4273639,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750510830.209727,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750525449.4896998,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750526163.6629481,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750526288.911171,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750526406.007227,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750527067.8724089,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750533482.323247,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750534408.626004,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750538014.856431,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750540120.18192,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750541709.514437,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750541891.219236,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750542060.7296848,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750543579.383436,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750543599.2225618,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750551678.871371,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750552950.769384,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750561317.2588592,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750561536.94648,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750566066.4350219,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750566705.018515,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750567328.4159641,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750608072.990838,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750608788.363997,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750610190.817478,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750610218.313994,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750610858.070945,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750611508.1511312,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750617202.6426868,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750619076.209361,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750624442.709013,Message
instagram,dismissedAppOpening,False,3.0,breathingExercise,America/New_York,1750625586.780462,
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750625628.043824,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750626186.5548549,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750626275.372795,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750626999.717973,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750627715.3315392,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750627737.007823,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750627856.860135,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750630349.656475,Message
instagram,openedApp,False,3.0,breathingExercise,America/New_York,1750639611.6789,Message
