interventionDuration,purpose,timeIntervalUntilReIntervention,timestamp,isReIntervention,timezone,resolution,app,interventionType
,,,1749057149.8888211,False,America/New_York,closedApp,instagram,
,,,1749057284.2160459,False,America/New_York,closedApp,instagram,
,,,1749057316.841906,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749060196.9044828,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749060348.388753,False,America/New_York,closedApp,instagram,
1.5,,,1749062829.806594,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,Stay In the Loop,60.0,1749062841.661268,False,America/New_York,openedApp,twitter,breathingExercise
1.5,Entertainment,300.0,1749065890.764628,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749065975.491662,False,America/New_York,closedApp,instagram,
,,,1749062910.914573,False,America/New_York,closedApp,twitter,
1.5,,,1749068417.521373,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,Stay In the Loop,300.0,1749071685.9552078,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749071857.703273,False,America/New_York,closedApp,instagram,
1.5,Stay In the Loop,300.0,1749071868.5402532,False,America/New_York,openedApp,twitter,breathingExercise
1.5,,,1749072410.029181,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,Message,300.0,1749075628.915529,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749075670.466742,False,America/New_York,closedApp,instagram,
,,,1749075741.728098,False,America/New_York,closedApp,instagram,
1.5,Stay In the Loop,300.0,1749075774.798681,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749075989.212481,False,America/New_York,closedApp,instagram,
,,,1749075823.7999392,False,America/New_York,closedApp,twitter,
1.5,Message,300.0,1749076319.016073,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749076376.447923,False,America/New_York,closedApp,instagram,
,,,1749081292.641712,False,America/New_York,closedApp,instagram,
1.5,Message,300.0,1749085136.8629122,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749085264.069312,False,America/New_York,closedApp,instagram,
1.5,Bored,300.0,1749089244.532206,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749089352.338043,False,America/New_York,closedApp,instagram,
1.5,Bored,300.0,1749089363.697353,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749089555.1556768,False,America/New_York,closedApp,twitter,
1.5,Post something,300.0,1749090743.623925,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749090781.6159902,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749091328.341857,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749091371.116609,False,America/New_York,closedApp,instagram,
1.5,,,1749092139.1688762,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,Entertainment,300.0,1749094950.4808002,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749094993.612504,False,America/New_York,closedApp,instagram,
1.5,Stay In the Loop,300.0,1749095711.863636,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749095767.9208689,False,America/New_York,closedApp,twitter,
1.5,Entertainment,300.0,1749096199.599461,False,America/New_York,openedApp,tikTok,breathingExercise
,,,1749096306.890767,False,America/New_York,closedApp,tikTok,
,,,1749096364.170048,False,America/New_York,closedApp,tikTok,
,,,1749096398.041328,False,America/New_York,closedApp,tikTok,
,,,1749096508.377001,False,America/New_York,closedApp,tikTok,
,,,1749096515.0787349,False,America/New_York,closedApp,tikTok,
,,,1749096655.281653,False,America/New_York,closedApp,tikTok,
,,,1749097837.397396,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749097871.308434,False,America/New_York,openedApp,tikTok,breathingExercise
,,,1749098179.1785479,False,America/New_York,closedApp,tikTok,
1.5,Escape / Avoid,300.0,1749098187.583222,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749098180.505028,False,America/New_York,closedApp,tikTok,
,,,1749098489.7248058,False,America/New_York,closedApp,tikTok,
1.5,Escape / Avoid,300.0,1749098496.4223819,True,America/New_York,openedApp,tikTok,breathingExercise
1.5,Can’t sleep,300.0,1749098806.8893251,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749098490.834296,False,America/New_York,closedApp,tikTok,
,,,1749098799.22205,False,America/New_York,closedApp,tikTok,
,,,1749098801.201425,False,America/New_York,closedApp,tikTok,
,,,1749099111.653338,False,America/New_York,closedApp,tikTok,
1.5,Can’t sleep,300.0,1749099117.955822,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749099113.472224,False,America/New_York,closedApp,tikTok,
,,,1749099120.178894,False,America/New_York,closedApp,tikTok,
,,,1749099417.4109058,False,America/New_York,closedApp,tikTok,
1.5,Escape / Avoid,300.0,1749099462.646463,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749099596.631424,False,America/New_York,closedApp,instagram,
1.5,Can’t sleep,300.0,1749099604.394012,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749099768.669694,False,America/New_York,closedApp,twitter,
,,,1749099772.025929,False,America/New_York,closedApp,twitter,
,,,1749099916.037253,False,America/New_York,closedApp,twitter,
1.5,Escape / Avoid,300.0,1749101147.7919621,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749101213.4269462,False,America/New_York,closedApp,instagram,
1.5,,,1749102308.16988,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,Can’t sleep,300.0,1749102328.057595,False,America/New_York,openedApp,tikTok,breathingExercise
,,,1749102371.762497,False,America/New_York,closedApp,tikTok,
,,,1749102377.287568,False,America/New_York,closedApp,tikTok,
,,,1749102496.487077,False,America/New_York,closedApp,tikTok,
1.5,Stay In the Loop,300.0,1749135472.1373239,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749135567.068071,False,America/New_York,closedApp,instagram,
1.5,Stay In the Loop,300.0,1749138809.289789,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749138892.45083,False,America/New_York,closedApp,instagram,
1.5,Message,300.0,1749144869.004091,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749145163.382206,False,America/New_York,closedApp,instagram,
1.5,,,1749145176.735944,False,America/New_York,dismissedAppOpening,twitter,breathingExercise
1.5,Entertainment,300.0,1749147385.918809,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749147577.946505,False,America/New_York,closedApp,twitter,
1.5,Message,300.0,1749147586.2957702,False,America/New_York,openedApp,instagram,breathingExercise
1.5,Entertainment,300.0,1749147898.961869,True,America/New_York,openedApp,instagram,breathingExercise
,,,1749147892.992461,False,America/New_York,closedApp,instagram,
,,,1749148058.604429,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749153145.218124,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749153183.8448539,False,America/New_York,closedApp,instagram,
1.5,Message,120.0,1749155354.276517,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749155378.458307,False,America/New_York,closedApp,instagram,
1.5,Message,300.0,1749161235.238348,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749161336.090537,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749166377.6668692,False,America/New_York,openedApp,instagram,breathingExercise
1.5,Entertainment,300.0,1749168925.612033,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749168977.772722,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749169059.6825461,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749169140.922215,False,America/New_York,closedApp,instagram,
,,,1749169285.561647,False,America/New_York,closedApp,instagram,
,,,1749169115.66535,False,America/New_York,closedApp,twitter,
1.5,Post something,300.0,1749169801.243048,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749170100.5813541,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749172209.992193,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749172474.570774,False,America/New_York,closedApp,instagram,
1.5,Stay In the Loop,300.0,1749173279.600492,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749173584.549203,False,America/New_York,closedApp,instagram,
1.5,,,1749174178.996151,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,Entertainment,300.0,1749177600.1119862,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749177712.571347,False,America/New_York,closedApp,twitter,
1.5,Entertainment,300.0,1749179907.992587,False,America/New_York,openedApp,tikTok,breathingExercise
1.5,Entertainment,300.0,1749180224.237774,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749180219.682143,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749180534.7701101,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749180529.571145,False,America/New_York,closedApp,tikTok,
,,,1749180836.448203,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749185186.0947871,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749185364.499475,False,America/New_York,closedApp,instagram,
1.5,Bored,300.0,1749185376.495162,False,America/New_York,openedApp,tikTok,breathingExercise
,,,1749185564.3489509,False,America/New_York,closedApp,tikTok,
,,,1749185684.261358,False,America/New_York,closedApp,tikTok,
,,,1749185941.51935,False,America/New_York,closedApp,tikTok,
,,,1749186084.8109279,False,America/New_York,closedApp,tikTok,
1.5,Escape / Avoid,300.0,1749186101.491158,False,America/New_York,openedApp,tikTok,breathingExercise
,,,1749186410.559363,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749186417.107686,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749186412.664785,False,America/New_York,closedApp,tikTok,
,,,1749186717.84832,False,America/New_York,closedApp,tikTok,
1.5,Message,300.0,1749220466.766873,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749220640.086941,False,America/New_York,closedApp,instagram,
,,,1749220798.993267,False,America/New_York,closedApp,instagram,
1.5,Message,300.0,1749220813.297522,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749221061.655807,False,America/New_York,closedApp,instagram,
,,,1749220976.531108,False,America/New_York,closedApp,twitter,
,,,1749221026.959045,False,America/New_York,closedApp,twitter,
1.5,,,1749221065.564703,True,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,Stay In the Loop,300.0,1749221077.388943,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749221242.9859428,False,America/New_York,closedApp,instagram,
1.5,Message,300.0,1749224036.005048,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749224207.7399368,False,America/New_York,closedApp,instagram,
1.5,Message,300.0,1749224557.201003,False,America/New_York,openedApp,instagram,breathingExercise
1.5,,,1749228263.5250711,False,America/New_York,dismissedAppOpening,twitter,breathingExercise
1.5,Stay In the Loop,300.0,1749230539.270227,False,America/New_York,openedApp,instagram,breathingExercise
1.5,Stay In the Loop,300.0,1749230854.299403,True,America/New_York,openedApp,instagram,breathingExercise
,,,1749230847.577142,False,America/New_York,closedApp,instagram,
,,,1749231046.880433,False,America/New_York,closedApp,instagram,
1.5,Stay In the Loop,300.0,1749231083.048849,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749231394.0463629,False,America/New_York,closedApp,instagram,
,,,1749231318.821008,False,America/New_York,closedApp,twitter,
1.5,Search Info,300.0,1749232621.139404,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749232686.0507622,False,America/New_York,closedApp,instagram,
1.5,Stay In the Loop,300.0,1749233008.3426871,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749233062.5043159,False,America/New_York,closedApp,twitter,
1.5,Post something,300.0,1749233113.579294,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749233165.3537269,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749235776.508362,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749236083.0744638,False,America/New_York,closedApp,instagram,
1.5,Stay In the Loop,300.0,1749237417.636595,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749237493.6700668,False,America/New_York,closedApp,instagram,
1.5,Message,240.0,1749238398.196587,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749238428.113089,False,America/New_York,closedApp,instagram,
1.5,Bored,300.0,1749238521.242116,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749238827.618567,False,America/New_York,closedApp,twitter,
1.5,Stay In the Loop,300.0,1749241181.227714,False,America/New_York,openedApp,instagram,breathingExercise
1.5,Stay In the Loop,300.0,1749241191.468467,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749241492.869221,False,America/New_York,closedApp,instagram,
,,,1749241508.088327,False,America/New_York,closedApp,instagram,
1.5,,,1749241509.6675,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,,,1749242049.975904,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,Entertainment,300.0,1749242082.9336581,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749242196.794411,False,America/New_York,closedApp,twitter,
1.5,Stay In the Loop,300.0,1749243980.570193,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749244006.306565,False,America/New_York,closedApp,instagram,
1.5,Search Info,300.0,1749247786.2231212,False,America/New_York,openedApp,tikTok,breathingExercise
,,,1749247838.002533,False,America/New_York,closedApp,tikTok,
,,,1749247884.021524,False,America/New_York,closedApp,tikTok,
1.5,Search Info,300.0,1749248266.659981,False,America/New_York,openedApp,tikTok,breathingExercise
,,,1749248534.671794,False,America/New_York,closedApp,tikTok,
,,,1749248676.235241,False,America/New_York,closedApp,tikTok,
1.5,Stay In the Loop,300.0,1749260745.633367,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749260926.2195392,False,America/New_York,closedApp,instagram,
1.5,,,1749261255.3105512,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,Search Info,300.0,1749262526.738208,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749262565.542716,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749264367.796741,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749264563.680793,False,America/New_York,closedApp,instagram,
1.5,Stay In the Loop,300.0,1749265580.637864,False,America/New_York,openedApp,instagram,breathingExercise
1.5,Entertainment,300.0,1749265719.835678,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749265973.806947,False,America/New_York,closedApp,twitter,
,,,1749266041.2958221,False,America/New_York,closedApp,twitter,
1.5,,,1749266088.631122,False,America/New_York,dismissedAppOpening,twitter,breathingExercise
1.5,Entertainment,300.0,1749266099.803001,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749266148.0156689,False,America/New_York,closedApp,instagram,
1.5,,,1749266806.400301,False,America/New_York,dismissedAppOpening,tikTok,breathingExercise
1.5,Entertainment,60.0,1749267936.283917,False,America/New_York,openedApp,twitter,breathingExercise
1.5,Entertainment,300.0,1749268010.769607,True,America/New_York,openedApp,twitter,breathingExercise
,,,1749268003.972538,False,America/New_York,closedApp,twitter,
1.5,Entertainment,300.0,1749268322.024671,True,America/New_York,openedApp,twitter,breathingExercise
,,,1749268317.365584,False,America/New_York,closedApp,twitter,
,,,1749268624.763599,False,America/New_York,closedApp,twitter,
1.5,Entertainment,300.0,1749268644.8992019,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749268835.787601,False,America/New_York,closedApp,instagram,
1.5,,,1749269422.8977618,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,Entertainment,300.0,1749271427.145421,False,America/New_York,openedApp,tikTok,breathingExercise
1.5,Entertainment,300.0,1749271742.2962,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749271737.122922,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749272050.736555,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749272047.734206,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749272360.8752499,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749272356.9976091,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749272996.04488,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749272991.315771,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749273306.137858,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749273300.540899,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749273616.865222,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749273612.22701,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749273927.787185,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749273921.9480991,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749274238.816746,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749274232.150945,False,America/New_York,closedApp,tikTok,
1.5,Escape / Avoid,300.0,1749274548.936674,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749274542.048678,False,America/New_York,closedApp,tikTok,
,,,1749274852.391175,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749274881.478894,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749274974.095135,False,America/New_York,closedApp,twitter,
1.5,Escape / Avoid,300.0,1749276078.391707,False,America/New_York,openedApp,tikTok,breathingExercise
1.5,Entertainment,300.0,1749276390.0238872,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749276385.686055,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749276699.095705,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749276693.9645162,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749277009.913484,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749277005.45651,False,America/New_York,closedApp,tikTok,
,,,1749277312.227606,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749277341.431505,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749277385.934609,False,America/New_York,closedApp,twitter,
,,,1749277697.056992,False,America/New_York,closedApp,twitter,
1.5,Entertainment,300.0,1749305234.090904,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749305540.720933,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749307049.543236,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749307229.600107,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749307571.9199061,False,America/New_York,openedApp,twitter,breathingExercise
1.5,Entertainment,300.0,1749307885.9637861,True,America/New_York,openedApp,twitter,breathingExercise
,,,1749307880.906775,False,America/New_York,closedApp,twitter,
,,,1749307944.300601,False,America/New_York,closedApp,twitter,
,,,1749308182.4035568,False,America/New_York,closedApp,twitter,
,,,1749308207.169817,False,America/New_York,closedApp,twitter,
1.5,Stay In the Loop,300.0,1749308217.19047,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749308304.581706,False,America/New_York,closedApp,instagram,
,,,1749311451.794856,False,America/New_York,closedApp,twitter,
1.5,,,1749311686.198988,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,Message,120.0,1749311700.0279012,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749311752.245482,False,America/New_York,closedApp,instagram,
,,,1749311812.09916,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749313885.676476,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749313988.832793,False,America/New_York,closedApp,instagram,
1.5,,,1749317125.814328,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
,,,1749318446.510457,False,America/New_York,closedApp,instagram,
1.5,Stay In the Loop,300.0,1749318470.371945,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749318556.4745169,False,America/New_York,closedApp,twitter,
1.5,Stay In the Loop,300.0,1749324615.361793,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749324678.4554949,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749325917.2113972,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749326005.7837691,False,America/New_York,closedApp,instagram,
,,,1749326045.591837,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749339161.356073,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749339329.217637,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749339588.325392,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749339832.9398,False,America/New_York,closedApp,twitter,
1.5,,,1749339837.326538,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,Entertainment,300.0,1749340215.396909,False,America/New_York,openedApp,instagram,breathingExercise
1.5,Entertainment,300.0,1749340527.530344,True,America/New_York,openedApp,instagram,breathingExercise
,,,1749340521.695036,False,America/New_York,closedApp,instagram,
,,,1749340694.6657681,False,America/New_York,closedApp,instagram,
,,,1749340834.271747,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749340995.844645,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749341201.2827291,False,America/New_York,closedApp,twitter,
,,,1749341276.184274,False,America/New_York,closedApp,twitter,
1.5,Entertainment,300.0,1749343836.955153,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749343918.6585932,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749348118.798033,False,America/New_York,openedApp,instagram,breathingExercise
1.5,,,1749361316.1711411,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,,,1749361371.772313,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,Entertainment,300.0,1749361384.694308,False,America/New_York,openedApp,instagram,breathingExercise
1.5,Entertainment,300.0,1749361493.922439,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749361664.78836,False,America/New_York,closedApp,twitter,
1.5,Entertainment,300.0,1749362162.4607391,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749362375.709605,False,America/New_York,closedApp,instagram,
,,,1749363441.649938,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749366203.408403,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749366295.300493,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749367676.596581,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749367728.377531,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749367737.206201,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749367770.437777,False,America/New_York,closedApp,twitter,
1.5,Entertainment,300.0,1749367788.1319032,False,America/New_York,openedApp,tikTok,breathingExercise
,,,1749368214.3502831,False,America/New_York,closedApp,instagram,
,,,1749367842.859033,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749368263.196546,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749368386.565584,False,America/New_York,closedApp,twitter,
1.5,Entertainment,300.0,1749370551.91882,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749370548.243959,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749370861.3686981,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749370855.02852,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749371169.0212631,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749371163.850142,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749371481.0067081,True,America/New_York,openedApp,tikTok,breathingExercise
,,,1749371475.110138,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749371789.294825,True,America/New_York,openedApp,tikTok,breathingExercise
1.5,Entertainment,300.0,1749402090.917587,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749402258.580855,False,America/New_York,closedApp,instagram,
,,,1749402278.946857,False,America/New_York,closedApp,instagram,
,,,1749371783.551145,False,America/New_York,closedApp,tikTok,
,,,1749372095.963848,False,America/New_York,closedApp,tikTok,
1.5,Entertainment,300.0,1749402350.8941488,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749402637.038331,False,America/New_York,closedApp,twitter,
1.5,Check likes,300.0,1749402645.624409,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749402944.3574681,False,America/New_York,closedApp,instagram,
1.5,Search Info,300.0,1749405498.4455729,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749405519.376889,False,America/New_York,closedApp,instagram,
,,,1749405633.31574,False,America/New_York,closedApp,instagram,
,,,1749405814.717427,False,America/New_York,closedApp,instagram,
,,,1749405933.618603,False,America/New_York,closedApp,instagram,
,,,1749406990.177983,False,America/New_York,closedApp,twitter,
1.5,Entertainment,300.0,1749407667.315693,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749407889.936718,False,America/New_York,closedApp,twitter,
1.5,,,1749407899.8615432,False,America/New_York,dismissedAppOpening,instagram,breathingExercise
1.5,Entertainment,300.0,1749407911.6487188,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749407939.260783,False,America/New_York,closedApp,instagram,
,,,1749408086.669956,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749408184.691977,True,America/New_York,openedApp,twitter,breathingExercise
,,,1749408176.587868,False,America/New_York,closedApp,twitter,
,,,1749408386.234034,False,America/New_York,closedApp,twitter,
1.5,Entertainment,300.0,1749410789.39885,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749410806.75174,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749415064.73105,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749415134.628418,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749417212.868192,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749417230.8562698,False,America/New_York,closedApp,instagram,
,,,1749419585.187788,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749419643.156043,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749419950.327053,False,America/New_York,closedApp,twitter,
1.5,Stay In the Loop,300.0,1749419966.427504,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749420081.609967,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749420524.937738,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749420573.9010391,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749424417.17865,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749424478.641659,False,America/New_York,closedApp,instagram,
,,,1749424529.731206,False,America/New_York,closedApp,instagram,
,,,1749424575.327975,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749424585.296845,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749424677.048178,False,America/New_York,closedApp,twitter,
1.5,Entertainment,300.0,1749424897.328161,True,America/New_York,openedApp,instagram,breathingExercise
,,,1749424891.8130732,False,America/New_York,closedApp,instagram,
,,,1749424926.940011,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749426506.931072,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749426522.186966,False,America/New_York,closedApp,instagram,
1.5,Check likes,300.0,1749431164.677604,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749431254.08235,False,America/New_York,closedApp,instagram,
1.5,Entertainment,300.0,1749432000.3225021,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749432082.0809321,False,America/New_York,closedApp,instagram,
1.5,,,1749432456.686665,True,America/New_York,dismissedAppOpening,instagram,breathingExercise
,,,1749432454.457403,False,America/New_York,closedApp,instagram,
1.5,Stay In the Loop,300.0,1749434154.8350291,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749434363.794567,False,America/New_York,closedApp,instagram,
1.5,Bored,300.0,1749434381.1489658,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749434438.2361212,False,America/New_York,closedApp,twitter,
,,,1749434442.310436,False,America/New_York,closedApp,twitter,
1.5,Bored,300.0,1749434798.011125,False,America/New_York,openedApp,instagram,breathingExercise
1.5,Stay In the Loop,300.0,1749437473.220998,False,America/New_York,openedApp,instagram,breathingExercise
,,,1749434938.713696,False,America/New_York,closedApp,instagram,
,,,1749437726.640876,False,America/New_York,closedApp,instagram,
1.5,Bored,300.0,1749437737.736846,False,America/New_York,openedApp,twitter,breathingExercise
,,,1749437787.002602,False,America/New_York,closedApp,twitter,
1.5,Entertainment,300.0,1749438076.2402968,False,America/New_York,openedApp,instagram,breathingExercise
