app,isReIntervention,interventionDuration,timestamp,interventionType,resolution,timezone
tikTok,False,6.0,1754317856.0571,breathingExercise,dismissedAppOpening,Asia/Manila
tikTok,False,6.0,1754318586.416926,breathingExercise,dismissedAppOpening,Asia/Manila
tikTok,False,6.0,1754318694.8641648,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754319955.1455789,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754320408.711077,breathingExercise,dismissedAppOpening,Asia/Manila
tikTok,False,6.0,1754320716.527711,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754320915.302141,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754323344.345758,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754323779.593285,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754324102.618318,breathingExercise,dismissedAppOpening,Asia/Manila
tikTok,False,6.0,1754324605.280931,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754326279.859101,breathingExercise,dismissedAppOpening,Asia/Manila
tikTok,False,6.0,1754326313.1733708,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754350266.595797,breathingExercise,dismissedAppOpening,Asia/Manila
tikTok,False,6.0,1754351585.246285,breathingExercise,dismissedAppOpening,Asia/Manila
tikTok,False,6.0,1754358620.87656,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754359979.65317,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754360101.285949,breathingExercise,dismissedAppOpening,Asia/Manila
tikTok,False,6.0,1754360136.806219,breathingExercise,dismissedAppOpening,Asia/Manila
tikTok,False,6.0,1754364043.039949,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754367672.095601,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754369344.346796,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754372517.372958,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754372904.592591,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754373874.6519752,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754374335.700288,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754374424.5450258,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754375167.341121,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754378428.294215,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754380914.627604,breathingExercise,dismissedAppOpening,Asia/Manila
tikTok,False,6.0,1754400100.5446792,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754400140.7480311,breathingExercise,openedApp,Asia/Manila
tikTok,False,6.0,1754400262.2322922,breathingExercise,openedApp,Asia/Manila
