timezone,isReIntervention,interventionType,timestamp,resolution,interventionDuration,app
Europe/Berlin,False,breathingExercise,1751442887.576583,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751442961.160934,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751450048.6314158,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751450876.19765,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751456927.0278978,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751456935.10081,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751456982.148561,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751457216.423264,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751458172.047293,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751459562.6817,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751459574.507786,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751459582.177713,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751460771.88378,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751462368.762605,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751463326.4593759,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751464359.772851,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751466033.026371,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751468414.055287,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751468479.3293118,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751468549.272616,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751468622.9716558,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751468626.3048592,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751470073.359565,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751477841.0427442,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751479077.687526,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751479569.435038,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751485279.927604,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751488981.386694,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751490958.465004,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751519377.0589762,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751519688.523356,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751519870.1877298,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751519911.763761,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751521096.62555,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751521783.3644729,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751530648.114637,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751530692.923322,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751532936.74455,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751533407.070848,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751539152.935308,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751542996.2797499,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751545060.368259,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751545154.081419,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751545160.717268,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751545732.9765139,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751546598.4613872,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751546607.6966782,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751550204.284508,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751550362.3989701,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751553280.897454,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751554204.111531,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751554206.635139,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751561173.102689,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751562400.530479,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751562909.767849,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751563192.156462,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751563362.542412,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751572419.554385,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751575672.032969,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751575676.369694,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751575683.129848,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751603899.409893,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751604389.228945,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751617332.9777489,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751618232.63939,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751618693.182791,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751619511.02669,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751622322.472089,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751625834.205231,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751628104.289775,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751628111.9878778,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751628221.311692,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751628308.663566,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751633766.3106508,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751635905.766375,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751642670.386815,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751647563.1369839,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751649471.7422528,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751656239.108677,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751662109.479426,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751662779.502026,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751663189.343894,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751663931.496278,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751664995.472225,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751702832.1307402,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751706122.198431,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751706528.6301599,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751706970.9286718,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751707008.517819,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751714902.272716,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751717857.534276,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751718661.36206,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751718977.898166,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751721895.35972,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751731634.521727,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751731860.123497,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751732142.946424,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751733042.077805,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751733801.731688,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751733817.2390618,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751733937.809441,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751745090.962277,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751756527.595646,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751759416.029039,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751759421.943169,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751759615.421247,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751781654.368764,dismissedAppOpening,1.5,instagram
Europe/Berlin,False,breathingExercise,1751787689.044979,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751797574.7577481,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751798293.025373,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751800132.154148,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751800355.637103,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751800471.969689,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751800915.281827,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751800921.704541,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751801090.86376,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751803244.644333,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751803332.08037,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751805991.4417028,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751809624.319045,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751809641.658814,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751811325.063905,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751816293.131692,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751816341.817836,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751817022.587971,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751817763.170146,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751817768.532817,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751819836.578856,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751822850.403039,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751825108.843346,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751826733.6799479,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751827994.471652,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751828366.1356158,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751828616.7526932,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751830775.004184,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751832094.363205,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751834749.2097092,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751835313.390574,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751837930.674969,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751864990.666343,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751865244.251872,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751866634.026887,dismissedAppOpening,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751867319.5873299,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751872008.541203,openedApp,1.5,instagram
Europe/Berlin,False,breathingExercise,1751872029.003049,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751875520.463214,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751875615.690438,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751875774.086668,openedApp,1.5,tikTok
Europe/Berlin,False,breathingExercise,1751877484.8795571,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751878113.8399029,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1751879881.6013122,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751887479.354982,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751887502.318212,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751887563.887975,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751887820.195535,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751889426.477735,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1751890823.9412289,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751900709.3150868,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1751912712.605298,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751913865.011034,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1751914620.3951468,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751915487.526091,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751915490.377914,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751916610.52625,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1751916687.8893352,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751917182.8297381,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1751917343.153672,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751918618.963293,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751921697.3007069,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1751921798.34848,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751921841.162897,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1751950881.326579,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751951141.348918,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751951429.933193,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751951518.632309,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751952806.7341971,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751953724.351717,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751963762.005441,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751964344.097598,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751970713.560966,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751971403.784783,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751972248.393528,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1751973057.8634748,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751973553.5900369,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1751973732.498335,dismissedAppOpening,3.0,instagram
Europe/Berlin,False,breathingExercise,1751973741.635198,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1751980301.593651,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1751981695.3639622,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751982233.5407848,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751983136.015908,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1751991601.161072,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1751991629.009522,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751992741.153738,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751993080.6680322,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751996680.173634,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1751996863.094549,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1751998363.316638,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752000807.0777411,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752001091.184744,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752001362.42313,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752001872.320578,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752003947.0558028,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752004836.158777,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752005609.280747,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752006621.0618238,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752007311.695102,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752009394.998939,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752009462.6141891,dismissedAppOpening,3.0,instagram
Europe/Berlin,False,breathingExercise,1752035731.2668529,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752036039.343494,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752036107.1555529,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752036602.136945,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752037127.196577,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752037135.673255,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752037566.392854,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752051879.481244,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752051903.0559711,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752051981.571178,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752053597.025249,dismissedAppOpening,3.0,instagram
Europe/Berlin,False,breathingExercise,1752054940.783427,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752055753.181638,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752057983.089477,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752058011.8061109,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752058667.197801,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752063464.3480148,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752063610.433049,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752064357.772379,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752065134.114279,dismissedAppOpening,3.0,instagram
Europe/Berlin,False,breathingExercise,1752065150.3958569,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752065666.306227,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752065704.2133322,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752069831.219545,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752070534.446429,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752072140.163855,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752072523.331852,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752073557.224471,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752074694.689184,dismissedAppOpening,3.0,instagram
Europe/Berlin,False,breathingExercise,1752074697.065181,dismissedAppOpening,3.0,instagram
Europe/Berlin,False,breathingExercise,1752074699.6553311,dismissedAppOpening,3.0,instagram
Europe/Berlin,False,breathingExercise,1752082361.530208,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752082411.3177118,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752083607.174488,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752083928.887116,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752084807.8978682,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752088355.1631532,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752093258.885993,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752093397.636732,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752094032.381109,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752094317.6183162,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752120713.815913,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752122457.687712,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752132294.6563048,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752132345.554662,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752134261.56141,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752134563.266317,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752135269.7814841,dismissedAppOpening,3.0,instagram
Europe/Berlin,False,breathingExercise,1752135279.780527,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752138300.471428,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752138396.434947,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752149128.13189,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752152978.1187239,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752153075.4931002,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752153192.287581,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752153317.290956,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752156552.50787,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752159546.315844,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752159602.3713598,dismissedAppOpening,3.0,instagram
Europe/Berlin,False,breathingExercise,1752161095.8472428,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752167753.753708,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752168660.3891358,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752168849.234472,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752168856.4099422,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752170233.040731,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752170539.285256,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752170731.343894,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752170877.992861,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752171147.78635,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752172863.745109,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752174960.068039,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752177591.9539351,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752177752.079941,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752179610.586334,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752180514.688569,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752180544.777003,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752180640.148539,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752180814.410342,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752180833.572521,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752180848.796382,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752209177.496307,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752209677.553479,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752217116.266695,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752219491.547072,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752220429.446573,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752221376.17643,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752223633.004231,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752228605.63762,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752228955.605304,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752229199.484456,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752234938.109644,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752235037.5149941,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752236207.52274,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752236477.685522,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752236951.15056,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752244085.516674,dismissedAppOpening,3.0,instagram
Europe/Berlin,False,breathingExercise,1752246723.686646,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752246869.423349,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752247322.710504,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752255333.4047241,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752255350.185577,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752261323.2066731,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752266260.7795072,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752266277.717812,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752266313.950441,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752300047.360851,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752300059.043744,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752300271.076851,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752300580.5959148,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752300879.219596,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752301980.264172,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752304045.571704,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752304150.2614388,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752304189.83955,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752306127.060841,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752306295.706666,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752310970.991847,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752311050.758003,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752311713.8135471,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752317918.186723,dismissedAppOpening,3.0,instagram
Europe/Berlin,False,breathingExercise,1752317929.910616,openedApp,3.0,instagram
Europe/Berlin,False,breathingExercise,1752317980.0077019,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752317988.898356,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752318027.590489,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752318041.0460129,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752318073.092562,dismissedAppOpening,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752318093.443554,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752318155.925616,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752318180.110182,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752318217.694203,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752318486.59444,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752318695.86021,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752319184.76876,openedApp,3.0,tikTok
Europe/Berlin,False,breathingExercise,1752323560.215693,dismissedAppOpening,3.0,tikTok
