timestamp,timezone,app,interventionType,resolution,isReIntervention,interventionDuration
1750865549.3524408,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750868030.164043,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750868445.3690271,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750868451.876402,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750868469.363484,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750868868.4181728,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750868880.4051719,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750868915.9464688,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750871023.560845,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750887287.178344,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750889748.1143332,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750928727.333298,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750929887.264638,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750930960.642185,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750932284.761456,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750932887.932993,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750937844.613947,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750937861.0071192,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750937982.991095,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750954300.391305,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1750954368.728033,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750954372.298164,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750954376.04767,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750955020.1247811,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1750959426.786058,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751005900.426692,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751006073.244103,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751006162.296513,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751006243.670443,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751016417.673308,Europe/Vilnius,instagram,breathingExercise,openedApp,False,6
1751016480.360505,Europe/Vilnius,instagram,breathingExercise,dismissedAppOpening,False,6
1751023205.149321,Europe/Vilnius,instagram,breathingExercise,openedApp,False,6
1751024746.514999,Europe/Vilnius,instagram,breathingExercise,openedApp,False,6
1751034987.93253,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751041672.9215941,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751041757.6913218,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751044564.644812,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751047831.383418,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751059400.575683,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751079138.068707,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751104079.538041,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751104613.266542,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751108436.5706248,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751108990.234178,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751110806.0097408,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751110960.304925,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751111024.559097,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751117947.666623,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751118036.776159,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751118297.967782,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751119276.94823,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751119304.53797,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751119343.85983,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751119740.778811,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751119810.18432,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751120937.034101,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751121288.6216478,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751121338.623035,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751122290.383109,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751124229.9727678,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751125467.9375238,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751137753.796771,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751138634.385921,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751139095.543467,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751139197.390759,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751139492.620965,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751148685.174652,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751154850.66637,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751155169.371778,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751190988.256469,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751198536.111664,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751199613.827836,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751204330.623904,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751204424.5484881,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751204574.1397572,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751204854.506412,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751213084.031138,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751213203.576923,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751213441.688342,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751213710.077311,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751213930.048077,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751214023.793194,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751214475.089806,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751215121.8613992,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751215148.3422189,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751215161.45116,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751215426.1231751,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751215504.849153,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751216693.483056,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751225068.24562,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751227594.089602,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751262569.090194,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751264817.18034,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751265261.411529,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751267014.537488,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751281844.95151,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751288691.688915,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751288776.856813,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751299509.3912458,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751299810.838211,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751304238.340773,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751309821.860214,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751309923.822744,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751311045.488049,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751311307.763968,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751311443.101915,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751311503.64403,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751314277.898979,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751314812.6038852,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751351467.657543,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751351917.182524,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751353733.6773129,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751353985.500303,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751364071.7693791,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751364142.631194,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751375380.6475558,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751375554.751882,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751375807.798716,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751377308.164655,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751377349.0404549,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751377419.135933,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751377826.6576328,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751379294.442821,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751380338.796712,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751383396.950817,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751383842.61673,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751386506.412252,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751386924.076943,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751387100.7551742,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751387127.020107,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751389286.1148949,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751389531.62381,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751389720.687079,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751391750.460425,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751394821.356734,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751397157.032568,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751397792.547286,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751400793.715454,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751400858.328493,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751400898.304624,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751401545.351269,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751401563.607305,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751401718.0403361,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751403370.513473,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751403373.657615,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751403377.266289,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751407703.096451,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751408252.170896,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751409688.18205,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751409790.624689,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751410060.318269,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751410603.545824,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751447314.904921,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751447722.057003,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751448829.537658,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751448876.541185,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751449212.536,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751458091.51972,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751466367.7550402,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751481715.597118,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751482234.23473,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751482311.504791,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751485500.8625011,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751487484.142458,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751528617.055285,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751530647.024417,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751531434.134332,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751532957.0753288,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751545017.366373,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751545585.123671,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751552594.106904,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751571087.949675,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751571182.236305,Europe/Warsaw,instagram,breathingExercise,dismissedAppOpening,False,6
1751584159.915081,Europe/Warsaw,instagram,breathingExercise,openedApp,False,6
1751594156.284903,Europe/Vilnius,instagram,breathingExercise,openedApp,False,6
1751594263.303061,Europe/Vilnius,instagram,breathingExercise,openedApp,False,6
1751609281.671239,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751609526.847218,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751609563.251025,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751610675.875667,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751614152.744524,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751614203.7214131,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751614308.078323,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751614325.443398,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751631303.733334,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751631878.842901,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751631972.6595368,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751632169.068572,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751644035.290011,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751644153.05603,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751644205.409202,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751644222.542636,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751644525.6434479,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751645261.263019,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751653112.346644,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751653651.044723,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751653664.295681,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751656385.360168,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751700935.595385,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751728115.7222161,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751729820.6913772,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751730320.944242,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751730574.7874231,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751730713.482343,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751730758.4601622,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751730871.095743,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751739217.9066129,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751739493.250455,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751741456.48253,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751741903.4817061,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751742296.3192759,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751742904.08359,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751752833.537153,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751788880.923023,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751790595.084099,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751795602.2278528,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751799954.273888,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751807877.4932919,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751807952.3518639,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751808071.748435,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751808143.652214,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751818788.109325,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751829378.3676429,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751836901.246171,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751884991.276472,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751905004.903687,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751905726.846912,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751905804.294266,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751915175.385614,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1751971709.612714,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751984237.026186,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751984586.4575682,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751989472.739002,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1751989636.515973,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752008249.426863,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752008277.9054499,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752008278.8883061,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752008282.228277,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752008481.50653,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752008696.998755,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752051875.387357,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752053469.144547,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752058716.7980099,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752059490.5821,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752059652.6832108,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752061211.6343641,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752061916.6179252,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752065653.103931,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752074176.6244612,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752074202.790327,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752082561.771177,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752086402.3295321,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752087067.103746,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752087130.6287498,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752090650.565506,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752090800.685439,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752092890.133953,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752094171.908746,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752120056.266539,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752124719.6139522,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752124739.2917829,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752126374.577189,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752140777.29382,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752142708.074014,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752143808.180373,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752147899.5514479,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752147914.3557029,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752149420.8763862,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752154278.169908,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752155800.0287452,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752155918.697644,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752156072.071351,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752156329.403421,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752168063.620102,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752168696.092058,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752168734.18157,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752169626.916308,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752173368.931345,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752176072.832292,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752180826.2561579,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752181122.4071388,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752187597.71796,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752226600.412167,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752228573.251217,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752228850.598298,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752229656.38873,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752243149.956863,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752244020.290259,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752244050.2949991,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752244643.498317,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752260410.70257,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752265576.715852,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752265804.839418,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752266634.6388168,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752313830.714693,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752315386.613439,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752316911.9751148,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752319599.489818,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752325578.4969258,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752325713.691568,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752326691.499805,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752328074.98897,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752331826.597866,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752334498.4546108,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752335869.163091,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752340052.6274838,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752341888.231873,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752349270.834739,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752386901.1358352,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752387768.791455,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752388100.5673041,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752388672.241911,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752390330.3601031,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752390948.2791781,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752420597.246591,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752421793.49929,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752437450.2716851,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752470139.451045,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752471199.940944,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752479107.906023,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752506485.494865,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752506648.2091079,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752506662.418181,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752508273.643503,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752508989.329692,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752524967.9394941,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752557148.987741,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752557727.389557,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752580215.206747,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752580397.9677138,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752582193.699513,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752587098.8273392,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752587791.811939,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752596475.918726,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752597040.434269,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752607161.8414469,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752610505.32164,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752642842.833246,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752643949.0162349,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752646165.956812,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752649892.159006,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752659753.607794,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752661350.9649549,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752670891.53725,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752676407.950757,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752687184.691609,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752687233.36967,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752693437.115343,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752693704.323121,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752696399.6848931,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752744659.610229,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752744996.8648582,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752745059.415529,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752745564.186521,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752749069.484191,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752749407.215468,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752749422.3830152,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752750182.401307,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752755245.5356321,Europe/Riga,instagram,breathingExercise,dismissedAppOpening,False,6
1752760631.126052,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752761008.39295,Europe/Riga,instagram,breathingExercise,openedApp,False,6
1752761924.263348,Europe/Riga,instagram,breathingExercise,openedApp,False,6
