interventionType,timestamp,resolution,timezone,app,isReIntervention,interventionDuration,purpose
,1751273549.8156528,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751274342.3421612,openedApp,Europe/Berlin,tikTok,False,6.0,Ablenkung
,1751274419.9591641,closedApp,Europe/Berlin,tikTok,False,,
,1751279013.630333,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751280583.051382,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751285545.05789,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751285559.893787,openedApp,Europe/Berlin,youtube,False,6.0,Entspannung
,1751285955.063562,closedApp,Europe/Berlin,youtube,False,,
breathingExercise,1751285970.954659,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751288533.399632,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751289880.8105779,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751289982.56158,closedApp,Europe/Berlin,tikTok,False,,
,1751291391.980016,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751291779.0212169,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751293615.630187,closedApp,Europe/Berlin,tikTok,False,,
,1751295075.0199919,closedApp,Europe/Berlin,tikTok,False,,
,1751295396.196319,closedApp,Europe/Berlin,tikTok,False,,
,1751295505.65139,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751296126.629276,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751296662.2235842,dismissedAppOpening,Europe/Berlin,youtube,False,6.0,
breathingExercise,1751296690.8546581,dismissedAppOpening,Europe/Berlin,youtube,False,6.0,
breathingExercise,1751306921.515695,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751309077.90682,closedApp,Europe/Berlin,tikTok,False,,
,1751310414.471784,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751313095.0829759,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751313127.196933,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751313981.640252,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751314033.895477,closedApp,Europe/Berlin,tikTok,False,,
,1751314104.511632,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751315588.953579,openedApp,Europe/Berlin,tikTok,False,6.0,Ablenkung
,1751316160.4577851,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751317609.5860028,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751321978.272083,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751322095.303076,closedApp,Europe/Berlin,tikTok,False,,
,1751322964.652993,closedApp,Europe/Berlin,tikTok,False,,
,1751323057.5684428,closedApp,Europe/Berlin,tikTok,False,,
,1751323237.1908622,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751352062.944123,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751353451.4326339,closedApp,Europe/Berlin,tikTok,False,,
,1751353895.468316,closedApp,Europe/Berlin,tikTok,False,,
,1751354462.1349611,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751356143.104998,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751356219.681591,closedApp,Europe/Berlin,tikTok,False,,
,1751356296.420059,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751357889.067937,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751357920.620049,closedApp,Europe/Berlin,tikTok,False,,
,1751360600.876056,closedApp,Europe/Berlin,tikTok,False,,
,1751362579.043274,closedApp,Europe/Berlin,tikTok,False,,
,1751362848.179184,closedApp,Europe/Berlin,tikTok,False,,
,1751363661.34337,closedApp,Europe/Berlin,tikTok,False,,
,1751364762.366397,closedApp,Europe/Berlin,tikTok,False,,
,1751365236.608635,closedApp,Europe/Berlin,tikTok,False,,
,1751365383.4977121,closedApp,Europe/Berlin,tikTok,False,,
,1751365610.7673922,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751366029.64366,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751373073.364007,openedApp,Europe/Berlin,tikTok,False,6.0,Ablenkung
,1751375784.375937,closedApp,Europe/Berlin,tikTok,False,,
,1751376455.2176929,closedApp,Europe/Berlin,tikTok,False,,
,1751376697.380687,closedApp,Europe/Berlin,tikTok,False,,
,1751379730.4191651,closedApp,Europe/Berlin,tikTok,False,,
,1751380598.717523,closedApp,Europe/Berlin,tikTok,False,,
,1751383039.9224,closedApp,Europe/Berlin,tikTok,False,,
,1751384084.305484,closedApp,Europe/Berlin,tikTok,False,,
,1751385660.511137,closedApp,Europe/Berlin,tikTok,False,,
,1751386544.44588,closedApp,Europe/Berlin,tikTok,False,,
,1751389041.049967,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751396277.5542989,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751397481.703752,closedApp,Europe/Berlin,tikTok,False,,
,1751400049.382575,closedApp,Europe/Berlin,tikTok,False,,
,1751400384.9790292,closedApp,Europe/Berlin,tikTok,False,,
,1751401440.5800571,closedApp,Europe/Berlin,tikTok,False,,
,1751401625.775842,closedApp,Europe/Berlin,tikTok,False,,
,1751401658.087457,closedApp,Europe/Berlin,tikTok,False,,
,1751401979.14727,closedApp,Europe/Berlin,tikTok,False,,
,1751402229.36655,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751402710.530627,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751402714.637835,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751402804.653532,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751403092.841587,closedApp,Europe/Berlin,tikTok,False,,
,1751403225.26227,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751405102.794527,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751405284.8905501,closedApp,Europe/Berlin,tikTok,False,,
,1751405413.024128,closedApp,Europe/Berlin,tikTok,False,,
,1751405594.719831,closedApp,Europe/Berlin,tikTok,False,,
,1751408198.5331469,closedApp,Europe/Berlin,tikTok,False,,
,1751414031.823323,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751452071.35647,dismissedAppOpening,Europe/Berlin,youtube,False,6.0,
breathingExercise,1751452115.6229181,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751452412.3669782,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751455127.579869,closedApp,Europe/Berlin,tikTok,False,,
,1751455154.3187408,closedApp,Europe/Berlin,tikTok,False,,
,1751456918.612679,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751462584.526284,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751462668.987576,closedApp,Europe/Berlin,tikTok,False,,
,1751466448.024798,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751466954.979923,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751467447.3748631,closedApp,Europe/Berlin,tikTok,False,,
,1751467996.678911,closedApp,Europe/Berlin,tikTok,False,,
,1751468401.093127,closedApp,Europe/Berlin,tikTok,False,,
,1751468679.333589,closedApp,Europe/Berlin,tikTok,False,,
,1751468877.6429791,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751469458.2965121,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
,1751469478.512237,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751472759.836978,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751472878.826066,openedApp,Europe/Berlin,youtube,False,6.0,Infos suchen
,1751475723.4031181,closedApp,Europe/Berlin,youtube,False,,
breathingExercise,1751478825.66468,openedApp,Europe/Berlin,youtube,False,6.0,Entspannung
,1751478888.448708,closedApp,Europe/Berlin,youtube,False,,
,1751479955.461358,closedApp,Europe/Berlin,youtube,False,,
,1751480111.167033,closedApp,Europe/Berlin,youtube,False,,
breathingExercise,1751481813.920577,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751482444.658763,closedApp,Europe/Berlin,tikTok,False,,
,1751482740.931995,closedApp,Europe/Berlin,tikTok,False,,
,1751482748.1522388,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751487528.326127,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751487983.263309,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751488416.940178,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751488464.236563,closedApp,Europe/Berlin,tikTok,False,,
,1751489544.312774,closedApp,Europe/Berlin,tikTok,False,,
,1751489700.905159,closedApp,Europe/Berlin,tikTok,False,,
,1751490275.228791,closedApp,Europe/Berlin,tikTok,False,,
,1751490646.61819,closedApp,Europe/Berlin,tikTok,False,,
,1751491540.302535,closedApp,Europe/Berlin,tikTok,False,,
,1751494203.3098469,closedApp,Europe/Berlin,tikTok,False,,
,1751501686.810462,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751543159.918006,openedApp,Europe/Berlin,youtube,False,6.0,Infos suchen
,1751543291.104778,closedApp,Europe/Berlin,youtube,False,,
breathingExercise,1751551009.741836,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751551026.6038861,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751555693.97126,closedApp,Europe/Berlin,tikTok,False,,
,1751556499.80092,closedApp,Europe/Berlin,tikTok,False,,
,1751560877.261747,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751561498.175643,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751562650.209239,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751564556.403458,closedApp,Europe/Berlin,tikTok,False,,
,1751564876.482732,closedApp,Europe/Berlin,tikTok,False,,
,1751565464.9663181,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751565482.856968,dismissedAppOpening,Europe/Berlin,youtube,False,6.0,
,1751565699.23236,closedApp,Europe/Berlin,tikTok,False,,
,1751566300.955185,closedApp,Europe/Berlin,tikTok,False,,
,1751568751.819055,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751570631.724957,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751570827.922296,closedApp,Europe/Berlin,tikTok,False,,
,1751571517.680934,closedApp,Europe/Berlin,tikTok,False,,
,1751571842.3838701,closedApp,Europe/Berlin,tikTok,False,,
,1751572229.6840339,closedApp,Europe/Berlin,tikTok,False,,
,1751572235.561341,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751572760.820201,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751572927.036355,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751574243.7976022,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751574853.4851131,closedApp,Europe/Berlin,tikTok,False,,
,1751575566.0718899,closedApp,Europe/Berlin,tikTok,False,,
,1751575831.736113,closedApp,Europe/Berlin,tikTok,False,,
,1751575933.6615748,closedApp,Europe/Berlin,tikTok,False,,
,1751576215.226383,closedApp,Europe/Berlin,tikTok,False,,
,1751576320.7046828,closedApp,Europe/Berlin,tikTok,False,,
,1751576529.553057,closedApp,Europe/Berlin,tikTok,False,,
,1751576662.4102879,closedApp,Europe/Berlin,tikTok,False,,
,1751578467.592692,closedApp,Europe/Berlin,tikTok,False,,
,1751578734.083086,closedApp,Europe/Berlin,tikTok,False,,
,1751579091.441701,closedApp,Europe/Berlin,tikTok,False,,
,1751580190.99105,closedApp,Europe/Berlin,tikTok,False,,
,1751581701.368433,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751583479.440751,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751584205.834279,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751584622.8676019,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751584640.611054,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
,1751590757.330978,closedApp,Europe/Berlin,tikTok,False,,
,1751594717.87298,closedApp,Europe/Berlin,tikTok,False,,
,1751594749.104099,closedApp,Europe/Berlin,tikTok,False,,
,1751595916.612467,closedApp,Europe/Berlin,tikTok,False,,
,1751596082.1065822,closedApp,Europe/Berlin,tikTok,False,,
,1751623320.215949,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751630133.884711,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751631060.133936,closedApp,Europe/Berlin,tikTok,False,,
,1751632898.285301,closedApp,Europe/Berlin,tikTok,False,,
,1751633097.879946,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751633859.079462,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751635587.194192,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751636849.294246,openedApp,Europe/Berlin,youtube,False,6.0,Klo
,1751639707.8329148,closedApp,Europe/Berlin,youtube,False,,
,1751640198.093172,closedApp,Europe/Berlin,youtube,False,,
,1751640655.602838,closedApp,Europe/Berlin,youtube,False,,
breathingExercise,1751642698.0158858,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751643852.864771,closedApp,Europe/Berlin,tikTok,False,,
,1751646265.1172252,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751647295.846582,openedApp,Europe/Berlin,tikTok,False,6.0,Unterhaltung
,1751648227.535372,closedApp,Europe/Berlin,tikTok,False,,
,1751648568.7243772,closedApp,Europe/Berlin,tikTok,False,,
,1751650035.3964791,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751653577.392627,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751653890.491328,closedApp,Europe/Berlin,tikTok,False,,
,1751653973.3684912,closedApp,Europe/Berlin,tikTok,False,,
,1751654199.0043879,closedApp,Europe/Berlin,tikTok,False,,
,1751654242.2076879,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751666103.067855,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751666675.5546498,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751667108.5233068,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751667463.350095,closedApp,Europe/Berlin,tikTok,False,,
,1751671048.20255,closedApp,Europe/Berlin,tikTok,False,,
,1751672048.6580281,closedApp,Europe/Berlin,tikTok,False,,
,1751673104.314203,closedApp,Europe/Berlin,tikTok,False,,
,1751673468.3135529,closedApp,Europe/Berlin,tikTok,False,,
,1751673875.6838179,closedApp,Europe/Berlin,tikTok,False,,
,1751675645.750328,closedApp,Europe/Berlin,tikTok,False,,
,1751676400.714354,closedApp,Europe/Berlin,tikTok,False,,
,1751677455.74753,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751711190.65445,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751711468.854815,closedApp,Europe/Berlin,tikTok,False,,
,1751712262.9151158,closedApp,Europe/Berlin,tikTok,False,,
,1751712599.94649,closedApp,Europe/Berlin,tikTok,False,,
,1751712987.2643719,closedApp,Europe/Berlin,tikTok,False,,
,1751713080.2017179,closedApp,Europe/Berlin,tikTok,False,,
,1751713107.763414,closedApp,Europe/Berlin,tikTok,False,,
,1751713143.3517308,closedApp,Europe/Berlin,tikTok,False,,
,1751713173.02789,closedApp,Europe/Berlin,tikTok,False,,
,1751713681.594688,closedApp,Europe/Berlin,tikTok,False,,
,1751714900.0255508,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751715274.803864,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751715334.88675,closedApp,Europe/Berlin,tikTok,False,,
,1751717064.440881,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751722211.4041638,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751724095.434681,closedApp,Europe/Berlin,tikTok,False,,
,1751724385.069787,closedApp,Europe/Berlin,tikTok,False,,
,1751724655.073796,closedApp,Europe/Berlin,tikTok,False,,
,1751724985.187882,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751725314.352098,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751725431.447217,closedApp,Europe/Berlin,tikTok,False,,
,1751726210.475043,closedApp,Europe/Berlin,tikTok,False,,
,1751726389.6552,closedApp,Europe/Berlin,tikTok,False,,
,1751726474.793047,closedApp,Europe/Berlin,tikTok,False,,
,1751727043.235165,closedApp,Europe/Berlin,tikTok,False,,
,1751727147.1486359,closedApp,Europe/Berlin,tikTok,False,,
,1751727263.102176,closedApp,Europe/Berlin,tikTok,False,,
,1751728209.642204,closedApp,Europe/Berlin,tikTok,False,,
,1751728481.790969,closedApp,Europe/Berlin,tikTok,False,,
,1751728668.6396651,closedApp,Europe/Berlin,tikTok,False,,
,1751729006.97328,closedApp,Europe/Berlin,tikTok,False,,
,1751729257.044374,closedApp,Europe/Berlin,tikTok,False,,
,1751729320.115411,closedApp,Europe/Berlin,tikTok,False,,
,1751729392.863117,closedApp,Europe/Berlin,tikTok,False,,
,1751729743.053452,closedApp,Europe/Berlin,tikTok,False,,
,1751731105.9508471,closedApp,Europe/Berlin,tikTok,False,,
,1751733070.8039079,closedApp,Europe/Berlin,tikTok,False,,
,1751733595.9671478,closedApp,Europe/Berlin,tikTok,False,,
,1751733882.0136828,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751744610.856155,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751744670.495435,closedApp,Europe/Berlin,tikTok,False,,
,1751744806.065826,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751745335.057183,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751745351.950815,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751745375.0431662,closedApp,Europe/Berlin,tikTok,False,,
,1751745412.644521,closedApp,Europe/Berlin,tikTok,False,,
,1751745520.3353682,closedApp,Europe/Berlin,tikTok,False,,
,1751745558.4862099,closedApp,Europe/Berlin,tikTok,False,,
,1751745740.347558,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751746145.4218059,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751746431.5391002,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751746466.6578999,closedApp,Europe/Berlin,tikTok,False,,
,1751746637.4831471,closedApp,Europe/Berlin,tikTok,False,,
,1751746717.550644,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751747078.058255,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751747096.7691112,closedApp,Europe/Berlin,tikTok,False,,
,1751747188.5516682,closedApp,Europe/Berlin,tikTok,False,,
,1751747271.1001282,closedApp,Europe/Berlin,tikTok,False,,
,1751747439.1072478,closedApp,Europe/Berlin,tikTok,False,,
,1751747486.5356898,closedApp,Europe/Berlin,tikTok,False,,
,1751747679.595268,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751747989.325625,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751747991.593394,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751748067.275456,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751748111.663238,closedApp,Europe/Berlin,tikTok,False,,
,1751748260.147499,closedApp,Europe/Berlin,tikTok,False,,
,1751748372.666047,closedApp,Europe/Berlin,tikTok,False,,
,1751748762.7909532,closedApp,Europe/Berlin,tikTok,False,,
,1751751453.3193278,closedApp,Europe/Berlin,tikTok,False,,
,1751751648.08342,closedApp,Europe/Berlin,tikTok,False,,
,1751756877.531744,closedApp,Europe/Berlin,tikTok,False,,
,1751757179.227612,closedApp,Europe/Berlin,tikTok,False,,
,1751759597.780425,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751765548.871557,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751796804.7854052,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751798273.509369,closedApp,Europe/Berlin,tikTok,False,,
,1751798828.901382,closedApp,Europe/Berlin,tikTok,False,,
,1751799057.0165539,closedApp,Europe/Berlin,tikTok,False,,
,1751799249.353781,closedApp,Europe/Berlin,tikTok,False,,
,1751799579.284497,closedApp,Europe/Berlin,tikTok,False,,
,1751799705.2907228,closedApp,Europe/Berlin,tikTok,False,,
,1751799925.96348,closedApp,Europe/Berlin,tikTok,False,,
,1751800354.414297,closedApp,Europe/Berlin,tikTok,False,,
,1751800432.6496139,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751811553.310225,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751813508.864641,closedApp,Europe/Berlin,tikTok,False,,
,1751813618.17013,closedApp,Europe/Berlin,tikTok,False,,
,1751814014.6960979,closedApp,Europe/Berlin,tikTok,False,,
,1751814347.7961168,closedApp,Europe/Berlin,tikTok,False,,
,1751814396.8947458,closedApp,Europe/Berlin,tikTok,False,,
,1751815498.5373201,closedApp,Europe/Berlin,tikTok,False,,
,1751818612.1483622,closedApp,Europe/Berlin,tikTok,False,,
,1751819587.588804,closedApp,Europe/Berlin,tikTok,False,,
,1751819658.106314,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751820507.701611,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751821205.997083,closedApp,Europe/Berlin,tikTok,False,,
,1751822533.148055,closedApp,Europe/Berlin,tikTok,False,,
,1751822816.508885,closedApp,Europe/Berlin,tikTok,False,,
,1751822922.955562,closedApp,Europe/Berlin,tikTok,False,,
,1751823133.384986,closedApp,Europe/Berlin,tikTok,False,,
,1751823260.413667,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751824503.985297,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751824619.164915,closedApp,Europe/Berlin,tikTok,False,,
,1751826081.6470551,closedApp,Europe/Berlin,tikTok,False,,
,1751826966.7478971,closedApp,Europe/Berlin,tikTok,False,,
,1751827314.5821118,closedApp,Europe/Berlin,tikTok,False,,
,1751827361.8088942,closedApp,Europe/Berlin,tikTok,False,,
,1751827453.632355,closedApp,Europe/Berlin,tikTok,False,,
,1751827920.699054,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751828585.952117,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751828693.620347,closedApp,Europe/Berlin,tikTok,False,,
,1751829207.190135,closedApp,Europe/Berlin,tikTok,False,,
,1751829275.446151,closedApp,Europe/Berlin,tikTok,False,,
,1751829892.075814,closedApp,Europe/Berlin,tikTok,False,,
,1751829988.261375,closedApp,Europe/Berlin,tikTok,False,,
,1751831882.6356049,closedApp,Europe/Berlin,tikTok,False,,
,1751833407.3093228,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751834481.3772879,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751836033.580789,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751836643.3445039,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751837318.094419,closedApp,Europe/Berlin,tikTok,False,,
,1751837606.672195,closedApp,Europe/Berlin,tikTok,False,,
,1751838111.069658,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751840244.585602,openedApp,Europe/Berlin,tikTok,False,6.0,Ablenkung
,1751840273.4028668,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751840906.2946892,openedApp,Europe/Berlin,tikTok,False,6.0,Entspannung
,1751841346.7077398,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751841734.997829,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751841954.780026,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751842403.0156631,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751842759.016799,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751843845.717352,dismissedAppOpening,Europe/Berlin,tikTok,False,6.0,
breathingExercise,1751881599.485189,openedApp,Europe/Berlin,youtube,False,6.0,Infos suchen
,1751883947.0914721,closedApp,Europe/Berlin,youtube,False,,
breathingExercise,1751886564.178619,openedApp,Europe/Berlin,youtube,False,6.0,Infos suchen
,1751886913.847285,closedApp,Europe/Berlin,youtube,False,,
breathingExercise,1751895063.1571279,openedApp,Europe/Berlin,youtube,False,6.0,Infos suchen
,1751895674.442507,closedApp,Europe/Berlin,youtube,False,,
,1751896000.2113318,closedApp,Europe/Berlin,youtube,False,,
,1751896174.481523,closedApp,Europe/Berlin,youtube,False,,
,1751896363.333801,closedApp,Europe/Berlin,youtube,False,,
,1751898034.8071241,closedApp,Europe/Berlin,youtube,False,,
,1751900318.4162102,closedApp,Europe/Berlin,youtube,False,,
breathingExercise,1751901477.252341,dismissedAppOpening,Europe/Berlin,youtube,False,6.0,
breathingExercise,1751901495.4638991,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751901587.130628,closedApp,Europe/Berlin,tikTok,False,,
,1751901711.499198,closedApp,Europe/Berlin,tikTok,False,,
,1751901939.5607781,closedApp,Europe/Berlin,tikTok,False,,
,1751903127.5108619,closedApp,Europe/Berlin,tikTok,False,,
,1751903785.099782,closedApp,Europe/Berlin,tikTok,False,,
,1751904369.944732,closedApp,Europe/Berlin,tikTok,False,,
,1751904599.039964,closedApp,Europe/Berlin,tikTok,False,,
,1751904842.711063,closedApp,Europe/Berlin,tikTok,False,,
,1751904923.403029,closedApp,Europe/Berlin,tikTok,False,,
,1751906371.394237,closedApp,Europe/Berlin,tikTok,False,,
,1751906535.450121,closedApp,Europe/Berlin,tikTok,False,,
,1751907152.714958,closedApp,Europe/Berlin,tikTok,False,,
,1751907440.735646,closedApp,Europe/Berlin,tikTok,False,,
,1751907464.040649,closedApp,Europe/Berlin,tikTok,False,,
,1751907549.1358728,closedApp,Europe/Berlin,tikTok,False,,
,1751907784.4856892,closedApp,Europe/Berlin,tikTok,False,,
,1751907869.543287,closedApp,Europe/Berlin,tikTok,False,,
,1751909101.369722,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751910444.096177,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751910621.061088,closedApp,Europe/Berlin,tikTok,False,,
,1751911026.572092,closedApp,Europe/Berlin,tikTok,False,,
,1751911456.044876,closedApp,Europe/Berlin,tikTok,False,,
,1751912930.309931,closedApp,Europe/Berlin,tikTok,False,,
,1751913255.308683,closedApp,Europe/Berlin,tikTok,False,,
,1751913404.3256059,closedApp,Europe/Berlin,tikTok,False,,
,1751913990.757016,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751914831.871832,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751914889.1657119,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751915733.9360871,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751918084.126196,closedApp,Europe/Berlin,tikTok,False,,
,1751918308.0143209,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751919569.545646,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751919732.012652,closedApp,Europe/Berlin,tikTok,False,,
,1751919740.3058329,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751920355.082978,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751920709.3400311,closedApp,Europe/Berlin,tikTok,False,,
breathingExercise,1751921193.124123,openedApp,Europe/Berlin,tikTok,False,6.0,Infos suchen
,1751921292.47874,closedApp,Europe/Berlin,tikTok,False,,
