timestamp,resolution,app,timezone,interventionDuration,interventionType,isReIntervention,purpose,timeIntervalUntilReIntervention
1750984576.5357552,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1750985350.075525,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1750985446.3170009,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1750985654.02003,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1750986152.816817,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1750987552.9376779,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1750987637.498714,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1750988100.425693,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1750988280.133356,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1750988316.620333,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1750991344.7954931,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1750992745.490011,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751004641.0783029,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751004748.154158,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751037831.325733,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751037904.0413861,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751038252.738735,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751038620.8916469,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751040127.716897,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751042008.8033981,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751042152.550715,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751042221.919975,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751047603.922768,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751048129.9573321,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751049794.905426,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751054497.093086,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751054507.0461001,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751056785.56323,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751060960.1252909,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751062644.8826408,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751066127.882271,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751066412.9960442,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751067547.9928489,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751067683.41343,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751068695.011989,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751069760.303256,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751071616.1009269,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751072325.936105,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751072694.8195019,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751072828.803154,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751074821.465026,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751083140.796197,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751083195.533344,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751083905.024925,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751083969.375803,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751084928.272324,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751085328.362059,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751085626.990742,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751086036.730295,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751086573.100205,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751088669.9849272,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751110317.9657888,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751112861.895561,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751113450.731307,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751113846.6630511,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751123049.771857,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751126748.045455,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751126920.5504432,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751127163.131499,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751150176.0292149,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751159589.686516,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751163692.428657,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751163929.5635982,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751163940.374779,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751165353.346133,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751171357.092698,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751174929.11313,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751213310.285513,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751215595.358212,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751216495.423891,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751216573.191767,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751224159.6373649,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751224450.4643888,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751231016.909531,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751231055.4090528,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751236590.471211,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751240134.126902,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751242710.7470279,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751244488.406376,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751245757.420473,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751254149.9978309,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751254936.494724,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751255275.490625,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751259492.6095052,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751259683.4401321,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751264592.910334,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751298779.111623,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751302669.988399,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751315289.492099,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751322108.808556,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751322125.524329,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751382690.6028528,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751382978.383521,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751383376.256557,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751389163.491535,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751423683.840108,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751433848.536048,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751465899.104408,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751473704.138124,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751476388.582622,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751502748.001593,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751582198.978925,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751585902.7881,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751586762.5621061,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751586782.762312,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751587011.566767,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751594592.826562,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751605113.569993,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751645924.306529,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751660003.749778,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751660953.687078,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751683950.05286,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751687540.9614491,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751732055.982953,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751735049.131054,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751765644.5284061,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751769272.867774,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751783425.077015,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751866371.191535,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751866445.6190581,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751868716.909574,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751868926.389614,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751872813.645247,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751881227.026567,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751881290.927053,dismissedAppOpening,ECD67F90-EF51-4A82-ADF6-D4880907FD2E,America/Los_Angeles,6.0,breathingExercise,False,,
1751888129.033541,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751890143.9705482,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751915780.435835,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1751916913.39389,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1751919110.3279219,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751919164.472961,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751923316.464168,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751923587.109751,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751924713.072105,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1751924735.952043,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751925477.981697,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751929459.740068,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751929724.225604,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1751932428.35306,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1751933629.2271051,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1751934737.6652532,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751935853.236162,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751942551.6121202,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1751950824.724976,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751956508.610331,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751956660.699414,openedApp,tikTok,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751957096.439348,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751957369.882928,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1751957403.776546,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1751957787.3031368,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1751958250.868612,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751958514.2534761,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1751983479.110378,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1751984895.4642649,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1751984969.039474,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1751991825.382104,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1751991867.813432,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1751993963.5708752,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1751999373.571557,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752004837.422535,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752004981.395123,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1752005027.730372,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1752005199.2370172,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1752005272.797628,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752006231.759186,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752007591.417881,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1752007686.074698,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1752008122.299058,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1752010132.171187,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1752010484.231991,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752011998.689046,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752015871.941934,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1752016313.589717,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752016373.757841,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752016465.014425,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752016561.210579,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752016925.0210872,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1752017892.488292,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752018025.29563,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752018179.589401,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752018383.4543881,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752018399.205271,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752019005.088599,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752019192.372511,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752019604.233834,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752019756.993919,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752020269.321356,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752023503.1323462,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752028963.0582151,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752030144.5949159,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752030187.6620011,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752030245.269831,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752030810.593134,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752031376.144239,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752032956.839983,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752036829.079495,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752037788.49565,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752039116.8770208,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752042290.54495,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1752042836.0802422,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752072876.8252769,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1752073683.6981559,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752073885.5345259,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752074804.028709,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752075080.267717,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752075483.552339,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752075848.15936,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1752077078.826505,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752077113.112471,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752077858.282731,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752077906.1234388,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752080774.4487,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752086092.267118,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752087491.856536,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752087533.663567,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752087857.288827,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1752092123.711386,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752092237.900531,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,180.0
1752092452.8488379,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,True,Message,180.0
1752093193.812285,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752093347.739623,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,60.0
1752093439.0194001,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,True,Message,180.0
1752093651.983453,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,True,Message,180.0
1752093857.197125,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,True,Message,120.0
1752094017.254791,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,True,Message,180.0
1752094224.1063619,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,True,Message,240.0
1752094520.666092,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,True,Message,180.0
1752094726.513829,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,180.0
1752095288.576987,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,True,Message,180.0
1752097951.23287,dismissedAppOpening,instagram,America/Los_Angeles,6.0,breathingExercise,False,,
1752097972.919519,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,
1752099468.71329,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,180.0
1752102664.484816,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Stay In the Loop,60.0
1752105192.257853,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,Entertainment,
1752105414.540571,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752105585.86381,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752107359.322939,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,120.0
1752109697.7322469,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,60.0
1752110986.843993,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752111056.906301,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,60.0
1752111267.307204,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752111422.089098,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752114786.5134192,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752115037.802577,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,120.0
1752115087.278089,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752115194.292235,openedApp,instagram,America/Los_Angeles,6.0,breathingExercise,False,Message,
1752115676.847575,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752121492.1694798,dismissedAppOpening,hinge,America/Los_Angeles,6.0,breathingExercise,False,,
1752121539.923996,openedApp,hinge,America/Los_Angeles,6.0,breathingExercise,False,Message,60.0
