app,timestamp,resolution,isReIntervention,timezone,interventionDuration,interventionType
tikTok,1752845777.436271,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752846398.207844,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752848748.458637,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1752849311.64719,closedApp,False,Europe/Oslo,,
instagram,1752849459.66413,closedApp,False,Europe/Oslo,,
instagram,1752849529.701209,closedApp,False,Europe/Oslo,,
tikTok,1752851229.694995,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752851733.238105,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752857189.0590549,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752867188.3425012,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752868963.722633,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752869015.947966,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752872855.359334,closedApp,False,Europe/Oslo,,
instagram,1752872958.200729,closedApp,False,Europe/Oslo,,
tikTok,1752872977.325211,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752872991.169777,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752874144.3121672,closedApp,False,Europe/Oslo,,
instagram,1752874808.337502,closedApp,False,Europe/Oslo,,
instagram,1752874811.941819,closedApp,False,Europe/Oslo,,
instagram,1752875063.037174,closedApp,False,Europe/Oslo,,
tikTok,1752875907.038393,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752878042.442523,closedApp,False,Europe/Oslo,,
instagram,1752942281.79725,closedApp,False,Europe/Oslo,,
tikTok,1752942561.7336721,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752942954.951507,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752943401.148443,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1752947116.518931,closedApp,False,Europe/Oslo,,
tikTok,1752947235.3216429,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752947629.702798,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752947647.683459,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752950716.174192,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752950766.8695421,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752956151.093658,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752957412.222622,closedApp,False,Europe/Oslo,,
instagram,1752957434.103003,closedApp,False,Europe/Oslo,,
instagram,1752957595.267353,closedApp,False,Europe/Oslo,,
tikTok,1752957787.128139,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752958905.803533,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1752995188.758513,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1752994221.061441,closedApp,False,Europe/Oslo,,
instagram,1752997653.122223,closedApp,False,Europe/Oslo,,
instagram,1752997659.1494942,closedApp,False,Europe/Oslo,,
instagram,1752997744.305029,closedApp,False,Europe/Oslo,,
tikTok,1753001483.748228,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753002459.570499,closedApp,False,Europe/Oslo,,
instagram,1753018260.255707,closedApp,False,Europe/Oslo,,
instagram,1753018262.974918,closedApp,False,Europe/Oslo,,
instagram,1753018522.115065,closedApp,False,Europe/Oslo,,
tikTok,1753018589.589436,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753020421.04372,closedApp,False,Europe/Oslo,,
instagram,1753022889.9116569,closedApp,False,Europe/Oslo,,
instagram,1753023100.227579,closedApp,False,Europe/Oslo,,
instagram,1753023101.865216,closedApp,False,Europe/Oslo,,
instagram,1753023406.953233,closedApp,False,Europe/Oslo,,
instagram,1753023474.8645248,closedApp,False,Europe/Oslo,,
instagram,1753023562.695815,closedApp,False,Europe/Oslo,,
instagram,1753023650.109696,closedApp,False,Europe/Oslo,,
instagram,1753023855.85272,closedApp,False,Europe/Oslo,,
instagram,1753024181.01808,closedApp,False,Europe/Oslo,,
instagram,1753024287.229535,closedApp,False,Europe/Oslo,,
instagram,1753024318.8780298,closedApp,False,Europe/Oslo,,
tikTok,1753029082.921799,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753030264.875274,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753040275.1016788,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753040279.000681,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753040281.926845,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753040297.36468,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753040535.175607,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753040967.833148,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753044419.827467,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753046127.898845,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753084505.8252568,closedApp,False,Europe/Oslo,,
instagram,1753094289.7552562,closedApp,False,Europe/Oslo,,
instagram,1753094536.204811,closedApp,False,Europe/Oslo,,
instagram,1753094986.984554,closedApp,False,Europe/Oslo,,
instagram,1753097205.7529368,closedApp,False,Europe/Oslo,,
instagram,1753098993.3729029,closedApp,False,Europe/Oslo,,
instagram,1753099000.9629369,closedApp,False,Europe/Oslo,,
instagram,1753099888.8262901,closedApp,False,Europe/Oslo,,
instagram,1753100025.570653,closedApp,False,Europe/Oslo,,
instagram,1753100089.1004682,closedApp,False,Europe/Oslo,,
instagram,1753106484.3746529,closedApp,False,Europe/Oslo,,
instagram,1753106546.3243032,closedApp,False,Europe/Oslo,,
tikTok,1753106639.4594631,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1753111251.541276,closedApp,False,Europe/Oslo,,
instagram,1753111680.93048,closedApp,False,Europe/Oslo,,
tikTok,1753111710.428204,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753112995.468845,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753121527.89004,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753122045.663949,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753122646.98878,closedApp,False,Europe/Oslo,,
tikTok,1753122687.267537,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753124879.465787,closedApp,False,Europe/Oslo,,
tikTok,1753124902.118226,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753125878.810657,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753126860.251851,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753127429.613579,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753128075.014834,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753128933.1518002,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753129537.845224,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753129777.487976,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753130123.621303,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753130128.179861,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753130168.314595,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753131982.02309,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753132348.2595549,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753133688.791915,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753172345.333325,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753134784.292939,closedApp,False,Europe/Oslo,,
tikTok,1753175580.722639,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753175795.5384212,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753176813.253078,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753177672.155602,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753191916.690485,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753191930.317795,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753194979.388966,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753195769.29702,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753196128.392582,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753211377.168662,closedApp,False,Europe/Oslo,,
instagram,1753211467.0941482,closedApp,False,Europe/Oslo,,
instagram,1753211474.653346,closedApp,False,Europe/Oslo,,
tikTok,1753211485.748948,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753211509.921818,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753214229.9342551,closedApp,False,Europe/Oslo,,
instagram,1753214312.402724,closedApp,False,Europe/Oslo,,
instagram,1753214480.4927921,closedApp,False,Europe/Oslo,,
tikTok,1753214502.781488,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753215941.119107,closedApp,False,Europe/Oslo,,
instagram,1753216547.7155561,closedApp,False,Europe/Oslo,,
instagram,1753216762.9606361,closedApp,False,Europe/Oslo,,
tikTok,1753216978.281976,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753218518.899997,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753219464.2070398,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753220043.04065,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753222635.188153,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753221177.319129,closedApp,False,Europe/Oslo,,
instagram,1753223670.089905,closedApp,False,Europe/Oslo,,
instagram,1753223678.568228,closedApp,False,Europe/Oslo,,
instagram,1753223730.4201841,closedApp,False,Europe/Oslo,,
instagram,1753223731.7961311,closedApp,False,Europe/Oslo,,
instagram,1753223788.910904,closedApp,False,Europe/Oslo,,
instagram,1753223910.149753,closedApp,False,Europe/Oslo,,
instagram,1753224069.9580898,closedApp,False,Europe/Oslo,,
instagram,1753224150.51235,closedApp,False,Europe/Oslo,,
instagram,1753224189.552,closedApp,False,Europe/Oslo,,
instagram,1753224205.287341,closedApp,False,Europe/Oslo,,
instagram,1753253609.1080132,closedApp,False,Europe/Oslo,,
instagram,1753254816.272299,closedApp,False,Europe/Oslo,,
instagram,1753255088.111247,closedApp,False,Europe/Oslo,,
instagram,1753257374.4821892,closedApp,False,Europe/Oslo,,
tikTok,1753257380.006486,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1753257468.660746,closedApp,False,Europe/Oslo,,
tikTok,1753257492.266698,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753298542.202527,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1753261463.361351,closedApp,False,Europe/Oslo,,
instagram,1753262343.547202,closedApp,False,Europe/Oslo,,
instagram,1753264956.2600489,closedApp,False,Europe/Oslo,,
instagram,1753266107.828381,closedApp,False,Europe/Oslo,,
instagram,1753269314.568892,closedApp,False,Europe/Oslo,,
instagram,1753270375.701941,closedApp,False,Europe/Oslo,,
instagram,1753286854.9824262,closedApp,False,Europe/Oslo,,
instagram,1753289691.5639582,closedApp,False,Europe/Oslo,,
instagram,1753289712.828438,closedApp,False,Europe/Oslo,,
instagram,1753290170.408753,closedApp,False,Europe/Oslo,,
instagram,1753290973.470605,closedApp,False,Europe/Oslo,,
instagram,1753291274.3502789,closedApp,False,Europe/Oslo,,
instagram,1753291378.0461268,closedApp,False,Europe/Oslo,,
instagram,1753291482.532326,closedApp,False,Europe/Oslo,,
instagram,1753292041.813714,closedApp,False,Europe/Oslo,,
instagram,1753292145.0888371,closedApp,False,Europe/Oslo,,
instagram,1753292534.767657,closedApp,False,Europe/Oslo,,
instagram,1753292547.917845,closedApp,False,Europe/Oslo,,
instagram,1753292563.785411,closedApp,False,Europe/Oslo,,
instagram,1753292813.597064,closedApp,False,Europe/Oslo,,
instagram,1753292835.8475761,closedApp,False,Europe/Oslo,,
instagram,1753292889.678031,closedApp,False,Europe/Oslo,,
instagram,1753293159.682051,closedApp,False,Europe/Oslo,,
instagram,1753294684.585497,closedApp,False,Europe/Oslo,,
instagram,1753295351.994828,closedApp,False,Europe/Oslo,,
instagram,1753295959.108618,closedApp,False,Europe/Oslo,,
instagram,1753296251.438755,closedApp,False,Europe/Oslo,,
instagram,1753296511.514917,closedApp,False,Europe/Oslo,,
instagram,1753297089.908371,closedApp,False,Europe/Oslo,,
instagram,1753297200.620631,closedApp,False,Europe/Oslo,,
instagram,1753297265.832607,closedApp,False,Europe/Oslo,,
instagram,1753297443.158524,closedApp,False,Europe/Oslo,,
instagram,1753298493.469732,closedApp,False,Europe/Oslo,,
instagram,1753298542.066025,closedApp,False,Europe/Oslo,,
tikTok,1753298544.691934,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1753298544.239685,closedApp,False,Europe/Oslo,,
tikTok,1753300589.755034,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753298581.948059,closedApp,False,Europe/Oslo,,
instagram,1753299125.860643,closedApp,False,Europe/Oslo,,
instagram,1753299668.156712,closedApp,False,Europe/Oslo,,
instagram,1753299930.412033,closedApp,False,Europe/Oslo,,
instagram,1753300250.364265,closedApp,False,Europe/Oslo,,
instagram,1753300454.329911,closedApp,False,Europe/Oslo,,
instagram,1753300886.666096,closedApp,False,Europe/Oslo,,
tikTok,1753300907.82896,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753301123.314561,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753301215.030346,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753302126.633409,closedApp,False,Europe/Oslo,,
tikTok,1753302140.878139,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753302974.3349972,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753308014.656231,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753315322.24508,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753315326.627595,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1753306727.562535,closedApp,False,Europe/Oslo,,
instagram,1753307296.566424,closedApp,False,Europe/Oslo,,
instagram,1753307348.416904,closedApp,False,Europe/Oslo,,
instagram,1753307638.187532,closedApp,False,Europe/Oslo,,
instagram,1753307707.580984,closedApp,False,Europe/Oslo,,
instagram,1753307776.4397569,closedApp,False,Europe/Oslo,,
instagram,1753308186.356886,closedApp,False,Europe/Oslo,,
instagram,1753308255.419475,closedApp,False,Europe/Oslo,,
instagram,1753308741.979042,closedApp,False,Europe/Oslo,,
instagram,1753308839.264564,closedApp,False,Europe/Oslo,,
instagram,1753308905.262169,closedApp,False,Europe/Oslo,,
instagram,1753308942.419297,closedApp,False,Europe/Oslo,,
instagram,1753308973.7418242,closedApp,False,Europe/Oslo,,
instagram,1753309004.980613,closedApp,False,Europe/Oslo,,
instagram,1753309184.6588511,closedApp,False,Europe/Oslo,,
instagram,1753309203.119452,closedApp,False,Europe/Oslo,,
instagram,1753309753.252603,closedApp,False,Europe/Oslo,,
instagram,1753310277.300493,closedApp,False,Europe/Oslo,,
instagram,1753310472.999058,closedApp,False,Europe/Oslo,,
instagram,1753310550.303469,closedApp,False,Europe/Oslo,,
instagram,1753310632.37241,closedApp,False,Europe/Oslo,,
instagram,1753311227.74465,closedApp,False,Europe/Oslo,,
instagram,1753311384.746354,closedApp,False,Europe/Oslo,,
instagram,1753313062.942002,closedApp,False,Europe/Oslo,,
instagram,1753314533.967691,closedApp,False,Europe/Oslo,,
instagram,1753314745.1291761,closedApp,False,Europe/Oslo,,
instagram,1753314957.515336,closedApp,False,Europe/Oslo,,
instagram,1753315089.1263618,closedApp,False,Europe/Oslo,,
tikTok,1753315421.4842029,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753316390.637696,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753316394.615017,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753316464.155527,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753319211.434242,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753319231.701571,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753346227.0034041,closedApp,False,Europe/Oslo,,
instagram,1753349368.348227,closedApp,False,Europe/Oslo,,
instagram,1753349468.5835261,closedApp,False,Europe/Oslo,,
tikTok,1753351092.269833,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753351113.88448,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753351127.117569,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753351569.4075398,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753352059.439897,closedApp,False,Europe/Oslo,,
tikTok,1753352077.125999,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753353447.986793,closedApp,False,Europe/Oslo,,
tikTok,1753360305.6104832,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753362963.390053,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753364294.255846,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753366264.8751988,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
twitter,1753366556.6142669,closedApp,False,Europe/Oslo,,
tikTok,1753366811.0690908,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753368104.928461,closedApp,False,Europe/Oslo,,
twitter,1753367931.412352,closedApp,False,Europe/Oslo,,
tikTok,1753368313.8296762,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753368928.565448,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753369251.271473,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753369635.541358,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753369841.963523,closedApp,False,Europe/Oslo,,
tikTok,1753375841.0457768,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753381920.309463,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753384802.445507,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753385310.546525,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1753385811.510806,closedApp,False,Europe/Oslo,,
tikTok,1753386171.79829,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753430685.064783,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753389309.024754,closedApp,False,Europe/Oslo,,
instagram,1753389309.527619,closedApp,False,Europe/Oslo,,
tikTok,1753430836.1906261,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753431199.285256,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753432021.514127,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753432538.771302,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753432723.679353,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753439925.5919828,closedApp,False,Europe/Oslo,,
instagram,1753442252.8577309,closedApp,False,Europe/Oslo,,
tikTok,1753447570.312823,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1753454422.3078,closedApp,False,Europe/Oslo,,
instagram,1753454438.4579968,closedApp,False,Europe/Oslo,,
instagram,1753457424.526278,closedApp,False,Europe/Oslo,,
instagram,1753457513.188774,closedApp,False,Europe/Oslo,,
tikTok,1753459070.512996,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753459761.9999352,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753460605.898802,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753460999.150224,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753461054.309159,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753462601.589285,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753463004.975939,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753463635.239849,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753468307.1112351,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753470469.1176329,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753470555.371629,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753471865.161282,closedApp,False,Europe/Oslo,,
tikTok,1753472530.48274,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753472709.626511,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753472713.772248,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753472729.2307858,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753519965.203551,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753474438.477769,closedApp,False,Europe/Oslo,,
instagram,1753474981.7179918,closedApp,False,Europe/Oslo,,
instagram,1753475247.297916,closedApp,False,Europe/Oslo,,
instagram,1753476763.837297,closedApp,False,Europe/Oslo,,
instagram,1753476775.851595,closedApp,False,Europe/Oslo,,
instagram,1753477564.9584131,closedApp,False,Europe/Oslo,,
tikTok,1753520732.6476321,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753520892.6689548,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753521253.952635,closedApp,False,Europe/Oslo,,
instagram,1753521302.443392,closedApp,False,Europe/Oslo,,
instagram,1753521324.632481,closedApp,False,Europe/Oslo,,
tikTok,1753521762.3600612,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753522622.700192,closedApp,False,Europe/Oslo,,
tikTok,1753522873.253833,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753523655.661474,closedApp,False,Europe/Oslo,,
tikTok,1753526696.1638532,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753527636.711587,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753528073.87281,closedApp,False,Europe/Oslo,,
tikTok,1753535129.3851151,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753536370.467154,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753540142.3293118,closedApp,False,Europe/Oslo,,
instagram,1753540214.802256,closedApp,False,Europe/Oslo,,
instagram,1753545434.2295651,closedApp,False,Europe/Oslo,,
tikTok,1753558859.223487,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753558870.599669,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753558884.251363,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753559058.38407,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753570017.788281,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753569623.895207,closedApp,False,Europe/Oslo,,
instagram,1753569790.110764,closedApp,False,Europe/Oslo,,
tikTok,1753572914.243977,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753573437.72487,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753573701.9876409,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753573889.304599,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753595712.658124,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753599225.818596,closedApp,False,Europe/Oslo,,
tikTok,1753599996.6642609,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753601411.505099,closedApp,False,Europe/Oslo,,
tikTok,1753605849.012079,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753605914.789277,closedApp,False,Europe/Oslo,,
tikTok,1753605932.483971,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753607225.491442,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753610456.093137,closedApp,False,Europe/Oslo,,
instagram,1753610867.116029,closedApp,False,Europe/Oslo,,
instagram,1753611129.599838,closedApp,False,Europe/Oslo,,
tikTok,1753611350.817947,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753612484.665704,closedApp,False,Europe/Oslo,,
instagram,1753612597.804409,closedApp,False,Europe/Oslo,,
tikTok,1753612620.5143871,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753616258.5562758,closedApp,False,Europe/Oslo,,
instagram,1753616925.7070909,closedApp,False,Europe/Oslo,,
tikTok,1753617424.8685699,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753619735.3430328,closedApp,False,Europe/Oslo,,
instagram,1753628028.304683,closedApp,False,Europe/Oslo,,
instagram,1753628632.166743,closedApp,False,Europe/Oslo,,
tikTok,1753628785.4055681,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753629231.724294,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753629553.7954211,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753629592.232003,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753633548.397194,closedApp,False,Europe/Oslo,,
instagram,1753633549.7555351,closedApp,False,Europe/Oslo,,
instagram,1753633613.965688,closedApp,False,Europe/Oslo,,
tikTok,1753636385.394336,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753639449.851888,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753657649.391171,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753688937.433044,openedApp,False,Europe/Oslo,6.0,breathingExercise
instagram,1753641739.208664,closedApp,False,Europe/Oslo,,
instagram,1753641835.4795818,closedApp,False,Europe/Oslo,,
instagram,1753644943.322227,closedApp,False,Europe/Oslo,,
instagram,1753645445.868695,closedApp,False,Europe/Oslo,,
instagram,1753645725.1035771,closedApp,False,Europe/Oslo,,
instagram,1753652182.961289,closedApp,False,Europe/Oslo,,
instagram,1753688906.889917,closedApp,False,Europe/Oslo,,
instagram,1753693131.675379,closedApp,False,Europe/Oslo,,
tikTok,1753693152.615556,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753694525.58583,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753694617.545689,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753695068.39504,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753695084.380536,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753695669.371838,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1753695675.565124,closedApp,False,Europe/Oslo,,
tikTok,1753696304.929338,openedApp,False,Europe/Oslo,6.0,breathingExercise
tikTok,1753702221.3309588,dismissedAppOpening,False,Europe/Oslo,6.0,breathingExercise
instagram,1753716425.43114,closedApp,False,Europe/Oslo,,
instagram,1753716891.272903,closedApp,False,Europe/Oslo,,
instagram,1753716903.6268969,closedApp,False,Europe/Oslo,,
instagram,1753716904.605618,closedApp,False,Europe/Oslo,,
instagram,1753716913.202335,closedApp,False,Europe/Oslo,,
instagram,1753717006.053156,closedApp,False,Europe/Oslo,,
instagram,1753717129.039213,closedApp,False,Europe/Oslo,,
instagram,1753717491.813593,closedApp,False,Europe/Oslo,,
tikTok,1753730283.483697,openedApp,False,Europe/Oslo,6.0,breathingExercise
