timezone,interventionDuration,interventionType,isReIntervention,app,timestamp,resolution
Europe/Berlin,6,breathingExercise,False,instagram,1752616695.358262,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752619941.523562,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752619993.540244,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752648796.8011951,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1752649141.519987,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752650087.5385299,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752657008.597183,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752657865.6769938,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752658017.79464,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1752658725.6279778,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752659672.148059,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1752664775.736394,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752689830.2969031,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752691190.407634,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752692912.495522,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752703074.32261,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1752703090.630316,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752703316.335444,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1752742936.4455109,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752745015.128983,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752758603.860508,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752761370.245718,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752772760.346455,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752774845.8330379,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1752774863.5319161,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752776936.901102,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752777459.531705,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752782207.088484,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1752782934.226767,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752783125.132931,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752785642.730918,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752785829.349469,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752787498.6251168,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752790016.877215,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1752820687.333191,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752824316.945262,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752836145.525281,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752837812.7156549,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1752837830.228651,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752840214.9583359,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752841327.187238,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752842695.22562,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752844418.934784,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752859452.095306,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752859498.130612,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1752859562.4384022,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752869293.198475,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752883022.021817,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752917932.69924,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752918280.3943481,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1752918297.224391,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752920511.435559,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1752924305.068098,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1752924327.9638572,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752939148.560771,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752954698.629688,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1752956647.386347,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752958341.554642,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1752973611.821508,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753007088.391484,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753015640.485434,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753017904.439817,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753020576.669886,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753020596.259399,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753022336.845334,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753074881.326576,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753075902.6692119,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753079186.316086,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753085486.08532,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753085507.875001,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753085848.4413428,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753086991.52524,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753095732.2730021,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753099468.564842,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753101224.936784,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753111775.665152,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753114138.5740008,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753117644.5004811,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753123818.59732,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753127973.2655869,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753128008.06936,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753129838.691451,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753161708.377353,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753164595.257286,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753166297.536209,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753167114.0298681,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753172162.043589,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753176370.807509,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753185479.66077,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753187359.813303,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753190547.71311,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753191860.00263,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753197520.937724,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753202268.9498549,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753202570.874096,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753203029.6389441,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753206690.62579,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753207643.137965,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753208588.271284,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753208936.183809,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753208939.5859308,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753213553.026192,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753248781.6606112,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753249428.401397,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753249799.8285608,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753251406.933883,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753254200.602567,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753255941.2025352,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753257394.395401,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753257416.527865,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753258541.6899738,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753258644.490924,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753264116.72874,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753267318.157474,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753268259.8499079,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753278989.207716,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753279407.211237,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753289737.037849,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753294834.763592,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753305163.98458,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753305923.4748778,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753329711.932746,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753334964.822873,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753336357.0469599,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753336828.73035,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753345352.154187,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753348987.877932,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753353636.296489,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753353872.1964521,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753362224.969203,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753362448.376658,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753364104.382817,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753366507.278456,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753367493.642421,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753371577.096333,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753376014.101212,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753377906.795294,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753385901.112523,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753390618.282265,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753390714.27758,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753390727.826683,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753391019.085649,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753391022.710774,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753391207.964947,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753394024.0552769,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753394289.0387058,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753418670.22418,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753422523.429414,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753424951.327627,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753425012.499239,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753425551.004976,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753425979.057845,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753427451.935028,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753427682.864394,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753429181.689698,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753429238.953064,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753431374.995974,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753436554.360738,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753436715.3779159,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753438836.646792,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753444245.291556,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753444285.204417,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753444755.476685,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753445787.104146,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753447412.477684,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753450007.310988,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753456269.976496,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753457619.1772509,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753462170.7373981,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753465173.8777819,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753466614.5196009,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753477518.9479809,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753513094.3045568,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753516689.763277,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753518473.2923641,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753520237.7077842,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753520527.659357,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753523276.447716,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753529454.7442489,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753529958.1271992,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753531581.2039099,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753532597.0918279,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753536333.5940561,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753540411.0856218,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753550892.6222382,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753554440.78545,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753554907.101805,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753555122.020935,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753555625.1671371,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753558538.4233341,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753559647.151842,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753561408.488682,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753565773.967413,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753569020.15904,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753570742.486713,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753572860.125966,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753573014.1293678,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753577660.992241,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753603344.496309,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753603548.8664389,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753610802.048425,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753612905.707469,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753614895.467001,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753615751.641861,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753619588.003975,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753621054.824407,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753623554.0221329,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753631466.09511,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753633046.991077,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753633050.499436,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753641691.812656,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753643861.720436,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753646968.036244,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753679988.8084822,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753681248.8319569,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753684080.8323321,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753685464.5930018,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753686080.812252,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753696061.7606258,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753696213.262518,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753698556.592804,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753699183.362667,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753701205.9049768,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753706388.020081,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753706402.3397741,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753707712.280252,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753708220.7366052,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753709230.359077,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753711341.553716,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753712059.6285892,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753719281.6962938,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753724033.9187431,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753724888.470628,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753730060.9201,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753734163.45841,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753734253.892113,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753770005.09865,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753771942.743948,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753772984.267237,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753773369.961334,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753775797.023219,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753777108.73646,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753777772.617344,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753777966.263517,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753778169.667077,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753782217.571419,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753782764.794598,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753785624.50545,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753786035.106676,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753787491.170817,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753788785.426742,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753796884.161233,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753797363.236368,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753800513.359774,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753804688.841603,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753805174.0656219,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753807580.764614,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753809769.603753,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753817364.694839,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753820607.497911,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753853707.635869,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753853951.7065659,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753858273.041747,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753858970.231399,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753858988.382978,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753859120.906018,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753859561.871187,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753860606.550072,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753867944.767631,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753872655.674175,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753873291.059177,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753874344.306562,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753875480.2336469,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753877035.717639,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753878750.4878569,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753883270.876081,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753884153.481519,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753888501.713197,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753891229.310343,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753891394.964133,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753891892.408843,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753893878.8455791,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753893991.415071,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753894157.31762,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753899743.932518,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753902171.37391,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753905186.947171,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753905571.336359,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753908573.878405,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753909653.25323,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753941322.2531781,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753949362.0338469,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753949390.222705,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753953413.9474049,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753953696.929974,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753955938.854693,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753956139.953186,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753959389.8928661,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753959852.747174,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753964345.340948,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753965694.909581,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1753966704.874964,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753969878.8815022,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753976293.970712,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753977957.452446,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753979182.798907,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753979603.908016,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1753995888.847964,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754024666.510336,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754029707.3647609,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754034031.799633,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754035291.1094398,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754036911.725426,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754053832.116458,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754062164.1912189,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754072095.403078,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754084032.890197,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1754084048.871345,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754090473.203148,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754093403.1939878,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754093883.15674,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754120942.164773,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754126448.073946,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754126707.012179,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754126979.0038872,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754158529.7114959,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1754158549.236006,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754160928.941866,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754161929.799292,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754168065.709121,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754168518.573961,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754180667.058782,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754211769.0061688,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754212046.021338,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754212489.973378,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754244747.818814,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754247927.777368,dismissedAppOpening
Europe/Berlin,6,breathingExercise,False,instagram,1754247978.3978062,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754255384.851151,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754280359.486798,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754289986.8502378,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754290227.3583832,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754291551.3336139,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754296500.584094,openedApp
Europe/Berlin,6,breathingExercise,False,instagram,1754307462.722859,openedApp
