interventionType,timestamp,isReIntervention,interventionDuration,timezone,app,resolution
breathingExercise,1753439478.220758,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753439678.722468,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753439687.962827,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753439839.097266,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753440049.279311,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753440168.192752,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753440227.510355,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753440639.45876,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753440732.3703752,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753440740.360135,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753440749.253364,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753441531.667577,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753441552.294492,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753441556.211266,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753441570.247295,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753441707.7727609,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753444511.091214,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753444852.5837998,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753446513.729105,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753460062.807924,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753463760.503509,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753463875.104754,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753469903.941657,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753470005.2554588,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753470360.917035,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753471367.118732,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753471685.114501,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753472092.4278588,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753472543.2683082,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753472551.466774,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753472596.491757,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753472784.762739,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753473506.021203,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753473602.555141,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753474706.7610888,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753475187.039415,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753476927.0754828,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753476948.031433,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753477981.087142,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753478623.2719011,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753511412.636081,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753512515.6693292,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753512578.981166,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753513785.085254,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753514134.545158,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753514951.123018,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753517444.9197059,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753531186.273968,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753532327.8886929,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753534713.69892,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753535185.496032,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753535485.130375,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753538260.5617971,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753538616.519865,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753539682.979557,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753540067.8186588,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753540523.231906,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753540542.660372,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753540668.6767879,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753540766.110935,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753540958.187553,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753541987.575097,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753542464.415757,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753542925.434976,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753543661.850641,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753545429.786248,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753545434.032604,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753545437.959919,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753546298.525453,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753546311.829241,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753546416.003591,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753546445.0364718,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753546481.4684858,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753548082.639565,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753548136.827949,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753548274.153741,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753549455.66242,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753549733.862891,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753550809.732518,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753552533.787908,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753552554.0498009,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753553640.478303,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753557208.459588,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753557270.1274061,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753557273.6324759,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753557445.76104,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753557778.196573,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753557850.772563,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753558776.554415,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753560274.098553,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753561061.978481,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753561099.8613338,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753561660.6505299,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753598738.553448,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753598947.6120439,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753601583.985333,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753602832.70429,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753603085.9064798,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753603132.361553,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753603666.6750112,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753603882.8910499,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753604217.6616979,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753604295.569933,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753604349.227758,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753605111.670042,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753605197.0369902,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753605685.439177,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753606235.607971,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753606320.8964372,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753606443.991168,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753606473.693434,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753606599.949296,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753607001.734209,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753609719.632963,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753611331.914418,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753611592.808858,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753611613.313499,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753611635.588305,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753611762.6382709,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753611766.9065151,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753611821.903983,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753613573.558418,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753614727.030494,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753614932.88589,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753615090.360392,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753616826.080723,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753617672.96334,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753617918.0479012,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753617997.23965,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753618272.452691,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753624766.9912848,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753624872.6917372,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753627050.767581,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753632084.842009,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753632108.32271,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753632655.716327,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753632672.451257,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753633998.16473,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753634507.036776,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753634683.692908,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753634954.699671,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753635131.113309,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753635246.61171,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753635249.676914,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753635457.2152572,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753636771.4050999,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753636885.635663,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753637031.5916471,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753637105.543082,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753637517.159072,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753637849.3791928,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753639279.39589,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753639452.35086,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753639491.14818,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753639494.322023,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753640100.9315681,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753641288.172862,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753642007.2184792,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753643486.64164,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753644492.1083012,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753646182.775532,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753647841.003011,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753649414.34782,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753680613.170079,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753681049.8261042,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753681146.0616179,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753685143.250582,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753686925.385952,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753687547.8606272,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753687576.634933,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753688718.217681,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753688825.783925,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753688842.366446,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753689313.634367,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753691586.794139,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753692176.455912,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753695482.286016,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753700990.447428,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753701779.32382,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753701998.634516,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753710782.551559,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753711249.710398,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753712546.833928,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753712683.089456,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753712686.357698,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753713249.736236,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753715201.790313,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753715359.501054,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753715864.048077,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753719353.0764399,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753719435.138527,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753719810.42703,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753720764.578928,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753720768.611147,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753721274.798142,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753721497.250253,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753722271.044591,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753722436.2638369,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753734541.2423759,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753734836.978599,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753734935.231596,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753736801.556365,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753737442.535905,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753738213.529529,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753738288.441825,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753767608.315614,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753768492.6117558,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753769370.024211,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753769423.568032,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753773633.992591,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753776069.430249,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753776580.633333,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753776604.343985,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753776779.449658,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753777156.412041,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753777468.193201,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753785754.99629,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753786548.120259,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753786779.146754,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753791598.4538531,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753791652.720391,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753792402.9596748,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753793855.505157,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753794817.6504688,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753795168.813058,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753796233.229063,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753798224.848374,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753798317.695368,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753799284.29781,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753801157.301066,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753801989.9738479,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753802991.290966,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753807424.1475801,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753810394.065877,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753812143.6142159,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753812258.511554,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753813336.549992,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753813346.8912811,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753813366.3275208,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753814456.792169,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753815884.6092849,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753815993.3888001,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753816912.378314,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753817788.7489328,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753817948.644977,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753818478.208354,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753818657.6141791,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753819172.477869,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753819234.54663,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753819449.3983579,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753820432.130025,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753820952.8633661,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753826260.050061,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753833209.9846458,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753855234.628582,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753857374.893108,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753859565.673851,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753866012.174458,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753866240.302113,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753866849.275525,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753866921.115695,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753867128.943654,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753867547.2811399,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753867650.349427,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753868147.527535,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753868533.667588,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753869250.479276,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753870655.7590399,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753870665.737653,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753870670.282536,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753871310.795052,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753871563.378409,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753877898.0894861,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753877934.1126451,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753877951.2986789,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753878076.959628,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753878377.601805,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753878633.5413132,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753879499.564791,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753882566.665673,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753886485.126172,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753890031.669022,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753891126.067888,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753891261.380691,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753893044.81057,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753893224.902601,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753895125.229362,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753896033.718986,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753902214.156108,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753902237.9663072,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753902497.182766,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753902820.076839,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753905241.139573,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753907506.691524,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753908409.036829,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753908602.183735,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753940372.0653958,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753940396.289575,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753943949.6543121,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753946120.979692,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753946658.046905,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753950574.580573,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753951332.106494,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753951671.3626652,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753960588.0086908,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753960640.899774,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753969794.8699632,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753970147.6669989,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753970675.197218,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753973399.387125,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753980275.659045,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753980673.27031,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753980676.237272,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1753980694.4591541,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1753980796.231334,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1754025796.039888,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754030775.368567,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1754032648.499123,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754039794.0289922,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754043622.705874,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1754043658.402028,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754045594.444271,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1754046066.48279,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754046414.2795959,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1754046460.513955,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1754050568.742832,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754070641.994554,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754074346.087508,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754076764.23469,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754078256.422799,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1754078354.9905782,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754079708.7622352,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754080659.467499,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754113264.4537802,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754116267.087428,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1754118119.4977732,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754119820.447973,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754121218.830941,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1754125498.026505,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754130550.444063,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754148687.1845021,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754158245.120638,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754160373.0394158,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754162323.5997381,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1754163380.0114222,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754171364.869985,False,6,Europe/Berlin,instagram,openedApp
breathingExercise,1754171567.0440779,False,6,Europe/Berlin,instagram,dismissedAppOpening
breathingExercise,1754173657.434077,False,6,Europe/Berlin,instagram,openedApp
