resolution,timestamp,interventionType,app,interventionDuration,timezone,isReIntervention
openedApp,1754164554.680129,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754164937.947103,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754169338.77442,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754173630.124325,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754174276.779856,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754201540.135133,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754201573.1171498,breathingExercise,tikTok,6,America/Mexico_City,False
openedApp,1754202017.1186218,breathingExercise,instagram,6,America/Mexico_City,False
dismissedAppOpening,1754231537.213139,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754231553.096198,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754232147.014771,breathingExercise,tikTok,6,America/Mexico_City,False
openedApp,1754241927.5363889,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754244568.061658,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754244684.06563,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754251339.1651149,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754254579.574311,breathingExercise,instagram,6,America/Mexico_City,False
dismissedAppOpening,1754254729.128631,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754254744.541531,breathingExercise,tikTok,6,America/Mexico_City,False
openedApp,1754255076.050992,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754256260.04253,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754256681.694957,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754259552.9947128,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754263699.6785421,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754268599.315253,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754271663.2332,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754274203.903475,breathingExercise,instagram,6,America/Mexico_City,False
dismissedAppOpening,1754274937.823457,breathingExercise,instagram,6,America/Mexico_City,False
dismissedAppOpening,1754278075.4536982,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754281908.674731,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754282664.9423652,breathingExercise,tikTok,6,America/Mexico_City,False
openedApp,1754282938.921454,breathingExercise,tikTok,6,America/Mexico_City,False
openedApp,1754283847.187557,breathingExercise,tikTok,6,America/Mexico_City,False
openedApp,1754286099.5182061,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754288163.458518,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754288204.4937959,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754316980.4189138,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754318367.482862,breathingExercise,tikTok,6,America/Mexico_City,False
openedApp,1754319324.744893,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754320848.5659251,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754321088.8790932,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754324886.266335,breathingExercise,instagram,6,America/Mexico_City,False
dismissedAppOpening,1754327873.9365668,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754327895.676937,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754330823.617687,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754335371.217205,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754338410.0691361,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754338602.738127,breathingExercise,tikTok,6,America/Mexico_City,False
openedApp,1754339075.882627,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754340576.736,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754343184.450526,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754347988.4016209,breathingExercise,instagram,6,America/Mexico_City,False
dismissedAppOpening,1754348540.20822,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754349178.229126,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754352145.8864021,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754353456.942128,breathingExercise,instagram,6,America/Mexico_City,False
dismissedAppOpening,1754355290.684572,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754355316.560106,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754356576.3822908,breathingExercise,tikTok,6,America/Mexico_City,False
openedApp,1754356931.1662068,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754360156.532271,breathingExercise,youtube,6,America/Mexico_City,False
dismissedAppOpening,1754361638.3267422,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754361761.4891438,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754363671.076297,breathingExercise,instagram,6,America/Mexico_City,False
dismissedAppOpening,1754364464.871779,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754366242.348184,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754366565.4050179,breathingExercise,youtube,6,America/Mexico_City,False
openedApp,1754367672.645778,breathingExercise,instagram,6,America/Mexico_City,False
openedApp,1754371694.501027,breathingExercise,youtube,6,America/Mexico_City,False
dismissedAppOpening,1754372876.987701,breathingExercise,youtube,6,America/Mexico_City,False
