timezone,resolution,interventionDuration,isReIntervention,app,interventionType,timestamp
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751628089.051635
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751632517.637078
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751637572.17608
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751643395.3140059
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751655084.678431
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751673511.335604
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751674036.2478318
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751695079.7888699
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751702784.917496
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751704099.96987
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751704102.0895681
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751707116.499511
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751713215.5602012
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751713235.821657
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751714163.383134
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751714728.20639
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751719611.565236
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751720956.50238
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751724024.2330909
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751729216.285098
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751739724.825932
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751744561.899331
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751745545.264748
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751746358.728003
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751746521.172993
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751748985.950389
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751749359.33569
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751749977.0871081
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751750850.766329
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751751964.454207
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751754550.342943
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751754767.218511
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751755142.8205872
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751755799.2451901
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751756020.26704
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751789306.758271
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751790542.9829822
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751791685.115353
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751792019.256662
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751792022.475544
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751792839.128004
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751792945.229272
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751795244.247958
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751796238.1388311
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751796258.201982
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751797201.1949139
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751797312.087358
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751799670.1726289
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751800842.697445
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751801432.305107
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751801513.57198
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751807329.8131418
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751821605.378609
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751822621.345766
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751822634.272241
Europe/London,openedApp,6,False,tikTok,breathingExercise,1751825715.564636
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751826499.616475
Europe/London,dismissedAppOpening,6,False,tikTok,breathingExercise,1751826501.599777
