timestamp,isReIntervention,resolution,app,interventionDuration,timezone,interventionType,purpose,timeIntervalUntilReIntervention
1752397184.447371,False,dismissedAppOpening,youtube,6.0,Europe/Berlin,breathingExercise,,
1752397174.398113,False,closedApp,youtube,,Europe/Berlin,,,
1752400317.9484282,False,dismissedAppOpening,youtube,6.0,Europe/Berlin,breathingExercise,,
1752406421.4244618,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752406507.7292151,False,closedApp,youtube,,Europe/Berlin,,,
1752406538.459739,False,closedApp,youtube,,Europe/Berlin,,,
1752406722.6977658,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752407369.694296,False,closedApp,youtube,,Europe/Berlin,,,
1752407518.6166039,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752407574.117907,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752407679.281104,False,closedApp,youtube,,Europe/Berlin,,,
1752407748.2995992,False,dismissedAppOpening,youtube,6.0,Europe/Berlin,breathingExercise,,
1752407938.323775,False,dismissedAppOpening,youtube,6.0,Europe/Berlin,breathingExercise,,
1752408137.33398,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752408286.0943651,False,closedApp,youtube,,Europe/Berlin,,,
1752408611.814295,False,closedApp,youtube,,Europe/Berlin,,,
1752418268.0792232,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752418369.949022,False,closedApp,youtube,,Europe/Berlin,,,
1752418566.0615249,False,closedApp,youtube,,Europe/Berlin,,,
1752419768.4775128,False,closedApp,youtube,,Europe/Berlin,,,
1752419926.1128778,False,closedApp,youtube,,Europe/Berlin,,,
1752421702.524174,False,closedApp,youtube,,Europe/Berlin,,,
1752421799.7926989,False,closedApp,youtube,,Europe/Berlin,,,
1752422196.215373,False,closedApp,youtube,,Europe/Berlin,,,
1752422813.336225,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752425756.401262,False,closedApp,youtube,,Europe/Berlin,,,
1752426996.11778,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752427578.810069,False,closedApp,youtube,,Europe/Berlin,,,
1752432427.368122,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752433142.242762,False,closedApp,youtube,,Europe/Berlin,,,
1752433835.774791,False,closedApp,youtube,,Europe/Berlin,,,
1752434066.8832169,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752434242.461699,False,closedApp,youtube,,Europe/Berlin,,,
1752435732.530686,False,closedApp,youtube,,Europe/Berlin,,,
1752436004.53198,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752436498.757018,False,closedApp,youtube,,Europe/Berlin,,,
1752436645.978945,False,closedApp,youtube,,Europe/Berlin,,,
1752436811.2800388,False,closedApp,youtube,,Europe/Berlin,,,
1752437357.813426,False,closedApp,youtube,,Europe/Berlin,,,
1752437644.7082791,False,closedApp,youtube,,Europe/Berlin,,,
1752438833.36873,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752439946.0572991,False,closedApp,youtube,,Europe/Berlin,,,
1752471368.472295,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752472100.265583,False,closedApp,youtube,,Europe/Berlin,,,
1752472253.7913852,False,closedApp,youtube,,Europe/Berlin,,,
1752472400.8401508,False,closedApp,youtube,,Europe/Berlin,,,
1752522018.8019838,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752522242.77349,False,closedApp,youtube,,Europe/Berlin,,,
1752522320.3603249,False,closedApp,youtube,,Europe/Berlin,,,
1752522617.063328,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752523731.762422,False,closedApp,youtube,,Europe/Berlin,,,
1752523925.399097,False,closedApp,youtube,,Europe/Berlin,,,
1752524223.073865,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752525253.472602,False,closedApp,youtube,,Europe/Berlin,,,
1752526993.856781,False,closedApp,youtube,,Europe/Berlin,,,
1752555670.5360599,False,closedApp,youtube,,Europe/Berlin,,,
1752555950.1005921,False,closedApp,youtube,,Europe/Berlin,,,
1752556489.3022618,False,closedApp,youtube,,Europe/Berlin,,,
1752557367.989087,False,closedApp,youtube,,Europe/Berlin,,,
1752557875.22739,False,closedApp,youtube,,Europe/Berlin,,,
1752558789.605771,False,closedApp,youtube,,Europe/Berlin,,,
1752558835.5117311,False,closedApp,youtube,,Europe/Berlin,,,
1752559011.819049,False,closedApp,youtube,,Europe/Berlin,,,
1752559109.485568,False,closedApp,youtube,,Europe/Berlin,,,
1752559588.811204,False,closedApp,youtube,,Europe/Berlin,,,
1752559709.7454572,False,closedApp,youtube,,Europe/Berlin,,,
1752559884.0695992,False,closedApp,youtube,,Europe/Berlin,,,
1752560062.78003,False,closedApp,youtube,,Europe/Berlin,,,
1752593990.508761,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752594728.1858191,False,closedApp,youtube,,Europe/Berlin,,,
1752596058.6924682,False,closedApp,youtube,,Europe/Berlin,,,
1752596770.641621,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752597386.143091,False,closedApp,youtube,,Europe/Berlin,,,
1752597461.743441,False,closedApp,youtube,,Europe/Berlin,,,
1752604546.935091,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752604658.816714,False,closedApp,youtube,,Europe/Berlin,,,
1752604954.831184,False,closedApp,youtube,,Europe/Berlin,,,
1752608920.461436,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752609162.227473,False,closedApp,youtube,,Europe/Berlin,,,
1752609284.021774,False,closedApp,youtube,,Europe/Berlin,,,
1752612052.320219,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752613443.124805,False,closedApp,youtube,,Europe/Berlin,,,
1752614874.920452,False,closedApp,youtube,,Europe/Berlin,,,
1752635186.346058,False,closedApp,youtube,,Europe/Berlin,,,
1752643656.061126,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752644149.8912191,False,closedApp,youtube,,Europe/Vienna,,,
1752674264.152777,False,openedApp,youtube,6.0,Europe/Vienna,breathingExercise,,
1752674389.5099,False,closedApp,youtube,,Europe/Vienna,,,
1752697131.766154,False,dismissedAppOpening,youtube,6.0,Europe/Vienna,breathingExercise,,
1752697157.605717,False,openedApp,youtube,6.0,Europe/Vienna,breathingExercise,,
1752697970.454856,False,closedApp,youtube,,Europe/Vienna,,,
1752699135.1208658,False,openedApp,youtube,6.0,Europe/Vienna,breathingExercise,,
1752699845.414332,False,closedApp,youtube,,Europe/Vienna,,,
1752701181.035147,False,openedApp,youtube,6.0,Europe/Vienna,breathingExercise,,
1752701333.472746,False,closedApp,youtube,,Europe/Vienna,,,
1752701405.3672981,False,closedApp,youtube,,Europe/Vienna,,,
1752701638.805944,False,closedApp,youtube,,Europe/Vienna,,,
1752703051.284556,False,closedApp,youtube,,Europe/Vienna,,,
1752736429.538317,False,openedApp,youtube,6.0,Europe/Vienna,breathingExercise,,
1752736840.509749,False,closedApp,youtube,,Europe/Vienna,,,
1752737142.621701,False,closedApp,youtube,,Europe/Vienna,,,
1752737854.249794,False,closedApp,youtube,,Europe/Vienna,,,
1752739195.343864,False,closedApp,youtube,,Europe/Vienna,,,
1752748615.65292,False,dismissedAppOpening,youtube,6.0,Europe/Vienna,breathingExercise,,
1752754751.2324781,False,openedApp,youtube,6.0,Europe/Vienna,breathingExercise,,
1752756565.404172,False,closedApp,youtube,,Europe/Vienna,,,
1752757804.244384,False,closedApp,youtube,,Europe/Vienna,,,
1752758381.96629,False,closedApp,youtube,,Europe/Vienna,,,
1752758872.582893,False,closedApp,youtube,,Europe/Vienna,,,
1752759409.566403,False,openedApp,youtube,6.0,Europe/Vienna,breathingExercise,,
1752759534.595511,False,closedApp,youtube,,Europe/Vienna,,,
1752764027.182992,False,openedApp,youtube,6.0,Europe/Vienna,breathingExercise,,
1752764067.886076,False,closedApp,youtube,,Europe/Vienna,,,
1752764284.784836,False,dismissedAppOpening,youtube,6.0,Europe/Vienna,breathingExercise,,
1752765151.34829,False,dismissedAppOpening,youtube,6.0,Europe/Vienna,breathingExercise,,
1752765155.606083,False,dismissedAppOpening,youtube,6.0,Europe/Vienna,breathingExercise,,
1752867782.609196,False,dismissedAppOpening,youtube,6.0,Europe/Berlin,breathingExercise,,
1752867809.698401,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752867832.2463288,False,closedApp,youtube,,Europe/Berlin,,,
1752868028.5554929,False,closedApp,youtube,,Europe/Berlin,,,
1752868657.485197,False,closedApp,youtube,,Europe/Berlin,,,
1752869074.723808,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752869308.7328238,False,closedApp,youtube,,Europe/Berlin,,,
1752869703.01245,False,closedApp,youtube,,Europe/Berlin,,,
1752870010.51541,False,closedApp,youtube,,Europe/Berlin,,,
1752871028.587556,False,closedApp,youtube,,Europe/Berlin,,,
1752872074.9736671,False,closedApp,youtube,,Europe/Berlin,,,
1752877926.6032481,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752879594.56152,False,closedApp,youtube,,Europe/Berlin,,,
1752879705.45843,False,closedApp,youtube,,Europe/Berlin,,,
1752879812.564223,False,closedApp,youtube,,Europe/Berlin,,,
1752915017.236666,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752916570.620044,False,closedApp,youtube,,Europe/Berlin,,,
1752917505.901551,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752918737.636591,False,closedApp,youtube,,Europe/Berlin,,,
1752945651.8439488,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1752945755.678279,False,closedApp,youtube,,Europe/Berlin,,,
1753015051.794796,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753015185.7588859,False,closedApp,youtube,,Europe/Berlin,,,
1753039291.842026,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753039572.1689382,False,closedApp,youtube,,Europe/Berlin,,,
1753043635.28161,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753044517.154027,False,closedApp,youtube,,Europe/Berlin,,,
1753044519.059897,False,closedApp,youtube,,Europe/Berlin,,,
1753044582.6863918,False,closedApp,youtube,,Europe/Berlin,,,
1753044765.9330459,False,dismissedAppOpening,youtube,6.0,Europe/Berlin,breathingExercise,,
1753044879.066541,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753045324.865326,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753045912.927536,False,closedApp,youtube,,Europe/Berlin,,,
1753049774.432348,False,closedApp,youtube,,Europe/Berlin,,,
1753080906.324232,False,closedApp,youtube,,Europe/Berlin,,,
1753092333.931315,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753092462.4166222,False,closedApp,youtube,,Europe/Berlin,,,
1753095418.662887,False,closedApp,youtube,,Europe/Berlin,,,
1753101274.5000129,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753103609.263166,False,closedApp,youtube,,Europe/Berlin,,,
1753103967.970821,False,closedApp,youtube,,Europe/Berlin,,,
1753109045.720186,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753109205.201376,False,closedApp,youtube,,Europe/Berlin,,,
1753110604.732882,False,closedApp,youtube,,Europe/Berlin,,,
1753113982.564983,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753114068.483573,False,closedApp,youtube,,Europe/Berlin,,,
1753114255.819823,False,closedApp,youtube,,Europe/Berlin,,,
1753115359.531889,False,closedApp,youtube,,Europe/Berlin,,,
1753115586.3410769,False,closedApp,youtube,,Europe/Berlin,,,
1753123279.2207189,False,dismissedAppOpening,youtube,6.0,Europe/Berlin,breathingExercise,,
1753123298.824996,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753123322.756551,False,closedApp,youtube,,Europe/Berlin,,,
1753123375.384251,False,closedApp,youtube,,Europe/Berlin,,,
1753123410.099348,False,closedApp,youtube,,Europe/Berlin,,,
1753123476.820469,False,closedApp,youtube,,Europe/Berlin,,,
1753123761.852141,False,closedApp,youtube,,Europe/Berlin,,,
1753124066.974272,False,closedApp,youtube,,Europe/Berlin,,,
1753124128.837704,False,closedApp,youtube,,Europe/Berlin,,,
1753124399.8747811,False,closedApp,youtube,,Europe/Berlin,,,
1753124529.319796,False,closedApp,youtube,,Europe/Berlin,,,
1753124648.9943771,False,closedApp,youtube,,Europe/Berlin,,,
1753126860.57216,False,closedApp,youtube,,Europe/Berlin,,,
1753128014.670823,False,closedApp,youtube,,Europe/Berlin,,,
1753128324.245168,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753128451.3897672,False,closedApp,youtube,,Europe/Berlin,,,
1753128499.9475179,False,closedApp,youtube,,Europe/Berlin,,,
1753128547.887389,False,closedApp,youtube,,Europe/Berlin,,,
1753129165.5157208,False,dismissedAppOpening,youtube,6.0,Europe/Berlin,breathingExercise,,
1753129201.039211,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753129657.1767368,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753134466.608547,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753130549.6900249,False,closedApp,youtube,,Europe/Berlin,,,
1753130558.438405,False,closedApp,youtube,,Europe/Berlin,,,
1753130594.9163198,False,closedApp,youtube,,Europe/Berlin,,,
1753130599.755663,False,closedApp,youtube,,Europe/Berlin,,,
1753135196.93394,False,closedApp,youtube,,Europe/Berlin,,,
1753213974.987448,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753214346.936668,False,closedApp,youtube,,Europe/Berlin,,,
1753214984.305192,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753215501.348273,False,closedApp,youtube,,Europe/Berlin,,,
1753215503.13446,False,closedApp,youtube,,Europe/Berlin,,,
1753250769.5026789,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753250932.858448,False,closedApp,youtube,,Europe/Berlin,,,
1753251590.7389178,False,closedApp,youtube,,Europe/Berlin,,,
1753287932.954465,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753287956.5718632,False,closedApp,youtube,,Europe/Berlin,,,
1753288177.369854,False,closedApp,youtube,,Europe/Berlin,,,
1753293178.612402,False,dismissedAppOpening,youtube,6.0,Europe/Berlin,breathingExercise,,
1753366768.3223848,False,dismissedAppOpening,youtube,6.0,Europe/Berlin,breathingExercise,,
1753366818.7131228,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753367057.476565,False,closedApp,youtube,,Europe/Berlin,,,
1753367130.556662,False,closedApp,youtube,,Europe/Berlin,,,
1753367686.8474689,False,closedApp,youtube,,Europe/Berlin,,,
1753370577.003331,False,closedApp,youtube,,Europe/Berlin,,,
1753371915.6887941,False,closedApp,youtube,,Europe/Berlin,,,
1753372148.46685,False,closedApp,youtube,,Europe/Berlin,,,
1753372255.017683,False,closedApp,youtube,,Europe/Berlin,,,
1753372339.238678,False,closedApp,youtube,,Europe/Berlin,,,
1753372558.819251,False,closedApp,youtube,,Europe/Berlin,,,
1753375164.891902,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753375451.0550032,False,closedApp,youtube,,Europe/Berlin,,,
1753376158.4652,False,closedApp,youtube,,Europe/Berlin,,,
1753376379.9216409,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753376614.8198152,False,dismissedAppOpening,youtube,6.0,Europe/Berlin,breathingExercise,,
1753384635.029855,False,dismissedAppOpening,youtube,6.0,Europe/Berlin,breathingExercise,,
1753384653.810168,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753385099.139349,False,closedApp,youtube,,Europe/Berlin,,,
1753386614.5064812,False,closedApp,youtube,,Europe/Berlin,,,
1753387057.76856,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753388928.547999,False,closedApp,youtube,,Europe/Berlin,,,
1753389116.773777,False,closedApp,youtube,,Europe/Berlin,,,
1753389119.79219,False,closedApp,youtube,,Europe/Berlin,,,
1753389505.905483,False,closedApp,youtube,,Europe/Berlin,,,
1753390415.1678538,False,closedApp,youtube,,Europe/Berlin,,,
1753422346.892871,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753423604.7626219,False,closedApp,youtube,,Europe/Berlin,,,
1753423843.215229,False,closedApp,youtube,,Europe/Berlin,,,
1753429320.490457,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753430991.086134,False,closedApp,youtube,,Europe/Berlin,,,
1753431137.257804,False,closedApp,youtube,,Europe/Berlin,,,
1753431565.251363,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753431638.4229732,False,closedApp,youtube,,Europe/Berlin,,,
1753432023.305731,False,closedApp,youtube,,Europe/Berlin,,,
1753432180.385305,False,closedApp,youtube,,Europe/Berlin,,,
1753448615.704731,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753448631.2581549,False,closedApp,youtube,,Europe/Berlin,,,
1753450714.452804,False,closedApp,youtube,,Europe/Berlin,,,
1753461236.3083549,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753497044.683805,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753497175.498513,False,closedApp,youtube,,Europe/Berlin,,,
1753500625.683686,False,closedApp,youtube,,Europe/Berlin,,,
1753500759.0828362,False,closedApp,youtube,,Europe/Berlin,,,
1753533224.388624,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753534318.1133928,False,closedApp,youtube,,Europe/Berlin,,,
1753534375.8967152,False,closedApp,youtube,,Europe/Berlin,,,
1753534550.63715,False,closedApp,youtube,,Europe/Berlin,,,
1753534641.5811682,False,closedApp,youtube,,Europe/Berlin,,,
1753539102.774195,False,closedApp,youtube,,Europe/Berlin,,,
1753539282.0336862,False,closedApp,youtube,,Europe/Berlin,,,
1753545684.7831001,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753545879.3130379,False,closedApp,youtube,,Europe/Berlin,,,
1753547740.0209398,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753547781.93041,False,closedApp,youtube,,Europe/Berlin,,,
1753551657.114177,False,closedApp,youtube,,Europe/Berlin,,,
1753556449.34867,False,closedApp,youtube,,Europe/Berlin,,,
1753556549.2867122,False,closedApp,youtube,,Europe/Berlin,,,
1753556748.533286,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753557071.338546,False,closedApp,youtube,,Europe/Berlin,,,
1753557300.155174,False,closedApp,youtube,,Europe/Berlin,,,
1753557376.5405102,False,closedApp,youtube,,Europe/Berlin,,,
1753558116.6826959,False,closedApp,youtube,,Europe/Berlin,,,
1753558233.71845,False,closedApp,youtube,,Europe/Berlin,,,
1753558784.101211,False,closedApp,youtube,,Europe/Berlin,,,
1753559815.709486,False,closedApp,youtube,,Europe/Berlin,,,
1753560160.189025,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753560483.532592,False,closedApp,youtube,,Europe/Berlin,,,
1753563754.133315,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753564048.544821,False,closedApp,youtube,,Europe/Berlin,,,
1753565396.283698,False,closedApp,youtube,,Europe/Berlin,,,
1753565564.154258,False,closedApp,youtube,,Europe/Berlin,,,
1753566226.462607,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753567163.813731,False,closedApp,youtube,,Europe/Berlin,,,
1753567350.298911,False,closedApp,youtube,,Europe/Berlin,,,
1753567605.357219,False,closedApp,youtube,,Europe/Berlin,,,
1753598698.460537,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753598988.001483,False,closedApp,youtube,,Europe/Berlin,,,
1753611757.493248,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753612565.1853971,False,closedApp,youtube,,Europe/Berlin,,,
1753612631.485676,False,closedApp,youtube,,Europe/Berlin,,,
1753612733.215187,False,closedApp,youtube,,Europe/Berlin,,,
1753613434.716989,False,closedApp,youtube,,Europe/Berlin,,,
1753614767.6494122,False,closedApp,youtube,,Europe/Berlin,,,
1753617453.792848,False,closedApp,youtube,,Europe/Berlin,,,
1753618029.131841,False,closedApp,youtube,,Europe/Berlin,,,
1753619295.540765,False,closedApp,youtube,,Europe/Berlin,,,
1753619536.829757,False,closedApp,youtube,,Europe/Berlin,,,
1753620346.094701,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753620440.010237,False,closedApp,youtube,,Europe/Berlin,,,
1753620589.248466,False,closedApp,youtube,,Europe/Berlin,,,
1753620696.549588,False,closedApp,youtube,,Europe/Berlin,,,
1753621404.604207,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753621464.173852,False,closedApp,youtube,,Europe/Berlin,,,
1753622665.854302,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753623026.456633,False,closedApp,youtube,,Europe/Berlin,,,
1753628316.8161922,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753629645.594868,False,closedApp,youtube,,Europe/Berlin,,,
1753635288.28765,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753635724.925264,False,closedApp,youtube,,Europe/Berlin,,,
1753636544.600059,False,closedApp,youtube,,Europe/Berlin,,,
1753638103.8460178,False,closedApp,youtube,,Europe/Berlin,,,
1753638191.099794,False,closedApp,youtube,,Europe/Berlin,,,
1753639893.428638,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753639980.5480928,False,closedApp,youtube,,Europe/Berlin,,,
1753640063.370874,False,closedApp,youtube,,Europe/Berlin,,,
1753640739.576648,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753640777.345789,False,closedApp,youtube,,Europe/Berlin,,,
1753641613.058807,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753643274.653897,False,closedApp,youtube,,Europe/Berlin,,,
1753643655.16556,False,closedApp,youtube,,Europe/Berlin,,,
1753645596.014164,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753646649.7146878,False,closedApp,youtube,,Europe/Berlin,,,
1753678761.110147,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753678890.94774,False,closedApp,youtube,,Europe/Berlin,,,
1753682248.592328,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753682960.657361,False,closedApp,youtube,,Europe/Berlin,,,
1753683236.031989,False,closedApp,youtube,,Europe/Berlin,,,
1753714479.6205812,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753718799.2235332,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753723905.231905,False,closedApp,youtube,,Europe/Berlin,,,
1753724386.522203,False,closedApp,youtube,,Europe/Berlin,,,
1753724512.84905,False,closedApp,youtube,,Europe/Berlin,,,
1753724601.04035,False,closedApp,youtube,,Europe/Berlin,,,
1753724931.984208,False,closedApp,youtube,,Europe/Berlin,,,
1753725355.542694,False,closedApp,youtube,,Europe/Berlin,,,
1753725715.485014,False,closedApp,youtube,,Europe/Berlin,,,
1753725891.053063,False,closedApp,youtube,,Europe/Berlin,,,
1753726010.965569,False,closedApp,youtube,,Europe/Berlin,,,
1753727614.304512,False,closedApp,youtube,,Europe/Berlin,,,
1753727685.651504,False,closedApp,youtube,,Europe/Berlin,,,
1753727734.537912,False,closedApp,youtube,,Europe/Berlin,,,
1753727883.324822,False,closedApp,youtube,,Europe/Berlin,,,
1753729964.7145119,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753730604.3192902,False,closedApp,youtube,,Europe/Berlin,,,
1753730855.4660192,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753730994.892892,False,closedApp,youtube,,Europe/Berlin,,,
1753733056.41925,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753733383.763685,False,closedApp,youtube,,Europe/Berlin,,,
1753733782.405558,False,closedApp,youtube,,Europe/Berlin,,,
1753734661.250997,False,closedApp,youtube,,Europe/Berlin,,,
1753735865.7647119,False,closedApp,youtube,,Europe/Berlin,,,
1753739491.5663009,False,closedApp,youtube,,Europe/Berlin,,,
1753742416.9700809,False,closedApp,youtube,,Europe/Berlin,,,
1753764654.5619202,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753765080.721565,False,closedApp,youtube,,Europe/Berlin,,,
1753765759.975089,False,closedApp,youtube,,Europe/Berlin,,,
1753766661.114635,False,closedApp,youtube,,Europe/Berlin,,,
1753767933.6612191,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753768404.911722,False,closedApp,youtube,,Europe/Berlin,,,
1753768613.765764,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753768890.75834,False,closedApp,youtube,,Europe/Berlin,,,
1753857888.882241,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753858012.647634,False,closedApp,youtube,,Europe/Berlin,,,
1753859074.118164,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753859149.545764,False,closedApp,youtube,,Europe/Berlin,,,
1753890824.878608,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753891101.746787,False,closedApp,youtube,,Europe/Berlin,,,
1753896618.075191,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753896667.907329,False,closedApp,youtube,,Europe/Berlin,,,
1753905639.408778,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753905846.9128551,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753908374.417217,False,closedApp,youtube,,Europe/Berlin,,,
1753937231.955411,False,closedApp,youtube,,Europe/Berlin,,,
1753948062.462376,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753948982.518643,False,closedApp,youtube,,Europe/Berlin,,,
1753951623.426487,False,closedApp,youtube,,Europe/Berlin,,,
1753951906.5023851,False,closedApp,youtube,,Europe/Berlin,,,
1753969386.057743,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753969424.3374438,False,closedApp,youtube,,Europe/Berlin,,,
1753978335.730818,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753978401.81254,False,closedApp,youtube,,Europe/Berlin,,,
1753979279.7046661,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753979402.813818,False,closedApp,youtube,,Europe/Berlin,,,
1753979601.192927,False,closedApp,youtube,,Europe/Berlin,,,
1753979658.864341,False,closedApp,youtube,,Europe/Berlin,,,
1753986471.675544,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
1753987691.87423,False,closedApp,youtube,,Europe/Berlin,,,
1753988001.497803,False,closedApp,youtube,,Europe/Berlin,,,
1753988234.1455998,False,closedApp,youtube,,Europe/Berlin,,,
1753988389.7593122,False,closedApp,youtube,,Europe/Berlin,,,
1753988742.901287,False,closedApp,youtube,,Europe/Berlin,,,
1753988839.699695,False,closedApp,youtube,,Europe/Berlin,,,
1753989062.829595,False,closedApp,youtube,,Europe/Berlin,,,
1753989240.499137,False,closedApp,youtube,,Europe/Berlin,,,
1753989539.901398,False,closedApp,youtube,,Europe/Berlin,,,
1753989570.900155,False,closedApp,youtube,,Europe/Berlin,,,
1753989767.746861,False,closedApp,youtube,,Europe/Berlin,,,
1753989898.798987,False,closedApp,youtube,,Europe/Berlin,,,
1753990117.0287151,False,closedApp,youtube,,Europe/Berlin,,,
1753992140.361685,False,openedApp,youtube,6.0,Europe/Berlin,breathingExercise,,
