interventionType,resolution,isReIntervention,purpose,timezone,interventionDuration,timestamp,app,timeIntervalUntilReIntervention
breathingExercise,dismissedAppOpening,True,,America/Bogota,6.0,1751047828.5094218,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751049532.0713902,safari,
,closedApp,False,,America/Bogota,,1751047168.116848,whastapp,
,closedApp,False,,America/Bogota,,1751047750.371272,whastapp,
,closedApp,False,,America/Bogota,,1751047829.2398028,whastapp,
,closedApp,False,,America/Bogota,,1751049071.128913,whastapp,
,closedApp,False,,America/Bogota,,1751049122.474197,whastapp,
,closedApp,False,,America/Bogota,,1751049383.238337,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751049536.4044762,safari,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751049559.9024339,safari,900.0
,closedApp,False,,America/Bogota,,1751049585.6197848,safari,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751049945.91581,safari,900.0
,closedApp,False,,America/Bogota,,1751049984.388751,safari,
,closedApp,False,,America/Bogota,,1751050479.742923,safari,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751050493.176865,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751050502.569745,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751050759.9086242,whastapp,840.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751051276.269274,whastapp,900.0
,closedApp,False,,America/Bogota,,1751051398.004897,whastapp,
,closedApp,False,,America/Bogota,,1751051566.7483702,whastapp,
,closedApp,False,,America/Bogota,,1751051581.436362,whastapp,
,closedApp,False,,America/Bogota,,1751051615.6893039,whastapp,
,closedApp,False,,America/Bogota,,1751051733.552022,whastapp,
,closedApp,False,,America/Bogota,,1751051843.548938,whastapp,
,closedApp,False,,America/Bogota,,1751051905.9328709,whastapp,
,closedApp,False,,America/Bogota,,1751051925.193253,whastapp,
,closedApp,False,,America/Bogota,,1751052325.381804,whastapp,
,closedApp,False,,America/Bogota,,1751053259.013438,whastapp,
,closedApp,False,,America/Bogota,,1751053384.559345,whastapp,
,closedApp,False,,America/Bogota,,1751053384.7390928,whastapp,
,closedApp,False,,America/Bogota,,1751053480.5905828,whastapp,
,closedApp,False,,America/Bogota,,1751053675.848903,whastapp,
,closedApp,False,,America/Bogota,,1751053920.876068,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751054729.362636,whastapp,900.0
,closedApp,False,,America/Bogota,,1751054771.405716,whastapp,
,closedApp,False,,America/Bogota,,1751054827.730976,whastapp,
,closedApp,False,,America/Bogota,,1751055202.650539,whastapp,
,closedApp,False,,America/Bogota,,1751055369.905509,whastapp,
,closedApp,False,,America/Bogota,,1751055431.130107,whastapp,
,closedApp,False,,America/Bogota,,1751055615.129322,whastapp,
,closedApp,False,,America/Bogota,,1751055730.892215,whastapp,
,closedApp,False,,America/Bogota,,1751055996.712068,whastapp,
,closedApp,False,,America/Bogota,,1751056436.698065,whastapp,
breathingExercise,dismissedAppOpening,True,,America/Bogota,6.0,1751056533.638819,whastapp,
,closedApp,False,,America/Bogota,,1751056535.5165482,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751056676.7697911,whastapp,840.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751057023.460215,whastapp,780.0
,closedApp,False,,America/Bogota,,1751057076.4189339,whastapp,
,closedApp,False,,America/Bogota,,1751057214.165523,whastapp,
,closedApp,False,,America/Bogota,,1751057346.165388,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751057458.657043,whastapp,540.0
,closedApp,False,,America/Bogota,,1751057485.1598558,whastapp,
,closedApp,False,,America/Bogota,,1751057726.604414,whastapp,
,closedApp,False,,America/Bogota,,1751057829.8404598,whastapp,
,closedApp,False,,America/Bogota,,1751058390.865941,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751058533.478654,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751058768.098483,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751058865.707483,whastapp,900.0
,closedApp,False,,America/Bogota,,1751058963.531636,whastapp,
,closedApp,False,,America/Bogota,,1751058974.128924,whastapp,
,closedApp,False,,America/Bogota,,1751059047.1646318,whastapp,
,closedApp,False,,America/Bogota,,1751059188.047317,whastapp,
,closedApp,False,,America/Bogota,,1751059669.837813,whastapp,
breathingExercise,openedApp,True,Stay In the Loop,America/Bogota,6.0,1751059859.954339,whastapp,900.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751060582.395426,whastapp,840.0
,closedApp,False,,America/Bogota,,1751059847.404165,whastapp,
,closedApp,False,,America/Bogota,,1751060044.148437,whastapp,
,closedApp,False,,America/Bogota,,1751060071.4697971,whastapp,
,closedApp,False,,America/Bogota,,1751060707.574142,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751060841.793396,whastapp,900.0
,closedApp,False,,America/Bogota,,1751060953.193688,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751060978.0693722,safari,900.0
,closedApp,False,,America/Bogota,,1751061031.632657,safari,
,closedApp,False,,America/Bogota,,1751061197.794791,whastapp,
,closedApp,False,,America/Bogota,,1751061217.038807,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751061235.624559,safari,900.0
,closedApp,False,,America/Bogota,,1751061261.017105,safari,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751061413.2636771,safari,780.0
,closedApp,False,,America/Bogota,,1751061457.843573,safari,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751061475.091391,whastapp,900.0
,closedApp,False,,America/Bogota,,1751061583.65549,whastapp,
,closedApp,False,,America/Bogota,,1751062151.045299,whastapp,
,closedApp,False,,America/Bogota,,1751062246.827736,whastapp,
,closedApp,False,,America/Bogota,,1751062455.2481031,whastapp,
breathingExercise,openedApp,True,Stay In the Loop,America/Bogota,6.0,1751062549.535071,whastapp,900.0
,closedApp,False,,America/Bogota,,1751062472.590018,whastapp,
,closedApp,False,,America/Bogota,,1751062606.828984,whastapp,
,closedApp,False,,America/Bogota,,1751062641.342791,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751063116.326779,whastapp,900.0
,closedApp,False,,America/Bogota,,1751063181.289832,whastapp,
,closedApp,False,,America/Bogota,,1751063436.7980871,whastapp,
,closedApp,False,,America/Bogota,,1751063896.604117,whastapp,
,closedApp,False,,America/Bogota,,1751064099.4195309,whastapp,
,closedApp,False,,America/Bogota,,1751064101.244297,whastapp,
,closedApp,False,,America/Bogota,,1751064348.550727,whastapp,
,closedApp,False,,America/Bogota,,1751064456.0601,whastapp,
breathingExercise,openedApp,True,Stay In the Loop,America/Bogota,6.0,1751064691.2395139,whastapp,840.0
,closedApp,False,,America/Bogota,,1751064681.397207,whastapp,
,closedApp,False,,America/Bogota,,1751064742.821626,whastapp,
,closedApp,False,,America/Bogota,,1751064869.2307549,whastapp,
,closedApp,False,,America/Bogota,,1751065016.341084,whastapp,
,closedApp,False,,America/Bogota,,1751065772.045481,whastapp,
,closedApp,False,,America/Bogota,,1751065967.830688,whastapp,
,closedApp,False,,America/Bogota,,1751066040.295895,whastapp,
,closedApp,False,,America/Bogota,,1751066250.108223,whastapp,
,closedApp,False,,America/Bogota,,1751066279.7782512,whastapp,
,closedApp,False,,America/Bogota,,1751066393.991516,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751066600.990979,whastapp,900.0
,closedApp,False,,America/Bogota,,1751066644.195373,whastapp,
,closedApp,False,,America/Bogota,,1751067008.284155,whastapp,
,closedApp,False,,America/Bogota,,1751068128.792983,whastapp,
,closedApp,False,,America/Bogota,,1751068417.586489,whastapp,
,closedApp,False,,America/Bogota,,1751068570.800791,whastapp,
,closedApp,False,,America/Bogota,,1751068690.854769,whastapp,
,closedApp,False,,America/Bogota,,1751068946.232873,whastapp,
,closedApp,False,,America/Bogota,,1751068970.658931,whastapp,
,closedApp,False,,America/Bogota,,1751069002.267067,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751069439.24372,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751069441.743521,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751069554.460709,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751070705.751711,whastapp,900.0
,closedApp,False,,America/Bogota,,1751070744.536199,whastapp,
,closedApp,False,,America/Bogota,,1751072546.3700628,whastapp,
,closedApp,False,,America/Bogota,,1751072578.8957949,whastapp,
,closedApp,False,,America/Bogota,,1751072677.1445398,whastapp,
,closedApp,False,,America/Bogota,,1751072717.852237,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751072897.180449,whastapp,840.0
,closedApp,False,,America/Bogota,,1751072956.573766,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751074732.562324,whastapp,900.0
,closedApp,False,,America/Bogota,,1751074768.53436,whastapp,
,closedApp,False,,America/Bogota,,1751074809.71732,whastapp,
,closedApp,False,,America/Bogota,,1751074987.357523,whastapp,
,closedApp,False,,America/Bogota,,1751075153.82214,whastapp,
,closedApp,False,,America/Bogota,,1751075202.417341,whastapp,
,closedApp,False,,America/Bogota,,1751075277.816444,whastapp,
,closedApp,False,,America/Bogota,,1751075381.871753,whastapp,
,closedApp,False,,America/Bogota,,1751075395.0478349,whastapp,
,closedApp,False,,America/Bogota,,1751075451.446478,whastapp,
,closedApp,False,,America/Bogota,,1751075541.05463,whastapp,
,closedApp,False,,America/Bogota,,1751075578.344784,whastapp,
,closedApp,False,,America/Bogota,,1751075637.5546699,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751075805.873873,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751076058.499968,safari,900.0
,closedApp,False,,America/Bogota,,1751076116.160887,safari,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751076854.159021,whastapp,900.0
,closedApp,False,,America/Bogota,,1751076900.813905,whastapp,
,closedApp,False,,America/Bogota,,1751077648.9564462,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751077869.839764,whastapp,720.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751080136.8932009,whastapp,900.0
,closedApp,False,,America/Bogota,,1751080197.196888,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751080733.223849,whastapp,
,closedApp,False,,America/Bogota,,1751112286.9497619,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751112527.631497,applePhotos,
,closedApp,False,,America/Bogota,,1751113004.963378,applePhotos,
,closedApp,False,,America/Bogota,,1751113173.805798,applePhotos,
,closedApp,False,,America/Bogota,,1751112502.940419,whastapp,
breathingExercise,openedApp,False,Escape / Avoid,America/Bogota,6.0,1751113226.7328691,safari,720.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751113527.200038,spotify,
,closedApp,False,,America/Bogota,,1751113496.8065429,safari,
,closedApp,False,,America/Bogota,,1751113679.4559898,spotify,
,closedApp,False,,America/Bogota,,1751114014.7996202,spotify,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751114305.3641791,spotify,
,closedApp,False,,America/Bogota,,1751114557.040811,safari,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751114847.241885,spotify,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751114991.9062529,whastapp,900.0
,closedApp,False,,America/Bogota,,1751115023.395393,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751116998.5116,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751117700.847718,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751120035.582125,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751120060.2328482,whastapp,900.0
,closedApp,False,,America/Bogota,,1751118039.51225,safari,
,closedApp,False,,America/Bogota,,1751120208.334931,whastapp,
,closedApp,False,,America/Bogota,,1751121024.626553,whastapp,
,closedApp,False,,America/Bogota,,1751121381.46173,whastapp,
,closedApp,False,,America/Bogota,,1751122031.724032,whastapp,
,closedApp,False,,America/Bogota,,1751122136.3750339,whastapp,
,closedApp,False,,America/Bogota,,1751122143.358417,whastapp,
,closedApp,False,,America/Bogota,,1751122307.058154,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751122336.198776,spotify,
,closedApp,False,,America/Bogota,,1751122449.1137261,spotify,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751122547.811377,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751122579.881353,spotify,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751122643.37275,spotify,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751122702.491311,spotify,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751122706.606697,spotify,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751122711.4840941,spotify,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751124104.8393822,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751124328.717214,whastapp,900.0
,closedApp,False,,America/Bogota,,1751124465.4973931,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751125288.450393,whastapp,900.0
,closedApp,False,,America/Bogota,,1751125478.2925901,whastapp,
,closedApp,False,,America/Bogota,,1751125775.8251848,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751127422.648337,whastapp,780.0
,closedApp,False,,America/Bogota,,1751127441.581689,whastapp,
,closedApp,False,,America/Bogota,,1751127721.534538,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751128205.395177,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751128562.46951,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751128804.169822,whastapp,900.0
,closedApp,False,,America/Bogota,,1751128840.479669,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751129170.2944012,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751129196.65797,whastapp,900.0
,closedApp,False,,America/Bogota,,1751129255.392867,whastapp,
,closedApp,False,,America/Bogota,,1751129297.070969,whastapp,
,closedApp,False,,America/Bogota,,1751129471.496891,whastapp,
,closedApp,False,,America/Bogota,,1751129527.8344522,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751129670.191756,whastapp,900.0
,closedApp,False,,America/Bogota,,1751129901.544565,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751130048.4967752,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751130197.868221,whastapp,900.0
,closedApp,False,,America/Bogota,,1751130242.662322,whastapp,
,closedApp,False,,America/Bogota,,1751130616.7930021,whastapp,
,closedApp,False,,America/Bogota,,1751130711.03912,whastapp,
,closedApp,False,,America/Bogota,,1751131315.863089,whastapp,
,closedApp,False,,America/Bogota,,1751131458.975393,whastapp,
,closedApp,False,,America/Bogota,,1751131506.269206,whastapp,
,closedApp,False,,America/Bogota,,1751132076.225141,whastapp,
,closedApp,False,,America/Bogota,,1751132105.345827,whastapp,
,closedApp,False,,America/Bogota,,1751132376.152705,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751132604.607685,whastapp,900.0
,closedApp,False,,America/Bogota,,1751132659.5619779,whastapp,
,closedApp,False,,America/Bogota,,1751133320.81804,whastapp,
,closedApp,False,,America/Bogota,,1751133352.1828542,whastapp,
,closedApp,False,,America/Bogota,,1751133531.92753,whastapp,
,closedApp,False,,America/Bogota,,1751133722.992136,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751134644.776861,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751134674.1740298,whastapp,900.0
,closedApp,False,,America/Bogota,,1751134756.857856,whastapp,
,closedApp,False,,America/Bogota,,1751134990.5339952,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751135272.856672,whastapp,900.0
,closedApp,False,,America/Bogota,,1751135346.62843,whastapp,
,closedApp,False,,America/Bogota,,1751135430.2450628,whastapp,
,closedApp,False,,America/Bogota,,1751135608.898059,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751135761.965739,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751135765.184098,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751136019.47678,whastapp,900.0
,closedApp,False,,America/Bogota,,1751136050.285913,whastapp,
,closedApp,False,,America/Bogota,,1751136093.326468,whastapp,
,closedApp,False,,America/Bogota,,1751136174.775193,whastapp,
,closedApp,False,,America/Bogota,,1751136206.892941,whastapp,
,closedApp,False,,America/Bogota,,1751136312.2903662,whastapp,
,closedApp,False,,America/Bogota,,1751136379.6939921,whastapp,
,closedApp,False,,America/Bogota,,1751136487.199337,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751138009.6620321,whastapp,
,closedApp,False,,America/Bogota,,1751138196.078186,whastapp,
,closedApp,False,,America/Bogota,,1751138545.053724,whastapp,
,closedApp,False,,America/Bogota,,1751139161.029922,whastapp,
,closedApp,False,,America/Bogota,,1751140426.114829,whastapp,
,closedApp,False,,America/Bogota,,1751140493.667588,whastapp,
,closedApp,False,,America/Bogota,,1751140579.5682569,whastapp,
,closedApp,False,,America/Bogota,,1751141264.1323528,whastapp,
,closedApp,False,,America/Bogota,,1751141347.328079,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751141940.504812,whastapp,900.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751142009.9508839,applePhotos,
,closedApp,False,,America/Bogota,,1751142267.6783051,applePhotos,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751142291.7862968,whastapp,900.0
,closedApp,False,,America/Bogota,,1751142411.867342,whastapp,
,closedApp,False,,America/Bogota,,1751142533.494419,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751142831.187794,whastapp,840.0
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751143598.026592,whastapp,
,closedApp,False,,America/Bogota,,1751142885.747061,whastapp,
,closedApp,False,,America/Bogota,,1751142939.935607,whastapp,
,closedApp,False,,America/Bogota,,1751143355.056072,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751143623.6513371,whastapp,840.0
,closedApp,False,,America/Bogota,,1751144655.632598,safari,
,closedApp,False,,America/Bogota,,1751144686.598408,safari,
,closedApp,False,,America/Bogota,,1751143705.6071591,whastapp,
,closedApp,False,,America/Bogota,,1751144031.862037,whastapp,
,closedApp,False,,America/Bogota,,1751144518.906684,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751144956.811652,safari,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751145153.264742,safari,900.0
,closedApp,False,,America/Bogota,,1751145191.017178,safari,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751145477.9459748,safari,
,closedApp,False,,America/Bogota,,1751145500.548722,safari,
,closedApp,False,,America/Bogota,,1751145605.4665189,safari,
,closedApp,False,,America/Bogota,,1751145689.7500591,safari,
,closedApp,False,,America/Bogota,,1751145726.148071,safari,
,closedApp,False,,America/Bogota,,1751145930.209964,safari,
,closedApp,False,,America/Bogota,,1751145963.593584,safari,
,closedApp,False,,America/Bogota,,1751146076.754247,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751146301.487498,safari,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751146311.755155,safari,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751148285.9731212,whastapp,900.0
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751157275.176945,whastapp,
,closedApp,False,,America/Bogota,,1751148376.524883,whastapp,
,closedApp,False,,America/Bogota,,1751149651.073238,whastapp,
,closedApp,False,,America/Bogota,,1751149813.965815,whastapp,
,closedApp,False,,America/Bogota,,1751149996.915894,whastapp,
,closedApp,False,,America/Bogota,,1751150152.453093,whastapp,
,closedApp,False,,America/Bogota,,1751150307.2782202,whastapp,
,closedApp,False,,America/Bogota,,1751150403.3259568,whastapp,
,closedApp,False,,America/Bogota,,1751150824.587743,whastapp,
,closedApp,False,,America/Bogota,,1751151081.639748,whastapp,
,closedApp,False,,America/Bogota,,1751151172.031425,whastapp,
,closedApp,False,,America/Bogota,,1751151879.593674,whastapp,
,closedApp,False,,America/Bogota,,1751151917.0573149,whastapp,
,closedApp,False,,America/Bogota,,1751152426.342835,whastapp,
,closedApp,False,,America/Bogota,,1751152437.828388,whastapp,
,closedApp,False,,America/Bogota,,1751152475.476798,whastapp,
,closedApp,False,,America/Bogota,,1751153064.586708,whastapp,
,closedApp,False,,America/Bogota,,1751153192.2149072,whastapp,
,closedApp,False,,America/Bogota,,1751153300.181308,whastapp,
,closedApp,False,,America/Bogota,,1751153357.8573399,whastapp,
,closedApp,False,,America/Bogota,,1751153553.20638,whastapp,
,closedApp,False,,America/Bogota,,1751153644.2943459,whastapp,
,closedApp,False,,America/Bogota,,1751154857.7950358,whastapp,
,closedApp,False,,America/Bogota,,1751155047.5803351,whastapp,
,closedApp,False,,America/Bogota,,1751155093.158136,whastapp,
,closedApp,False,,America/Bogota,,1751155388.830806,whastapp,
,closedApp,False,,America/Bogota,,1751155438.849021,whastapp,
,closedApp,False,,America/Bogota,,1751155556.734324,whastapp,
,closedApp,False,,America/Bogota,,1751155676.033279,whastapp,
,closedApp,False,,America/Bogota,,1751155719.0009289,whastapp,
,closedApp,False,,America/Bogota,,1751155769.031736,whastapp,
,closedApp,False,,America/Bogota,,1751155851.2135549,whastapp,
,closedApp,False,,America/Bogota,,1751155964.650485,whastapp,
,closedApp,False,,America/Bogota,,1751156069.906471,whastapp,
,closedApp,False,,America/Bogota,,1751156125.046062,whastapp,
,closedApp,False,,America/Bogota,,1751156137.6893148,whastapp,
,closedApp,False,,America/Bogota,,1751156317.042544,whastapp,
,closedApp,False,,America/Bogota,,1751156369.431251,whastapp,
,closedApp,False,,America/Bogota,,1751156736.826013,whastapp,
,closedApp,False,,America/Bogota,,1751156813.8226008,whastapp,
,closedApp,False,,America/Bogota,,1751156934.765285,whastapp,
,closedApp,False,,America/Bogota,,1751156995.111713,whastapp,
,closedApp,False,,America/Bogota,,1751156996.9935188,whastapp,
,closedApp,False,,America/Bogota,,1751157278.825416,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751158121.196315,whastapp,840.0
,closedApp,False,,America/Bogota,,1751158164.158148,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751158812.409395,whastapp,60.0
,closedApp,False,,America/Bogota,,1751158839.014035,safari,
,closedApp,False,,America/Bogota,,1751158838.543823,whastapp,
breathingExercise,openedApp,True,Stay In the Loop,America/Bogota,6.0,1751158910.071928,whastapp,900.0
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751159400.060595,whastapp,
,closedApp,False,,America/Bogota,,1751158898.427602,whastapp,
,closedApp,False,,America/Bogota,,1751159024.310646,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751159408.8737931,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751159712.0080152,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751159822.278101,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751161568.472873,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751161584.996964,whastapp,
,closedApp,False,,America/Bogota,,1751163639.581162,whastapp,
,closedApp,False,,America/Bogota,,1751163714.150435,whastapp,
,closedApp,False,,America/Bogota,,1751164027.039473,whastapp,
,closedApp,False,,America/Bogota,,1751165092.963454,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751165114.273706,spotify,
,closedApp,False,,America/Bogota,,1751165151.716089,spotify,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751165256.851227,spotify,
,closedApp,False,,America/Bogota,,1751165288.890123,spotify,
,closedApp,False,,America/Bogota,,1751166241.3857079,spotify,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751166265.674907,whastapp,900.0
,closedApp,False,,America/Bogota,,1751166337.906654,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751166554.260643,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751166585.892758,whastapp,840.0
,closedApp,False,,America/Bogota,,1751166609.065672,whastapp,
,closedApp,False,,America/Bogota,,1751166677.603821,whastapp,
,closedApp,False,,America/Bogota,,1751166737.940623,whastapp,
,closedApp,False,,America/Bogota,,1751167415.2375898,whastapp,
,closedApp,False,,America/Bogota,,1751167542.9208012,whastapp,
,closedApp,False,,America/Bogota,,1751167638.213233,whastapp,
,closedApp,False,,America/Bogota,,1751167756.571132,whastapp,
,closedApp,False,,America/Bogota,,1751168541.703896,whastapp,
,closedApp,False,,America/Bogota,,1751168579.858206,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751168605.16846,whastapp,900.0
,closedApp,False,,America/Bogota,,1751169318.481121,whastapp,
,closedApp,False,,America/Bogota,,1751169415.728572,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751169669.07506,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751169705.56053,whastapp,840.0
,closedApp,False,,America/Bogota,,1751169752.048516,whastapp,
,closedApp,False,,America/Bogota,,1751169784.8139858,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751172263.898987,whastapp,900.0
,closedApp,False,,America/Bogota,,1751172300.058516,whastapp,
,closedApp,False,,America/Bogota,,1751172507.108529,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751196661.939301,whastapp,660.0
,closedApp,False,,America/Bogota,,1751196747.192441,whastapp,
,closedApp,False,,America/Bogota,,1751201431.067599,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1751201509.1128201,applePhotos,
,closedApp,False,,America/Bogota,,1751201509.696574,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751201524.579282,applePhotos,
,closedApp,False,,America/Bogota,,1751201899.0718632,applePhotos,
,closedApp,False,,America/Bogota,,1751201943.3931031,applePhotos,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751201964.731005,whastapp,900.0
,closedApp,False,,America/Bogota,,1751202010.1966949,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751203477.984406,safari,900.0
,closedApp,False,,America/Bogota,,1751203716.261643,safari,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1751203734.635308,spotify,
