interventionType,resolution,timestamp,interventionDuration,isReIntervention,app,timezone
breathingExercise,dismissedAppOpening,1751426569.5023289,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751427576.842667,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751435129.690518,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751435167.340054,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751438050.767537,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751441638.421145,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751448166.716424,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751448414.456332,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751451095.1704469,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751451112.7263842,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751459077.1301708,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751460204.817998,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751501255.8795218,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751504750.5499082,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751510638.994586,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751516503.402217,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751516509.870034,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751516522.882262,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751530406.389452,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751530667.776392,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751537009.688086,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751539279.438696,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751539516.701501,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751544936.408843,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751545115.477268,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751546901.776159,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751546903.982685,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751586860.263113,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751598172.236126,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751603175.294252,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751609464.977498,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751609770.951213,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751612900.7350268,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751631415.6072059,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751631494.671561,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751631580.103471,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751631589.0946798,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751631624.9505072,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751631856.243022,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751631964.210475,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751632244.229315,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751632604.320637,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751632678.158052,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751632918.172754,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751635166.6336432,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751635209.279985,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751635222.074914,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751635272.0961552,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751668951.091846,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751669954.289075,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751671615.422826,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751681845.289046,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751681871.65849,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751682053.212357,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751697615.884543,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751703893.3850598,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751704052.9555569,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751705596.22563,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751706227.1080961,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751710258.411045,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751711852.642043,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751712677.788547,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751714376.9722419,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751714393.530758,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751722183.188875,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751756929.226912,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751763777.539802,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751766096.818259,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751766124.75331,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751770022.913105,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751770268.9861078,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751770561.410551,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751771103.485744,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751771849.231643,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751773287.5179992,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751775424.521357,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751775640.878855,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751776470.317426,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751776658.975585,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751777679.679096,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751778775.434056,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751778788.374587,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751779525.419946,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751781064.083143,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751781870.64523,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751782114.7558808,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751782183.775159,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751786750.857177,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751793942.865032,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751794029.585452,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751794031.03337,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751795875.634778,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751797808.625627,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751799492.853232,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751809100.991012,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751811129.1799412,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751844544.989697,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751844826.8982801,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751844929.793277,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751844932.224807,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751850517.49551,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751852064.464301,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751852885.848394,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751859337.447125,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751861137.0947928,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751862255.444168,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751862273.18955,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751862385.062895,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751864129.949223,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751873591.089637,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751881882.112437,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751883384.210829,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751916825.929043,6,False,instagram,Australia/Melbourne
breathingExercise,openedApp,1751916840.868798,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751917634.979446,6,False,instagram,Australia/Melbourne
breathingExercise,dismissedAppOpening,1751923295.07296,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1751923298.3977098,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1751923301.809061,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1751923310.718261,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1751924148.655503,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1751958901.671135,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1751958925.72892,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1751959329.326078,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1751976461.333507,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1751978166.257422,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752010640.3116689,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752060352.575893,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1752060561.384797,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752060580.077801,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1752066990.1835198,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752067040.888943,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752183629.079088,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752204984.83603,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752205561.8376122,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1752205672.704996,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1752205675.850976,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752205758.1019778,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752206484.705039,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1752215508.82051,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752215609.448051,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1752217840.550527,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1752217843.42702,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1752218690.734936,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1752218703.295824,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1752241016.798119,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752241074.789483,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1752241146.942006,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752241159.785346,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752263536.768468,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752263851.431491,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1752268989.8321052,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752269407.7956629,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752270103.183269,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752270230.218227,6,False,instagram,Australia/Sydney
breathingExercise,dismissedAppOpening,1752270439.70302,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752299877.868679,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752301710.258634,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752301786.247412,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752311232.246018,6,False,instagram,Australia/Sydney
breathingExercise,openedApp,1752327098.901229,6,False,instagram,Australia/Sydney
