resolution,app,interventionType,isReIntervention,interventionDuration,timezone,timestamp
closedApp,instagram,,False,,Europe/Bucharest,1752174868.7688131
closedApp,instagram,,False,,Europe/Bucharest,1752175160.0636868
closedApp,instagram,,False,,Europe/Bucharest,1752175275.2568579
closedApp,instagram,,False,,Europe/Bucharest,1752175369.1163979
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752175832.6846042
closedApp,instagram,,False,,Europe/Bucharest,1752175964.752809
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752176218.743598
closedApp,instagram,,False,,Europe/Bucharest,1752176246.795866
closedApp,instagram,,False,,Europe/Bucharest,1752177203.8712502
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752177571.3107991
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752177634.6118011
closedApp,instagram,,False,,Europe/Bucharest,1752177729.800541
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752178242.094199
closedApp,instagram,,False,,Europe/Bucharest,1752178294.027652
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752179957.71996
closedApp,instagram,,False,,Europe/Bucharest,1752180008.135909
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752180024.505231
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752180536.345489
closedApp,instagram,,False,,Europe/Bucharest,1752180812.016855
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752183006.875603
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752183009.2486591
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752183375.8952951
closedApp,instagram,,False,,Europe/Bucharest,1752183441.703195
closedApp,instagram,,False,,Europe/Bucharest,1752183487.895849
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752184269.167624
closedApp,instagram,,False,,Europe/Bucharest,1752184286.231292
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752186119.668243
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752186134.615394
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752186192.786745
closedApp,instagram,,False,,Europe/Bucharest,1752186239.160423
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752215140.1745791
closedApp,instagram,,False,,Europe/Bucharest,1752215161.446073
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752215234.514684
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752215395.135995
closedApp,instagram,,False,,Europe/Bucharest,1752215379.385762
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752215856.82953
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752216578.613751
closedApp,instagram,,False,,Europe/Bucharest,1752215992.283739
closedApp,instagram,,False,,Europe/Bucharest,1752216033.788738
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752220423.833869
closedApp,instagram,,False,,Europe/Bucharest,1752220647.242655
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752222309.485573
closedApp,instagram,,False,,Europe/Bucharest,1752222412.7493849
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752223705.6341
closedApp,instagram,,False,,Europe/Bucharest,1752223897.945273
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752224392.207763
closedApp,instagram,,False,,Europe/Bucharest,1752224468.9479651
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752225154.718865
closedApp,instagram,,False,,Europe/Bucharest,1752225191.135443
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752228764.940309
closedApp,instagram,,False,,Europe/Bucharest,1752228784.128442
closedApp,instagram,,False,,Europe/Bucharest,1752228888.6833758
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752228996.55564
closedApp,instagram,,False,,Europe/Bucharest,1752229096.053885
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752229210.6887
closedApp,instagram,,False,,Europe/Bucharest,1752229425.407202
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752229482.124373
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752229491.6913152
closedApp,instagram,,False,,Europe/Bucharest,1752229551.778697
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752229573.774952
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752229962.453958
closedApp,instagram,,False,,Europe/Bucharest,1752230017.731635
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752232072.564733
closedApp,instagram,,False,,Europe/Bucharest,1752232219.314259
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752232280.768517
closedApp,instagram,,False,,Europe/Bucharest,1752232472.797797
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752232488.376058
closedApp,instagram,,False,,Europe/Bucharest,1752232506.2061172
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752232597.351273
closedApp,instagram,,False,,Europe/Bucharest,1752232632.444299
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752232653.385099
closedApp,instagram,,False,,Europe/Bucharest,1752232717.1248012
closedApp,instagram,,False,,Europe/Bucharest,1752232740.586365
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752232861.424052
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752232863.747834
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752232898.144373
closedApp,instagram,,False,,Europe/Bucharest,1752232914.982051
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752233042.549758
closedApp,instagram,,False,,Europe/Bucharest,1752233101.0653958
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752233156.646854
closedApp,instagram,,False,,Europe/Bucharest,1752233404.0245929
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752233545.169657
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752233548.567528
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752233752.530809
closedApp,instagram,,False,,Europe/Bucharest,1752233870.854465
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752233895.6726298
closedApp,instagram,,False,,Europe/Bucharest,1752234637.64379
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752234667.7070332
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752235064.093904
closedApp,instagram,,False,,Europe/Bucharest,1752235023.668069
closedApp,instagram,,False,,Europe/Bucharest,1752235525.811063
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752235566.561281
closedApp,instagram,,False,,Europe/Bucharest,1752235584.252973
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752235665.4666262
closedApp,instagram,,False,,Europe/Bucharest,1752235678.5492601
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752235727.537579
closedApp,instagram,,False,,Europe/Bucharest,1752238341.399726
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752238359.291204
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752238361.1699471
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752238363.170876
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752238411.572072
closedApp,instagram,,False,,Europe/Bucharest,1752239046.0577931
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752239085.886162
closedApp,instagram,,False,,Europe/Bucharest,1752239209.0988789
closedApp,instagram,,False,,Europe/Bucharest,1752239275.9302812
closedApp,instagram,,False,,Europe/Bucharest,1752239344.26776
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752239364.323504
closedApp,instagram,,False,,Europe/Bucharest,1752240145.8967528
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752240162.8084168
closedApp,instagram,,False,,Europe/Bucharest,1752240345.4996371
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752240367.501912
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752240380.009177
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752240703.136684
closedApp,instagram,,False,,Europe/Bucharest,1752240728.1955771
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752240771.661001
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752240891.3982248
closedApp,instagram,,False,,Europe/Bucharest,1752240999.5353742
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752241178.7628589
closedApp,instagram,,False,,Europe/Bucharest,1752241211.017854
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752241227.188313
closedApp,instagram,,False,,Europe/Bucharest,1752241303.219239
closedApp,instagram,,False,,Europe/Bucharest,1752241350.330536
closedApp,instagram,,False,,Europe/Bucharest,1752241388.09025
closedApp,instagram,,False,,Europe/Bucharest,1752241438.32101
closedApp,instagram,,False,,Europe/Bucharest,1752241468.668038
closedApp,instagram,,False,,Europe/Bucharest,1752241494.53179
closedApp,instagram,,False,,Europe/Bucharest,1752241562.085496
closedApp,instagram,,False,,Europe/Bucharest,1752241767.160304
closedApp,instagram,,False,,Europe/Bucharest,1752241828.471902
closedApp,instagram,,False,,Europe/Bucharest,1752241898.228616
closedApp,instagram,,False,,Europe/Bucharest,1752241907.535746
closedApp,instagram,,False,,Europe/Bucharest,1752241919.863491
closedApp,instagram,,False,,Europe/Bucharest,1752241940.556149
closedApp,instagram,,False,,Europe/Bucharest,1752241977.487568
closedApp,instagram,,False,,Europe/Bucharest,1752242018.3577929
closedApp,instagram,,False,,Europe/Bucharest,1752242075.802887
closedApp,instagram,,False,,Europe/Bucharest,1752242120.7434769
closedApp,instagram,,False,,Europe/Bucharest,1752242157.730073
closedApp,instagram,,False,,Europe/Bucharest,1752242216.397162
closedApp,instagram,,False,,Europe/Bucharest,1752242262.659535
closedApp,instagram,,False,,Europe/Bucharest,1752242318.948149
closedApp,instagram,,False,,Europe/Bucharest,1752242558.307866
closedApp,instagram,,False,,Europe/Bucharest,1752242634.04375
closedApp,instagram,,False,,Europe/Bucharest,1752242647.586759
closedApp,instagram,,False,,Europe/Bucharest,1752242814.107599
closedApp,instagram,,False,,Europe/Bucharest,1752242872.894693
closedApp,instagram,,False,,Europe/Bucharest,1752243217.400166
closedApp,instagram,,False,,Europe/Bucharest,1752243472.575546
closedApp,instagram,,False,,Europe/Bucharest,1752243568.360357
closedApp,instagram,,False,,Europe/Bucharest,1752243778.1330261
closedApp,instagram,,False,,Europe/Bucharest,1752243829.635106
closedApp,instagram,,False,,Europe/Bucharest,1752243972.1866798
closedApp,instagram,,False,,Europe/Bucharest,1752244079.4617891
closedApp,instagram,,False,,Europe/Bucharest,1752244114.165759
closedApp,instagram,,False,,Europe/Bucharest,1752244127.0420198
closedApp,instagram,,False,,Europe/Bucharest,1752244140.494041
closedApp,instagram,,False,,Europe/Bucharest,1752244154.878837
closedApp,instagram,,False,,Europe/Bucharest,1752244246.745024
closedApp,instagram,,False,,Europe/Bucharest,1752244265.953092
closedApp,instagram,,False,,Europe/Bucharest,1752244611.571391
closedApp,instagram,,False,,Europe/Bucharest,1752244675.468817
closedApp,instagram,,False,,Europe/Bucharest,1752244749.876147
closedApp,instagram,,False,,Europe/Bucharest,1752244763.184201
closedApp,instagram,,False,,Europe/Bucharest,1752244790.162113
closedApp,instagram,,False,,Europe/Bucharest,1752245017.221303
closedApp,instagram,,False,,Europe/Bucharest,1752245063.525847
closedApp,instagram,,False,,Europe/Bucharest,1752245242.1354299
closedApp,instagram,,False,,Europe/Bucharest,1752245365.359879
closedApp,instagram,,False,,Europe/Bucharest,1752245470.024967
closedApp,instagram,,False,,Europe/Bucharest,1752245689.590224
closedApp,instagram,,False,,Europe/Bucharest,1752245782.9678469
closedApp,instagram,,False,,Europe/Bucharest,1752246000.2012591
closedApp,instagram,,False,,Europe/Bucharest,1752246183.095605
closedApp,instagram,,False,,Europe/Bucharest,1752246521.8387089
closedApp,instagram,,False,,Europe/Bucharest,1752246746.176914
closedApp,instagram,,False,,Europe/Bucharest,1752247277.647711
closedApp,instagram,,False,,Europe/Bucharest,1752247957.557817
closedApp,instagram,,False,,Europe/Bucharest,1752250494.852741
closedApp,instagram,,False,,Europe/Bucharest,1752250974.380019
closedApp,instagram,,False,,Europe/Bucharest,1752251062.885682
closedApp,instagram,,False,,Europe/Bucharest,1752251660.092959
closedApp,instagram,,False,,Europe/Bucharest,1752251718.914472
closedApp,instagram,,False,,Europe/Bucharest,1752251871.7490392
closedApp,instagram,,False,,Europe/Bucharest,1752252092.1472502
closedApp,instagram,,False,,Europe/Bucharest,1752252478.850183
closedApp,instagram,,False,,Europe/Bucharest,1752252645.05822
closedApp,instagram,,False,,Europe/Bucharest,1752252647.38242
closedApp,instagram,,False,,Europe/Bucharest,1752253204.765208
closedApp,instagram,,False,,Europe/Bucharest,1752254949.533719
closedApp,instagram,,False,,Europe/Bucharest,1752256221.4392629
closedApp,instagram,,False,,Europe/Bucharest,1752256389.706771
closedApp,instagram,,False,,Europe/Bucharest,1752256479.311008
closedApp,instagram,,False,,Europe/Bucharest,1752256534.493476
closedApp,instagram,,False,,Europe/Bucharest,1752256814.8282518
closedApp,instagram,,False,,Europe/Bucharest,1752256834.996571
closedApp,instagram,,False,,Europe/Bucharest,1752256960.327413
closedApp,instagram,,False,,Europe/Bucharest,1752257139.56829
closedApp,instagram,,False,,Europe/Bucharest,1752257164.635172
closedApp,instagram,,False,,Europe/Bucharest,1752257293.9050379
closedApp,instagram,,False,,Europe/Bucharest,1752258062.00771
closedApp,instagram,,False,,Europe/Bucharest,1752258181.101808
closedApp,instagram,,False,,Europe/Bucharest,1752258337.070951
closedApp,instagram,,False,,Europe/Bucharest,1752258449.322027
closedApp,instagram,,False,,Europe/Bucharest,1752258508.180458
closedApp,instagram,,False,,Europe/Bucharest,1752259694.877701
closedApp,instagram,,False,,Europe/Bucharest,1752259809.303084
closedApp,instagram,,False,,Europe/Bucharest,1752259886.7777982
closedApp,instagram,,False,,Europe/Bucharest,1752260087.959628
closedApp,instagram,,False,,Europe/Bucharest,1752260130.229356
closedApp,instagram,,False,,Europe/Bucharest,1752260298.627341
closedApp,instagram,,False,,Europe/Bucharest,1752260649.549268
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752260659.097184
closedApp,instagram,,False,,Europe/Bucharest,1752264192.894126
closedApp,instagram,,False,,Europe/Bucharest,1752264214.3760161
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752264331.706349
closedApp,instagram,,False,,Europe/Bucharest,1752264409.801589
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752264573.325968
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752265443.67416
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752265989.699871
closedApp,instagram,,False,,Europe/Bucharest,1752266115.330625
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752266159.861671
closedApp,instagram,,False,,Europe/Bucharest,1752266552.581623
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752266643.186259
closedApp,instagram,,False,,Europe/Bucharest,1752266926.828428
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752266940.937914
closedApp,instagram,,False,,Europe/Bucharest,1752267222.140661
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752267555.8499541
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752267564.124429
closedApp,instagram,,False,,Europe/Bucharest,1752267669.288124
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752267723.333497
closedApp,instagram,,False,,Europe/Bucharest,1752267779.403378
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752267822.9881139
closedApp,instagram,,False,,Europe/Bucharest,1752268168.674021
closedApp,instagram,,False,,Europe/Bucharest,1752268175.988693
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752268239.658174
closedApp,instagram,,False,,Europe/Bucharest,1752268296.402154
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752268308.516512
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752268418.5735369
closedApp,instagram,,False,,Europe/Bucharest,1752268567.37882
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752269514.722538
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752269531.335609
closedApp,instagram,,False,,Europe/Bucharest,1752270026.613603
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752270044.086539
closedApp,instagram,,False,,Europe/Bucharest,1752270102.23984
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752270173.1491299
closedApp,instagram,,False,,Europe/Bucharest,1752270263.383713
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752270393.750873
closedApp,instagram,,False,,Europe/Bucharest,1752270416.155184
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752270428.0465078
closedApp,instagram,,False,,Europe/Bucharest,1752270441.0403008
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752270500.145691
closedApp,instagram,,False,,Europe/Bucharest,1752270523.4500751
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752270606.78932
closedApp,instagram,,False,,Europe/Bucharest,1752270709.197997
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752270760.719995
closedApp,instagram,,False,,Europe/Bucharest,1752270781.657346
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752270840.533678
closedApp,instagram,,False,,Europe/Bucharest,1752270916.550534
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752270976.119134
closedApp,instagram,,False,,Europe/Bucharest,1752271016.6805701
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752271851.281647
closedApp,instagram,,False,,Europe/Bucharest,1752271982.66714
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752296577.804765
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752297731.09651
closedApp,instagram,,False,,Europe/Bucharest,1752297746.2114902
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752297977.3384662
closedApp,instagram,,False,,Europe/Bucharest,1752298073.089175
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752298594.1129022
closedApp,instagram,,False,,Europe/Bucharest,1752298669.948964
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752299067.143262
closedApp,instagram,,False,,Europe/Bucharest,1752299088.755355
closedApp,instagram,,False,,Europe/Bucharest,1752299255.593332
closedApp,instagram,,False,,Europe/Bucharest,1752299259.111397
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752299392.5928369
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752303061.2925549
closedApp,instagram,,False,,Europe/Bucharest,1752303189.140547
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752303206.2717361
closedApp,instagram,,False,,Europe/Bucharest,1752303268.445191
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752303343.920327
closedApp,instagram,,False,,Europe/Bucharest,1752303366.584475
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752304530.897507
closedApp,instagram,,False,,Europe/Bucharest,1752304658.7061071
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752305351.457502
closedApp,instagram,,False,,Europe/Bucharest,1752305736.498413
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752305835.219172
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752305838.8656092
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752305858.773367
closedApp,instagram,,False,,Europe/Bucharest,1752305997.294646
closedApp,instagram,,False,,Europe/Bucharest,1752306013.082468
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752307126.038981
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752308796.25122
closedApp,instagram,,False,,Europe/Bucharest,1752308828.7817922
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752311274.97901
closedApp,instagram,,False,,Europe/Bucharest,1752311592.809617
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752311643.104485
closedApp,instagram,,False,,Europe/Bucharest,1752311740.470506
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752311794.6387892
closedApp,instagram,,False,,Europe/Bucharest,1752311807.447935
closedApp,instagram,,False,,Europe/Bucharest,1752311839.283608
closedApp,instagram,,False,,Europe/Bucharest,1752311961.944077
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752312033.9248009
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752313101.685637
closedApp,instagram,,False,,Europe/Bucharest,1752314136.562139
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752314745.179346
closedApp,instagram,,False,,Europe/Bucharest,1752314963.335185
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752316519.062825
closedApp,instagram,,False,,Europe/Bucharest,1752316606.1405191
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752317378.513711
closedApp,instagram,,False,,Europe/Bucharest,1752317425.158474
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752317751.356497
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752318185.132216
closedApp,instagram,,False,,Europe/Bucharest,1752318647.481931
closedApp,instagram,,False,,Europe/Bucharest,1752318665.6368198
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752319607.605977
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752319611.164565
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752319897.165282
closedApp,instagram,,False,,Europe/Bucharest,1752320060.058234
closedApp,instagram,,False,,Europe/Bucharest,1752320192.17807
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752322951.298841
closedApp,instagram,,False,,Europe/Bucharest,1752323035.7563748
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752325402.855712
closedApp,instagram,,False,,Europe/Bucharest,1752325548.917056
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752326600.120336
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752326765.558165
closedApp,instagram,,False,,Europe/Bucharest,1752326799.34169
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752326814.128756
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752329906.8313599
closedApp,instagram,,False,,Europe/Bucharest,1752330182.915504
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752332459.907177
closedApp,instagram,,False,,Europe/Bucharest,1752332538.917429
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752333689.1871362
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752333700.39587
closedApp,instagram,,False,,Europe/Bucharest,1752333986.131225
closedApp,instagram,,False,,Europe/Bucharest,1752334145.21086
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752336106.441639
closedApp,instagram,,False,,Europe/Bucharest,1752336257.1468081
closedApp,instagram,,False,,Europe/Bucharest,1752336357.695909
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752337905.623905
closedApp,instagram,,False,,Europe/Bucharest,1752337929.06702
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752339649.7317538
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752340422.176162
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752340434.144359
closedApp,instagram,,False,,Europe/Bucharest,1752340475.462709
closedApp,instagram,,False,,Europe/Bucharest,1752341188.787411
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752341847.722132
closedApp,instagram,,False,,Europe/Bucharest,1752341865.510016
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752342022.4597359
closedApp,instagram,,False,,Europe/Bucharest,1752342036.059533
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752342298.984322
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752343586.0415602
closedApp,instagram,,False,,Europe/Bucharest,1752343679.399024
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752344433.4840388
closedApp,instagram,,False,,Europe/Bucharest,1752344566.395325
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752345180.90879
closedApp,instagram,,False,,Europe/Bucharest,1752345200.636797
closedApp,instagram,,False,,Europe/Bucharest,1752345221.930517
closedApp,instagram,,False,,Europe/Bucharest,1752345284.262322
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752345629.890603
closedApp,instagram,,False,,Europe/Bucharest,1752345700.615233
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752347266.5419621
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752347550.268299
closedApp,instagram,,False,,Europe/Bucharest,1752347306.21755
closedApp,instagram,,False,,Europe/Bucharest,1752347336.515759
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752348015.985139
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752348850.831346
closedApp,instagram,,False,,Europe/Bucharest,1752349066.926888
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752349089.511081
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752349404.519202
closedApp,instagram,,False,,Europe/Bucharest,1752349419.3257709
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752349429.908908
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752350341.205601
closedApp,instagram,,False,,Europe/Bucharest,1752350413.7509918
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752351640.4343119
closedApp,instagram,,False,,Europe/Bucharest,1752351852.93978
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752353358.6758928
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752353380.445729
closedApp,instagram,,False,,Europe/Bucharest,1752353405.996892
closedApp,instagram,,False,,Europe/Bucharest,1752355339.4295158
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752358010.061298
closedApp,instagram,,False,,Europe/Bucharest,1752358203.26712
closedApp,instagram,,False,,Europe/Bucharest,1752358213.402094
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752359076.113975
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752359252.4586349
closedApp,instagram,,False,,Europe/Bucharest,1752359148.1427941
closedApp,instagram,,False,,Europe/Bucharest,1752359342.940042
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752360173.559363
closedApp,instagram,,False,,Europe/Bucharest,1752360286.555254
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752360429.334697
closedApp,instagram,,False,,Europe/Bucharest,1752360487.1069279
closedApp,instagram,,False,,Europe/Bucharest,1752363810.19142
closedApp,instagram,,False,,Europe/Bucharest,1752363822.16918
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752363907.757244
dismissedAppOpening,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752364039.717499
openedApp,instagram,breathingExercise,False,3.0,Europe/Bucharest,1752364078.94775
closedApp,instagram,,False,,Europe/Bucharest,1752364092.332964
