resolution,interventionDuration,timestamp,interventionType,timezone,isReIntervention,app,purpose,timeIntervalUntilReIntervention,terminationReason
closedApp,,1749304976.52303,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749305816.135627,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749305827.576282,donatusStudy,Asia/Kolkata,0.0,youtube,Escape / Avoid,,
openedApp,3.0,1749307548.405817,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749308292.211988,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749308324.6693811,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749308408.753083,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749308412.797117,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749308469.041233,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749308701.893268,donatusStudy,Asia/Kolkata,0.0,instagram,Stalk crush,540.0,
closedApp,,1749308892.319751,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749308894.8749719,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749308918.0259519,donatusStudy,Asia/Kolkata,0.0,instagram,Stay In the Loop,,
openedApp,3.0,1749309299.47196,donatusStudy,Asia/Kolkata,1.0,instagram,Relax,1800.0,
closedApp,,1749309291.177693,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749309358.764978,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749309577.2681022,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749309764.601062,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,1800.0,
closedApp,,1749309827.090158,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749309942.221972,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749310010.137957,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749310897.0063748,donatusStudy,Asia/Kolkata,0.0,instagram,Search Info,1800.0,
closedApp,,1749310955.954581,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749311242.0055819,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749311679.886639,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749312001.0571089,donatusStudy,Asia/Kolkata,0.0,instagram,Check likes,1740.0,
closedApp,,1749312054.265356,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749312219.81866,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749312446.855874,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,1800.0,
closedApp,,1749312487.854409,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749312892.3900871,donatusStudy,Asia/Kolkata,0.0,instagram,Stalk crush,600.0,
closedApp,,1749312914.307503,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749313000.442004,donatusStudy,Asia/Kolkata,0.0,youtube,Bored,,
closedApp,,1749313084.603109,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749313187.6808882,donatusStudy,Asia/Kolkata,0.0,instagram,Can’t sleep,480.0,
dismissedAppOpening,3.0,1749313556.428392,donatusStudy,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749313216.829011,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749313299.8430638,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749313414.7258868,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749313843.458817,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749313896.1909099,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,1800.0,
closedApp,,1749313937.42889,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749313962.464148,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749314070.398643,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,1800.0,
dismissedAppOpening,3.0,1749314145.004335,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749314158.344779,donatusStudy,Asia/Kolkata,0.0,youtube,Search Info,,
dismissedAppOpening,3.0,1749314244.846057,donatusStudy,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749314241.929741,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749314973.646236,donatusStudy,Asia/Kolkata,0.0,instagram,Check likes,1800.0,
dismissedAppOpening,3.0,1749315091.077728,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749315153.9158769,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749315157.590919,donatusStudy,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749315173.44822,donatusStudy,Asia/Kolkata,0.0,instagram,Search Info,1800.0,
closedApp,,1749315448.1903682,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749315643.241823,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,1800.0,
closedApp,,1749315786.873857,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749315810.821796,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749315820.72244,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,,
closedApp,,1749315968.740701,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749316202.576271,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749316233.345772,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749317324.582625,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749317350.59853,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749317689.495614,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749317764.030956,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749340117.639354,donatusStudy,Asia/Kolkata,0.0,instagram,Search Info,1800.0,
closedApp,,1749340137.772781,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749340297.478817,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749343252.904951,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749343731.914627,donatusStudy,Asia/Kolkata,0.0,instagram,Stay In the Loop,1800.0,
closedApp,,1749343799.058298,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749344183.9809341,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749344473.417151,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749344484.164108,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,,
closedApp,,1749344542.521539,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749344622.229642,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749346363.871489,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749347738.187055,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,60.0,
closedApp,,1749347809.397574,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749347821.536508,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,60.0,
closedApp,,1749347889.454749,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749347902.646617,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,60.0,
closedApp,,1749347951.412132,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749349725.9156408,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749354628.175142,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749354644.047708,donatusStudy,Asia/Kolkata,0.0,instagram,Entertainment,,
dismissedAppOpening,3.0,1749354942.150908,donatusStudy,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749354689.588476,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749355757.383975,donatusStudy,Asia/Kolkata,0.0,youtube,Escape / Avoid,,
closedApp,,1749356651.7905412,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749357136.7611032,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749357157.252042,donatusStudy,Asia/Kolkata,0.0,instagram,Relax,1800.0,
closedApp,,1749357729.0021791,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749357782.1179461,donatusStudy,Asia/Kolkata,0.0,youtube,Relax,,
closedApp,,1749358008.273799,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749358823.698031,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749359826.030103,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,60.0,
closedApp,,1749359911.4598742,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749361007.426353,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749361117.879077,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749361384.416813,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749361717.190876,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749361944.184476,donatusStudy,Asia/Kolkata,0.0,instagram,Stalk crush,1800.0,
closedApp,,1749362383.614608,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749362409.14357,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749362798.1349502,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749363301.568728,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,300.0,
closedApp,,1749363432.6170921,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749363566.7338371,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749364094.4962559,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749364320.6068978,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749364677.173367,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749365286.436511,donatusStudy,Asia/Kolkata,0.0,instagram,Check likes,480.0,
closedApp,,1749365355.656008,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749365841.534347,donatusStudy,Asia/Kolkata,0.0,instagram,Stalk crush,1800.0,
closedApp,,1749365996.8746881,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749367860.276607,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,480.0,
closedApp,,1749367943.748938,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749368022.600809,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749368835.879066,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749368927.971795,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,1800.0,
closedApp,,1749368952.739939,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749370628.933768,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
openedApp,3.0,1749370641.280992,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,,
closedApp,,1749370718.355681,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749370752.227174,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749371097.184641,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749371329.240279,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749371423.8418322,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749371503.166745,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749371576.642976,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749371968.375248,donatusStudy,Asia/Kolkata,0.0,instagram,Can’t sleep,1800.0,
closedApp,,1749372002.2060208,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749372063.9451551,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749372198.8982391,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749372290.780436,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749372309.443015,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749372645.842171,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749373025.383915,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749373170.176604,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749374238.414552,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,1800.0,
closedApp,,1749374331.221737,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749374433.205875,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749375306.45895,donatusStudy,Asia/Kolkata,0.0,instagram,Check likes,180.0,
closedApp,,1749375403.9412289,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749375408.0671182,donatusStudy,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749375600.3841639,donatusStudy,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749375613.829338,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749375698.430728,donatusStudy,Asia/Kolkata,0.0,instagram,Relax,240.0,
closedApp,,1749375920.585239,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749376126.6950932,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,1800.0,
closedApp,,1749376325.959015,,Asia/Kolkata,0.0,instagram,,,
openedApp,,1749376264.92103,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749376324.92103,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,,1749376324.92103,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749377911.261174,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,600.0,
openedApp,3.0,1749377925.494035,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,,
closedApp,,1749377985.902207,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749379716.096497,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749380696.8980222,donatusStudy,Asia/Kolkata,0.0,instagram,Message,360.0,
closedApp,,1749380787.015541,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749380961.858619,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,480.0,
dismissedAppOpening,3.0,1749381036.536923,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749384439.3189158,donatusStudy,Asia/Kolkata,0.0,instagram,Entertainment,240.0,
closedApp,,1749384494.382963,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749384803.6063728,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749385017.023964,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,360.0,
closedApp,,1749385045.300116,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749385051.899966,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749386220.851249,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,1800.0,
closedApp,,1749386355.547643,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749387059.884053,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749387081.501862,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,,
closedApp,,1749388094.770534,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749388570.38246,donatusStudy,Asia/Kolkata,0.0,instagram,Search Info,1800.0,
closedApp,,1749388583.8058991,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749389181.6265101,donatusStudy,Asia/Kolkata,0.0,instagram,Entertainment,1800.0,
closedApp,,1749389249.623061,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749389490.034284,donatusStudy,Asia/Kolkata,0.0,instagram,Check likes,480.0,
closedApp,,1749389504.5266829,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749389651.4636059,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749389776.06735,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749390548.495195,donatusStudy,Asia/Kolkata,0.0,instagram,Stalk crush,1800.0,
closedApp,,1749390631.4268951,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749390673.2259932,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749392106.7020679,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749392750.802535,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749393506.579194,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,1800.0,
openedApp,3.0,1749393521.445602,donatusStudy,Asia/Kolkata,0.0,instagram,Check likes,,
closedApp,,1749393717.525054,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749415551.5800328,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749427700.581913,donatusStudy,Asia/Kolkata,0.0,instagram,Check likes,1800.0,
openedApp,3.0,1749427715.39764,donatusStudy,Asia/Kolkata,0.0,instagram,Message,,
closedApp,,1749428146.0460238,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749428461.2590451,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749428587.987218,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749428862.4439368,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749428940.1238298,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749428992.213434,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,420.0,
closedApp,,1749429071.978122,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749429307.0879169,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749429423.446099,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,360.0,
closedApp,,1749429502.619262,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749429544.870813,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749429619.51704,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749429812.836155,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749429824.779788,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749431742.5783858,donatusStudy,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749434724.173732,donatusStudy,Asia/Kolkata,0.0,youtube,Escape / Avoid,,
dismissedAppOpening,3.0,1749435481.226912,donatusStudy,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749435278.105047,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749435497.5369291,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,1800.0,
closedApp,,1749435583.725778,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749435726.4393659,donatusStudy,Asia/Kolkata,0.0,instagram,Toilet,1800.0,
closedApp,,1749435769.688211,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749435879.588006,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749436097.406351,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749436167.744606,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749436459.0899959,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749436593.5619578,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749437004.666275,donatusStudy,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749440283.791429,donatusStudy,Asia/Kolkata,0.0,instagram,Search Info,480.0,
closedApp,,1749440397.974329,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749446693.9998,donatusStudy,Asia/Kolkata,0.0,instagram,Message,480.0,
openedApp,3.0,1749446709.5038462,donatusStudy,Asia/Kolkata,0.0,instagram,Message,,
closedApp,,1749447076.240453,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749456301.773108,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
openedApp,3.0,1749456314.303619,donatusStudy,Asia/Kolkata,0.0,instagram,Message,,
closedApp,,1749456479.2207909,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749456834.0851579,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749456879.858376,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749457393.3627949,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749457505.3056688,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749457595.031269,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,240.0,
closedApp,,1749457733.07334,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749458433.1482081,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749459026.561147,donatusStudy,Asia/Kolkata,0.0,instagram,Message,660.0,
closedApp,,1749459059.7763882,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749459345.130622,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749460056.7566772,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749460389.264967,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749460425.588883,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749462859.179294,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749462941.9654222,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749467420.716397,donatusStudy,Asia/Kolkata,0.0,youtube,Toilet,,
closedApp,,1749467461.7556849,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749470317.0757,donatusStudy,Asia/Kolkata,0.0,youtube,Post something,,
closedApp,,1749470359.486748,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749470667.704238,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749470787.2705789,donatusStudy,Asia/Kolkata,0.0,instagram,Toilet,1800.0,
closedApp,,1749470810.9098701,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749470930.268173,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749471564.137484,donatusStudy,Asia/Kolkata,0.0,youtube,Message,,
closedApp,,1749471634.184681,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749471733.2871962,,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749471736.671525,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749471748.545588,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749472010.094102,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749472054.3697538,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749472128.172892,donatusStudy,Asia/Kolkata,0.0,instagram,Toilet,1800.0,
closedApp,,1749472140.778133,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749472164.6836739,donatusStudy,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749472199.720644,donatusStudy,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749472202.7921948,donatusStudy,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749472251.3349252,donatusStudy,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749472989.7669291,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
openedApp,3.0,1749473001.857152,donatusStudy,Asia/Kolkata,0.0,instagram,Relax,,
closedApp,,1749473213.7711291,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749473538.7220001,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749476459.140172,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749478059.291617,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749479015.915865,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749479188.146512,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749480423.1717548,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749480536.860063,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
dismissedAppOpening,3.0,1749480925.908242,donatusStudy,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749480680.954064,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749481726.584886,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749481765.152132,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749482238.148658,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749482488.9050488,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749482601.453676,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749482654.54338,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749483096.014586,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749483133.635977,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749483254.460073,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749483365.219016,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749483370.03507,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749483802.608365,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749484276.6038651,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749484364.898662,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749484454.572067,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749484482.7471728,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749484633.442908,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749485249.204921,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749485266.143721,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749485277.2533278,donatusStudy,Asia/Kolkata,0.0,instagram,Message,,
dismissedAppOpening,3.0,1749485277.653058,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749485498.930481,donatusStudy,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749485316.2109752,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749485515.387862,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749485537.463459,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749486100.346387,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749486166.383692,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749486253.208565,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749486569.633203,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749486978.1681828,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749487297.4341002,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749487748.614861,donatusStudy,Asia/Kolkata,0.0,instagram,Relax,1800.0,
closedApp,,1749488057.598154,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749488060.228734,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749488077.306054,donatusStudy,Asia/Kolkata,0.0,instagram,Toilet,,
closedApp,,1749488151.950027,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749488208.908567,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749488296.336709,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749489078.117526,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749489583.8417392,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749489720.5429978,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749489731.15429,donatusStudy,Asia/Kolkata,1.0,instagram,Stalk crush,1800.0,
closedApp,,1749489875.630383,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749489975.2827802,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749490092.144551,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749490102.24923,donatusStudy,Asia/Kolkata,0.0,instagram,Message,,
closedApp,,1749490204.536161,,Asia/Kolkata,0.0,instagram,,,
