resolution,interventionDuration,timestamp,interventionType,timezone,isReIntervention,app,purpose,timeIntervalUntilReIntervention,terminationReason
openedApp,3.0,1749178114.885188,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,480.0,
closedApp,,1749178198.735378,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749178296.850728,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749178480.848582,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749178567.2228498,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749178786.48789,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749178858.3048182,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749178924.221012,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749179092.847711,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749179113.065505,donatusStudy,Asia/Kolkata,0.0,instagram,Relax,480.0,
closedApp,,1749179248.1847692,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749179453.486045,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,60.0,
closedApp,,1749179519.300425,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749179528.7701359,donatusStudy,Asia/Kolkata,1.0,instagram,Can’t sleep,240.0,
closedApp,,1749179565.98015,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749179731.168315,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749179957.696526,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,240.0,
closedApp,,1749180207.797007,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749180219.154189,donatusStudy,Asia/Kolkata,1.0,instagram,Message,1800.0,
closedApp,,1749180242.0792441,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749180742.5519428,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749180790.4319072,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749181196.8193169,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,1800.0,
dismissedAppOpening,3.0,1749184778.356546,donatusStudy,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749181253.2454162,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749181272.690772,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749184793.89682,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749184811.630756,donatusStudy,Asia/Kolkata,0.0,instagram,Stay In the Loop,240.0,
closedApp,,1749184864.85856,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749185985.327255,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749185999.8881068,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,,
closedApp,,1749186062.6514611,,Asia/Kolkata,0.0,instagram,,,
openedApp,,1749186001.877997,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749186061.877997,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,,1749186061.877997,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749186845.794063,donatusStudy,Asia/Kolkata,0.0,instagram,Check likes,,
closedApp,,1749186907.380151,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749186919.4263911,donatusStudy,Asia/Kolkata,1.0,instagram,Toilet,240.0,
closedApp,,1749186939.304058,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749186949.5743852,donatusStudy,Asia/Kolkata,0.0,instagram,Toilet,,
closedApp,,1749187048.342891,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749187329.721161,donatusStudy,Asia/Kolkata,0.0,instagram,Stay In the Loop,60.0,
closedApp,,1749187353.605389,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749187499.347028,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749190055.38395,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,240.0,
closedApp,,1749190230.562444,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749190440.3604,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749191778.4970698,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749191881.897783,donatusStudy,Asia/Kolkata,0.0,instagram,Search Info,1800.0,
openedApp,3.0,1749191894.773895,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,,
closedApp,,1749192026.98554,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749193577.468755,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749194037.517751,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,1800.0,
dismissedAppOpening,3.0,1749194704.419708,donatusStudy,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749194124.46972,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749196220.901185,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,240.0,
closedApp,,1749196456.4547791,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749197981.673264,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,1800.0,
closedApp,,1749198019.033752,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749198042.787504,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749198444.118684,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,60.0,
closedApp,,1749198480.7950912,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749198512.582901,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749198682.512857,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749198860.195973,donatusStudy,Asia/Kolkata,0.0,instagram,Message,60.0,
closedApp,,1749198901.4191442,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749199118.818825,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749199794.050709,donatusStudy,Asia/Kolkata,0.0,instagram,Message,60.0,
closedApp,,1749199857.858365,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749199887.450146,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749200574.210648,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,360.0,
closedApp,,1749200671.546855,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749200932.8197808,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749202679.6817222,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749202758.567247,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749202765.292358,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749203097.436242,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749203432.6564898,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749203652.064338,donatusStudy,Asia/Kolkata,0.0,instagram,Search Info,60.0,
closedApp,,1749203666.674943,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749203715.87326,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749204159.6910238,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749204180.0761418,donatusStudy,Asia/Kolkata,0.0,instagram,Message,60.0,
closedApp,,1749204214.943321,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749204285.262906,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749204408.334262,donatusStudy,Asia/Kolkata,0.0,instagram,Check likes,60.0,
closedApp,,1749204475.952323,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749205116.641443,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749205128.394613,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,60.0,
closedApp,,1749205194.625626,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749205219.057735,donatusStudy,Asia/Kolkata,0.0,instagram,Search Info,1800.0,
closedApp,,1749205277.392678,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749205562.243197,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749207137.820813,donatusStudy,Asia/Kolkata,0.0,instagram,Relax,480.0,
closedApp,,1749207176.238888,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749207234.808677,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749208378.393534,donatusStudy,Asia/Kolkata,0.0,instagram,Stalk crush,60.0,
closedApp,,1749208401.017047,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749210033.723321,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749211183.1075659,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,480.0,
closedApp,,1749211270.864728,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749211596.424859,donatusStudy,Asia/Kolkata,0.0,instagram,Search Info,1800.0,
closedApp,,1749211626.238565,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749211822.6507668,donatusStudy,Asia/Kolkata,0.0,instagram,Toilet,1080.0,
closedApp,,1749211923.559619,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749212159.642792,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749212228.132533,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749212504.809185,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749212547.024183,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749212665.623491,donatusStudy,Asia/Kolkata,0.0,instagram,Relax,1800.0,
closedApp,,1749212750.043198,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749215408.450779,donatusStudy,Asia/Kolkata,0.0,instagram,Toilet,360.0,
closedApp,,1749215438.536049,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749215791.412106,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749215970.430983,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749215983.3159661,donatusStudy,Asia/Kolkata,0.0,instagram,Relax,,
closedApp,,1749216057.38042,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749220686.2764049,donatusStudy,Asia/Kolkata,0.0,youtube,Check likes,,
closedApp,,1749220709.010319,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749220725.324044,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
openedApp,3.0,1749220739.000433,donatusStudy,Asia/Kolkata,0.0,instagram,Stay In the Loop,,
closedApp,,1749220823.1880589,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749220928.194386,donatusStudy,Asia/Kolkata,0.0,instagram,Stay In the Loop,1800.0,
closedApp,,1749220990.1061149,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749221117.912365,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749221579.80253,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749221599.7569818,donatusStudy,Asia/Kolkata,0.0,instagram,Entertainment,1800.0,
closedApp,,1749221633.770492,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749221636.187367,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749221943.499291,donatusStudy,Asia/Kolkata,0.0,instagram,Check likes,1800.0,
closedApp,,1749221961.37649,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749221965.596175,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749222498.9176168,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749222948.793519,donatusStudy,Asia/Kolkata,0.0,instagram,Relax,1800.0,
closedApp,,1749222963.049561,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749223538.3969479,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749223541.2258801,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749223639.783163,donatusStudy,Asia/Kolkata,0.0,instagram,Stay In the Loop,1800.0,
closedApp,,1749223694.277092,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749224171.362729,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749224190.2067971,donatusStudy,Asia/Kolkata,0.0,instagram,Can’t sleep,1800.0,
closedApp,,1749224218.246008,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749224283.549858,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749224361.145622,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749224576.702188,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749224584.008951,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749224673.341535,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749224706.3313951,donatusStudy,Asia/Kolkata,0.0,instagram,Message,1800.0,
closedApp,,1749224725.8576288,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749224810.127147,donatusStudy,Asia/Kolkata,0.0,instagram,Relax,1800.0,
closedApp,,1749224857.043426,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749224988.348775,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
openedApp,,1749224933.945675,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749224993.945675,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,,1749224993.9456758,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749225539.432572,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,1800.0,
openedApp,3.0,1749225559.332027,donatusStudy,Asia/Kolkata,0.0,instagram,Stay In the Loop,,
closedApp,,1749225631.712918,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749225637.1787329,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749225758.168662,donatusStudy,Asia/Kolkata,0.0,instagram,Toilet,60.0,
closedApp,,1749225816.84371,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749225825.5912762,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749226130.490474,donatusStudy,Asia/Kolkata,0.0,instagram,Entertainment,60.0,
closedApp,,1749226163.143692,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749226168.143599,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749226347.9276152,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,60.0,
openedApp,3.0,1749227666.2884521,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,60.0,
closedApp,,1749226376.524311,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749226406.5475001,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749227684.306301,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749227723.859396,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749228675.709886,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749228704.939046,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749228778.02987,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749228856.973942,donatusStudy,Asia/Kolkata,0.0,instagram,Search Info,780.0,
closedApp,,1749228936.1811619,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749229056.96227,donatusStudy,Asia/Kolkata,0.0,instagram,Can’t sleep,1800.0,
closedApp,,1749229159.9229589,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749229192.009273,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749229942.839147,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,1800.0,
closedApp,,1749230268.816379,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749230287.153277,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749230313.881531,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749230316.921083,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749230389.5420442,donatusStudy,Asia/Kolkata,0.0,instagram,Entertainment,1800.0,
closedApp,,1749230695.44346,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749230726.3308039,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749230799.800959,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749230905.488102,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749231005.228168,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749252727.45273,donatusStudy,Asia/Kolkata,0.0,instagram,Search Info,1800.0,
closedApp,,1749252748.655055,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749252789.8530788,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749253018.395462,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749253082.830164,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749253361.644055,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749253432.767756,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749254579.10727,donatusStudy,Asia/Kolkata,0.0,instagram,Stay In the Loop,1800.0,
closedApp,,1749254622.2061272,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749254761.787294,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749254790.600215,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749254892.366582,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749255357.452591,donatusStudy,Asia/Kolkata,0.0,instagram,Stalk crush,1800.0,
closedApp,,1749255384.110554,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749255413.994604,donatusStudy,Asia/Kolkata,0.0,youtube,Stay In the Loop,,
closedApp,,1749255476.717716,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749255542.1885529,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749255592.875229,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749255735.3833718,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749256012.741921,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749256027.6622338,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749256309.282558,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749256970.381917,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749256990.757566,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749257065.50429,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749257383.476081,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749257521.831353,donatusStudy,Asia/Kolkata,0.0,youtube,Can’t sleep,,
closedApp,,1749257570.247614,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749257602.45401,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749257618.6542768,,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749260250.269069,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749260278.82129,donatusStudy,Asia/Kolkata,0.0,instagram,Stalk crush,840.0,
openedApp,3.0,1749260291.702338,donatusStudy,Asia/Kolkata,0.0,instagram,Stay In the Loop,,
dismissedAppOpening,3.0,1749260987.604944,donatusStudy,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749260830.8586922,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749260985.817112,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749261158.2654471,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749261203.491626,donatusStudy,Asia/Kolkata,0.0,instagram,Bored,1800.0,
openedApp,3.0,1749261216.205595,donatusStudy,Asia/Kolkata,0.0,instagram,Check likes,,
closedApp,,1749261245.4183621,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749262828.951847,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,300.0,
dismissedAppOpening,3.0,1749262829.161006,donatusStudy,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749262893.278012,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749262975.63032,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749262987.673328,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749262997.982657,donatusStudy,Asia/Kolkata,0.0,youtube,Post something,,
closedApp,,1749264366.933111,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749264517.116905,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749264555.675335,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749264558.2274609,donatusStudy,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749264580.2872229,donatusStudy,Asia/Kolkata,0.0,youtube,,,
closedApp,,1749264624.32941,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749264890.962405,donatusStudy,Asia/Kolkata,0.0,youtube,Toilet,,
closedApp,,1749264965.037781,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749266011.900058,donatusStudy,Asia/Kolkata,0.0,youtube,Can’t sleep,,
closedApp,,1749267536.856357,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749267628.968488,donatusStudy,Asia/Kolkata,0.0,youtube,Bored,,
openedApp,3.0,1749269868.563768,donatusStudy,Asia/Kolkata,0.0,youtube,Relax,,
closedApp,,1749271180.7157621,,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749277773.686456,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749277849.97107,donatusStudy,Asia/Kolkata,0.0,instagram,Check likes,1800.0,
closedApp,,1749277961.234395,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749278307.081677,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749278356.2972999,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749281688.834903,donatusStudy,Asia/Kolkata,0.0,instagram,Can’t sleep,480.0,
closedApp,,1749281762.435392,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749281811.883387,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749282023.677724,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749282323.501287,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749282427.8381739,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749282978.621552,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749283635.850254,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749283779.390893,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749283794.3728771,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749284324.666696,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,360.0,
closedApp,,1749284340.5469031,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749284413.3310409,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749284660.418061,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,60.0,
closedApp,,1749284726.4994001,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749284851.045651,donatusStudy,Asia/Kolkata,0.0,instagram,Can’t sleep,60.0,
closedApp,,1749284888.478353,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749285217.976927,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,480.0,
closedApp,,1749285373.4056702,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749285462.920121,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749285588.120697,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749286183.106618,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749286226.8701491,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749286815.005146,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,540.0,
openedApp,3.0,1749286828.682936,donatusStudy,Asia/Kolkata,0.0,instagram,Toilet,,
dismissedAppOpening,3.0,1749286828.949739,donatusStudy,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749287004.1488361,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749287133.119354,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749287198.9916692,donatusStudy,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749287220.43784,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749287289.9685168,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,1380.0,
closedApp,,1749287456.650609,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749287704.562649,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749287707.756233,donatusStudy,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749287714.838032,donatusStudy,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749287809.239552,donatusStudy,Asia/Kolkata,0.0,youtube,Relax,,
closedApp,,1749287871.725929,,Asia/Kolkata,0.0,youtube,,,
openedApp,3.0,1749287991.3988152,donatusStudy,Asia/Kolkata,0.0,instagram,Message,240.0,
closedApp,,1749288038.191568,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749288040.467294,donatusStudy,Asia/Kolkata,0.0,youtube,,,
dismissedAppOpening,3.0,1749288933.331787,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749290051.715735,donatusStudy,Asia/Kolkata,0.0,instagram,Stay In the Loop,1800.0,
closedApp,,1749290179.259521,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749290289.5203872,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749290404.1760712,donatusStudy,Asia/Kolkata,0.0,instagram,Relax,1800.0,
closedApp,,1749290530.126703,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749290587.611942,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749291598.755878,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749291663.885312,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749291720.3652549,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749291743.304122,donatusStudy,Asia/Kolkata,0.0,instagram,Stay In the Loop,,
closedApp,,1749291821.813023,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749291965.598896,donatusStudy,Asia/Kolkata,0.0,instagram,Entertainment,1800.0,
closedApp,,1749292544.490788,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749293720.00295,donatusStudy,Asia/Kolkata,0.0,instagram,Post something,1800.0,
closedApp,,1749293741.715462,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749295232.335767,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749296917.302164,,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749297330.835464,donatusStudy,Asia/Kolkata,0.0,instagram,Escape / Avoid,1800.0,
closedApp,,1749297380.3125901,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749297577.91606,,Asia/Kolkata,0.0,instagram,,,
dismissedAppOpening,3.0,1749297773.2060661,donatusStudy,Asia/Kolkata,0.0,instagram,,,
openedApp,3.0,1749303978.977038,donatusStudy,Asia/Kolkata,0.0,instagram,Entertainment,1800.0,
openedApp,3.0,1749304990.955334,donatusStudy,Asia/Kolkata,0.0,instagram,Check likes,,
closedApp,,1749304616.754911,,Asia/Kolkata,0.0,instagram,,,
closedApp,,1749304628.781076,,Asia/Kolkata,0.0,instagram,,,
