interventionType,app,timestamp,isReIntervention,interventionDuration,timezone,resolution,purpose
breathingExercise,instagram,1752161944.846572,False,6,America/Sao_Paulo,openedApp,Ficar por dentro
breathingExercise,instagram,1752165569.950078,False,6,America/Sao_Paulo,openedApp,Ficar por dentro
breathingExercise,instagram,1752203320.3173199,False,6,America/Sao_Paulo,openedApp,Ficar por dentro
breathingExercise,instagram,1752203556.769761,False,6,America/Sao_Paulo,dismissedAppOpening,
breathingExercise,tikTok,1752230109.031519,False,6,America/Sao_Paulo,openedApp,Ficar por dentro
breathingExercise,instagram,1752237711.753344,False,6,America/Sao_Paulo,openedApp,Ficar por dentro
breathingExercise,instagram,1752239664.442126,False,6,America/Sao_Paulo,openedApp,Ficar por dentro
breathingExercise,tikTok,1752240611.163348,False,6,America/Sao_Paulo,openedApp,Ficar por dentro
breathingExercise,tikTok,1752241128.257028,False,6,America/Sao_Paulo,openedApp,Ficar por dentro
breathingExercise,instagram,1752253350.17733,False,6,America/Sao_Paulo,openedApp,Ficar por dentro
breathingExercise,instagram,1752253636.5183802,False,6,America/Sao_Paulo,openedApp,Ficar por dentro
breathingExercise,instagram,1752256187.9462729,False,6,America/Sao_Paulo,openedApp,Ficar por dentro
breathingExercise,instagram,1752260037.2192369,False,6,America/Sao_Paulo,openedApp,Ficar por dentro
breathingExercise,instagram,1752261133.19063,False,6,America/Sao_Paulo,openedApp,Ficar por dentro
breathingExercise,instagram,1752261706.291947,False,6,America/Sao_Paulo,dismissedAppOpening,
breathingExercise,instagram,1752319135.226828,False,6,Europe/Paris,openedApp,Ficar por dentro
breathingExercise,instagram,1752410747.483361,False,6,Europe/Paris,openedApp,Ficar por dentro
breathingExercise,instagram,1752412642.286149,False,6,Europe/Paris,openedApp,Ficar por dentro
breathingExercise,instagram,1752413176.518474,False,6,Europe/Paris,openedApp,Ficar por dentro
breathingExercise,instagram,1752417137.516223,False,6,Europe/Paris,openedApp,Ficar por dentro
breathingExercise,instagram,1752418355.416384,False,6,Europe/Paris,openedApp,Ficar por dentro
breathingExercise,instagram,1752425491.373817,False,6,Europe/Paris,openedApp,Ficar por dentro
breathingExercise,instagram,1752428075.69914,False,6,Europe/Paris,openedApp,Ficar por dentro
breathingExercise,instagram,1752436777.718271,False,6,Europe/Paris,openedApp,Ficar por dentro
breathingExercise,instagram,1752437105.448489,False,6,Europe/Paris,openedApp,Ficar por dentro
breathingExercise,instagram,1752437807.019353,False,6,Europe/Paris,openedApp,Ficar por dentro
