interventionType,timezone,isReIntervention,timestamp,app,resolution,interventionDuration,timeIntervalUntilReIntervention,purpose
breathingExercise,America/Merida,False,1752493923.208595,instagram,openedApp,3.0,,Escapar / Evitar
askForTimeLimit,America/Merida,False,1752495881.35607,clashRoyale,openedApp,3.0,360.0,
breathingExercise,America/Merida,False,1752496254.2837229,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Merida,False,1752497196.916403,instagram,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752497684.536818,youtube,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752502081.778338,instagram,openedApp,3.0,,Relajarse
askForTimeLimit,America/Merida,False,1752504411.888452,clashRoyale,openedApp,3.0,720.0,
askForTimeLimit,America/Merida,False,1752504918.572596,clashRoyale,openedApp,3.0,360.0,
breathingExercise,America/Merida,False,1752505309.7662659,instagram,openedApp,3.0,,Entretenimiento
breathingExercise,America/Merida,False,1752505642.713365,instagram,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752505655.696012,youtube,openedApp,3.0,900.0,
askForTimeLimit,America/Merida,False,1752506679.972663,clashRoyale,openedApp,3.0,360.0,
breathingExercise,America/Merida,False,1752506977.1999679,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Merida,False,1752506996.419512,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752507017.630066,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Merida,False,1752507294.306572,instagram,openedApp,3.0,,Relajarse
askForTimeLimit,America/Merida,False,1752507881.909429,clashRoyale,openedApp,3.0,420.0,
askForTimeLimit,America/Merida,False,1752508198.866344,clashRoyale,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752508204.754459,clashRoyale,openedApp,3.0,360.0,
breathingExercise,America/Merida,False,1752508530.5789828,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752510167.9283051,instagram,openedApp,3.0,,Relajarse
askForTimeLimit,America/Merida,False,1752510258.296004,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752510390.447528,youtube,openedApp,3.0,840.0,
breathingExercise,America/Merida,False,1752510792.838969,instagram,openedApp,3.0,,Mantente Informado
askForTimeLimit,America/Merida,False,1752511006.3506188,clashRoyale,openedApp,3.0,360.0,
breathingExercise,America/Merida,False,1752511302.309768,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752515509.659284,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752516267.02246,instagram,openedApp,3.0,,Relajarse
askForTimeLimit,America/Merida,False,1752518407.617805,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752519126.6519198,youtube,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752519167.661306,safari,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752519546.238971,clashRoyale,openedApp,3.0,360.0,
askForTimeLimit,America/Merida,False,1752519789.642344,clashRoyale,openedApp,3.0,360.0,
askForTimeLimit,America/Merida,False,1752520034.462119,clashRoyale,openedApp,3.0,780.0,
breathingExercise,America/Merida,False,1752520669.651084,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Merida,False,1752520947.2536201,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752521272.276894,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752523734.6599622,safari,openedApp,3.0,,Relajarse
,America/Merida,False,1752523726.4267359,facebook,closedApp,,,
,America/Merida,False,1752523771.707844,facebook,closedApp,,,
breathingExercise,America/Merida,False,1752523845.145824,safari,openedApp,3.0,,Entretenimiento
askForTimeLimit,America/Merida,False,1752525836.470933,clashRoyale,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752525989.8218951,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Merida,False,1752526250.1434488,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752526260.346788,instagram,openedApp,3.0,,Mantente Informado
breathingExercise,America/Merida,False,1752526401.881071,instagram,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752526496.36377,youtube,openedApp,3.0,600.0,
breathingExercise,America/Merida,True,1752527117.6356611,youtube,openedApp,3.0,600.0,Escapar / Evitar
breathingExercise,America/Merida,False,1752527558.348799,instagram,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752527572.071929,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752527770.226433,youtube,openedApp,3.0,600.0,
breathingExercise,America/Merida,False,1752528210.593123,instagram,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752534544.3426728,clashRoyale,openedApp,3.0,360.0,
askForTimeLimit,America/Merida,False,1752537407.3452392,youtube,openedApp,3.0,360.0,
breathingExercise,America/Merida,False,1752552132.083152,instagram,openedApp,3.0,,Escapar / Evitar
askForTimeLimit,America/Merida,False,1752552662.591265,clashRoyale,openedApp,3.0,300.0,
breathingExercise,America/Merida,False,1752554509.191169,instagram,openedApp,3.0,,Escapar / Evitar
askForTimeLimit,America/Merida,False,1752554641.764237,youtube,openedApp,3.0,360.0,
askForTimeLimit,America/Merida,False,1752558864.212646,youtube,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752558870.91646,youtube,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752558877.220933,youtube,openedApp,3.0,2280.0,
askForTimeLimit,America/Merida,False,1752559036.387959,youtube,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752559042.2091022,youtube,openedApp,3.0,2520.0,
breathingExercise,America/Merida,False,1752559109.062767,safari,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752559216.13661,safari,openedApp,3.0,,Mensaje
,America/Merida,False,1752559406.170148,youporn,closedApp,,,
askForTimeLimit,America/Merida,False,1752559872.761931,youtube,openedApp,3.0,2520.0,
askForTimeLimit,America/Merida,False,1752560034.326694,youtube,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752560095.6124601,safari,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752560170.682446,youtube,openedApp,3.0,2640.0,
askForTimeLimit,America/Merida,False,1752560566.992532,youtube,openedApp,3.0,2160.0,
askForTimeLimit,America/Merida,False,1752561243.398435,youtube,openedApp,3.0,2460.0,
askForTimeLimit,America/Merida,False,1752572987.156002,youtube,openedApp,3.0,1740.0,
askForTimeLimit,America/Merida,False,1752573464.0606542,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752577060.6798759,youtube,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752595439.4428968,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Merida,False,1752595756.222454,instagram,openedApp,3.0,,Mensaje
askForTimeLimit,America/Merida,False,1752596978.754199,youtube,openedApp,3.0,600.0,
breathingExercise,America/Merida,False,1752597643.3445,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752597657.021539,safari,openedApp,3.0,,Goon 🥷
breathingExercise,America/Merida,False,1752597680.204546,safari,openedApp,3.0,,Goon 🥷
,America/Merida,False,1752597749.772958,pornhub,closedApp,,,
breathingExercise,America/Merida,False,1752598018.624514,safari,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752598028.034614,safari,openedApp,3.0,,Entretenimiento
,America/Merida,False,1752598021.4659991,youporn,closedApp,,,
breathingExercise,America/Merida,False,1752598062.207938,safari,openedApp,3.0,,Goon 🥷
,America/Merida,False,1752598055.333929,youporn,closedApp,,,
,America/Merida,False,1752598070.34544,youporn,closedApp,,,
,America/Merida,False,1752598138.806849,youporn,closedApp,,,
askForTimeLimit,America/Merida,False,1752598149.960236,youtube,openedApp,3.0,240.0,
breathingExercise,America/Merida,True,1752599157.865077,youtube,openedApp,3.0,660.0,Entretenimiento
askForTimeLimit,America/Merida,False,1752599189.751627,youtube,openedApp,3.0,660.0,
breathingExercise,America/Merida,True,1752600542.036745,youtube,openedApp,3.0,900.0,Entretenimiento
askForTimeLimit,America/Merida,False,1752602069.112354,youtube,openedApp,3.0,660.0,
askForTimeLimit,America/Merida,False,1752602254.6880279,youtube,openedApp,3.0,540.0,
askForTimeLimit,America/Merida,False,1752602291.900477,youtube,openedApp,3.0,780.0,
askForTimeLimit,America/Merida,False,1752602573.55097,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752602758.993598,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752603359.776915,youtube,openedApp,3.0,540.0,
breathingExercise,America/Merida,True,1752603919.7564769,youtube,openedApp,3.0,840.0,Entretenimiento
askForTimeLimit,America/Merida,False,1752604379.224557,youtube,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752604380.2245011,youtube,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752604524.222408,youtube,openedApp,3.0,660.0,
breathingExercise,America/Merida,False,1752605479.426657,youtube,openedApp,3.0,600.0,Entretenimiento
askForTimeLimit,America/Merida,False,1752605695.7226748,youtube,openedApp,3.0,600.0,
breathingExercise,America/Merida,False,1752605715.243801,safari,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752605957.710433,youtube,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752605979.615061,youtube,openedApp,3.0,660.0,
askForTimeLimit,America/Merida,False,1752606113.247699,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752606220.857661,youtube,openedApp,3.0,600.0,
breathingExercise,America/Merida,False,1752606330.2175279,safari,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752606816.728312,youtube,openedApp,3.0,540.0,
askForTimeLimit,America/Merida,False,1752607074.192076,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752607107.68429,youtube,openedApp,3.0,720.0,
breathingExercise,America/Merida,True,1752607845.843966,youtube,openedApp,3.0,600.0,Entretenimiento
breathingExercise,America/Merida,False,1752607901.286684,safari,openedApp,3.0,,Relajarse
askForTimeLimit,America/Merida,False,1752608562.869398,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752608843.312985,youtube,openedApp,3.0,360.0,
breathingExercise,America/Merida,True,1752609222.353434,youtube,openedApp,3.0,1920.0,Entretenimiento
askForTimeLimit,America/Merida,False,1752609746.4365191,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752609849.26507,youtube,openedApp,3.0,720.0,
askForTimeLimit,America/Merida,False,1752610063.639488,youtube,openedApp,3.0,660.0,
askForTimeLimit,America/Merida,False,1752611903.786022,youtube,openedApp,3.0,480.0,
breathingExercise,America/Merida,False,1752612034.029423,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752612251.1293712,instagram,openedApp,3.0,,Entretenimiento
askForTimeLimit,America/Merida,False,1752614372.021294,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752614828.3781629,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752615431.350935,youtube,openedApp,3.0,2040.0,
askForTimeLimit,America/Merida,False,1752615675.982006,youtube,openedApp,3.0,720.0,
breathingExercise,America/Merida,True,1752616418.191351,youtube,openedApp,3.0,2460.0,Revisar me gusta
breathingExercise,America/Merida,False,1752623092.564492,instagram,openedApp,3.0,,Revisar me gusta
breathingExercise,America/Merida,False,1752623186.341259,instagram,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752623199.907226,youtube,openedApp,3.0,720.0,
breathingExercise,America/Merida,False,1752624425.9911652,instagram,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752624433.564352,youtube,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752626445.315439,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752627722.886102,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752628670.8349009,instagram,openedApp,3.0,,Relajarse
breathingExercise,America/Merida,False,1752629560.4313269,instagram,openedApp,3.0,,Buscar info
askForTimeLimit,America/Merida,False,1752633602.023368,youtube,openedApp,3.0,1500.0,
askForTimeLimit,America/Merida,False,1752634437.648919,youtube,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752634544.18068,youtube,openedApp,3.0,960.0,
askForTimeLimit,America/Merida,False,1752636704.178756,youtube,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752637128.518303,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752637330.103987,youtube,openedApp,3.0,660.0,
breathingExercise,America/Merida,False,1752638074.5490608,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Merida,False,1752638468.7331471,instagram,openedApp,3.0,,Mensaje
askForTimeLimit,America/Merida,False,1752638707.371258,youtube,openedApp,3.0,300.0,
breathingExercise,America/Merida,False,1752639818.205594,youtube,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752639833.050884,youtube,openedApp,3.0,420.0,Entretenimiento
askForTimeLimit,America/Merida,False,1752639948.421434,youtube,openedApp,3.0,300.0,
askForTimeLimit,America/Merida,False,1752669089.344037,youtube,openedApp,3.0,900.0,
,America/Merida,False,1752669410.04087,twitter,closedApp,,,
askForTimeLimit,America/Merida,False,1752669477.480606,youtube,openedApp,3.0,900.0,
breathingExercise,America/Merida,False,1752672377.635418,instagram,openedApp,3.0,,Entretenimiento
breathingExercise,America/Merida,False,1752673821.301666,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Merida,False,1752676041.076675,instagram,openedApp,3.0,,Entretenimiento
breathingExercise,America/Merida,False,1752698250.6988568,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Merida,False,1752699303.87462,instagram,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752700198.703412,clashRoyale,openedApp,3.0,780.0,
,America/Merida,False,1752710818.507437,twitter,closedApp,,,
breathingExercise,America/Merida,False,1752711454.12045,safari,openedApp,3.0,,Escapar / Evitar
askForTimeLimit,America/Merida,False,1752720084.172791,clashRoyale,openedApp,3.0,360.0,
askForTimeLimit,America/Merida,False,1752720132.4000602,clashRoyale,openedApp,3.0,660.0,
breathingExercise,America/Merida,False,1752758992.237246,instagram,openedApp,3.0,,Aburrido
askForTimeLimit,America/Merida,False,1752759465.604414,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752763048.3793612,youtube,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752764161.256322,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752764625.0603971,youtube,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752766359.1505241,youtube,openedApp,3.0,720.0,
askForTimeLimit,America/Merida,False,1752770344.732586,clashRoyale,openedApp,3.0,780.0,
askForTimeLimit,America/Merida,False,1752770582.3989801,clashRoyale,openedApp,3.0,300.0,
askForTimeLimit,America/Merida,False,1752779250.531364,youtube,openedApp,3.0,600.0,
breathingExercise,America/Merida,False,1752792403.504936,instagram,openedApp,3.0,,Escapar / Evitar
askForTimeLimit,America/Merida,False,1752795279.0523782,clashRoyale,openedApp,3.0,540.0,
breathingExercise,America/Merida,False,1752797409.8325229,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Merida,False,1752797458.8998609,instagram,openedApp,3.0,,Escapar / Evitar
askForTimeLimit,America/Merida,False,1752798340.109219,clashRoyale,openedApp,3.0,780.0,
askForTimeLimit,America/Merida,False,1752798777.632343,clashRoyale,openedApp,3.0,780.0,
askForTimeLimit,America/Merida,False,1752805729.858043,youtube,openedApp,3.0,360.0,
breathingExercise,America/Merida,False,1752807823.4806728,instagram,openedApp,3.0,,Mensaje
askForTimeLimit,America/Merida,False,1752808891.6898432,youtube,openedApp,3.0,420.0,
askForTimeLimit,America/Merida,False,1752808944.954499,youtube,openedApp,3.0,420.0,
breathingExercise,America/Merida,False,1752810459.1477032,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Merida,False,1752811223.810645,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Merida,False,1752812934.630064,instagram,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752813410.37346,youtube,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752813620.634244,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Merida,False,1752842588.038038,instagram,openedApp,3.0,,Mensaje
askForTimeLimit,America/Merida,False,1752843275.579578,clashRoyale,openedApp,3.0,360.0,
breathingExercise,America/Merida,False,1752846630.460431,instagram,dismissedAppOpening,3.0,,
askForTimeLimit,America/Merida,False,1752846654.175674,clashRoyale,openedApp,3.0,600.0,
askForTimeLimit,America/Merida,False,1752849151.303432,clashRoyale,openedApp,3.0,360.0,
askForTimeLimit,America/Merida,False,1752849273.350281,clashRoyale,openedApp,3.0,360.0,
askForTimeLimit,America/Merida,False,1752849629.0981,clashRoyale,openedApp,3.0,360.0,
askForTimeLimit,America/Merida,False,1752850408.96379,clashRoyale,openedApp,3.0,360.0,
breathingExercise,America/Merida,False,1752851987.1552448,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Merida,False,1752854248.9486341,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Cancun,False,1752865175.666024,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Cancun,False,1752865226.670405,instagram,openedApp,3.0,,Mensaje
askForTimeLimit,America/Cancun,False,1752868201.736403,clashRoyale,dismissedAppOpening,3.0,,
askForTimeLimit,America/Cancun,False,1752868230.0435538,clashRoyale,openedApp,3.0,360.0,
askForTimeLimit,America/Cancun,False,1752868777.096012,clashRoyale,dismissedAppOpening,3.0,,
askForTimeLimit,America/Cancun,False,1752868786.533083,clashRoyale,openedApp,3.0,360.0,
askForTimeLimit,America/Cancun,False,1752869636.416343,youtube,openedApp,3.0,300.0,
breathingExercise,America/Cancun,False,1752869725.63312,instagram,openedApp,3.0,,Publicar algo
askForTimeLimit,America/Cancun,False,1752871699.417062,clashRoyale,openedApp,3.0,780.0,
askForTimeLimit,America/Cancun,False,1752872157.2894568,clashRoyale,openedApp,3.0,360.0,
breathingExercise,America/Cancun,True,1752872543.287739,clashRoyale,openedApp,3.0,780.0,Entretenimiento
breathingExercise,America/Cancun,False,1752884771.4284592,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Cancun,False,1752885771.7922459,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Cancun,False,1752885782.5686312,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Cancun,False,1752886213.4650369,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Cancun,False,1752886228.740944,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Cancun,False,1752887192.422138,instagram,openedApp,3.0,,Entretenimiento
breathingExercise,America/Cancun,False,1752887262.0555491,instagram,dismissedAppOpening,3.0,,
askForTimeLimit,America/Cancun,False,1752887285.166933,clashRoyale,openedApp,3.0,780.0,
breathingExercise,America/Cancun,False,1752888075.755476,instagram,openedApp,3.0,,Mensaje
askForTimeLimit,America/Cancun,False,1752888147.042697,clashRoyale,dismissedAppOpening,3.0,,
breathingExercise,America/Cancun,False,1752888155.275989,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Cancun,False,1752891711.4923139,instagram,dismissedAppOpening,3.0,,
askForTimeLimit,America/Cancun,False,1752893362.914016,youtube,openedApp,3.0,720.0,
breathingExercise,America/Cancun,False,1752893565.7375531,safari,openedApp,3.0,,Mensaje
breathingExercise,America/Cancun,False,1752895655.5597,instagram,openedApp,3.0,,Escapar / Evitar
askForTimeLimit,America/Cancun,False,1752896343.335407,clashRoyale,openedApp,3.0,780.0,
breathingExercise,America/Cancun,False,1752896571.562731,instagram,dismissedAppOpening,3.0,,
askForTimeLimit,America/Cancun,False,1752896585.967099,clashRoyale,openedApp,3.0,420.0,
breathingExercise,America/Cancun,False,1752897463.274555,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Cancun,False,1752911963.917354,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Cancun,False,1752932763.0217938,instagram,openedApp,3.0,,Entretenimiento
askForTimeLimit,America/Cancun,False,1752933541.545368,clashRoyale,openedApp,3.0,780.0,
breathingExercise,America/Cancun,False,1752933863.2774339,instagram,dismissedAppOpening,3.0,,
askForTimeLimit,America/Cancun,False,1752933891.463953,youtube,openedApp,3.0,600.0,
breathingExercise,America/Cancun,False,1752935576.262985,clashRoyale,openedApp,3.0,780.0,Mensaje
askForTimeLimit,America/Cancun,False,1752936302.505708,clashRoyale,openedApp,3.0,780.0,
askForTimeLimit,America/Cancun,False,1752936831.07156,clashRoyale,openedApp,3.0,420.0,
askForTimeLimit,America/Cancun,False,1752937066.7363281,clashRoyale,openedApp,3.0,420.0,
breathingExercise,America/Cancun,True,1752937503.539932,clashRoyale,openedApp,3.0,480.0,Mensaje
askForTimeLimit,America/Cancun,False,1752937609.353012,clashRoyale,openedApp,3.0,420.0,
askForTimeLimit,America/Cancun,False,1752937848.619997,clashRoyale,openedApp,3.0,1800.0,
askForTimeLimit,America/Cancun,False,1752939509.8932462,clashRoyale,openedApp,3.0,1320.0,
breathingExercise,America/Cancun,False,1752940343.290832,instagram,openedApp,3.0,,Entretenimiento
askForTimeLimit,America/Cancun,False,1752940951.232905,clashRoyale,openedApp,3.0,480.0,
breathingExercise,America/Cancun,False,1752943363.3378239,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Cancun,False,1752951454.767798,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Cancun,False,1752951463.1371121,instagram,openedApp,3.0,,Entretenimiento
breathingExercise,America/Cancun,False,1752952318.700441,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Cancun,False,1752970136.77988,instagram,openedApp,3.0,,Mantente Informado
breathingExercise,America/Cancun,False,1752970276.816711,instagram,openedApp,3.0,,Mantente Informado
breathingExercise,America/Cancun,False,1752970367.83518,safari,openedApp,3.0,,Goon 🥷
breathingExercise,America/Cancun,False,1752972589.393884,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Cancun,False,1752974443.298092,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Cancun,False,1752974482.942554,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Cancun,False,1752979907.153655,instagram,openedApp,3.0,,Entretenimiento
,America/Cancun,False,1752980241.426604,safari,openedApp,,,
,America/Cancun,False,1752980301.426605,safari,closedApp,,,
,America/Cancun,False,1752980301.426605,safari,dismissedAppOpening,,,
breathingExercise,America/Cancun,False,1752980531.477974,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Cancun,False,1752981456.30024,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Cancun,False,1752982164.590807,instagram,openedApp,3.0,,Escapar / Evitar
askForTimeLimit,America/Cancun,False,1752982394.047093,youtube,openedApp,3.0,840.0,
breathingExercise,America/Cancun,True,1752983253.92868,youtube,openedApp,3.0,1740.0,Mensaje
askForTimeLimit,America/Cancun,False,1752984064.400488,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Cancun,False,1752984141.976192,youtube,openedApp,3.0,540.0,
askForTimeLimit,America/Cancun,False,1752984451.750037,youtube,openedApp,3.0,600.0,
askForTimeLimit,America/Cancun,False,1752985923.783105,youtube,dismissedAppOpening,3.0,,
breathingExercise,America/Cancun,False,1752987232.413995,instagram,openedApp,3.0,,No puedo dormir
breathingExercise,America/Cancun,False,1752987396.639405,safari,openedApp,3.0,,Relajarse
breathingExercise,America/Cancun,False,1752987677.922552,safari,openedApp,3.0,,Goon 🥷
breathingExercise,America/Cancun,False,1753021872.590005,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Cancun,False,1753022126.512974,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Cancun,False,1753022986.384207,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Cancun,False,1753025473.217334,instagram,openedApp,3.0,,Mantente Informado
breathingExercise,America/Cancun,False,1753026809.7433429,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Cancun,False,1753026893.452608,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Cancun,False,1753027027.2134619,instagram,dismissedAppOpening,3.0,,
askForTimeLimit,America/Cancun,False,1753027042.0088139,clashRoyale,dismissedAppOpening,3.0,,
askForTimeLimit,America/Cancun,False,1753027049.903959,clashRoyale,openedApp,3.0,360.0,
askForTimeLimit,America/Cancun,False,1753027918.3577142,clashRoyale,openedApp,3.0,900.0,
askForTimeLimit,America/Cancun,False,1753028001.85373,clashRoyale,openedApp,3.0,720.0,
askForTimeLimit,America/Cancun,False,1753028624.545988,clashRoyale,openedApp,3.0,360.0,
breathingExercise,America/Cancun,False,1753029213.417674,instagram,openedApp,3.0,,Mensaje
askForTimeLimit,America/Cancun,False,1753029585.748687,clashRoyale,openedApp,3.0,360.0,
breathingExercise,America/Cancun,True,1753029958.9038038,clashRoyale,openedApp,3.0,1680.0,Mantente Informado
breathingExercise,America/Cancun,False,1753036315.667999,instagram,openedApp,3.0,,Entretenimiento
breathingExercise,America/Cancun,False,1753036383.1793299,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Cancun,False,1753059413.4322119,instagram,openedApp,3.0,,Entretenimiento
breathingExercise,America/Cancun,False,1753060859.300669,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Cancun,False,1753061208.162153,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Cancun,False,1753061371.5667791,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Cancun,False,1753063756.654056,instagram,dismissedAppOpening,3.0,,
breathingExercise,America/Cancun,False,1753063767.6462998,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Cancun,False,1753064614.410784,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Cancun,False,1753064889.102137,instagram,openedApp,3.0,,Entretenimiento
breathingExercise,America/Cancun,False,1753066166.788794,instagram,openedApp,3.0,,Escapar / Evitar
breathingExercise,America/Cancun,False,1753066868.546176,instagram,openedApp,3.0,,Aburrido
breathingExercise,America/Cancun,False,1753067276.598727,instagram,openedApp,3.0,,Inodoro
breathingExercise,America/Cancun,False,1753067286.6728802,instagram,openedApp,3.0,,Relajarse
breathingExercise,America/Cancun,False,1753067286.6968122,instagram,openedApp,3.0,,Relajarse
breathingExercise,America/Cancun,False,1753067286.707047,instagram,openedApp,3.0,,Entretenimiento
breathingExercise,America/Cancun,False,1753067286.715276,instagram,openedApp,3.0,,Entretenimiento
breathingExercise,America/Cancun,False,1753067286.723352,instagram,openedApp,3.0,,Entretenimiento
breathingExercise,America/Cancun,False,1753067286.730056,instagram,openedApp,3.0,,Entretenimiento
breathingExercise,America/Cancun,False,1753067286.73648,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Cancun,False,1753067286.742831,instagram,openedApp,3.0,,Inodoro
breathingExercise,America/Cancun,False,1753067286.74878,instagram,openedApp,3.0,,Relajarse
breathingExercise,America/Cancun,False,1753067366.535552,instagram,openedApp,3.0,,Mensaje
breathingExercise,America/Cancun,False,1753067498.211493,instagram,openedApp,3.0,,Mensaje
askForTimeLimit,America/Cancun,False,1753067827.978204,clashRoyale,openedApp,3.0,60.0,
breathingExercise,America/Cancun,True,1753067900.5040011,clashRoyale,openedApp,3.0,1320.0,Aburrido
breathingExercise,America/Cancun,False,1753068233.665204,instagram,openedApp,3.0,,Relajarse
breathingExercise,America/Cancun,False,1753069131.158562,instagram,openedApp,3.0,,Mensaje
askForTimeLimit,America/Cancun,False,1753071620.422497,youtube,openedApp,3.0,60.0,
