timestamp,timezone,interventionType,interventionDuration,resolution,isReIntervention,app
1750211862.5415568,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750212077.5560079,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750213045.512275,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750218408.7944589,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750218481.452712,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750218836.476412,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750218878.220792,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750219039.175342,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750219341.673567,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750219530.2773771,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750219806.392723,America/Bogota,breathingExercise,3,dismissedAppOpening,False,tikTok
1750219839.2865171,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750220147.304916,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750220195.5920892,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750220273.924354,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750220636.552092,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750220765.771288,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750221013.9152641,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750221081.693512,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750221274.396622,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750221299.060278,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750221419.978403,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750221446.2749949,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750221583.8510551,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750222076.719681,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750222338.319866,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750222819.523017,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750223073.1535091,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750223132.929482,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750224010.477891,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750224511.791018,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750240829.646562,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750242838.0651321,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750243605.1199188,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750245990.302634,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750246175.221737,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750246323.425169,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750247689.540433,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750277157.774653,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750278246.3431911,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750279081.41941,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750279621.933166,America/Bogota,breathingExercise,3,dismissedAppOpening,False,tikTok
1750279641.7723908,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750279802.225949,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750284662.35723,America/Bogota,breathingExercise,3,dismissedAppOpening,False,instagram
1750285795.489912,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750286113.7944531,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750286586.6644912,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750287243.8807201,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750297656.4179869,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750298668.378034,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750300205.5269399,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750300412.459379,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750300968.9475322,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750301387.526815,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750303603.249968,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750304977.8777618,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750305901.198451,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750307580.348033,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750308085.6896029,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750308153.288764,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750309505.188909,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750309808.79458,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750316775.427868,America/Bogota,breathingExercise,3,openedApp,False,tikTok
1750317651.762428,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750326331.038475,America/Bogota,breathingExercise,3,dismissedAppOpening,False,instagram
1750327241.218964,America/Bogota,breathingExercise,3,openedApp,False,instagram
1750327783.272169,America/Bogota,breathingExercise,3,openedApp,False,tikTok
