timestamp,app,interventionType,interventionDuration,resolution,timezone,isReIntervention,timeIntervalUntilReIntervention
1751133645.0216641,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751136733.672205,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751138259.315733,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751138459.105206,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751138908.2546802,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751140149.109628,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751144145.448604,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751144462.2261472,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1751144633.1267881,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751145981.251482,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1751146181.965846,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1751146634.110548,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751146662.5681639,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751148903.42401,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751149355.9576092,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751149403.445461,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751188016.484298,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1751188578.9247742,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751188965.077096,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751189825.9754949,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751190115.874085,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751190603.8679829,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751195773.253214,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751205460.333547,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1751208076.178235,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751213668.2270079,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751214304.148387,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751218801.4399981,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751219010.870183,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751223287.9684958,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751223348.725493,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751225419.764402,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751225830.38899,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751227528.828357,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751229137.978736,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751230225.4858541,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1751231095.711268,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751233111.7797499,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751265792.843317,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751265898.761704,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751274145.784062,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751274232.7868562,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751274312.9142098,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1751274606.192235,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751275810.899178,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751281397.3286018,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751282744.590714,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751282800.8131108,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751289268.026087,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751289380.511065,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751289479.5489302,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751292228.263225,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751297127.410678,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1751300320.127922,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751300462.511718,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,300.0
1751300577.276452,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751301595.14745,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751303149.6270452,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,300.0
1751303170.901083,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,300.0
1751303335.34028,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,300.0
1751303464.6389508,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751314143.6974812,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1751314345.712971,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,300.0
1751314389.7742162,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,180.0
1751314586.987416,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1751317003.766111,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751317145.68064,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,300.0
1751317486.4189491,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751352281.494838,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1751352467.898905,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751361547.969183,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751361776.160821,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1751361873.470014,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751361989.4121752,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,240.0
1751362243.4128861,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,60.0
1751362247.594462,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751365750.90031,instagram,askForTimeLimit,3.0,dismissedAppOpening,Europe/Berlin,False,
1751365755.426378,instagram,askForTimeLimit,3.0,openedApp,Europe/Berlin,False,120.0
1751367549.93175,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1751368480.080658,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1751378185.217562,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1751378277.35501,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751378280.05107,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751378322.3077579,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751379686.777312,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,120.0
1751382758.994864,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,120.0
1751383063.469417,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751384012.244765,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751384405.6256251,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751384586.786621,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751384657.3872108,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751390655.634146,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751390662.161839,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751390754.493369,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1751393639.763273,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751393655.315707,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1751394313.834509,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751394316.8966851,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751399439.868182,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,120.0
1751401663.527618,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1751401736.934963,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751401825.1804929,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751409378.868315,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751409473.576713,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751412598.18242,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751437709.136959,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751438653.8058782,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751450601.544119,instagram,breathingExercise,3.0,openedApp,Europe/Berlin,False,180.0
1751451106.9871678,instagram,breathingExercise,3.0,dismissedAppOpening,Europe/Berlin,False,
1751473923.3515139,instagram,breathingExercise,6.0,dismissedAppOpening,Europe/Berlin,False,
1751473943.4385571,instagram,breathingExercise,6.0,openedApp,Europe/Berlin,False,180.0
1751485921.252667,instagram,breathingExercise,6.0,openedApp,Europe/Berlin,False,180.0
1751509180.450834,instagram,breathingExercise,6.0,openedApp,Europe/Berlin,False,180.0
1751515618.842119,instagram,breathingExercise,6.0,dismissedAppOpening,Europe/Berlin,False,
1751525218.6297789,instagram,breathingExercise,6.0,dismissedAppOpening,Europe/Berlin,False,
1751525774.475048,instagram,breathingExercise,6.0,dismissedAppOpening,Europe/Berlin,False,
1751525801.698689,instagram,breathingExercise,6.0,openedApp,Europe/Berlin,False,120.0
1751528753.2478561,instagram,breathingExercise,6.0,openedApp,Europe/Berlin,False,120.0
1751538957.348572,instagram,breathingExercise,6.0,dismissedAppOpening,Europe/Berlin,False,
1751541927.408189,instagram,breathingExercise,6.0,openedApp,Europe/Berlin,False,180.0
1751545343.329592,instagram,breathingExercise,6.0,dismissedAppOpening,Europe/Berlin,False,
1751562966.652439,instagram,breathingExercise,6.0,dismissedAppOpening,Europe/Berlin,False,
1751565395.255299,instagram,breathingExercise,6.0,dismissedAppOpening,Europe/Berlin,False,
1751565418.10307,instagram,breathingExercise,6.0,openedApp,Europe/Berlin,False,120.0
1751565528.045209,instagram,breathingExercise,6.0,dismissedAppOpening,Europe/Berlin,False,
1751593116.898025,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751593134.439789,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751593716.4020228,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751635685.2036219,instagram,breathingExercise,6.0,openedApp,America/New_York,False,120.0
1751635945.31334,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751635962.206394,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751635978.037,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751644157.214304,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751645296.448509,instagram,breathingExercise,6.0,openedApp,America/New_York,False,120.0
1751649861.55777,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751665748.494495,instagram,breathingExercise,6.0,openedApp,America/New_York,False,120.0
1751667585.783412,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751667872.363408,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751667885.245127,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751672212.792361,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751680159.8562331,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751680300.4817982,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751719281.5974278,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751719454.770773,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751724542.530877,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751724719.640466,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751724925.669817,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1751725236.9363508,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751725258.88733,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1751752935.962264,instagram,breathingExercise,6.0,openedApp,America/New_York,False,240.0
1751753091.658008,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751763056.808011,instagram,breathingExercise,6.0,openedApp,America/New_York,False,60.0
1751763141.801879,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1751763408.86938,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751763612.469531,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1751763653.224745,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1751764082.596757,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751764086.758445,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751764249.716938,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1751764577.954746,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1751764906.293295,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1751765529.0991402,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751767456.6093988,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751767899.548276,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751771191.4094548,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1751805841.222522,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751811254.968608,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1751811383.949832,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751811401.849036,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1751812075.9873571,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751835166.542191,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751847044.453744,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751853822.210052,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751853826.85074,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751853842.304054,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751902975.32205,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751921649.9223452,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1751922214.5283241,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751923314.909771,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751926229.424059,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1751933557.0323381,instagram,breathingExercise,6.0,openedApp,America/New_York,False,240.0
1751941841.519188,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1751942167.691231,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1751979827.6883059,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1752002139.5011249,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1752005162.507169,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1752010618.030878,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1752011491.97921,instagram,breathingExercise,6.0,openedApp,America/New_York,False,240.0
1752012058.582553,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1752012885.8824492,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1752018736.987881,instagram,breathingExercise,6.0,openedApp,America/New_York,False,120.0
1752073208.9142299,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1752073971.498646,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1752074822.358396,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1752077465.628257,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1752077497.363317,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1752092115.29742,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1752092466.868616,instagram,breathingExercise,6.0,openedApp,America/New_York,False,60.0
1752095028.628746,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
1752095386.2697659,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1752095785.643161,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1752096222.221589,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1752098454.2362561,instagram,breathingExercise,6.0,dismissedAppOpening,America/New_York,False,
1752108951.534287,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1752109380.582426,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1752109445.9050379,instagram,breathingExercise,6.0,openedApp,America/New_York,False,300.0
1752109805.798963,instagram,breathingExercise,6.0,openedApp,America/New_York,False,180.0
