app,resolution,isReIntervention,timestamp,timezone,interventionType,interventionDuration,purpose
tikTok,dismissedAppOpening,False,1753824716.331509,America/Santo_Domingo,breathingExercise,6.0,
instagram,openedApp,False,1753826559.364089,America/Santo_Domingo,,,
instagram,closedApp,False,1753827159.364089,America/Santo_Domingo,,,
instagram,dismissedAppOpening,False,1753827159.364089,America/Santo_Domingo,,,
instagram,openedApp,False,1753834468.79627,America/Santo_Domingo,breathingExercise,6.0,Aburrido
instagram,openedApp,False,1753834630.486639,America/Santo_Domingo,,,
instagram,closedApp,False,1753835230.486639,America/Santo_Domingo,,,
instagram,dismissedAppOpening,False,1753835230.486639,America/Santo_Domingo,,,
instagram,openedApp,False,1753882195.076757,America/Santo_Domingo,,,
instagram,closedApp,False,1753882795.076758,America/Santo_Domingo,,,
instagram,dismissedAppOpening,False,1753882795.076758,America/Santo_Domingo,,,
instagram,openedApp,False,1753901374.599318,America/Santo_Domingo,,,
instagram,closedApp,False,1753901974.599319,America/Santo_Domingo,,,
instagram,dismissedAppOpening,False,1753901974.599319,America/Santo_Domingo,,,
instagram,dismissedAppOpening,False,1753918063.61886,America/Santo_Domingo,breathingExercise,6.0,
instagram,openedApp,False,1753918084.205758,America/Santo_Domingo,breathingExercise,6.0,Mantente Informado
tikTok,openedApp,False,1754071205.092871,America/Santo_Domingo,,,
tikTok,closedApp,False,1754071805.092871,America/Santo_Domingo,,,
tikTok,dismissedAppOpening,False,1754071805.092871,America/Santo_Domingo,,,
instagram,openedApp,False,1754071641.529392,America/Santo_Domingo,,,
instagram,closedApp,False,1754072241.529392,America/Santo_Domingo,,,
instagram,dismissedAppOpening,False,1754072241.529392,America/Santo_Domingo,,,
instagram,openedApp,False,1754075268.787449,America/Santo_Domingo,,,
instagram,closedApp,False,1754075868.7874498,America/Santo_Domingo,,,
instagram,dismissedAppOpening,False,1754075868.7874498,America/Santo_Domingo,,,
instagram,openedApp,False,1754096941.319757,America/Santo_Domingo,,,
instagram,closedApp,False,1754097541.319758,America/Santo_Domingo,,,
instagram,dismissedAppOpening,False,1754097541.319758,America/Santo_Domingo,,,
instagram,openedApp,False,1754097578.937048,America/Santo_Domingo,breathingExercise,6.0,Mantente Informado
instagram,openedApp,False,1754105850.8994908,America/Santo_Domingo,,,
instagram,closedApp,False,1754106450.8994908,America/Santo_Domingo,,,
instagram,dismissedAppOpening,False,1754106450.8994908,America/Santo_Domingo,,,
instagram,openedApp,False,1754146934.08711,America/Santo_Domingo,,,
instagram,closedApp,False,1754147534.087111,America/Santo_Domingo,,,
instagram,dismissedAppOpening,False,1754147534.087111,America/Santo_Domingo,,,
tikTok,openedApp,False,1754148704.582083,America/Santo_Domingo,breathingExercise,6.0,Escapar / Evitar
tikTok,openedApp,False,1754148999.092211,America/Santo_Domingo,,,
tikTok,closedApp,False,1754149599.092211,America/Santo_Domingo,,,
tikTok,dismissedAppOpening,False,1754149599.092211,America/Santo_Domingo,,,
instagram,openedApp,False,1754205406.392919,America/Santo_Domingo,,,
instagram,closedApp,False,1754206006.392919,America/Santo_Domingo,,,
instagram,dismissedAppOpening,False,1754206006.392919,America/Santo_Domingo,,,
instagram,openedApp,False,1754224320.655225,America/Santo_Domingo,,,
instagram,closedApp,False,1754224920.655226,America/Santo_Domingo,,,
instagram,dismissedAppOpening,False,1754224920.655226,America/Santo_Domingo,,,
tikTok,openedApp,False,1754226888.948533,America/Santo_Domingo,,,
tikTok,closedApp,False,1754227488.948534,America/Santo_Domingo,,,
tikTok,dismissedAppOpening,False,1754227488.948534,America/Santo_Domingo,,,
instagram,openedApp,False,1754276489.455,America/Santo_Domingo,,,
instagram,closedApp,False,1754277089.455,America/Santo_Domingo,,,
instagram,dismissedAppOpening,False,1754277089.455,America/Santo_Domingo,,,
instagram,openedApp,False,1754277155.2882972,America/Santo_Domingo,breathingExercise,6.0,Mantente Informado
instagram,openedApp,False,1754328057.352026,America/Santo_Domingo,breathingExercise,6.0,Mantente Informado
tikTok,openedApp,False,1754329969.4167151,America/Santo_Domingo,breathingExercise,6.0,Escapar / Evitar
tikTok,openedApp,False,1754329734.920601,America/Santo_Domingo,,,
tikTok,closedApp,False,1754330334.920601,America/Santo_Domingo,,,
tikTok,dismissedAppOpening,False,1754330334.920601,America/Santo_Domingo,,,
tikTok,openedApp,False,1754334229.7585258,America/Santo_Domingo,,,
tikTok,closedApp,False,1754334829.7585258,America/Santo_Domingo,,,
tikTok,dismissedAppOpening,False,1754334829.7585258,America/Santo_Domingo,,,
