timezone,app,interventionDuration,isReIntervention,interventionType,resolution,timestamp,purpose,timeIntervalUntilReIntervention
America/New_York,tikTok,6,False,breathingExercise,openedApp,1752622751.6515431,Eating,1620.0
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752631953.4026551,,
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752631960.1423612,,
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752662626.9484591,,
America/New_York,tikTok,6,False,breathingExercise,openedApp,1752662654.928545,Eating,1200.0
America/New_York,tikTok,6,False,breathingExercise,openedApp,1752690438.83113,Free time ,1200.0
America/New_York,tikTok,6,False,breathingExercise,openedApp,1752690760.25894,Free time ,1380.0
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752690890.501441,,
America/New_York,tikTok,6,False,breathingExercise,openedApp,1752690915.808216,Free time ,1380.0
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752702791.643863,,
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752712654.117033,,
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752712688.581996,,
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752712692.160816,,
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752714473.23028,,
America/New_York,tikTok,6,False,breathingExercise,openedApp,1752749474.8451529,Eating,600.0
America/New_York,tikTok,6,False,breathingExercise,openedApp,1752759828.463875,Searching,660.0
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752770479.835279,,
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752777576.695291,,
America/New_York,tikTok,6,False,breathingExercise,openedApp,1752777638.697577,Free time ,60.0
America/New_York,tikTok,6,False,breathingExercise,openedApp,1752777742.040688,Free time ,2700.0
America/New_York,tikTok,6,False,breathingExercise,openedApp,1752780710.705027,Free time ,2700.0
America/New_York,tikTok,6,False,breathingExercise,openedApp,1752780792.913632,Free time ,2700.0
America/New_York,tikTok,6,False,breathingExercise,openedApp,1752780889.664019,Free time ,2700.0
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752781142.372394,,
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752782149.984319,,
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752782152.994348,,
America/New_York,tikTok,6,False,breathingExercise,openedApp,1752784237.816541,Free time ,2700.0
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752784952.835074,,
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752784955.117543,,
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752792659.26681,,
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752793429.311256,,
America/New_York,tikTok,6,False,breathingExercise,openedApp,1752793500.071752,Free time ,2700.0
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752795171.045418,,
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752795825.005255,,
America/New_York,tikTok,6,False,breathingExercise,dismissedAppOpening,1752795855.750564,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752795921.0264559,,1200.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1752795982.876854,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752795988.491025,,1380.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1752797414.400167,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752804728.412858,,1320.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1752805527.958967,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752812628.506732,,960.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1752812716.582581,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752814287.7731562,,1440.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752837305.140421,,360.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752837672.111279,,480.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1752848326.941277,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752849119.530118,,720.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752876746.791616,,420.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1752882783.33434,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752882787.223691,,660.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752882914.835919,,300.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1752883939.81948,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752884579.0026999,,780.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752885666.00967,,1500.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752894048.384718,,1620.0
America/New_York,tikTok,6,False,breathingExercise,openedApp,1752895740.8335428,Free time ,2700.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752929746.41539,,1200.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752931794.856365,,1500.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752931815.151259,,60.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752931840.570372,,60.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752931882.598826,,900.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752931907.185056,,1260.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752931919.644606,,60.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752937884.519799,,1740.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752975844.35864,,1500.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1752976757.995491,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752976763.3507152,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1752982032.950773,,1080.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753014188.995157,,1020.0
America/New_York,tikTok,6,False,breathingExercise,openedApp,1753015240.9030309,Free time ,2700.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753020121.826274,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753020517.147394,,1440.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753022794.622874,,1440.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753025173.380234,,60.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753043867.660061,,1440.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753044827.893491,,900.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753048493.627162,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753048550.225006,,1440.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753048888.6737108,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753048987.761248,,1500.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753053509.124171,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753053539.258717,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753053572.613826,,1260.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753053606.290447,,1380.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753053643.386654,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753053648.43982,,1260.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753054345.253937,,1500.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753055281.195839,,1080.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753055529.908036,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753056496.578146,,1440.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753056714.6573691,,1440.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753057720.109674,,1020.0
America/New_York,tikTok,6,False,breathingExercise,openedApp,1753058768.383529,Free time ,2160.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753059370.174401,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753059459.746171,,1620.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753059799.340139,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753098065.1299481,,1200.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753133483.390986,,1440.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753134082.079133,,1560.0
America/New_York,tikTok,6,False,breathingExercise,openedApp,1753135672.0607681,Free time ,1500.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753136514.043058,,1500.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753138272.326287,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753138298.264343,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753138587.164671,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753138611.487699,,1500.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753139043.6830301,,1500.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753139467.3395371,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753141447.4050531,,1320.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753142192.993979,,1620.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753142251.401606,,1500.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753142934.9916859,,2640.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753144245.869927,,1620.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753149282.591414,,
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753150253.190761,,
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753152526.726896,,
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753153210.527316,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753155643.197598,,2700.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753155860.807039,,1440.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753156673.952079,,1320.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753181398.6172872,,1680.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753182054.347214,,1560.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753221405.957594,,1260.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753221596.300703,,
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753221980.2628798,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753222545.616761,,60.0
America/New_York,tikTok,6,False,breathingExercise,openedApp,1753222641.5212379,Free time ,1800.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753222759.009649,,1380.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753222861.740561,,1620.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753225661.594795,,1740.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753226939.7230148,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753226943.075383,,1500.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753227121.441008,,
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753227353.272933,,1260.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753228004.778588,,1260.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753228055.584398,,1680.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753228110.163176,,1380.0
America/New_York,tikTok,6,False,askForTimeLimit,openedApp,1753238215.66989,,540.0
America/New_York,tikTok,6,False,askForTimeLimit,dismissedAppOpening,1753239600.905116,,
