timestamp,isReIntervention,app,resolution,timezone,interventionType,interventionDuration
1750556907.340787,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750558293.9865642,False,instagram,openedApp,America/Santiago,,
1750558593.9865642,False,instagram,closedApp,America/Santiago,,
1750558593.9865642,False,instagram,dismissedAppOpening,America/Santiago,,
1750559931.42924,False,instagram,openedApp,America/Santiago,,
1750560231.42924,False,instagram,closedApp,America/Santiago,,
1750560231.42924,False,instagram,dismissedAppOpening,America/Santiago,,
1750567289.6788158,False,instagram,openedApp,America/Santiago,,
1750567589.6788158,False,instagram,closedApp,America/Santiago,,
1750567589.6788158,False,instagram,dismissedAppOpening,America/Santiago,,
1750586603.1608648,False,instagram,openedApp,America/Santiago,,
1750586903.1608648,False,instagram,closedApp,America/Santiago,,
1750586903.1608648,False,instagram,dismissedAppOpening,America/Santiago,,
1750587932.154238,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750588256.720395,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750594277.125217,False,instagram,openedApp,America/Santiago,,
1750594577.125217,False,instagram,closedApp,America/Santiago,,
1750594577.125217,False,instagram,dismissedAppOpening,America/Santiago,,
1750606346.0331059,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750612538.179522,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750618781.2330651,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750628162.070468,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750630250.910389,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750631059.612763,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750635781.03925,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750636404.26583,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750637777.801482,False,instagram,openedApp,America/Santiago,,
1750638077.801482,False,instagram,closedApp,America/Santiago,,
1750638077.801482,False,instagram,dismissedAppOpening,America/Santiago,,
1750639993.091148,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750642394.247472,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1750642612.482748,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750643564.815522,False,instagram,openedApp,America/Santiago,,
1750643864.8155231,False,instagram,closedApp,America/Santiago,,
1750643864.8155231,False,instagram,dismissedAppOpening,America/Santiago,,
1750644355.843262,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750646922.115377,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1750647530.706356,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1750729166.487494,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750729805.707802,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750730054.984062,False,instagram,openedApp,America/Santiago,,
1750730354.9840631,False,instagram,closedApp,America/Santiago,,
1750730354.9840631,False,instagram,dismissedAppOpening,America/Santiago,,
1750731109.322284,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750768319.9193401,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750769717.908945,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750771376.289345,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750771681.753833,False,instagram,openedApp,America/Santiago,,
1750771981.753834,False,instagram,closedApp,America/Santiago,,
1750771981.753834,False,instagram,dismissedAppOpening,America/Santiago,,
1750772439.027319,False,facebook,openedApp,America/Santiago,breathingExercise,6.0
1750774487.7680259,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750775209.4086251,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750775447.920003,False,instagram,openedApp,America/Santiago,,
1750775747.920003,False,instagram,closedApp,America/Santiago,,
1750775747.920003,False,instagram,dismissedAppOpening,America/Santiago,,
1750775516.987679,False,instagram,openedApp,America/Santiago,,
1750775816.98768,False,instagram,closedApp,America/Santiago,,
1750775816.98768,False,instagram,dismissedAppOpening,America/Santiago,,
1750775519.867485,False,instagram,openedApp,America/Santiago,,
1750775819.867486,False,instagram,closedApp,America/Santiago,,
1750775819.867487,False,instagram,dismissedAppOpening,America/Santiago,,
1750776113.413155,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750775877.180379,False,instagram,openedApp,America/Santiago,,
1750776177.180379,False,instagram,closedApp,America/Santiago,,
1750776177.180379,False,instagram,dismissedAppOpening,America/Santiago,,
1750779194.497171,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1750781691.8023949,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750782293.371591,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750782298.6528602,False,instagram,openedApp,America/Santiago,,
1750782598.652861,False,instagram,closedApp,America/Santiago,,
1750782598.652861,False,instagram,dismissedAppOpening,America/Santiago,,
1750782783.774534,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750782787.639952,False,instagram,openedApp,America/Santiago,,
1750783087.6399531,False,instagram,closedApp,America/Santiago,,
1750783087.6399531,False,instagram,dismissedAppOpening,America/Santiago,,
1750783546.977386,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750783854.268503,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1750784121.050906,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750784438.30483,False,instagram,openedApp,America/Santiago,,
1750784738.30483,False,instagram,closedApp,America/Santiago,,
1750784738.30483,False,instagram,dismissedAppOpening,America/Santiago,,
1750786015.301206,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750786545.349271,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750786692.31083,False,instagram,openedApp,America/Santiago,,
1750786992.310831,False,instagram,closedApp,America/Santiago,,
1750786992.310831,False,instagram,dismissedAppOpening,America/Santiago,,
1750787359.748342,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750791238.8584409,False,instagram,openedApp,America/Santiago,,
1750791538.8584409,False,instagram,closedApp,America/Santiago,,
1750791538.8584409,False,instagram,dismissedAppOpening,America/Santiago,,
1750808686.9644852,False,instagram,openedApp,America/Santiago,,
1750808986.9644861,False,instagram,closedApp,America/Santiago,,
1750808986.9644861,False,instagram,dismissedAppOpening,America/Santiago,,
1750809129.498776,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750816338.7164478,False,instagram,openedApp,America/Santiago,,
1750816638.716449,False,instagram,closedApp,America/Santiago,,
1750816638.716449,False,instagram,dismissedAppOpening,America/Santiago,,
1750816805.0936918,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750816611.218499,False,instagram,openedApp,America/Santiago,,
1750816911.2185001,False,instagram,closedApp,America/Santiago,,
1750816911.2185001,False,instagram,dismissedAppOpening,America/Santiago,,
1750817156.6578631,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750817412.994353,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750817880.588388,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1750818108.8980331,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750819383.8792272,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1750820182.843532,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750820606.217133,False,instagram,openedApp,America/Santiago,,
1750820906.217133,False,instagram,closedApp,America/Santiago,,
1750820906.217133,False,instagram,dismissedAppOpening,America/Santiago,,
1750823273.004046,False,instagram,openedApp,America/Santiago,,
1750823573.004047,False,instagram,closedApp,America/Santiago,,
1750823573.004047,False,instagram,dismissedAppOpening,America/Santiago,,
1750825994.357435,False,instagram,openedApp,America/Santiago,,
1750826294.357435,False,instagram,closedApp,America/Santiago,,
1750826294.357435,False,instagram,dismissedAppOpening,America/Santiago,,
1750827086.73273,False,instagram,openedApp,America/Santiago,,
1750827386.7327309,False,instagram,closedApp,America/Santiago,,
1750827386.7327309,False,instagram,dismissedAppOpening,America/Santiago,,
1750828009.846035,False,instagram,openedApp,America/Santiago,,
1750828309.846036,False,instagram,closedApp,America/Santiago,,
1750828309.846036,False,instagram,dismissedAppOpening,America/Santiago,,
1750863457.9137459,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750873497.363092,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1750873621.0789418,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750878708.508538,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1750878879.0578918,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750881375.8766289,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1750881398.046846,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750882185.825777,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750884982.6359339,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750887485.396052,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750893487.916966,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1750893500.9557261,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1750893713.261522,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750895565.38833,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1750895647.894855,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750896660.509732,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750901520.176196,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750903819.853116,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1750905347.772805,False,instagram,openedApp,America/Santiago,,
1750905647.772805,False,instagram,closedApp,America/Santiago,,
1750905647.772805,False,instagram,dismissedAppOpening,America/Santiago,,
1750908745.753553,False,instagram,openedApp,America/Santiago,,
1750909045.753553,False,instagram,closedApp,America/Santiago,,
1750909045.753553,False,instagram,dismissedAppOpening,America/Santiago,,
1750938290.139081,False,instagram,openedApp,America/Santiago,,
1750938590.139081,False,instagram,closedApp,America/Santiago,,
1750938590.139081,False,instagram,dismissedAppOpening,America/Santiago,,
1750940528.1102052,False,instagram,openedApp,America/Santiago,,
1750940828.1102052,False,instagram,closedApp,America/Santiago,,
1750940828.1102052,False,instagram,dismissedAppOpening,America/Santiago,,
1750940990.937156,False,instagram,openedApp,America/Santiago,,
1750941290.937156,False,instagram,closedApp,America/Santiago,,
1750941290.937156,False,instagram,dismissedAppOpening,America/Santiago,,
1750941515.007709,False,instagram,openedApp,America/Santiago,,
1750941815.007709,False,instagram,closedApp,America/Santiago,,
1750941815.007709,False,instagram,dismissedAppOpening,America/Santiago,,
1751840275.543603,False,instagram,openedApp,America/Santiago,,
1751840575.543603,False,instagram,closedApp,America/Santiago,,
1751840575.543603,False,instagram,dismissedAppOpening,America/Santiago,,
1751841164.4412432,False,instagram,openedApp,America/Santiago,,
1751841464.4412432,False,instagram,closedApp,America/Santiago,,
1751841464.4412432,False,instagram,dismissedAppOpening,America/Santiago,,
1751841654.409411,False,facebook,openedApp,America/Santiago,,
1751841714.409412,False,facebook,closedApp,America/Santiago,,
1751841714.409412,False,facebook,dismissedAppOpening,America/Santiago,,
1751843412.615893,False,instagram,openedApp,America/Santiago,,
1751843712.615893,False,instagram,closedApp,America/Santiago,,
1751843712.615893,False,instagram,dismissedAppOpening,America/Santiago,,
1751843732.4111218,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751845541.687413,False,facebook,openedApp,America/Santiago,,
1751845601.687413,False,facebook,closedApp,America/Santiago,,
1751845601.687413,False,facebook,dismissedAppOpening,America/Santiago,,
1751848346.1676679,False,instagram,openedApp,America/Santiago,,
1751848646.1676679,False,instagram,closedApp,America/Santiago,,
1751848646.1676679,False,instagram,dismissedAppOpening,America/Santiago,,
1751848668.5522032,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751849195.5103989,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751851212.14917,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751852107.3116121,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751854174.337337,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1751854209.716399,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751854769.312274,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751855333.312607,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751855439.037749,False,facebook,openedApp,America/Santiago,breathingExercise,6.0
1751856018.635449,False,facebook,openedApp,America/Santiago,,
1751856078.635449,False,facebook,closedApp,America/Santiago,,
1751856078.635449,False,facebook,dismissedAppOpening,America/Santiago,,
1751856377.170514,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751857585.597441,False,instagram,openedApp,America/Santiago,,
1751857885.5974422,False,instagram,closedApp,America/Santiago,,
1751857885.5974422,False,instagram,dismissedAppOpening,America/Santiago,,
1751858471.412345,False,instagram,openedApp,America/Santiago,,
1751858771.412346,False,instagram,closedApp,America/Santiago,,
1751858771.412346,False,instagram,dismissedAppOpening,America/Santiago,,
1751858474.87925,False,instagram,openedApp,America/Santiago,,
1751858774.879251,False,instagram,closedApp,America/Santiago,,
1751858774.879251,False,instagram,dismissedAppOpening,America/Santiago,,
1751858985.162324,False,instagram,openedApp,America/Santiago,,
1751859285.162324,False,instagram,closedApp,America/Santiago,,
1751859285.162324,False,instagram,dismissedAppOpening,America/Santiago,,
1751859817.565386,False,facebook,openedApp,America/Santiago,,
1751859877.565386,False,facebook,closedApp,America/Santiago,,
1751859877.565386,False,facebook,dismissedAppOpening,America/Santiago,,
1751890967.7101588,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751892550.380415,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751894431.8484778,False,instagram,openedApp,America/Santiago,,
1751894731.8484778,False,instagram,closedApp,America/Santiago,,
1751894731.8484778,False,instagram,dismissedAppOpening,America/Santiago,,
1751895393.9970999,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751895578.751476,False,instagram,openedApp,America/Santiago,,
1751895878.751476,False,instagram,closedApp,America/Santiago,,
1751895878.751476,False,instagram,dismissedAppOpening,America/Santiago,,
1751897988.3451018,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751898658.7973042,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1751899145.978207,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1751899228.7027168,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751899841.141818,False,facebook,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1751899871.2916741,False,facebook,openedApp,America/Santiago,breathingExercise,6.0
1751901353.650353,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751904937.8615541,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751916794.339751,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751920239.555324,False,instagram,dismissedAppOpening,America/Santiago,breathingExercise,6.0
1751920169.710331,False,instagram,openedApp,America/Santiago,,
1751920469.710331,False,instagram,closedApp,America/Santiago,,
1751920469.710331,False,instagram,dismissedAppOpening,America/Santiago,,
1751920487.612194,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751928081.0382628,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751939475.210901,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751940375.307236,False,instagram,openedApp,America/Santiago,,
1751940675.307236,False,instagram,closedApp,America/Santiago,,
1751940675.307236,False,instagram,dismissedAppOpening,America/Santiago,,
1751941874.8309069,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751942269.623338,False,instagram,openedApp,America/Santiago,breathingExercise,6.0
1751943821.2152638,False,instagram,openedApp,America/Santiago,,
1751944121.2152638,False,instagram,closedApp,America/Santiago,,
1751944121.2152638,False,instagram,dismissedAppOpening,America/Santiago,,
