resolution,isReIntervention,timestamp,timezone,app,interventionDuration,interventionType
openedApp,False,1752705379.643619,America/Sao_Paulo,instagram,,
closedApp,False,1752705559.643619,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752705559.643619,America/Sao_Paulo,instagram,,
openedApp,False,1752707686.6230268,America/Sao_Paulo,instagram,,
closedApp,False,1752707866.623028,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752707866.623028,America/Sao_Paulo,instagram,,
openedApp,False,1752722006.3334,America/Sao_Paulo,instagram,,
closedApp,False,1752722186.3334,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752722186.3334,America/Sao_Paulo,instagram,,
openedApp,False,1752752792.028679,America/Sao_Paulo,instagram,,
closedApp,False,1752752972.028679,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752752972.028679,America/Sao_Paulo,instagram,,
openedApp,False,1752756046.803751,America/Sao_Paulo,instagram,,
closedApp,False,1752756226.803751,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752756226.803751,America/Sao_Paulo,instagram,,
openedApp,False,1752758487.470423,America/Sao_Paulo,instagram,,
closedApp,False,1752758667.470423,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752758667.470423,America/Sao_Paulo,instagram,,
openedApp,False,1752764076.492522,America/Sao_Paulo,instagram,,
closedApp,False,1752764256.492522,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752764256.492522,America/Sao_Paulo,instagram,,
openedApp,False,1752774916.255409,America/Sao_Paulo,instagram,,
closedApp,False,1752775096.25541,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752775096.25541,America/Sao_Paulo,instagram,,
openedApp,False,1752777252.321814,America/Sao_Paulo,instagram,,
closedApp,False,1752777432.321814,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752777432.321814,America/Sao_Paulo,instagram,,
openedApp,False,1752804919.455863,America/Sao_Paulo,instagram,,
closedApp,False,1752805099.455863,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752805099.455863,America/Sao_Paulo,instagram,,
openedApp,False,1752838258.237756,America/Sao_Paulo,instagram,,
closedApp,False,1752838438.237756,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752838438.237756,America/Sao_Paulo,instagram,,
openedApp,False,1752841800.367007,America/Sao_Paulo,instagram,,
closedApp,False,1752841980.367007,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752841980.367008,America/Sao_Paulo,instagram,,
openedApp,False,1752860258.0786061,America/Sao_Paulo,instagram,,
closedApp,False,1752860438.078607,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752860438.078607,America/Sao_Paulo,instagram,,
openedApp,False,1752860258.1256928,America/Sao_Paulo,instagram,,
closedApp,False,1752860438.1256928,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752860438.1256928,America/Sao_Paulo,instagram,,
openedApp,False,1752864527.374367,America/Sao_Paulo,instagram,,
closedApp,False,1752864707.374368,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752864707.374368,America/Sao_Paulo,instagram,,
openedApp,False,1752867178.104883,America/Sao_Paulo,instagram,,
closedApp,False,1752867358.104883,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752867358.104883,America/Sao_Paulo,instagram,,
openedApp,False,1752873252.400104,America/Sao_Paulo,instagram,,
closedApp,False,1752873432.400104,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752873432.400104,America/Sao_Paulo,instagram,,
openedApp,False,1752922428.619865,America/Sao_Paulo,instagram,,
closedApp,False,1752922608.619865,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752922608.619865,America/Sao_Paulo,instagram,,
openedApp,False,1752943133.428519,America/Sao_Paulo,instagram,,
closedApp,False,1752943313.428519,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752943313.42852,America/Sao_Paulo,instagram,,
openedApp,False,1752948004.4392428,America/Sao_Paulo,instagram,,
closedApp,False,1752948184.4392428,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752948184.4392428,America/Sao_Paulo,instagram,,
openedApp,False,1752951724.090128,America/Sao_Paulo,instagram,,
closedApp,False,1752951904.090129,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752951904.090129,America/Sao_Paulo,instagram,,
openedApp,False,1752987891.6154609,America/Sao_Paulo,instagram,,
closedApp,False,1752988071.6154618,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1752988071.6154618,America/Sao_Paulo,instagram,,
openedApp,False,1753021875.013226,America/Sao_Paulo,instagram,,
closedApp,False,1753022055.013226,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753022055.013227,America/Sao_Paulo,instagram,,
openedApp,False,1753022095.0507522,America/Sao_Paulo,instagram,6.0,breathingExercise
openedApp,False,1753094717.262636,America/Sao_Paulo,instagram,,
closedApp,False,1753094897.262636,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753094897.262636,America/Sao_Paulo,instagram,,
openedApp,False,1753100311.001617,America/Sao_Paulo,instagram,,
closedApp,False,1753100491.001617,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753100491.001618,America/Sao_Paulo,instagram,,
openedApp,False,1753101044.829513,America/Sao_Paulo,instagram,,
closedApp,False,1753101224.829513,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753101224.829514,America/Sao_Paulo,instagram,,
openedApp,False,1753104572.935621,America/Sao_Paulo,instagram,,
closedApp,False,1753104752.935621,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753104752.935621,America/Sao_Paulo,instagram,,
openedApp,False,1753123443.641145,America/Sao_Paulo,instagram,,
closedApp,False,1753123623.641145,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753123623.641145,America/Sao_Paulo,instagram,,
openedApp,False,1753124539.033303,America/Sao_Paulo,instagram,,
closedApp,False,1753124719.033303,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753124719.033303,America/Sao_Paulo,instagram,,
openedApp,False,1753128587.947164,America/Sao_Paulo,instagram,,
closedApp,False,1753128767.947165,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753128767.947165,America/Sao_Paulo,instagram,,
openedApp,False,1753132837.067402,America/Sao_Paulo,instagram,,
closedApp,False,1753133017.0674028,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753133017.0674028,America/Sao_Paulo,instagram,,
openedApp,False,1753134941.26688,America/Sao_Paulo,instagram,,
closedApp,False,1753135121.26688,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753135121.26688,America/Sao_Paulo,instagram,,
openedApp,False,1753135803.767149,America/Sao_Paulo,instagram,,
closedApp,False,1753135983.76715,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753135983.76715,America/Sao_Paulo,instagram,,
openedApp,False,1753140337.6803222,America/Sao_Paulo,instagram,,
closedApp,False,1753140517.6803222,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753140517.6803222,America/Sao_Paulo,instagram,,
openedApp,False,1753144552.468204,America/Sao_Paulo,instagram,,
closedApp,False,1753144732.468204,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753144732.468204,America/Sao_Paulo,instagram,,
openedApp,False,1753149306.0464659,America/Sao_Paulo,instagram,,
closedApp,False,1753149486.0464668,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753149486.0464668,America/Sao_Paulo,instagram,,
openedApp,False,1753150312.86376,America/Sao_Paulo,instagram,6.0,breathingExercise
openedApp,False,1753190284.011774,America/Sao_Paulo,instagram,,
closedApp,False,1753190464.011774,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753190464.011774,America/Sao_Paulo,instagram,,
openedApp,False,1753193996.567236,America/Sao_Paulo,instagram,,
closedApp,False,1753194176.567236,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753194176.567236,America/Sao_Paulo,instagram,,
openedApp,False,1753195675.4372149,America/Sao_Paulo,instagram,,
closedApp,False,1753195855.4372149,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753195855.4372149,America/Sao_Paulo,instagram,,
openedApp,False,1753200670.910023,America/Sao_Paulo,instagram,,
closedApp,False,1753200850.910023,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753200850.910023,America/Sao_Paulo,instagram,,
openedApp,False,1753206275.331493,America/Sao_Paulo,instagram,,
closedApp,False,1753206455.331493,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753206455.331493,America/Sao_Paulo,instagram,,
openedApp,False,1753208727.479271,America/Sao_Paulo,instagram,,
closedApp,False,1753208907.479271,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753208907.479272,America/Sao_Paulo,instagram,,
openedApp,False,1753211953.0109758,America/Sao_Paulo,instagram,,
closedApp,False,1753212133.0109758,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753212133.0109758,America/Sao_Paulo,instagram,,
openedApp,False,1753223102.687423,America/Sao_Paulo,instagram,,
closedApp,False,1753223282.687423,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753223282.687423,America/Sao_Paulo,instagram,,
openedApp,False,1753242430.7970572,America/Sao_Paulo,instagram,,
closedApp,False,1753242610.7970572,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753242610.7970572,America/Sao_Paulo,instagram,,
openedApp,False,1753299346.912839,America/Sao_Paulo,instagram,,
closedApp,False,1753299526.912839,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753299526.912839,America/Sao_Paulo,instagram,,
openedApp,False,1753306146.766068,America/Sao_Paulo,instagram,,
closedApp,False,1753306326.766069,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753306326.766069,America/Sao_Paulo,instagram,,
openedApp,False,1753306596.6084409,America/Sao_Paulo,instagram,,
closedApp,False,1753306776.6084409,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753306776.6084409,America/Sao_Paulo,instagram,,
openedApp,False,1753316493.544427,America/Sao_Paulo,instagram,,
closedApp,False,1753316673.544427,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753316673.544427,America/Sao_Paulo,instagram,,
openedApp,False,1753322927.601725,America/Sao_Paulo,instagram,,
closedApp,False,1753323107.601726,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753323107.601726,America/Sao_Paulo,instagram,,
openedApp,False,1753327155.635429,America/Sao_Paulo,instagram,6.0,breathingExercise
openedApp,False,1753327280.032062,America/Sao_Paulo,instagram,,
closedApp,False,1753327460.032062,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753327460.032062,America/Sao_Paulo,instagram,,
openedApp,False,1753362942.8016891,America/Sao_Paulo,instagram,,
closedApp,False,1753363122.8016891,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753363122.8016891,America/Sao_Paulo,instagram,,
openedApp,False,1753401059.993437,America/Sao_Paulo,instagram,,
closedApp,False,1753401239.993437,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753401239.993437,America/Sao_Paulo,instagram,,
openedApp,False,1753402353.783184,America/Sao_Paulo,instagram,,
closedApp,False,1753402533.783184,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753402533.783184,America/Sao_Paulo,instagram,,
openedApp,False,1753409723.321506,America/Sao_Paulo,instagram,,
closedApp,False,1753409903.321507,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753409903.321507,America/Sao_Paulo,instagram,,
openedApp,False,1753416096.498972,America/Sao_Paulo,instagram,,
closedApp,False,1753416276.498972,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753416276.498972,America/Sao_Paulo,instagram,,
openedApp,False,1753451245.867353,America/Sao_Paulo,instagram,,
closedApp,False,1753451425.867353,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753451425.867353,America/Sao_Paulo,instagram,,
openedApp,False,1753454224.7491832,America/Sao_Paulo,instagram,6.0,breathingExercise
openedApp,False,1753455606.708813,America/Sao_Paulo,instagram,,
closedApp,False,1753455786.708813,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753455786.708813,America/Sao_Paulo,instagram,,
openedApp,False,1753457297.081471,America/Sao_Paulo,instagram,,
closedApp,False,1753457477.081471,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753457477.081471,America/Sao_Paulo,instagram,,
openedApp,False,1753463650.714009,America/Sao_Paulo,instagram,,
closedApp,False,1753463830.714009,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753463830.714009,America/Sao_Paulo,instagram,,
openedApp,False,1753468136.889626,America/Sao_Paulo,instagram,,
closedApp,False,1753468316.889627,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753468316.889627,America/Sao_Paulo,instagram,,
openedApp,False,1753468480.583406,America/Sao_Paulo,instagram,,
closedApp,False,1753468660.583406,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753468660.583406,America/Sao_Paulo,instagram,,
openedApp,False,1753468492.521631,America/Sao_Paulo,instagram,,
closedApp,False,1753468672.521631,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753468672.521631,America/Sao_Paulo,instagram,,
openedApp,False,1753471915.714005,America/Sao_Paulo,instagram,,
closedApp,False,1753472095.714005,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753472095.714005,America/Sao_Paulo,instagram,,
openedApp,False,1753476556.794693,America/Sao_Paulo,instagram,,
closedApp,False,1753476736.794694,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753476736.794694,America/Sao_Paulo,instagram,,
openedApp,False,1753491716.533639,America/Sao_Paulo,instagram,,
closedApp,False,1753491896.533639,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753491896.533639,America/Sao_Paulo,instagram,,
openedApp,False,1753504663.511666,America/Sao_Paulo,instagram,,
closedApp,False,1753504843.511666,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753504843.511666,America/Sao_Paulo,instagram,,
openedApp,False,1753513985.79767,America/Sao_Paulo,instagram,,
closedApp,False,1753514165.79767,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753514165.79767,America/Sao_Paulo,instagram,,
openedApp,False,1753536946.5908608,America/Sao_Paulo,instagram,,
closedApp,False,1753537126.5908608,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753537126.5908608,America/Sao_Paulo,instagram,,
openedApp,False,1753556620.596264,America/Sao_Paulo,instagram,6.0,breathingExercise
openedApp,False,1753560313.029067,America/Sao_Paulo,instagram,6.0,breathingExercise
openedApp,False,1753564305.651257,America/Sao_Paulo,instagram,,
closedApp,False,1753564485.651257,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753564485.651257,America/Sao_Paulo,instagram,,
openedApp,False,1753585384.568871,America/Sao_Paulo,instagram,,
closedApp,False,1753585564.568871,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753585564.568871,America/Sao_Paulo,instagram,,
openedApp,False,1753587276.454443,America/Sao_Paulo,instagram,6.0,breathingExercise
openedApp,False,1753626916.039239,America/Sao_Paulo,instagram,,
closedApp,False,1753627096.039239,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753627096.039239,America/Sao_Paulo,instagram,,
openedApp,False,1753631058.928469,America/Sao_Paulo,instagram,,
closedApp,False,1753631238.928469,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753631238.928469,America/Sao_Paulo,instagram,,
openedApp,False,1753632195.776474,America/Sao_Paulo,instagram,,
closedApp,False,1753632375.776474,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753632375.776474,America/Sao_Paulo,instagram,,
openedApp,False,1753649911.0156488,America/Sao_Paulo,instagram,6.0,breathingExercise
openedApp,False,1753650235.869292,America/Sao_Paulo,instagram,,
closedApp,False,1753650415.869292,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753650415.869292,America/Sao_Paulo,instagram,,
openedApp,False,1753652994.894051,America/Sao_Paulo,instagram,6.0,breathingExercise
openedApp,False,1753687679.900809,America/Sao_Paulo,instagram,,
closedApp,False,1753687859.900809,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753687859.900809,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753688744.143066,America/Sao_Paulo,instagram,6.0,breathingExercise
openedApp,False,1753688805.206989,America/Sao_Paulo,instagram,6.0,breathingExercise
openedApp,False,1753690269.1581779,America/Sao_Paulo,instagram,6.0,breathingExercise
openedApp,False,1753698633.171649,America/Sao_Paulo,instagram,,
closedApp,False,1753698813.171649,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753698813.171649,America/Sao_Paulo,instagram,,
openedApp,False,1753699613.307657,America/Sao_Paulo,instagram,,
closedApp,False,1753699793.307657,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753699793.307657,America/Sao_Paulo,instagram,,
openedApp,False,1753715727.746563,America/Sao_Paulo,instagram,,
closedApp,False,1753715907.746563,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753715907.746563,America/Sao_Paulo,instagram,,
openedApp,False,1753722703.273963,America/Sao_Paulo,instagram,,
closedApp,False,1753722883.273963,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753722883.273963,America/Sao_Paulo,instagram,,
openedApp,False,1753723112.6829848,America/Sao_Paulo,instagram,,
closedApp,False,1753723292.6829848,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753723292.6829848,America/Sao_Paulo,instagram,,
openedApp,False,1753723291.565129,America/Sao_Paulo,instagram,,
closedApp,False,1753723471.565129,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753723471.565129,America/Sao_Paulo,instagram,,
openedApp,False,1753728873.774636,America/Sao_Paulo,instagram,,
closedApp,False,1753729053.774636,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753729053.774636,America/Sao_Paulo,instagram,,
openedApp,False,1753732538.420022,America/Sao_Paulo,instagram,,
closedApp,False,1753732718.420022,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753732718.420022,America/Sao_Paulo,instagram,,
openedApp,False,1753737569.6978168,America/Sao_Paulo,instagram,,
closedApp,False,1753737749.6978168,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753737749.6978168,America/Sao_Paulo,instagram,,
openedApp,False,1753741194.7023911,America/Sao_Paulo,instagram,6.0,breathingExercise
openedApp,False,1753748548.6193929,America/Sao_Paulo,instagram,,
closedApp,False,1753748728.6193929,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753748728.6193929,America/Sao_Paulo,instagram,,
openedApp,False,1753752818.337737,America/Sao_Paulo,instagram,6.0,breathingExercise
openedApp,False,1753806567.360557,America/Sao_Paulo,instagram,,
closedApp,False,1753806747.360557,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753806747.360557,America/Sao_Paulo,instagram,,
openedApp,False,1753818084.462596,America/Sao_Paulo,instagram,,
closedApp,False,1753818264.462597,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753818264.462597,America/Sao_Paulo,instagram,,
openedApp,False,1753849209.7993011,America/Sao_Paulo,instagram,,
closedApp,False,1753849389.7993011,America/Sao_Paulo,instagram,,
dismissedAppOpening,False,1753849389.7993011,America/Sao_Paulo,instagram,,
openedApp,False,1753868113.8206902,America/Sao_Paulo,instagram,6.0,breathingExercise
