resolution,timestamp,interventionDuration,interventionType,timezone,isReIntervention,app,timeIntervalUntilReIntervention
openedApp,1753207847.156714,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1753207951.743541,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1753208094.3000479,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1753208471.3608608,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753208595.4442492,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753210284.189811,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1753210303.953862,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1753216619.841924,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
openedApp,1753217439.923104,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1753217536.042753,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1753217745.752058,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1753224245.10212,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1753250521.9718041,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753251603.7444592,6,askForTimeLimit,Europe/Paris,False,instagram,480.0
openedApp,1753251902.6961231,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1753253236.8254771,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753254922.69381,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1753258690.7873669,6,askForTimeLimit,Europe/Paris,False,instagram,1380.0
openedApp,1753258810.273653,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753263711.7838101,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1753263728.774353,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1753272562.557389,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1753273673.636094,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1753278293.590651,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1753281952.9438539,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1753286790.7440782,6,askForTimeLimit,Europe/Paris,False,instagram,480.0
openedApp,1753304120.588272,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1753304775.422927,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1753338157.347394,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1753342598.6936631,6,askForTimeLimit,Europe/Paris,False,instagram,1380.0
openedApp,1753342996.54958,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1753343583.4584079,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1753343991.907908,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1753353204.169176,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1753353657.093924,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753353867.761158,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1753358581.158689,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
dismissedAppOpening,1753359240.2954721,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1753360325.5030751,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1753360985.622585,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753362693.820729,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
dismissedAppOpening,1753363881.0451531,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1753365841.18296,6,askForTimeLimit,Europe/Paris,False,instagram,1560.0
openedApp,1753366655.3330479,6,askForTimeLimit,Europe/Paris,False,instagram,480.0
openedApp,1753370040.375879,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1753372513.91025,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753376492.9649792,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753378467.505466,6,askForTimeLimit,Europe/Paris,False,instagram,1560.0
openedApp,1753381539.37976,6,askForTimeLimit,Europe/Paris,False,instagram,1380.0
openedApp,1753383042.687767,6,askForTimeLimit,Europe/Paris,False,instagram,1500.0
openedApp,1753383084.453881,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1753392484.917557,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753393901.621753,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
openedApp,1753396638.5707579,6,askForTimeLimit,Europe/Paris,False,instagram,1440.0
openedApp,1753397717.157644,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1753426270.720601,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
openedApp,1753426453.371319,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
openedApp,1753426930.7965112,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753429789.5207791,6,askForTimeLimit,Europe/Paris,False,instagram,420.0
openedApp,1753430016.716117,6,askForTimeLimit,Europe/Paris,False,instagram,240.0
openedApp,1753430235.254706,6,askForTimeLimit,Europe/Paris,False,instagram,540.0
dismissedAppOpening,1753430803.432265,6,breathingExercise,Europe/Paris,False,instagram,
openedApp,1753431887.466776,6,askForTimeLimit,Europe/Paris,False,instagram,540.0
openedApp,1753440381.07194,6,askForTimeLimit,Europe/Paris,False,instagram,480.0
openedApp,1753448174.573117,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1753450433.287088,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753450728.07023,6,askForTimeLimit,Europe/Paris,False,instagram,1440.0
openedApp,1753461056.8867831,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753461814.159271,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753462695.264121,6,askForTimeLimit,Europe/Paris,False,instagram,1380.0
openedApp,1753466400.8365998,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1753469491.083624,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1753469793.469582,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1753470088.7852821,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1753470298.228728,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
openedApp,1753475656.284972,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753476326.878355,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1753478666.179374,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
dismissedAppOpening,1753499341.342993,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1753499357.747366,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1753537613.262198,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753546561.333599,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1753547288.34019,6,askForTimeLimit,Europe/Paris,False,instagram,420.0
openedApp,1753568897.105229,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753569279.507258,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1753570498.776726,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753607889.9582129,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
dismissedAppOpening,1753607923.1822848,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1753607930.715468,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1753607969.760392,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753608277.405641,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
openedApp,1753635974.6536121,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1753637148.510703,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753645337.803263,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1753645418.5089831,6,askForTimeLimit,Europe/Paris,False,instagram,1560.0
openedApp,1753645467.510241,6,askForTimeLimit,Europe/Paris,False,instagram,120.0
openedApp,1753645491.12105,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1753645565.726931,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753650068.9755921,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753651430.067222,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1753651498.7069058,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
openedApp,1753651541.3001242,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1753653708.923798,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1753683625.569238,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753684382.7361689,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1753687055.6502419,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753687582.2479382,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1753688733.618861,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1753690460.599697,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1753690982.8129091,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1753691645.817278,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1753692131.815783,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753693904.3866382,6,askForTimeLimit,Europe/Paris,False,instagram,480.0
openedApp,1753694981.973909,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1753695660.067414,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1753697012.2257938,6,askForTimeLimit,Europe/Paris,False,instagram,300.0
openedApp,1753701441.211279,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1753702610.522918,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1753704650.121004,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753705274.173555,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1753709837.19881,6,askForTimeLimit,Europe/Paris,False,instagram,540.0
openedApp,1753714026.511729,6,askForTimeLimit,Europe/Paris,False,instagram,1500.0
openedApp,1753714893.011132,6,askForTimeLimit,Europe/Paris,False,instagram,540.0
openedApp,1753716879.706902,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753717902.209806,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753718145.5589619,6,askForTimeLimit,Europe/Paris,False,instagram,1440.0
openedApp,1753718321.305644,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753718629.7067509,6,askForTimeLimit,Europe/Paris,False,instagram,1440.0
openedApp,1753718958.972527,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1753719221.83736,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753719923.345944,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1753720370.2567449,6,askForTimeLimit,Europe/Paris,False,instagram,540.0
openedApp,1753720447.033767,6,askForTimeLimit,Europe/Paris,False,instagram,2640.0
openedApp,1753722964.26409,6,askForTimeLimit,Europe/Paris,False,instagram,420.0
openedApp,1753722979.626049,6,askForTimeLimit,Europe/Paris,False,instagram,1440.0
dismissedAppOpening,1753723099.943094,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1753723104.4680529,6,askForTimeLimit,Europe/Paris,False,instagram,1440.0
openedApp,1753723240.104326,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753725592.659889,6,askForTimeLimit,Europe/Paris,False,instagram,1500.0
openedApp,1753727025.717509,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753738393.43009,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753738597.338989,6,askForTimeLimit,Europe/Paris,False,instagram,1560.0
openedApp,1753767094.348853,6,askForTimeLimit,Europe/Paris,False,instagram,480.0
openedApp,1753771421.773309,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
dismissedAppOpening,1753774344.514287,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1753774564.87061,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753779789.391572,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1753788189.779879,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1753797529.749795,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1753798908.492392,6,askForTimeLimit,Europe/Paris,False,instagram,540.0
openedApp,1753800366.115024,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753803231.178838,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753809616.7796001,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1753811910.424405,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
dismissedAppOpening,1753812372.1560168,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1753812663.926989,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1753816194.935789,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1753819380.480289,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
dismissedAppOpening,1753820310.381356,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1753820318.942291,6,askForTimeLimit,Europe/Paris,False,instagram,1440.0
dismissedAppOpening,1753820834.1957579,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1753820837.29894,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1753820879.8915892,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1753822783.1394072,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753823343.268259,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
openedApp,1753856129.8896441,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1753860816.273295,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
dismissedAppOpening,1753861006.991054,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1753861287.491421,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753861431.4899,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753861643.028085,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1753862033.2647882,6,askForTimeLimit,Europe/Paris,False,instagram,540.0
openedApp,1753862967.477079,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
dismissedAppOpening,1753868961.755276,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1753877176.340251,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1753877994.913378,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1753888203.421362,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753888538.895485,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753891720.948474,6,askForTimeLimit,Europe/Paris,False,instagram,1620.0
openedApp,1753892549.683782,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1753898262.666621,6,askForTimeLimit,Europe/Paris,False,instagram,1440.0
openedApp,1753898456.298687,6,askForTimeLimit,Europe/Paris,False,instagram,300.0
openedApp,1753898478.5019631,6,askForTimeLimit,Europe/Paris,False,instagram,1740.0
openedApp,1753901807.986775,6,askForTimeLimit,Europe/Paris,False,instagram,480.0
openedApp,1753907830.777566,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753907907.365965,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1753908242.048835,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753909332.335927,6,askForTimeLimit,Europe/Paris,False,instagram,1620.0
openedApp,1753910008.216364,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753940174.097769,6,askForTimeLimit,Europe/Paris,False,instagram,420.0
dismissedAppOpening,1753940407.3095732,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1753940411.420975,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1753940639.0557761,6,askForTimeLimit,Europe/Paris,False,instagram,300.0
openedApp,1753942476.951974,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1753944134.35389,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1753944262.798471,6,askForTimeLimit,Europe/Paris,False,instagram,1620.0
openedApp,1753944358.934813,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753945511.142305,6,askForTimeLimit,Europe/Paris,False,instagram,1380.0
dismissedAppOpening,1753945553.8293672,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1753945558.061827,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753945619.32465,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1753945633.156579,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1753950871.470068,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1753951106.510762,6,askForTimeLimit,Europe/Paris,False,instagram,1560.0
openedApp,1753963308.8121572,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1753964019.6801229,6,askForTimeLimit,Europe/Paris,False,instagram,1500.0
openedApp,1753964188.315734,6,askForTimeLimit,Europe/Paris,False,instagram,1440.0
openedApp,1753964207.504727,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1753964889.695641,6,askForTimeLimit,Europe/Paris,False,instagram,1500.0
openedApp,1753969218.409906,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1753973571.8831801,6,askForTimeLimit,Europe/Paris,False,instagram,1380.0
openedApp,1753973630.083138,6,askForTimeLimit,Europe/Paris,False,instagram,1560.0
openedApp,1753976411.443187,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1753976522.7824612,6,askForTimeLimit,Europe/Paris,False,instagram,1380.0
openedApp,1753976819.66986,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1753983255.562356,6,askForTimeLimit,Europe/Paris,False,instagram,1680.0
openedApp,1753983401.889552,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1753983949.9525108,6,askForTimeLimit,Europe/Paris,False,instagram,1800.0
openedApp,1753984897.940906,6,askForTimeLimit,Europe/Paris,False,instagram,1620.0
openedApp,1753992692.941122,6,askForTimeLimit,Europe/Paris,False,instagram,480.0
openedApp,1753995349.142415,6,askForTimeLimit,Europe/Paris,False,instagram,240.0
openedApp,1753995582.909388,6,askForTimeLimit,Europe/Paris,False,instagram,1560.0
openedApp,1754028013.863415,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1754029683.359735,6,askForTimeLimit,Europe/Paris,False,instagram,1260.0
openedApp,1754029795.7604852,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
dismissedAppOpening,1754029921.912679,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1754033260.4380798,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1754033274.706384,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1754033573.5961962,6,askForTimeLimit,Europe/Paris,False,instagram,2040.0
openedApp,1754034192.246439,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1754034972.926447,6,askForTimeLimit,Europe/Paris,False,instagram,1380.0
openedApp,1754034989.043977,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1754035061.3801289,6,askForTimeLimit,Europe/Paris,False,instagram,1440.0
openedApp,1754035268.517647,6,askForTimeLimit,Europe/Paris,False,instagram,1560.0
openedApp,1754036066.065453,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
dismissedAppOpening,1754036399.369009,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1754039373.745667,6,askForTimeLimit,Europe/Paris,False,instagram,1380.0
openedApp,1754039784.330999,6,askForTimeLimit,Europe/Paris,False,instagram,600.0
openedApp,1754044832.492764,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1754045958.192225,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1754047740.890881,6,askForTimeLimit,Europe/Paris,False,instagram,360.0
openedApp,1754048637.2425451,6,askForTimeLimit,Europe/Paris,False,instagram,1560.0
openedApp,1754050484.716865,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1754050719.336899,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1754050962.215785,6,askForTimeLimit,Europe/Paris,False,instagram,1560.0
openedApp,1754052021.852577,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1754052593.722789,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
dismissedAppOpening,1754053994.1528502,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1754054074.528028,6,askForTimeLimit,Europe/Paris,False,instagram,1380.0
openedApp,1754056318.177068,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
dismissedAppOpening,1754057394.938054,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1754057401.733568,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
openedApp,1754061672.5194201,6,askForTimeLimit,Europe/Paris,False,instagram,1500.0
openedApp,1754062163.147521,6,askForTimeLimit,Europe/Paris,False,instagram,2520.0
openedApp,1754062343.584105,6,askForTimeLimit,Europe/Paris,False,instagram,1440.0
openedApp,1754063116.322413,6,askForTimeLimit,Europe/Paris,False,instagram,1800.0
openedApp,1754063809.090698,6,askForTimeLimit,Europe/Paris,False,instagram,600.0
openedApp,1754067629.014659,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1754068989.337552,6,askForTimeLimit,Europe/Paris,False,instagram,60.0
dismissedAppOpening,1754074577.064739,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1754074634.3197231,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1754076445.6431952,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1754081885.320292,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1754088895.3344069,6,askForTimeLimit,Europe/Paris,False,instagram,1560.0
openedApp,1754088931.927565,6,askForTimeLimit,Europe/Paris,False,instagram,480.0
openedApp,1754088979.109702,6,askForTimeLimit,Europe/Paris,False,instagram,600.0
openedApp,1754089023.941375,6,askForTimeLimit,Europe/Paris,False,instagram,300.0
openedApp,1754091341.54288,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
dismissedAppOpening,1754092333.428557,6,askForTimeLimit,Europe/Paris,False,instagram,
dismissedAppOpening,1754092340.0674639,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1754092345.092088,6,askForTimeLimit,Europe/Paris,False,instagram,2340.0
openedApp,1754093371.970886,6,askForTimeLimit,Europe/Paris,False,instagram,1740.0
openedApp,1754116312.187285,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1754116490.4466538,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1754126316.12063,6,askForTimeLimit,Europe/Paris,False,instagram,1380.0
openedApp,1754127533.747438,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1754127566.881639,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1754130734.711544,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1754141188.04464,6,askForTimeLimit,Europe/Paris,False,instagram,1560.0
openedApp,1754141442.4439058,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1754141535.868784,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1754141797.2279139,6,askForTimeLimit,Europe/Paris,False,instagram,1500.0
openedApp,1754145159.402252,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
dismissedAppOpening,1754155887.255511,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1754155898.264577,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1754157787.199311,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1754161905.893101,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1754162315.1646829,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1754163161.874083,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1754163681.110444,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1754163851.0572128,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1754163962.9914,6,askForTimeLimit,Europe/Paris,False,instagram,900.0
openedApp,1754164582.785861,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1754164852.360796,6,askForTimeLimit,Europe/Paris,False,instagram,1200.0
openedApp,1754167883.885508,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1754168507.1645489,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1754168719.619691,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1754173816.2022982,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
dismissedAppOpening,1754173957.039701,6,askForTimeLimit,Europe/Paris,False,instagram,
dismissedAppOpening,1754174344.964333,6,askForTimeLimit,Europe/Paris,False,instagram,
openedApp,1754174350.213242,6,askForTimeLimit,Europe/Paris,False,instagram,120.0
openedApp,1754192664.887712,6,askForTimeLimit,Europe/Paris,False,instagram,540.0
openedApp,1754208230.126752,6,askForTimeLimit,Europe/Paris,False,instagram,1080.0
openedApp,1754208462.2033129,6,askForTimeLimit,Europe/Paris,False,instagram,300.0
openedApp,1754209492.76166,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1754215876.92675,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1754217164.641501,6,askForTimeLimit,Europe/Paris,False,instagram,1620.0
openedApp,1754218280.3833299,6,askForTimeLimit,Europe/Paris,False,instagram,600.0
openedApp,1754222832.5248132,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
openedApp,1754223230.159478,6,askForTimeLimit,Europe/Paris,False,instagram,780.0
openedApp,1754223514.848665,6,askForTimeLimit,Europe/Paris,False,instagram,600.0
openedApp,1754228568.799722,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1754228822.573745,6,askForTimeLimit,Europe/Paris,False,instagram,720.0
openedApp,1754234960.778183,6,askForTimeLimit,Europe/Paris,False,instagram,1440.0
openedApp,1754235267.308062,6,askForTimeLimit,Europe/Paris,False,instagram,1020.0
openedApp,1754235322.2256021,6,askForTimeLimit,Europe/Paris,False,instagram,1320.0
openedApp,1754236209.137748,6,askForTimeLimit,Europe/Paris,False,instagram,600.0
openedApp,1754236388.638279,6,askForTimeLimit,Europe/Paris,False,instagram,1140.0
openedApp,1754236429.415407,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1754238031.8693209,6,askForTimeLimit,Europe/Paris,False,instagram,1380.0
openedApp,1754238496.928073,6,askForTimeLimit,Europe/Paris,False,instagram,600.0
openedApp,1754243332.963718,6,askForTimeLimit,Europe/Paris,False,instagram,1440.0
openedApp,1754244562.775579,6,askForTimeLimit,Europe/Paris,False,instagram,960.0
openedApp,1754245595.3978791,6,askForTimeLimit,Europe/Paris,False,instagram,660.0
openedApp,1754246668.4426641,6,askForTimeLimit,Europe/Paris,False,instagram,840.0
