interventionDuration,timezone,timestamp,purpose,resolution,isReIntervention,interventionType,app
,Europe/Zurich,1753972794.9873161,,closedApp,False,,instagram
,Europe/Zurich,1753973098.482923,,closedApp,False,,instagram
,Europe/Zurich,1753973238.193511,,closedApp,False,,instagram
,Europe/Zurich,1753974084.159209,,closedApp,False,,instagram
,Europe/Zurich,1753974711.359659,,closedApp,False,,instagram
,Europe/Zurich,1753975331.4387798,,closedApp,False,,instagram
,Europe/Zurich,1753975914.30651,,closedApp,False,,instagram
,Europe/Zurich,1753976728.9917169,,closedApp,False,,instagram
,Europe/Zurich,1753977232.9104419,,closedApp,False,,instagram
,Europe/Zurich,1753977369.073201,,closedApp,False,,instagram
,Europe/Zurich,1753979503.232245,,closedApp,False,,instagram
,Europe/Zurich,1753982623.642209,,closedApp,False,,instagram
,Europe/Zurich,1753982885.6827002,,closedApp,False,,instagram
,Europe/Zurich,1753983030.930777,,closedApp,False,,instagram
,Europe/Zurich,1753983135.8685908,,closedApp,False,,instagram
,Europe/Zurich,1753983303.153555,,closedApp,False,,instagram
,Europe/Zurich,1753983371.796185,,closedApp,False,,instagram
,Europe/Zurich,1753983393.295157,,closedApp,False,,instagram
,Europe/Zurich,1753985434.532014,,closedApp,False,,instagram
,Europe/Zurich,1753985600.3829908,,closedApp,False,,instagram
,Europe/Zurich,1753985658.853893,,closedApp,False,,instagram
,Europe/Zurich,1753988204.04525,,closedApp,False,,instagram
,Europe/Zurich,1753988530.320685,,closedApp,False,,instagram
,Europe/Zurich,1753988848.73893,,closedApp,False,,instagram
,Europe/Zurich,1753988861.344101,,closedApp,False,,instagram
,Europe/Zurich,1753988934.377702,,closedApp,False,,instagram
,Europe/Zurich,1753989184.654311,,closedApp,False,,instagram
,Europe/Zurich,1753989335.600995,,closedApp,False,,instagram
,Europe/Zurich,1753989424.178262,,closedApp,False,,instagram
,Europe/Zurich,1753989491.1147408,,closedApp,False,,instagram
,Europe/Zurich,1753989799.717962,,closedApp,False,,instagram
,Europe/Zurich,1753989815.360873,,closedApp,False,,instagram
,Europe/Zurich,1753989920.82703,,closedApp,False,,instagram
,Europe/Zurich,1753990098.4477382,,closedApp,False,,instagram
,Europe/Zurich,1753990154.833993,,closedApp,False,,instagram
,Europe/Zurich,1753990656.141129,,closedApp,False,,instagram
,Europe/Zurich,1753991424.110499,,closedApp,False,,instagram
,Europe/Zurich,1753992423.56032,,closedApp,False,,instagram
,Europe/Zurich,1753993010.015775,,closedApp,False,,instagram
,Europe/Zurich,1753993117.1294699,,closedApp,False,,instagram
,Europe/Zurich,1753993281.695486,,closedApp,False,,instagram
,Europe/Zurich,1753993372.038383,,closedApp,False,,instagram
,Europe/Zurich,1753993463.353166,,closedApp,False,,instagram
,Europe/Zurich,1753993795.377122,,closedApp,False,,instagram
,Europe/Zurich,1753993858.5837522,,closedApp,False,,instagram
,Europe/Zurich,1753994034.7784,,closedApp,False,,instagram
,Europe/Zurich,1753994222.477783,,closedApp,False,,instagram
,Europe/Zurich,1753994314.139789,,closedApp,False,,instagram
,Europe/Zurich,1753994612.7570019,,closedApp,False,,instagram
,Europe/Zurich,1753994728.86432,,closedApp,False,,instagram
,Europe/Zurich,1753995521.816988,,closedApp,False,,instagram
,Europe/Zurich,1753996113.617379,,closedApp,False,,instagram
,Europe/Zurich,1753996549.867053,,closedApp,False,,instagram
,Europe/Zurich,1753997142.987921,,closedApp,False,,instagram
,Europe/Zurich,1753997293.090547,,closedApp,False,,instagram
,Europe/Zurich,1753997550.7428389,,closedApp,False,,instagram
,Europe/Zurich,1753998491.0350351,,closedApp,False,,instagram
,Europe/Zurich,1753998984.0899959,,closedApp,False,,instagram
6.0,Europe/Zurich,1754033456.306727,Mensaje,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754034171.577549,,closedApp,False,,instagram
6.0,Europe/Zurich,1754034596.0037599,répondre à qqun,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754034715.314419,,closedApp,False,,instagram
6.0,Europe/Zurich,1754036177.446696,Buscar info,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754036206.215203,,closedApp,False,,instagram
6.0,Europe/Zurich,1754036219.4911141,Travail,openedApp,False,breathingExercise,safari
,Europe/Zurich,1754036275.846472,,closedApp,False,,instagram
,Europe/Zurich,1754036388.8757129,,closedApp,False,,instagram
6.0,Europe/Zurich,1754036734.853252,Relajarse,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754036821.274698,,closedApp,False,,instagram
,Europe/Zurich,1754036924.6418061,,closedApp,False,,instagram
,Europe/Zurich,1754037003.915756,,closedApp,False,,instagram
6.0,Europe/Zurich,1754039131.5922341,Mantente Informado,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754039274.5449572,,closedApp,False,,instagram
6.0,Europe/Zurich,1754039950.4693952,Buscar info,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754039991.854214,,closedApp,False,,instagram
,Europe/Zurich,1754040317.7846808,,closedApp,False,,instagram
,Europe/Zurich,1754040514.994793,,closedApp,False,,instagram
,Europe/Zurich,1754040605.475122,,closedApp,False,,instagram
6.0,Europe/Zurich,1754040608.2274241,,dismissedAppOpening,False,breathingExercise,safari
6.0,Europe/Zurich,1754041805.5519118,Buscar info,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754041856.148755,,closedApp,False,,instagram
6.0,Europe/Zurich,1754041873.0497441,Mensaje,openedApp,False,breathingExercise,safari
6.0,Europe/Zurich,1754042323.605739,,dismissedAppOpening,False,breathingExercise,instagram
6.0,Europe/Zurich,1754042335.931422,,dismissedAppOpening,False,breathingExercise,safari
6.0,Europe/Zurich,1754043045.81233,Aburrido,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754043064.6890202,,closedApp,False,,instagram
6.0,Europe/Zurich,1754043082.37182,Mensaje,openedApp,False,breathingExercise,safari
6.0,Europe/Zurich,1754043298.482616,,dismissedAppOpening,False,breathingExercise,safari
,Europe/Zurich,1754043224.745702,,closedApp,False,,payPal
6.0,Europe/Zurich,1754043633.4706101,,dismissedAppOpening,False,breathingExercise,safari
6.0,Europe/Zurich,1754043651.8260698,Mensaje,openedApp,False,breathingExercise,safari
6.0,Europe/Zurich,1754043943.981679,Mensaje,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754044159.246099,,closedApp,False,,instagram
,Europe/Zurich,1754044466.372088,,closedApp,False,,instagram
6.0,Europe/Zurich,1754044917.585178,,dismissedAppOpening,False,breathingExercise,instagram
6.0,Europe/Zurich,1754045266.494205,Mantente Informado,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754045320.555157,,closedApp,False,,instagram
,Europe/Zurich,1754045502.0289779,,closedApp,False,,instagram
,Europe/Zurich,1754045642.1830158,,closedApp,False,,instagram
,Europe/Zurich,1754046037.343471,,closedApp,False,,instagram
,Europe/Zurich,1754046341.48962,,closedApp,False,,instagram
,Europe/Zurich,1754046780.840028,,closedApp,False,,instagram
,Europe/Zurich,1754046875.378057,,closedApp,False,,instagram
,Europe/Zurich,1754046912.717629,,closedApp,False,,instagram
6.0,Europe/Zurich,1754048535.502315,Buscar info,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754048857.437087,,closedApp,False,,instagram
,Europe/Zurich,1754049242.9105911,,closedApp,False,,instagram
,Europe/Zurich,1754049354.842788,,closedApp,False,,instagram
6.0,Europe/Zurich,1754049371.077277,Revisar me gusta,openedApp,False,breathingExercise,safari
,Europe/Zurich,1754049522.905054,,closedApp,False,,instagram
,Europe/Zurich,1754049720.9989681,,closedApp,False,,instagram
,Europe/Zurich,1754049854.230565,,closedApp,False,,instagram
,Europe/Zurich,1754049895.822431,,closedApp,False,,instagram
,Europe/Zurich,1754049959.857699,,closedApp,False,,instagram
,Europe/Zurich,1754051108.138228,,closedApp,False,,instagram
,Europe/Zurich,1754051168.96843,,closedApp,False,,instagram
6.0,Europe/Zurich,1754051675.435648,,dismissedAppOpening,False,breathingExercise,instagram
6.0,Europe/Zurich,1754051677.3237062,,dismissedAppOpening,False,breathingExercise,instagram
6.0,Europe/Zurich,1754051681.915515,,dismissedAppOpening,False,breathingExercise,instagram
6.0,Europe/Zurich,1754051761.697425,sport,openedApp,False,breathingExercise,youtube
,Europe/Zurich,1754051849.645421,,closedApp,False,,youtube
,Europe/Zurich,1754051978.8414578,,closedApp,False,,youtube
,Europe/Zurich,1754055084.4935899,,closedApp,False,,youtube
6.0,Europe/Zurich,1754055099.0063891,Buscar info,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754055278.705027,,closedApp,False,,instagram
,Europe/Zurich,1754056453.086471,,closedApp,False,,instagram
,Europe/Zurich,1754057421.400078,,closedApp,False,,instagram
6.0,Europe/Zurich,1754057655.551427,,dismissedAppOpening,False,breathingExercise,instagram
6.0,Europe/Zurich,1754057752.679508,Mantente Informado,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754057905.013506,,closedApp,False,,instagram
6.0,Europe/Zurich,1754058910.837379,Buscar info,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754058930.870343,,closedApp,False,,instagram
,Europe/Zurich,1754059446.310058,,closedApp,False,,instagram
6.0,Europe/Zurich,1754059885.157563,Mensaje,openedApp,False,breathingExercise,youtube
,Europe/Zurich,1754060409.694027,,closedApp,False,,youtube
6.0,Europe/Zurich,1754060425.364486,Mantente Informado,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754060524.744594,,closedApp,False,,instagram
,Europe/Zurich,1754060571.7220469,,closedApp,False,,instagram
,Europe/Zurich,1754060605.810326,,closedApp,False,,instagram
,Europe/Zurich,1754060659.575994,,closedApp,False,,instagram
,Europe/Zurich,1754060903.613534,,closedApp,False,,instagram
,Europe/Zurich,1754061040.3818889,,closedApp,False,,instagram
,Europe/Zurich,1754062713.064909,,closedApp,False,,instagram
6.0,Europe/Zurich,1754062814.667035,Mensaje,openedApp,False,breathingExercise,youtube
,Europe/Zurich,1754063063.561222,,closedApp,False,,youtube
,Europe/Zurich,1754063580.6422958,,closedApp,False,,youtube
6.0,Europe/Zurich,1754063583.890414,,dismissedAppOpening,False,breathingExercise,instagram
,Europe/Zurich,1754063951.934441,,closedApp,False,,youtube
,Europe/Zurich,1754064127.350896,,closedApp,False,,youtube
6.0,Europe/Zurich,1754064140.946799,Mensaje,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754064917.48563,,closedApp,False,,instagram
6.0,Europe/Zurich,1754064921.590786,,dismissedAppOpening,False,breathingExercise,safari
6.0,Europe/Zurich,1754064941.139081,,dismissedAppOpening,False,breathingExercise,safari
6.0,Europe/Zurich,1754065161.971233,,dismissedAppOpening,False,breathingExercise,instagram
,Europe/Zurich,1754065288.274397,,closedApp,False,,xhamster
,Europe/Zurich,1754065289.482699,,closedApp,False,,xhamster
,Europe/Zurich,1754065303.503231,,closedApp,False,,xhamster
,Europe/Zurich,1754065331.673429,,closedApp,False,,xhamster
,Europe/Zurich,1754065812.318033,,closedApp,False,,xhamster
,Europe/Zurich,1754065905.43854,,closedApp,False,,xhamster
,Europe/Zurich,1754065921.797204,,closedApp,False,,xhamster
,Europe/Zurich,1754065922.260304,,closedApp,False,,xhamster
,Europe/Zurich,1754065932.31756,,closedApp,False,,xhamster
,Europe/Zurich,1754065932.639811,,closedApp,False,,xhamster
,Europe/Zurich,1754065936.61546,,closedApp,False,,xhamster
,Europe/Zurich,1754066013.8549829,,closedApp,False,,xhamster
,Europe/Zurich,1754066014.749048,,closedApp,False,,xhamster
,Europe/Zurich,1754066154.5934281,,closedApp,False,,xhamster
,Europe/Zurich,1754066216.496917,,closedApp,False,,xhamster
,Europe/Zurich,1754066232.371192,,closedApp,False,,xhamster
,Europe/Zurich,1754066313.3373098,,closedApp,False,,xhamster
,Europe/Zurich,1754066325.398684,,closedApp,False,,xhamster
,Europe/Zurich,1754066412.075379,,closedApp,False,,xhamster
,Europe/Zurich,1754066427.43829,,closedApp,False,,xhamster
,Europe/Zurich,1754066445.929047,,closedApp,False,,xhamster
,Europe/Zurich,1754066451.910548,,closedApp,False,,xhamster
,Europe/Zurich,1754066471.7309542,,closedApp,False,,xhamster
,Europe/Zurich,1754066473.493748,,closedApp,False,,xhamster
,Europe/Zurich,1754066486.9618921,,closedApp,False,,xhamster
,Europe/Zurich,1754066506.376476,,closedApp,False,,xhamster
,Europe/Zurich,1754066519.873909,,closedApp,False,,xhamster
,Europe/Zurich,1754066522.6552129,,closedApp,False,,xhamster
,Europe/Zurich,1754066712.869007,,closedApp,False,,xhamster
,Europe/Zurich,1754065485.8275142,,closedApp,False,,xvideos
,Europe/Zurich,1754065486.72929,,closedApp,False,,xvideos
,Europe/Zurich,1754065533.769767,,closedApp,False,,xvideos
,Europe/Zurich,1754065549.760236,,closedApp,False,,xvideos
,Europe/Zurich,1754065549.7896419,,closedApp,False,,xvideos
,Europe/Zurich,1754065581.377811,,closedApp,False,,xvideos
,Europe/Zurich,1754065666.0502949,,closedApp,False,,xvideos
,Europe/Zurich,1754065668.302971,,closedApp,False,,xvideos
,Europe/Zurich,1754065727.735022,,closedApp,False,,xvideos
,Europe/Zurich,1754065804.25254,,closedApp,False,,xvideos
6.0,Europe/Zurich,1754066730.7643142,Mantente Informado,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754066808.7911391,,closedApp,False,,instagram
,Europe/Zurich,1754066860.0019798,,closedApp,False,,instagram
,Europe/Zurich,1754066980.763331,,closedApp,False,,instagram
,Europe/Zurich,1754067001.869513,,closedApp,False,,xhamster
,Europe/Zurich,1754067019.617165,,closedApp,False,,xhamster
,Europe/Zurich,1754067028.500893,,closedApp,False,,xhamster
,Europe/Zurich,1754067029.2755651,,closedApp,False,,xhamster
,Europe/Zurich,1754067030.999583,,closedApp,False,,xhamster
,Europe/Zurich,1754067035.2129931,,closedApp,False,,xhamster
,Europe/Zurich,1754067037.153781,,closedApp,False,,xhamster
,Europe/Zurich,1754067214.087129,,closedApp,False,,xhamster
,Europe/Zurich,1754067280.877598,,closedApp,False,,xhamster
,Europe/Zurich,1754067299.051241,,closedApp,False,,xhamster
,Europe/Zurich,1754067299.3942819,,closedApp,False,,xhamster
,Europe/Zurich,1754067302.0989652,,closedApp,False,,xhamster
,Europe/Zurich,1754067323.654887,,closedApp,False,,xhamster
,Europe/Zurich,1754067327.64296,,closedApp,False,,xhamster
,Europe/Zurich,1754067456.0230942,,closedApp,False,,xhamster
,Europe/Zurich,1754067466.974496,,closedApp,False,,xhamster
,Europe/Zurich,1754067482.650249,,closedApp,False,,xhamster
,Europe/Zurich,1754067626.025234,,closedApp,False,,xhamster
,Europe/Zurich,1754067631.7638788,,closedApp,False,,xhamster
6.0,Europe/Zurich,1754067658.9926171,Mantente Informado,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754067686.806549,,closedApp,False,,instagram
,Europe/Zurich,1754068301.1268768,,closedApp,False,,instagram
,Europe/Zurich,1754068643.221138,,closedApp,False,,instagram
,Europe/Zurich,1754068923.200141,,closedApp,False,,instagram
6.0,Europe/Zurich,1754069484.874045,Mantente Informado,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754069553.526771,,closedApp,False,,instagram
,Europe/Zurich,1754069675.355679,,closedApp,False,,instagram
6.0,Europe/Zurich,1754070419.5112848,,dismissedAppOpening,False,breathingExercise,instagram
6.0,Europe/Zurich,1754070513.94946,Aburrido,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754070828.220284,,closedApp,False,,instagram
,Europe/Zurich,1754073314.7439752,,closedApp,False,,instagram
6.0,Europe/Zurich,1754073633.961802,Mensaje,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754073977.99433,,closedApp,False,,instagram
,Europe/Zurich,1754074246.595824,,closedApp,False,,instagram
,Europe/Zurich,1754074591.182571,,closedApp,False,,instagram
,Europe/Zurich,1754075634.7644548,,closedApp,False,,instagram
,Europe/Zurich,1754075841.538772,,closedApp,False,,instagram
,Europe/Zurich,1754076053.0302072,,closedApp,False,,instagram
,Europe/Zurich,1754076136.9048061,,closedApp,False,,instagram
,Europe/Zurich,1754076326.2538018,,closedApp,False,,instagram
,Europe/Zurich,1754076575.7447329,,closedApp,False,,instagram
,Europe/Zurich,1754076873.223137,,closedApp,False,,instagram
,Europe/Zurich,1754077049.97152,,closedApp,False,,instagram
6.0,Europe/Zurich,1754077423.718643,Mensaje,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754077687.7875109,,closedApp,False,,instagram
,Europe/Zurich,1754077901.509492,,closedApp,False,,instagram
,Europe/Zurich,1754078112.822814,,closedApp,False,,instagram
,Europe/Zurich,1754078504.537027,,closedApp,False,,instagram
,Europe/Zurich,1754078719.6507711,,closedApp,False,,instagram
,Europe/Zurich,1754078844.61903,,closedApp,False,,instagram
,Europe/Zurich,1754078980.465385,,closedApp,False,,instagram
,Europe/Zurich,1754078996.4169412,,closedApp,False,,instagram
6.0,Europe/Zurich,1754079902.1760678,Mensaje,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754079932.1522741,,closedApp,False,,instagram
6.0,Europe/Zurich,1754080795.411139,Mensaje,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754080832.195199,,closedApp,False,,instagram
,Europe/Zurich,1754081097.2725039,,closedApp,False,,instagram
,Europe/Zurich,1754081241.0152779,,closedApp,False,,instagram
,Europe/Zurich,1754081889.437216,,closedApp,False,,instagram
,Europe/Zurich,1754082248.5724812,,closedApp,False,,instagram
,Europe/Zurich,1754082773.011734,,closedApp,False,,instagram
,Europe/Zurich,1754083427.473376,,closedApp,False,,instagram
6.0,Europe/Zurich,1754084027.545486,Mensaje,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754084450.180192,,closedApp,False,,instagram
,Europe/Zurich,1754084512.5632648,,closedApp,False,,instagram
6.0,Europe/Zurich,1754111445.220932,répondre à qqun,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754111481.631213,,closedApp,False,,instagram
6.0,Europe/Zurich,1754111960.022763,Mensaje,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754112238.252791,,closedApp,False,,instagram
,Europe/Zurich,1754112510.656913,,closedApp,False,,instagram
,Europe/Zurich,1754112550.515912,,closedApp,False,,instagram
,Europe/Zurich,1754112873.040118,,closedApp,False,,instagram
6.0,Europe/Zurich,1754113106.576473,No puedo dormir,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754114210.471902,,closedApp,False,,instagram
6.0,Europe/Zurich,1754114493.2506862,Mensaje,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754114527.392362,,closedApp,False,,instagram
,Europe/Zurich,1754115726.00319,,closedApp,False,,instagram
,Europe/Zurich,1754115735.820199,,closedApp,False,,instagram
6.0,Europe/Zurich,1754116409.945044,Escapar / Evitar,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754116542.492028,,closedApp,False,,instagram
,Europe/Zurich,1754116683.444001,,closedApp,False,,instagram
,Europe/Zurich,1754116688.734068,,closedApp,False,,instagram
6.0,Europe/Zurich,1754117546.434653,Buscar info,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754117624.016278,,closedApp,False,,instagram
,Europe/Zurich,1754117940.018157,,closedApp,False,,instagram
,Europe/Zurich,1754118022.3293052,,closedApp,False,,instagram
6.0,Europe/Zurich,1754118804.755162,Mensaje,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754119023.413955,,closedApp,False,,instagram
,Europe/Zurich,1754119327.10364,,closedApp,False,,instagram
,Europe/Zurich,1754119464.807138,,closedApp,False,,instagram
,Europe/Zurich,1754119484.504356,,closedApp,False,,instagram
6.0,Europe/Zurich,1754120567.499545,Buscar info,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754120630.546644,,closedApp,False,,instagram
,Europe/Zurich,1754120771.005879,,closedApp,False,,instagram
6.0,Europe/Zurich,1754121539.0048919,pause,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754121574.314141,,closedApp,False,,instagram
6.0,Europe/Zurich,1754122210.210624,Mensaje,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754122284.118215,,closedApp,False,,instagram
,Europe/Zurich,1754122580.240366,,closedApp,False,,instagram
,Europe/Zurich,1754122779.5511599,,closedApp,False,,instagram
,Europe/Zurich,1754122865.257633,,closedApp,False,,instagram
,Europe/Zurich,1754123073.2534719,,closedApp,False,,instagram
,Europe/Zurich,1754123665.8836598,,closedApp,False,,instagram
6.0,Europe/Zurich,1754123695.793123,Mensaje,openedApp,False,breathingExercise,safari
,Europe/Zurich,1754123814.391803,,closedApp,False,,instagram
,Europe/Zurich,1754124175.1889381,,closedApp,False,,instagram
,Europe/Zurich,1754124282.765588,,closedApp,False,,instagram
6.0,Europe/Zurich,1754125276.645669,Mensaje,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754125397.8611999,,closedApp,False,,instagram
,Europe/Zurich,1754125550.533875,,closedApp,False,,instagram
,Europe/Zurich,1754125657.4209728,,closedApp,False,,instagram
,Europe/Zurich,1754125781.772479,,closedApp,False,,instagram
,Europe/Zurich,1754125920.739728,,closedApp,False,,instagram
,Europe/Zurich,1754126005.2170858,,closedApp,False,,instagram
,Europe/Zurich,1754126052.8042312,,closedApp,False,,instagram
6.0,Europe/Zurich,1754126067.983139,Travail,openedApp,False,breathingExercise,safari
,Europe/Zurich,1754126565.2744231,,closedApp,False,,xhamster
,Europe/Zurich,1754126566.211874,,closedApp,False,,xhamster
,Europe/Zurich,1754126753.553444,,closedApp,False,,xhamster
,Europe/Zurich,1754126762.515304,,closedApp,False,,xhamster
,Europe/Zurich,1754126898.553262,,closedApp,False,,xhamster
,Europe/Zurich,1754126310.370346,,closedApp,False,,xvideos
,Europe/Zurich,1754126383.35189,,closedApp,False,,xvideos
,Europe/Zurich,1754126384.010946,,closedApp,False,,xvideos
,Europe/Zurich,1754126391.586763,,closedApp,False,,xvideos
,Europe/Zurich,1754126452.212981,,closedApp,False,,xvideos
,Europe/Zurich,1754126464.001062,,closedApp,False,,xvideos
,Europe/Zurich,1754126481.9856539,,closedApp,False,,xvideos
,Europe/Zurich,1754126481.998447,,closedApp,False,,xvideos
,Europe/Zurich,1754126483.81712,,closedApp,False,,xvideos
,Europe/Zurich,1754126501.409087,,closedApp,False,,xvideos
,Europe/Zurich,1754126517.63514,,closedApp,False,,xvideos
,Europe/Zurich,1754126534.3339438,,closedApp,False,,xvideos
,Europe/Zurich,1754126537.982998,,closedApp,False,,xvideos
,Europe/Zurich,1754126540.427638,,closedApp,False,,xvideos
6.0,Europe/Zurich,1754126929.5874891,Buscar info,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754126956.759057,,closedApp,False,,instagram
,Europe/Zurich,1754127257.969829,,closedApp,False,,instagram
,Europe/Zurich,1754127318.631466,,closedApp,False,,instagram
6.0,Europe/Zurich,1754129564.037996,Mensaje,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754129688.7616649,,closedApp,False,,instagram
,Europe/Zurich,1754129766.138495,,closedApp,False,,instagram
6.0,Europe/Zurich,1754131280.570362,Mantente Informado,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754131403.040235,,closedApp,False,,instagram
6.0,Europe/Zurich,1754131993.440898,Mensaje,openedApp,False,breathingExercise,instagram
,Europe/Zurich,1754132056.7298331,,closedApp,False,,instagram
6.0,Europe/Zurich,1754132077.828682,Buscar info,openedApp,False,breathingExercise,youtube
,Europe/Zurich,1754132187.293118,,closedApp,False,,youtube
6.0,Europe/Zurich,1754132495.7390041,Buscar info,openedApp,False,breathingExercise,instagram
