interventionDuration,app,interventionType,isReIntervention,timezone,timestamp,resolution
6,tikTok,breathingExercise,False,Europe/London,1749743309.2065911,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749746780.330768,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749750672.8164659,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749750784.502125,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749750870.9484348,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749751366.901248,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749752723.115601,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749754753.4621449,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749754859.295299,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749755655.4095368,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749758794.194196,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749760003.095336,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749760358.8131762,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749760747.20802,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749761826.210911,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749807883.211625,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749807901.8845248,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749813107.243815,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749814138.23048,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749819676.350193,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749822329.798102,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749822492.7720919,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749823226.201727,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749823335.378512,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749829399.151729,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749829719.583837,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749829751.30354,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749830787.477922,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749831800.572356,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749832041.302977,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749832365.8562431,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749842065.0797582,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749842497.210959,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749847442.195627,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749847806.95225,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749847836.393215,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749847850.203845,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749850838.121109,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749851114.505995,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749851222.1441422,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749851438.627719,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749851749.525597,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749852652.394041,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749853910.918113,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749897903.898495,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749900847.696985,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749902085.975988,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749905872.512999,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749911908.2524738,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749915815.9445539,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749917148.300853,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749917625.120708,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749918469.931596,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749919303.20681,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749922793.389326,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749924266.9361858,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749926700.456678,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749926823.149732,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749927932.939116,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749939319.075395,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749942890.374323,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749948819.111037,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749948888.5979218,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749953316.189076,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749976517.4225922,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749976744.893779,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749981145.882379,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749985328.9564362,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749987895.793637,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749989271.871097,openedApp
6,tikTok,breathingExercise,False,Europe/London,1749989984.4717941,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1749997178.4529018,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750000044.042993,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750001011.6145802,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750003679.751606,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750004152.7185168,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750007230.2247682,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750007568.886509,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750007597.053452,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750009373.346118,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750010660.920856,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750018032.706172,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750018137.5384312,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750022557.828693,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750026155.009094,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750027910.61664,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750030305.676115,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750061173.7148728,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750067305.580943,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750067543.193058,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750067628.102979,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750067778.569624,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750069401.878566,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750071304.299841,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750071830.960737,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750074480.525893,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750074575.885148,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750077342.6813312,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750077375.311801,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750077476.8043709,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750077519.3868132,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750077580.7525768,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750077637.4395308,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750077717.062776,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750077766.179018,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750077879.268519,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750077976.205003,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750078120.680348,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750110442.3963408,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750110922.418939,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750145940.134861,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750148168.693984,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750162271.968251,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750169397.915746,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750171578.495441,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750187360.510942,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750189944.0427299,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750193803.1858,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750194271.750369,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750197619.410548,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750198707.226439,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750235384.917704,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750247702.213553,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750248010.5938559,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750253669.5552459,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750264192.934113,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750264786.4129739,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750277390.514838,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750277580.552007,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750288155.9765239,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750288428.2493448,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750327252.975986,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750349391.286605,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750350107.2694569,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750371672.036515,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750372006.300805,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750372843.586707,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750429420.453343,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750462068.308409,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750502818.3133621,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750505088.4312391,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750523195.003701,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750523276.9240708,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750523332.084577,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750523770.358382,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750525319.798687,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750526219.753984,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750526703.929363,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750526730.664729,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750529033.209918,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750529558.120372,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750549432.6786652,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750609148.551403,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750639954.197767,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750679638.608793,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750679836.5742989,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750679836.689639,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750679942.536797,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750679967.2178721,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750706694.7967749,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750766643.041575,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750770183.558391,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750798281.5364099,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750853310.4238272,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750853326.331204,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750853601.50839,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750946121.926229,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750947021.784717,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750960449.2768412,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750962343.935986,openedApp
6,tikTok,breathingExercise,False,Europe/London,1750963346.163419,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1750970044.9957728,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751022958.020545,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751026789.1561,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751026941.723244,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751032159.6837091,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751128359.042369,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751165520.393464,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751205480.1516,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751208639.5474138,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1751292419.446772,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751292470.293817,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1751292487.570592,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751309736.479753,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751311977.561366,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751412617.295445,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751472209.095796,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751483534.278493,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751538838.565237,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751539117.864109,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751540430.200629,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751540430.335898,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751540677.244921,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751541219.146377,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751541892.345457,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1751543969.2195702,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751557104.356713,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751557266.759778,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751557613.44491,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1751557634.39953,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751558655.983434,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751591878.84309,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751593928.9789171,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1751593960.2792978,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751596649.109964,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751623148.470269,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751623253.587305,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751649394.0044389,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751655085.049314,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751658021.813189,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751662184.097803,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751662184.26677,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751672235.75068,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751715493.59391,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751720474.309092,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751737014.1599898,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751737142.7882981,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751737142.922924,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751738427.401674,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1751797448.21248,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751797923.3964438,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751797966.948742,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751798023.905551,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751798223.796914,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1751798263.752699,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751802051.0753279,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751804249.33329,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751804249.49108,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751812965.023623,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751828400.479429,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751828838.551165,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751829300.934826,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751831528.016597,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1751831531.2537699,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1751831557.186645,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751831597.988068,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751831636.208415,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751833738.439337,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751834316.171513,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1751834332.3358068,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751834535.015123,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1751834552.905439,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751835896.123822,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1751883582.384594,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751885645.034289,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1751885677.616425,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751885741.148715,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751888378.669663,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751893960.281825,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1751893981.709773,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751912090.7271361,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751912803.105105,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751912853.447655,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751930895.326601,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751978769.157497,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751979891.841636,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1751983260.039751,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751983260.15571,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751983601.910859,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751986678.4297562,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751989869.8117871,openedApp
6,tikTok,breathingExercise,False,Europe/London,1751989929.9493918,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752049668.13813,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752092120.926869,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752146908.771583,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752147409.014162,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1752157101.0769749,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752158383.6678538,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1752174490.075972,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752238536.134811,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752240197.5349522,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752279531.164087,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1752279555.5063229,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752335085.687976,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752414531.979883,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752425903.9123468,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752426065.5556622,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752426065.690835,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752426514.752102,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1752426532.358449,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752429606.425302,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752430872.576737,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752430935.677022,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752439433.503891,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752439526.9983912,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1752482317.7469,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752531786.916153,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752614959.214651,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752615739.194262,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752615890.648641,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752684861.288415,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752685753.26772,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1752701945.950547,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752706731.249144,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752764820.121502,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752783029.869112,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752831694.3612351,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752843250.639484,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752843354.233828,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752843598.802886,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752950259.1398602,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752950714.039506,openedApp
6,tikTok,breathingExercise,False,Europe/London,1752950832.982551,openedApp
6,tikTok,breathingExercise,False,Europe/London,1753056517.066636,openedApp
6,tikTok,breathingExercise,False,Europe/London,1753101328.008192,openedApp
6,tikTok,breathingExercise,False,Europe/London,1753114210.980104,openedApp
6,tikTok,breathingExercise,False,Europe/London,1753115131.11465,openedApp
6,tikTok,breathingExercise,False,Europe/London,1753180763.2899919,openedApp
6,tikTok,breathingExercise,False,Europe/London,1753188327.760981,openedApp
6,tikTok,breathingExercise,False,Europe/London,1753188327.8969898,openedApp
6,tikTok,breathingExercise,False,Europe/London,1753205033.121616,openedApp
6,tikTok,breathingExercise,False,Europe/London,1753206529.874052,openedApp
6,tikTok,breathingExercise,False,Europe/London,1753208734.596039,openedApp
6,tikTok,breathingExercise,False,Europe/London,1753209221.44485,dismissedAppOpening
6,tikTok,breathingExercise,False,Europe/London,1753209223.934494,dismissedAppOpening
