resolution,timestamp,app,interventionDuration,timezone,isReIntervention,interventionType
openedApp,1753256880.7850761,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753256953.977263,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753256960.524096,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753257282.0388541,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753257506.994515,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753258892.388643,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753274053.684823,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753276321.614263,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753326512.255094,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753330192.410012,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753330321.955289,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753330500.243785,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753330553.074315,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753330555.613833,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753330582.937063,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753330663.387264,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753331206.542208,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753331658.3495321,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753331661.241562,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753333922.384344,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753340480.062881,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753347006.88315,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753347340.325293,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753347431.69835,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753347514.638476,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753369499.571574,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753369880.4633331,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753371757.170277,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753377581.206218,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753377862.663466,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753413552.621904,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753415676.874656,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753426679.304442,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753426762.451651,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753426874.4917011,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753426892.436327,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753427099.4555712,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753427103.7518768,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753496657.310847,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753496719.9208322,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753496737.098222,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753505178.35702,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753505634.0592341,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753512000.809747,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753513874.9017591,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753513941.884908,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753513944.7969608,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753516948.036693,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753516948.944731,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753522870.884563,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753528923.331167,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753529090.604276,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753534886.7366672,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753535756.68334,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753554555.217402,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753556069.9802198,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753586290.609963,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753592045.196751,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753598072.842842,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753598383.035269,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753601030.23791,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753601244.137522,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753604153.652389,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753606552.966587,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753606724.878007,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753606740.3954911,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753606847.351457,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753606867.602796,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753613782.0584168,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753614552.402678,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753622222.913484,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753636085.662586,youtube,6.0,Asia/Kolkata,False,breathingExercise
openedApp,1753636796.943438,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753637252.851359,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753637254.659545,youtube,6.0,Asia/Kolkata,False,breathingExercise
dismissedAppOpening,1753637256.776334,youtube,6.0,Asia/Kolkata,False,breathingExercise
