interventionDuration,timezone,interventionType,resolution,app,isReIntervention,timestamp
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750717703.233089
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750718941.3120441
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750721651.229751
,America/Toronto,,closedApp,instagram,False,1750717704.0684881
,America/Toronto,,closedApp,instagram,False,1750718071.581047
,America/Toronto,,closedApp,instagram,False,1750718346.663202
,America/Toronto,,closedApp,instagram,False,1750718353.48773
,America/Toronto,,closedApp,instagram,False,1750718942.876404
,America/Toronto,,closedApp,instagram,False,1750718959.56389
,America/Toronto,,closedApp,instagram,False,1750719006.5124102
,America/Toronto,,closedApp,instagram,False,1750719047.421365
,America/Toronto,,closedApp,instagram,False,1750719053.235326
,America/Toronto,,closedApp,instagram,False,1750719551.097368
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750721668.1994982
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750725987.182763
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750730965.617693
,America/Toronto,,closedApp,instagram,False,1750725989.1157699
,America/Toronto,,closedApp,instagram,False,1750730977.200131
,America/Toronto,,closedApp,instagram,False,1750731437.551735
,America/Toronto,,closedApp,instagram,False,1750741688.519526
,America/Toronto,,closedApp,instagram,False,1750741776.328422
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750755523.396937
,America/Toronto,,closedApp,instagram,False,1750755523.9901261
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750764807.5519881
,America/Toronto,,closedApp,instagram,False,1750764808.161775
,America/Toronto,,closedApp,instagram,False,1750764881.703609
,America/Toronto,,closedApp,instagram,False,1750773743.549418
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750774237.845542
,America/Toronto,,closedApp,instagram,False,1750774238.326745
,America/Toronto,,closedApp,instagram,False,1750774294.18463
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750774830.691937
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750788882.439001
,America/Toronto,,closedApp,instagram,False,1750774831.295388
,America/Toronto,,closedApp,instagram,False,1750774887.180807
,America/Toronto,,closedApp,instagram,False,1750774889.789132
,America/Toronto,,closedApp,instagram,False,1750775052.3760328
,America/Toronto,,closedApp,instagram,False,1750775055.758319
,America/Toronto,,closedApp,instagram,False,1750775213.443584
,America/Toronto,,closedApp,instagram,False,1750775234.531497
,America/Toronto,,closedApp,instagram,False,1750775268.384317
,America/Toronto,,closedApp,instagram,False,1750775274.344911
,America/Toronto,,closedApp,instagram,False,1750778948.706346
,America/Toronto,,closedApp,instagram,False,1750778967.308693
,America/Toronto,,closedApp,instagram,False,1750778972.385493
,America/Toronto,,closedApp,instagram,False,1750779360.059013
,America/Toronto,,closedApp,instagram,False,1750788883.36024
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750791635.940692
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750799373.8177161
,America/Toronto,,closedApp,instagram,False,1750791636.600085
,America/Toronto,,closedApp,instagram,False,1750791654.905301
,America/Toronto,,closedApp,instagram,False,1750791707.747582
,America/Toronto,,closedApp,instagram,False,1750791708.321103
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750799453.886763
,America/Toronto,,closedApp,instagram,False,1750799455.5151339
,America/Toronto,,closedApp,instagram,False,1750799488.2533422
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750804189.07971
,America/Toronto,,closedApp,instagram,False,1750644754.606296
,America/Toronto,,closedApp,instagram,False,1750645243.912533
,America/Toronto,,closedApp,instagram,False,1750646508.3416638
,America/Toronto,,closedApp,instagram,False,1750646577.773944
,America/Toronto,,closedApp,instagram,False,1750646708.3997989
,America/Toronto,,closedApp,instagram,False,1750647413.8726568
,America/Toronto,,closedApp,instagram,False,1750647613.5957851
,America/Toronto,,closedApp,instagram,False,1750648237.84964
,America/Toronto,,closedApp,instagram,False,1750648306.7405539
,America/Toronto,,closedApp,instagram,False,1750648948.4396691
,America/Toronto,,closedApp,instagram,False,1750855178.789077
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750874663.3179011
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750876792.018913
,America/Toronto,,closedApp,instagram,False,1750874663.867971
,America/Toronto,,closedApp,instagram,False,1750874708.649198
,America/Toronto,,closedApp,instagram,False,1750874709.661378
,America/Toronto,,closedApp,instagram,False,1750875362.563853
,America/Toronto,,closedApp,instagram,False,1750875503.700204
,America/Toronto,,closedApp,instagram,False,1750875663.642315
,America/Toronto,,closedApp,instagram,False,1750876793.22508
,America/Toronto,,closedApp,instagram,False,1750881037.2021708
,America/Toronto,,closedApp,instagram,False,1750886543.7891479
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750888569.194771
,America/Toronto,,closedApp,instagram,False,1750888569.773704
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750888653.3089108
,America/Toronto,,closedApp,instagram,False,1750888672.768417
,America/Toronto,,closedApp,instagram,False,1750890062.564681
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750890239.328796
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750891977.7471251
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750895944.623155
,America/Toronto,,closedApp,instagram,False,1750895948.702763
,America/Toronto,,closedApp,instagram,False,1750896637.702312
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750903112.877641
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750906250.1911302
,America/Toronto,,closedApp,instagram,False,1750903114.4578981
,America/Toronto,,closedApp,instagram,False,1750903168.218041
,America/Toronto,,closedApp,instagram,False,1750903316.108906
,America/Toronto,,closedApp,instagram,False,1750906252.705828
,America/Toronto,,closedApp,instagram,False,1750906313.942174
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750908201.275806
,America/Toronto,,closedApp,instagram,False,1750908203.096908
,America/Toronto,,closedApp,instagram,False,1750908276.743808
,America/Toronto,,closedApp,instagram,False,1750908283.2470012
,America/Toronto,,closedApp,instagram,False,1750909003.308319
,America/Toronto,,closedApp,instagram,False,1750909009.192782
,America/Toronto,,closedApp,instagram,False,1750909048.209169
,America/Toronto,,closedApp,instagram,False,1750909239.4744968
,America/Toronto,,closedApp,instagram,False,1750909243.237999
,America/Toronto,,closedApp,instagram,False,1750909280.29515
,America/Toronto,,closedApp,instagram,False,1750909297.660707
,America/Toronto,,closedApp,instagram,False,1750909624.519202
,America/Toronto,,closedApp,instagram,False,1750909635.095388
,America/Toronto,,closedApp,instagram,False,1750910371.72735
,America/Toronto,,closedApp,instagram,False,1750910571.787426
,America/Toronto,,closedApp,instagram,False,1750910592.702187
,America/Toronto,,closedApp,instagram,False,1750910805.525521
,America/Toronto,,closedApp,instagram,False,1750910807.9426088
,America/Toronto,,closedApp,instagram,False,1750911309.487763
,America/Toronto,,closedApp,instagram,False,1750911326.657048
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750944462.603469
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750957580.6601028
,America/Toronto,,closedApp,instagram,False,1750957581.408283
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750958210.861783
,America/Toronto,,closedApp,instagram,False,1750958211.54958
,America/Toronto,,closedApp,instagram,False,1750958226.2696362
,America/Toronto,,closedApp,instagram,False,1750958227.658356
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750958290.420075
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750967641.771265
,America/Toronto,,closedApp,instagram,False,1750958291.085146
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750967643.794589
,America/Toronto,,closedApp,instagram,False,1750967659.574714
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750967829.792901
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750967839.8898358
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750992450.799329
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750992822.4451551
,America/Toronto,,closedApp,instagram,False,1750967920.584784
,America/Toronto,,closedApp,instagram,False,1750967993.742944
,America/Toronto,,closedApp,instagram,False,1750968006.221589
,America/Toronto,,closedApp,instagram,False,1750968064.951302
,America/Toronto,,closedApp,instagram,False,1750975968.8743649
,America/Toronto,,closedApp,instagram,False,1750975988.3071098
,America/Toronto,,closedApp,instagram,False,1750977419.435168
,America/Toronto,,closedApp,instagram,False,1750985913.7467399
,America/Toronto,,closedApp,instagram,False,1750985939.286026
,America/Toronto,,closedApp,instagram,False,1750986008.8684192
,America/Toronto,,closedApp,instagram,False,1750986237.178237
,America/Toronto,,closedApp,instagram,False,1750986297.437144
,America/Toronto,,closedApp,instagram,False,1750992452.511046
,America/Toronto,,closedApp,instagram,False,1750992537.1128469
,America/Toronto,,closedApp,instagram,False,1750992548.439148
,America/Toronto,,closedApp,instagram,False,1750992564.5109591
,America/Toronto,,closedApp,instagram,False,1750992639.299346
,America/Toronto,,closedApp,instagram,False,1750992824.062755
,America/Toronto,,closedApp,instagram,False,1750993914.4365082
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750994258.865108
,America/Toronto,,closedApp,instagram,False,1750994260.150258
,America/Toronto,,closedApp,instagram,False,1750994805.333328
,America/Toronto,,closedApp,instagram,False,1750994806.151974
,America/Toronto,,closedApp,instagram,False,1750995020.223988
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750997561.084814
,America/Toronto,,closedApp,instagram,False,1750995118.7679071
,America/Toronto,,closedApp,instagram,False,1750995120.763195
,America/Toronto,,closedApp,instagram,False,1750995401.384815
,America/Toronto,,closedApp,instagram,False,1750995422.973446
,America/Toronto,,closedApp,instagram,False,1750995437.391552
,America/Toronto,,closedApp,instagram,False,1750995483.38735
,America/Toronto,,closedApp,instagram,False,1750995626.925068
,America/Toronto,,closedApp,instagram,False,1750995668.717438
,America/Toronto,,closedApp,instagram,False,1750996210.43766
,America/Toronto,,closedApp,instagram,False,1750996214.275008
,America/Toronto,,closedApp,instagram,False,1750996215.762161
,America/Toronto,,closedApp,instagram,False,1750996345.000939
,America/Toronto,,closedApp,instagram,False,1750996387.3643088
,America/Toronto,,closedApp,instagram,False,1750996393.571497
,America/Toronto,,closedApp,instagram,False,1750996395.862781
,America/Toronto,,closedApp,instagram,False,1750996534.129386
,America/Toronto,,closedApp,instagram,False,1750996650.412125
,America/Toronto,,closedApp,instagram,False,1750996677.729084
,America/Toronto,,closedApp,instagram,False,1750996678.8932738
,America/Toronto,,closedApp,instagram,False,1750997084.221932
,America/Toronto,,closedApp,instagram,False,1750997090.945461
,America/Toronto,,closedApp,instagram,False,1750997168.9459538
,America/Toronto,,closedApp,instagram,False,1750997173.475548
,America/Toronto,,closedApp,instagram,False,1750997562.4076219
,America/Toronto,,closedApp,instagram,False,1750997583.958353
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750999670.558847
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750999747.425739
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750999752.1185699
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1750999759.052789
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1750999782.9008331
,America/Toronto,,closedApp,instagram,False,1750999784.0662441
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1751026276.7757878
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1751026289.72789
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751029060.977909
,America/Toronto,,closedApp,instagram,False,1751029061.631156
,America/Toronto,,closedApp,instagram,False,1751034814.34625
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751036018.356991
,America/Toronto,,closedApp,instagram,False,1751036018.8998342
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751040695.74868
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751041081.602464
,America/Toronto,,closedApp,instagram,False,1751040697.43461
,America/Toronto,,closedApp,instagram,False,1751040714.496965
,America/Toronto,,closedApp,instagram,False,1751040817.051948
,America/Toronto,,closedApp,instagram,False,1751040850.576528
,America/Toronto,,closedApp,instagram,False,1751040858.394088
,America/Toronto,,closedApp,instagram,False,1751041083.305564
,America/Toronto,,closedApp,instagram,False,1751041156.573801
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751045959.958332
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751076127.45173
,America/Toronto,,closedApp,instagram,False,1751045960.616006
,America/Toronto,,closedApp,instagram,False,1751057057.085846
,America/Toronto,,closedApp,instagram,False,1751057596.415879
,America/Toronto,,closedApp,instagram,False,1751076101.798445
,America/Toronto,,closedApp,instagram,False,1751076128.8484468
,America/Toronto,,closedApp,instagram,False,1751076220.953117
,America/Toronto,,closedApp,instagram,False,1751076221.830225
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751080077.7405128
,America/Toronto,,closedApp,instagram,False,1751080081.1484709
,America/Toronto,,closedApp,instagram,False,1751080252.30283
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751080681.486768
,America/Toronto,,closedApp,instagram,False,1751080683.090708
,America/Toronto,,closedApp,instagram,False,1751080697.278647
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1751083444.443797
,America/Toronto,,closedApp,instagram,False,1751083445.833826
,America/Toronto,,closedApp,instagram,False,1751085393.3855882
,America/Toronto,,closedApp,instagram,False,1751085578.119595
,America/Toronto,,closedApp,instagram,False,1751085584.362131
,America/Toronto,,closedApp,instagram,False,1751085775.861195
,America/Toronto,,closedApp,instagram,False,1751090605.818511
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1751114143.7373161
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751114678.154732
,America/Toronto,,closedApp,instagram,False,1751114678.8081279
,America/Toronto,,closedApp,instagram,False,1751115567.2738938
,America/Toronto,,closedApp,instagram,False,1751116484.0377421
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751122149.385416
,America/Toronto,,closedApp,instagram,False,1751122149.991576
,America/Toronto,,closedApp,instagram,False,1751123902.0010672
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1751126128.3831592
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751126144.4668422
,America/Toronto,,closedApp,instagram,False,1751126149.533132
,America/Toronto,,closedApp,instagram,False,1751126574.647692
,America/Toronto,,closedApp,instagram,False,1751126984.1456199
,America/Toronto,,closedApp,instagram,False,1751131058.828855
,America/Toronto,,closedApp,instagram,False,1751131090.179078
,America/Toronto,,closedApp,instagram,False,1751131451.697874
,America/Toronto,,closedApp,instagram,False,1751131452.46616
,America/Toronto,,closedApp,instagram,False,1751131732.6294
,America/Toronto,,closedApp,instagram,False,1751132631.740251
,America/Toronto,,closedApp,instagram,False,1751147314.7319021
,America/Toronto,,closedApp,instagram,False,1751147316.013444
,America/Toronto,,closedApp,instagram,False,1751148135.2566772
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751158628.301499
,America/Toronto,,closedApp,instagram,False,1751158629.985808
,America/Toronto,,closedApp,instagram,False,1751159399.3543339
,America/Toronto,,closedApp,instagram,False,1751159453.4095469
,America/Toronto,,closedApp,instagram,False,1751159787.714508
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751180245.736199
,America/Toronto,,closedApp,instagram,False,1751180246.4018989
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751188590.699831
,America/Toronto,,closedApp,instagram,False,1751188591.2820292
,America/Toronto,,closedApp,instagram,False,1751193953.902038
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1751194597.034585
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751207785.862969
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751306389.712544
,America/Toronto,,closedApp,instagram,False,1751194610.773552
,America/Toronto,,closedApp,instagram,False,1751194624.070195
,America/Toronto,,closedApp,instagram,False,1751194669.141288
,America/Toronto,,closedApp,instagram,False,1751195347.923911
,America/Toronto,,closedApp,instagram,False,1751206736.199697
,America/Toronto,,closedApp,instagram,False,1751206783.210311
,America/Toronto,,closedApp,instagram,False,1751206825.067584
,America/Toronto,,closedApp,instagram,False,1751206846.851264
,America/Toronto,,closedApp,instagram,False,1751207787.337263
,America/Toronto,,closedApp,instagram,False,1751208317.581918
,America/Toronto,,closedApp,instagram,False,1751215426.703882
,America/Toronto,,closedApp,instagram,False,1751215504.771136
,America/Toronto,,closedApp,instagram,False,1751306393.046104
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751401200.5469642
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751507598.476746
,America/Toronto,,closedApp,instagram,False,1751194610.773552
,America/Toronto,,closedApp,instagram,False,1751194624.070195
,America/Toronto,,closedApp,instagram,False,1751194669.141288
,America/Toronto,,closedApp,instagram,False,1751195347.923911
,America/Toronto,,closedApp,instagram,False,1751206736.199697
,America/Toronto,,closedApp,instagram,False,1751206783.210311
,America/Toronto,,closedApp,instagram,False,1751206825.067584
,America/Toronto,,closedApp,instagram,False,1751206846.851264
,America/Toronto,,closedApp,instagram,False,1751207787.337263
,America/Toronto,,closedApp,instagram,False,1751208317.581918
,America/Toronto,,closedApp,instagram,False,1751215426.703882
,America/Toronto,,closedApp,instagram,False,1751215504.771136
,America/Toronto,,closedApp,instagram,False,1751306393.046104
,America/Toronto,,closedApp,instagram,False,1751507600.1920428
,America/Toronto,,closedApp,instagram,False,1751507703.524436
,America/Toronto,,closedApp,instagram,False,1751508932.889329
,America/Toronto,,closedApp,instagram,False,1751508948.830529
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751553262.921283
,America/Toronto,,closedApp,instagram,False,1751553263.481731
,America/Toronto,,closedApp,instagram,False,1751553317.370702
,America/Toronto,,closedApp,instagram,False,1751553318.181614
,America/Toronto,,closedApp,instagram,False,1751553968.04824
,America/Toronto,,closedApp,instagram,False,1751554050.901063
,America/Toronto,,closedApp,instagram,False,1751555081.413866
,America/Toronto,,closedApp,instagram,False,1751555295.371289
,America/Toronto,,closedApp,instagram,False,1751556260.8840141
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751556542.145319
,America/Toronto,,closedApp,instagram,False,1751556542.634114
,America/Toronto,,closedApp,instagram,False,1751556555.511619
,America/Toronto,,closedApp,instagram,False,1751557950.374332
,America/Toronto,,closedApp,instagram,False,1751557965.928762
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751576287.0111141
,America/Toronto,,closedApp,instagram,False,1751576287.560368
,America/Toronto,,closedApp,instagram,False,1751576374.3355942
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751577715.9466372
,America/Toronto,,closedApp,instagram,False,1751577716.475864
,America/Toronto,,closedApp,instagram,False,1751577899.524051
,America/Toronto,,closedApp,instagram,False,1751577938.009035
,America/Toronto,,closedApp,instagram,False,1751577959.557197
,America/Toronto,,closedApp,instagram,False,1751578338.40941
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751586885.52016
,America/Toronto,,closedApp,instagram,False,1751586886.836972
,America/Toronto,,closedApp,instagram,False,1751587327.253429
,America/Toronto,,closedApp,instagram,False,1751587353.8725271
,America/Toronto,,closedApp,instagram,False,1751587355.734421
,America/Toronto,,closedApp,instagram,False,1751588001.2164102
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751590997.522999
,America/Toronto,,closedApp,instagram,False,1751590999.425148
,America/Toronto,,closedApp,instagram,False,1751592211.558477
,America/Toronto,,closedApp,instagram,False,1751592212.752665
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751647519.47928
,America/Toronto,,closedApp,instagram,False,1751647520.0540051
,America/Toronto,,closedApp,instagram,False,1751647560.667416
,America/Toronto,,closedApp,instagram,False,1751647569.974273
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751649814.752716
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1751654192.44678
,America/Toronto,,closedApp,instagram,False,1751649815.35324
,America/Toronto,,closedApp,instagram,False,1751649834.0762181
,America/Toronto,,closedApp,instagram,False,1751654197.37401
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1751662098.558414
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751682409.178437
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751708234.200049
,America/Toronto,,closedApp,instagram,False,1751662259.0579371
,America/Toronto,,closedApp,instagram,False,1751662300.558927
,America/Toronto,,closedApp,instagram,False,1751662310.74648
,America/Toronto,,closedApp,instagram,False,1751662367.394901
,America/Toronto,,closedApp,instagram,False,1751662733.465143
,America/Toronto,,closedApp,instagram,False,1751662736.581727
,America/Toronto,,closedApp,instagram,False,1751662787.234819
,America/Toronto,,closedApp,instagram,False,1751682410.507704
,America/Toronto,,closedApp,instagram,False,1751682600.4569569
,America/Toronto,,closedApp,instagram,False,1751682854.549654
,America/Toronto,,closedApp,instagram,False,1751683163.984977
,America/Toronto,,closedApp,instagram,False,1751708236.240123
,America/Toronto,,closedApp,instagram,False,1751710570.2342582
,America/Toronto,,closedApp,instagram,False,1751710575.791872
,America/Toronto,,closedApp,instagram,False,1751712092.4253669
,America/Toronto,,closedApp,instagram,False,1751713100.854037
,America/Toronto,,closedApp,instagram,False,1751713113.241232
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751732917.714237
,America/Toronto,,closedApp,instagram,False,1751732919.322307
,America/Toronto,,closedApp,instagram,False,1751734603.526112
,America/Toronto,,closedApp,instagram,False,1751734604.4593
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1751734745.022917
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751757401.122695
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751761384.7226
,America/Toronto,,closedApp,instagram,False,1751757402.754534
,America/Toronto,,closedApp,instagram,False,1751758142.565253
,America/Toronto,,closedApp,instagram,False,1751761386.4211612
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751767790.0184941
,America/Toronto,,closedApp,instagram,False,1751767792.042725
,America/Toronto,,closedApp,instagram,False,1751776802.16906
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751824225.0674438
,America/Toronto,,closedApp,instagram,False,1751824225.6871839
,America/Toronto,,closedApp,instagram,False,1751824310.092746
,America/Toronto,,closedApp,instagram,False,1751827591.613414
,America/Toronto,,closedApp,instagram,False,1751837258.079772
,America/Toronto,,closedApp,instagram,False,1751837460.197884
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751837676.892733
,America/Toronto,,closedApp,instagram,False,1751837677.442964
,America/Toronto,,closedApp,instagram,False,1751837709.509036
,America/Toronto,,closedApp,instagram,False,1751837884.4401689
,America/Toronto,,closedApp,instagram,False,1751837955.9095879
,America/Toronto,,closedApp,instagram,False,1751842529.061078
,America/Toronto,,closedApp,instagram,False,1751842541.5789418
,America/Toronto,,closedApp,instagram,False,1751843573.647073
,America/Toronto,,closedApp,instagram,False,1751844045.97362
,America/Toronto,,closedApp,instagram,False,1751844111.485149
,America/Toronto,,closedApp,instagram,False,1751844187.6296902
,America/Toronto,,closedApp,instagram,False,1751844382.689673
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1751850429.127898
,America/Toronto,,closedApp,instagram,False,1751850462.362584
,America/Toronto,,closedApp,instagram,False,1751852018.538615
,America/Toronto,,closedApp,instagram,False,1751852626.157726
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751854781.9383888
,America/Toronto,,closedApp,instagram,False,1751854783.121138
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751861639.211828
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751863202.611769
,America/Toronto,,closedApp,instagram,False,1751861640.614826
,America/Toronto,,closedApp,instagram,False,1751903912.3159928
,America/Toronto,,closedApp,instagram,False,1751905409.43542
,America/Toronto,,closedApp,instagram,False,1751905422.0195541
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751906029.99172
,America/Toronto,,closedApp,instagram,False,1751906031.70534
,America/Toronto,,closedApp,instagram,False,1751906974.441317
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1751977536.44796
,America/Toronto,,closedApp,instagram,False,1751988158.635958
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1751996343.831575
,America/Toronto,,closedApp,instagram,False,1751996344.351618
,America/Toronto,,closedApp,instagram,False,1751996473.6428308
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1751998803.846232
,America/Toronto,,closedApp,instagram,False,1751998993.365672
,America/Toronto,,closedApp,instagram,False,1751999088.7669039
,America/Toronto,,closedApp,instagram,False,1751999167.477309
,America/Toronto,,closedApp,instagram,False,1751999200.839299
,America/Toronto,,closedApp,instagram,False,1751999469.7874
,America/Toronto,,closedApp,instagram,False,1751999484.5665622
,America/Toronto,,closedApp,instagram,False,1751999720.639436
,America/Toronto,,closedApp,instagram,False,1751999726.252249
,America/Toronto,,closedApp,instagram,False,1751999859.8211222
,America/Toronto,,closedApp,instagram,False,1752000037.4858332
,America/Toronto,,closedApp,instagram,False,1752000071.2821689
,America/Toronto,,closedApp,instagram,False,1752000095.019901
,America/Toronto,,closedApp,instagram,False,1752002839.360907
,America/Toronto,,closedApp,instagram,False,1752002901.081612
,America/Toronto,,closedApp,instagram,False,1752019114.224385
,America/Toronto,,closedApp,instagram,False,1752019136.707633
,America/Toronto,,closedApp,instagram,False,1752025908.855884
,America/Toronto,,closedApp,instagram,False,1752026476.5653481
,America/Toronto,,closedApp,instagram,False,1752026479.850554
,America/Toronto,,closedApp,instagram,False,1752027297.718132
,America/Toronto,,closedApp,instagram,False,1752030089.503197
,America/Toronto,,closedApp,instagram,False,1752031846.948495
,America/Toronto,,closedApp,instagram,False,1752031971.894082
,America/Toronto,,closedApp,instagram,False,1752034751.279317
,America/Toronto,,closedApp,instagram,False,1752048163.35069
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752062411.032552
,America/Toronto,,closedApp,instagram,False,1752062412.620434
,America/Toronto,,closedApp,instagram,False,1752063784.078325
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752079686.0039802
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752087325.7666168
,America/Toronto,,closedApp,instagram,False,1752079687.8796291
,America/Toronto,,closedApp,instagram,False,1752079865.934453
,America/Toronto,,closedApp,instagram,False,1752080219.6736841
,America/Toronto,,closedApp,instagram,False,1752080223.646267
,America/Toronto,,closedApp,instagram,False,1752080234.390376
,America/Toronto,,closedApp,instagram,False,1752081656.161309
,America/Toronto,,closedApp,instagram,False,1752081660.42991
,America/Toronto,,closedApp,instagram,False,1752087326.548143
,America/Toronto,,closedApp,instagram,False,1752088213.5869598
,America/Toronto,,closedApp,instagram,False,1752088215.705305
,America/Toronto,,closedApp,instagram,False,1752104709.832161
,America/Toronto,,closedApp,instagram,False,1752104815.28566
,America/Toronto,,closedApp,instagram,False,1752117944.0184898
,America/Toronto,,closedApp,instagram,False,1752117964.943156
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752135304.9991488
6.0,America/Toronto,breathingExercise,dismissedAppOpening,instagram,False,1752136088.5451422
,America/Toronto,,closedApp,instagram,False,1752135307.510405
,America/Toronto,,closedApp,instagram,False,1752135332.748107
6.0,America/Toronto,breathingExercise,openedApp,instagram,False,1752145488.032337
,America/Toronto,,closedApp,instagram,False,1752145489.8942661
,America/Toronto,,closedApp,instagram,False,1752145785.7501168
