timezone,resolution,timestamp,interventionDuration,app,interventionType,isReIntervention,timeIntervalUntilReIntervention,purpose
Australia/Melbourne,closedApp,1752574705.6796231,,tikTok,,False,,
Australia/Melbourne,openedApp,1752574760.5675468,6.0,instagram,breathingExercise,False,240.0,Message
Australia/Melbourne,closedApp,1752575385.993085,,tikTok,,False,,
Australia/Melbourne,openedApp,1752575404.963064,6.0,instagram,breathingExercise,False,480.0,Message
Australia/Melbourne,openedApp,1752580998.805256,6.0,instagram,breathingExercise,False,180.0,Message
Australia/Melbourne,closedApp,1752580979.055558,,tikTok,,False,,
Australia/Melbourne,closedApp,1752581055.498822,,tikTok,,False,,
Australia/Melbourne,closedApp,1752581084.168715,,tikTok,,False,,
Australia/Melbourne,openedApp,1752582080.120105,6.0,instagram,breathingExercise,False,300.0,Stay In the Loop
Australia/Melbourne,openedApp,1752587297.6207042,6.0,instagram,breathingExercise,False,300.0,Entertainment
Australia/Melbourne,dismissedAppOpening,1752588129.39308,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752615924.334821,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752620448.012383,6.0,instagram,breathingExercise,False,300.0,Stay In the Loop
Australia/Melbourne,closedApp,1752616171.12924,,tikTok,,False,,
Australia/Melbourne,closedApp,1752616376.446661,,tikTok,,False,,
Australia/Melbourne,closedApp,1752616383.4838948,,tikTok,,False,,
Australia/Melbourne,closedApp,1752620410.891726,,tikTok,,False,,
Australia/Melbourne,closedApp,1752620718.9197989,,tikTok,,False,,
Australia/Melbourne,openedApp,1752620735.138823,6.0,instagram,breathingExercise,False,300.0,Message
Australia/Melbourne,openedApp,1752644896.3354468,6.0,instagram,breathingExercise,False,420.0,Stay In the Loop
Australia/Melbourne,openedApp,1752647365.48486,6.0,instagram,breathingExercise,False,420.0,Stay In the Loop
Australia/Melbourne,closedApp,1752621567.404593,,tikTok,,False,,
Australia/Melbourne,closedApp,1752622443.254452,,tikTok,,False,,
Australia/Melbourne,closedApp,1752622900.321313,,tikTok,,False,,
Australia/Melbourne,closedApp,1752644875.325204,,tikTok,,False,,
Australia/Melbourne,openedApp,1752648275.9553761,6.0,instagram,breathingExercise,False,300.0,Stay In the Loop
Australia/Melbourne,openedApp,1752648368.540245,6.0,instagram,breathingExercise,False,420.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752648819.220471,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752648689.530278,,tikTok,,False,,
Australia/Melbourne,openedApp,1752649351.07672,6.0,instagram,breathingExercise,False,360.0,Stay In the Loop
Australia/Melbourne,openedApp,1752650150.2248569,6.0,instagram,breathingExercise,False,960.0,Stay In the Loop
Australia/Melbourne,openedApp,1752651396.4832668,6.0,instagram,breathingExercise,False,360.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752652005.85612,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752652210.905752,6.0,instagram,breathingExercise,False,360.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752654008.258947,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752657317.189765,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752652966.494357,,tikTok,,False,,
Australia/Melbourne,closedApp,1752653197.4216871,,tikTok,,False,,
Australia/Melbourne,closedApp,1752654031.58177,,tikTok,,False,,
Australia/Melbourne,closedApp,1752655193.821529,,tikTok,,False,,
Australia/Melbourne,closedApp,1752655211.294323,,tikTok,,False,,
Australia/Melbourne,closedApp,1752655401.381455,,tikTok,,False,,
Australia/Melbourne,closedApp,1752655540.686922,,tikTok,,False,,
Australia/Melbourne,closedApp,1752656331.9930081,,tikTok,,False,,
Australia/Melbourne,closedApp,1752656719.437999,,tikTok,,False,,
Australia/Melbourne,openedApp,1752657335.731168,6.0,instagram,breathingExercise,False,360.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752657678.447205,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752657838.595825,,tikTok,,False,,
Australia/Melbourne,closedApp,1752659224.914424,,tikTok,,False,,
Australia/Melbourne,closedApp,1752659315.2243881,,tikTok,,False,,
Australia/Melbourne,closedApp,1752660735.719643,,tikTok,,False,,
Australia/Melbourne,closedApp,1752667769.411341,,tikTok,,False,,
Australia/Melbourne,closedApp,1752668137.183666,,tikTok,,False,,
Australia/Melbourne,closedApp,1752669149.321682,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752673607.552933,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752673610.379008,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752673613.934331,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752673617.5457091,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752673620.2611132,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752674325.3326712,6.0,instagram,breathingExercise,False,300.0,Entertainment
Australia/Melbourne,openedApp,1752703382.3494391,6.0,instagram,breathingExercise,False,180.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752703514.3158069,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752703848.026197,,tikTok,,False,,
Australia/Melbourne,closedApp,1752704245.838645,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752704259.153353,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752704430.674563,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752706222.498444,,tikTok,,False,,
Australia/Melbourne,openedApp,1752706240.19738,6.0,instagram,breathingExercise,False,300.0,Stay In the Loop
Australia/Melbourne,closedApp,1752707512.81146,,tikTok,,False,,
Australia/Melbourne,closedApp,1752707513.468943,,tikTok,,False,,
Australia/Melbourne,openedApp,1752707619.620589,6.0,instagram,breathingExercise,False,720.0,Stay In the Loop
Australia/Melbourne,openedApp,1752707637.1175041,6.0,instagram,breathingExercise,False,540.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752707774.594252,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752707913.492587,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752707917.997913,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752708075.692394,,tikTok,,False,,
Australia/Melbourne,closedApp,1752708542.082371,,tikTok,,False,,
Australia/Melbourne,openedApp,1752709334.965086,6.0,instagram,breathingExercise,False,420.0,Search Info
Australia/Melbourne,openedApp,1752709485.221374,6.0,instagram,breathingExercise,False,720.0,Message
Australia/Melbourne,dismissedAppOpening,1752709685.735056,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752714498.942704,,tikTok,,False,,
Australia/Melbourne,openedApp,1752715725.2450051,6.0,instagram,breathingExercise,False,480.0,Stay In the Loop
Australia/Melbourne,openedApp,1752715920.620174,6.0,instagram,breathingExercise,False,360.0,Stay In the Loop
Australia/Melbourne,openedApp,1752717438.846932,6.0,instagram,breathingExercise,False,300.0,Stay In the Loop
Australia/Melbourne,closedApp,1752722047.223345,,tikTok,,False,,
Australia/Melbourne,openedApp,1752722064.203356,6.0,instagram,breathingExercise,False,300.0,Stay In the Loop
Australia/Melbourne,openedApp,1752722587.168525,6.0,instagram,breathingExercise,False,240.0,Search Info
Australia/Melbourne,dismissedAppOpening,1752722714.5192451,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752722717.841917,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752723307.559459,,tikTok,,False,,
Australia/Melbourne,openedApp,1752728254.165843,6.0,instagram,breathingExercise,False,420.0,Stay In the Loop
Australia/Melbourne,openedApp,1752742617.131459,6.0,instagram,breathingExercise,False,900.0,Entertainment
Australia/Melbourne,openedApp,1752750153.7731462,6.0,instagram,breathingExercise,False,1140.0,Stay In the Loop
Australia/Melbourne,closedApp,1752742874.693866,,tikTok,,False,,
Australia/Melbourne,closedApp,1752743535.169353,,tikTok,,False,,
Australia/Melbourne,closedApp,1752750134.393186,,tikTok,,False,,
Australia/Melbourne,openedApp,1752750437.983704,6.0,instagram,breathingExercise,False,420.0,Message
Australia/Melbourne,openedApp,1752752342.059067,6.0,instagram,breathingExercise,False,480.0,Stay In the Loop
Australia/Melbourne,openedApp,1752752425.626473,6.0,instagram,breathingExercise,False,420.0,Message
Australia/Melbourne,closedApp,1752752849.971863,,tikTok,,False,,
Australia/Melbourne,closedApp,1752752968.482259,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752752973.202724,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752753960.1914868,,tikTok,,False,,
Australia/Melbourne,openedApp,1752754119.8096871,6.0,instagram,breathingExercise,False,240.0,Message
Australia/Melbourne,openedApp,1752754383.2875118,6.0,instagram,breathingExercise,True,480.0,Message
Australia/Melbourne,closedApp,1752759100.898643,,tikTok,,False,,
Australia/Melbourne,openedApp,1752759748.279379,6.0,instagram,breathingExercise,False,360.0,Message
Australia/Melbourne,dismissedAppOpening,1752784635.142349,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752761162.330113,,tikTok,,False,,
Australia/Melbourne,closedApp,1752785261.2835689,,tikTok,,False,,
Australia/Melbourne,closedApp,1752788204.8218188,,tikTok,,False,,
Australia/Melbourne,closedApp,1752788210.010528,,tikTok,,False,,
Australia/Melbourne,openedApp,1752788304.176793,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,closedApp,1752790815.980253,,tikTok,,False,,
Australia/Melbourne,closedApp,1752791238.140595,,tikTok,,False,,
Australia/Melbourne,closedApp,1752791330.7821832,,tikTok,,False,,
Australia/Melbourne,openedApp,1752791347.4805741,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,openedApp,1752796528.477552,6.0,instagram,breathingExercise,False,240.0,
Australia/Melbourne,closedApp,1752791922.711647,,tikTok,,False,,
Australia/Melbourne,closedApp,1752792275.386321,,tikTok,,False,,
Australia/Melbourne,closedApp,1752792520.69741,,tikTok,,False,,
Australia/Melbourne,closedApp,1752792796.807981,,tikTok,,False,,
Australia/Melbourne,closedApp,1752793759.597519,,tikTok,,False,,
Australia/Melbourne,openedApp,1752809302.3272572,6.0,instagram,breathingExercise,False,900.0,
Australia/Melbourne,openedApp,1752809687.377825,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,closedApp,1752810047.8065572,,tikTok,,False,,
Australia/Melbourne,closedApp,1752810279.132647,,tikTok,,False,,
Australia/Melbourne,closedApp,1752810576.846791,,tikTok,,False,,
Australia/Melbourne,closedApp,1752810768.6463342,,tikTok,,False,,
Australia/Melbourne,closedApp,1752810861.007966,,tikTok,,False,,
Australia/Melbourne,closedApp,1752810982.032205,,tikTok,,False,,
Australia/Melbourne,closedApp,1752811019.133395,,tikTok,,False,,
Australia/Melbourne,closedApp,1752811153.004838,,tikTok,,False,,
Australia/Melbourne,closedApp,1752811338.1520839,,tikTok,,False,,
Australia/Melbourne,closedApp,1752811383.908231,,tikTok,,False,,
Australia/Melbourne,closedApp,1752811442.3427591,,tikTok,,False,,
Australia/Melbourne,openedApp,1752811638.9990969,6.0,instagram,breathingExercise,False,600.0,
Australia/Melbourne,openedApp,1752825891.214548,6.0,instagram,breathingExercise,False,180.0,
Australia/Melbourne,openedApp,1752828200.458874,6.0,instagram,breathingExercise,False,1320.0,
Australia/Melbourne,dismissedAppOpening,1752828795.2976031,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752828932.1326141,,tikTok,,False,,
Australia/Melbourne,closedApp,1752829007.085711,,tikTok,,False,,
Australia/Melbourne,closedApp,1752829106.032743,,tikTok,,False,,
Australia/Melbourne,closedApp,1752829141.598573,,tikTok,,False,,
Australia/Melbourne,closedApp,1752829895.319876,,tikTok,,False,,
Australia/Melbourne,closedApp,1752830162.9651341,,tikTok,,False,,
Australia/Melbourne,closedApp,1752830586.76914,,tikTok,,False,,
Australia/Melbourne,closedApp,1752830606.882077,,tikTok,,False,,
Australia/Melbourne,closedApp,1752830793.132129,,tikTok,,False,,
Australia/Melbourne,closedApp,1752832296.3257508,,tikTok,,False,,
Australia/Melbourne,openedApp,1752832872.64107,6.0,instagram,breathingExercise,False,300.0,
Australia/Melbourne,closedApp,1752832989.87135,,tikTok,,False,,
Australia/Melbourne,openedApp,1752833008.458585,6.0,instagram,breathingExercise,False,360.0,
Australia/Melbourne,closedApp,1752833151.5738711,,tikTok,,False,,
Australia/Melbourne,closedApp,1752833359.3434958,,tikTok,,False,,
Australia/Melbourne,closedApp,1752833558.8705668,,tikTok,,False,,
Australia/Melbourne,openedApp,1752833732.3404021,6.0,instagram,breathingExercise,False,660.0,
Australia/Melbourne,openedApp,1752833867.5307078,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,closedApp,1752834375.8163319,,tikTok,,False,,
Australia/Melbourne,closedApp,1752834424.9772558,,tikTok,,False,,
Australia/Melbourne,closedApp,1752834482.995411,,tikTok,,False,,
Australia/Melbourne,openedApp,1752836521.664799,6.0,instagram,breathingExercise,False,60.0,
Australia/Melbourne,openedApp,1752839468.504503,6.0,instagram,breathingExercise,False,60.0,
Australia/Melbourne,openedApp,1752840354.82381,6.0,instagram,breathingExercise,False,240.0,
Australia/Melbourne,openedApp,1752841266.504808,6.0,instagram,breathingExercise,False,240.0,
Australia/Melbourne,dismissedAppOpening,1752841613.881351,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752841658.321601,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,openedApp,1752841749.385283,6.0,instagram,breathingExercise,False,60.0,
Australia/Melbourne,openedApp,1752843010.609096,6.0,instagram,breathingExercise,False,60.0,
Australia/Melbourne,closedApp,1752842996.642894,,tikTok,,False,,
Australia/Melbourne,closedApp,1752844648.925724,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752844783.3858418,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752844788.635971,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752844791.292517,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752846307.70968,,tikTok,,False,,
Australia/Melbourne,openedApp,1752872723.883966,6.0,instagram,breathingExercise,False,180.0,
Australia/Melbourne,closedApp,1752874356.491297,,tikTok,,False,,
Australia/Melbourne,openedApp,1752874556.427383,6.0,instagram,breathingExercise,False,240.0,
Australia/Melbourne,closedApp,1752875673.885645,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752875675.987109,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752875896.554718,,tikTok,,False,,
Australia/Melbourne,closedApp,1752876802.130008,,tikTok,,False,,
Australia/Melbourne,openedApp,1752876865.512342,6.0,instagram,breathingExercise,False,360.0,
Australia/Melbourne,closedApp,1752877569.468308,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752877593.0426579,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752877595.880228,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752879561.1862311,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752879568.385463,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752892600.9668489,6.0,instagram,breathingExercise,False,420.0,
Australia/Melbourne,openedApp,1752892857.057627,6.0,instagram,breathingExercise,False,600.0,
Australia/Melbourne,openedApp,1752893155.135778,6.0,instagram,breathingExercise,False,960.0,
Australia/Melbourne,openedApp,1752893484.811358,6.0,instagram,breathingExercise,False,1320.0,
Australia/Melbourne,closedApp,1752894834.1618562,,tikTok,,False,,
Australia/Melbourne,openedApp,1752894868.3340402,6.0,instagram,breathingExercise,False,840.0,
Australia/Melbourne,closedApp,1752895143.578538,,tikTok,,False,,
Australia/Melbourne,closedApp,1752895180.957783,,tikTok,,False,,
Australia/Melbourne,closedApp,1752895276.582059,,tikTok,,False,,
Australia/Melbourne,closedApp,1752895294.8073568,,tikTok,,False,,
Australia/Melbourne,openedApp,1752895311.150916,6.0,instagram,breathingExercise,False,600.0,
Australia/Melbourne,closedApp,1752895523.4653568,,tikTok,,False,,
Australia/Melbourne,closedApp,1752895663.248986,,tikTok,,False,,
Australia/Melbourne,closedApp,1752896116.015435,,tikTok,,False,,
Australia/Melbourne,closedApp,1752896140.497809,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752896151.039678,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752910703.981495,6.0,instagram,breathingExercise,False,420.0,
Australia/Melbourne,openedApp,1752910913.209693,6.0,instagram,breathingExercise,False,60.0,
Australia/Melbourne,openedApp,1752911779.747668,6.0,instagram,breathingExercise,False,420.0,
Australia/Melbourne,dismissedAppOpening,1752913975.041817,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752916184.917388,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,dismissedAppOpening,1752916336.556576,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752916353.037579,6.0,instagram,breathingExercise,False,660.0,
Australia/Melbourne,dismissedAppOpening,1752917445.642418,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752921198.0407372,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,dismissedAppOpening,1752921422.835629,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752921469.374999,6.0,instagram,breathingExercise,False,1080.0,
Australia/Melbourne,dismissedAppOpening,1752921895.741444,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752921923.389817,6.0,instagram,breathingExercise,False,660.0,
Australia/Melbourne,dismissedAppOpening,1752922781.380073,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752922807.5596108,6.0,instagram,breathingExercise,False,480.0,
Australia/Melbourne,openedApp,1752922900.053957,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,dismissedAppOpening,1752924371.539528,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752924375.063585,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752924934.596971,6.0,instagram,breathingExercise,False,900.0,
Australia/Melbourne,openedApp,1752925559.697665,6.0,instagram,breathingExercise,False,900.0,
Australia/Melbourne,dismissedAppOpening,1752925749.72276,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752926167.784517,6.0,instagram,breathingExercise,False,900.0,
Australia/Melbourne,openedApp,1752926786.024063,6.0,instagram,breathingExercise,False,960.0,
Australia/Melbourne,openedApp,1752927221.2327662,6.0,instagram,breathingExercise,False,960.0,
Australia/Melbourne,openedApp,1752927372.053998,6.0,instagram,breathingExercise,False,420.0,
Australia/Melbourne,openedApp,1752927582.8067021,6.0,instagram,breathingExercise,False,900.0,
Australia/Melbourne,dismissedAppOpening,1752928360.594919,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752931659.9882479,6.0,instagram,breathingExercise,False,420.0,
Australia/Melbourne,openedApp,1752931741.840718,6.0,instagram,breathingExercise,False,300.0,
Australia/Melbourne,closedApp,1752932122.57905,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752932245.5429611,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752932722.829257,,tikTok,,False,,
Australia/Melbourne,openedApp,1752932755.129638,6.0,instagram,breathingExercise,False,480.0,
Australia/Melbourne,closedApp,1752933022.564611,,tikTok,,False,,
Australia/Melbourne,closedApp,1752933369.87537,,tikTok,,False,,
Australia/Melbourne,closedApp,1752933719.6318588,,tikTok,,False,,
Australia/Melbourne,closedApp,1752933777.626863,,tikTok,,False,,
Australia/Melbourne,closedApp,1752933815.063055,,tikTok,,False,,
Australia/Melbourne,openedApp,1752933927.57359,6.0,instagram,breathingExercise,False,360.0,
Australia/Melbourne,openedApp,1752934304.89798,6.0,instagram,breathingExercise,False,480.0,
Australia/Melbourne,closedApp,1752934720.165897,,tikTok,,False,,
Australia/Melbourne,openedApp,1752936052.949465,6.0,instagram,breathingExercise,False,60.0,
Australia/Melbourne,openedApp,1752964033.951654,6.0,instagram,breathingExercise,False,360.0,
Australia/Melbourne,closedApp,1752966318.883291,,tikTok,,False,,
Australia/Melbourne,openedApp,1752966687.0355082,6.0,instagram,breathingExercise,False,360.0,
Australia/Melbourne,openedApp,1752966702.7991781,6.0,instagram,breathingExercise,False,360.0,
Australia/Melbourne,closedApp,1752967093.726925,,tikTok,,False,,
Australia/Melbourne,openedApp,1752967353.486136,6.0,instagram,breathingExercise,False,180.0,
Australia/Melbourne,openedApp,1752968827.526537,6.0,instagram,breathingExercise,False,60.0,
Australia/Melbourne,openedApp,1752969827.30493,6.0,instagram,breathingExercise,False,660.0,
Australia/Melbourne,closedApp,1752970633.812824,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752970655.609026,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752970951.399656,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752970983.454148,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752971257.142315,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752971338.859056,6.0,instagram,breathingExercise,False,600.0,
Australia/Melbourne,openedApp,1752971928.953342,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,openedApp,1752972629.809147,6.0,instagram,breathingExercise,False,900.0,
Australia/Melbourne,openedApp,1752972751.892971,6.0,instagram,breathingExercise,False,840.0,
Australia/Melbourne,openedApp,1752973333.6240048,6.0,instagram,breathingExercise,False,660.0,
Australia/Melbourne,openedApp,1752974152.8488312,6.0,instagram,breathingExercise,False,540.0,
Australia/Melbourne,closedApp,1752975696.166487,,tikTok,,False,,
Australia/Melbourne,openedApp,1752975713.028681,6.0,instagram,breathingExercise,False,300.0,
Australia/Melbourne,closedApp,1752976039.918655,,tikTok,,False,,
Australia/Melbourne,closedApp,1752976431.452455,,tikTok,,False,,
Australia/Melbourne,closedApp,1752977647.114922,,tikTok,,False,,
Australia/Melbourne,openedApp,1752977662.20963,6.0,instagram,breathingExercise,False,1680.0,
Australia/Melbourne,openedApp,1752977769.4002,6.0,instagram,breathingExercise,False,1440.0,
Australia/Melbourne,openedApp,1752978004.527604,6.0,instagram,breathingExercise,False,1200.0,
Australia/Melbourne,closedApp,1752978232.960577,,tikTok,,False,,
Australia/Melbourne,openedApp,1752978249.40625,6.0,instagram,breathingExercise,False,1080.0,
Australia/Melbourne,closedApp,1752979361.966758,,tikTok,,False,,
Australia/Melbourne,openedApp,1752979377.8247209,6.0,instagram,breathingExercise,False,960.0,
Australia/Melbourne,closedApp,1752979926.609109,,tikTok,,False,,
Australia/Melbourne,closedApp,1752980081.796629,,tikTok,,False,,
Australia/Melbourne,openedApp,1752980323.307973,6.0,instagram,breathingExercise,False,600.0,
Australia/Melbourne,closedApp,1752980412.469543,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752980445.2714682,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752980674.532604,6.0,instagram,breathingExercise,False,900.0,
Australia/Melbourne,openedApp,1752981646.794407,6.0,instagram,breathingExercise,False,840.0,
Australia/Melbourne,closedApp,1752982329.933789,,tikTok,,False,,
Australia/Melbourne,closedApp,1752983655.291161,,tikTok,,False,,
Australia/Melbourne,openedApp,1752983695.695043,6.0,instagram,breathingExercise,False,960.0,
Australia/Melbourne,dismissedAppOpening,1752983886.246166,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752983915.041148,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752984833.957048,,tikTok,,False,,
Australia/Melbourne,closedApp,1752985370.6227899,,tikTok,,False,,
Australia/Melbourne,closedApp,1752985397.278561,,tikTok,,False,,
Australia/Melbourne,closedApp,1752987743.545065,,tikTok,,False,,
Australia/Melbourne,openedApp,1752987766.472008,6.0,instagram,breathingExercise,False,480.0,
Australia/Melbourne,openedApp,1752988438.678629,6.0,instagram,breathingExercise,False,960.0,
Australia/Melbourne,closedApp,1752988862.6128402,,tikTok,,False,,
Australia/Melbourne,openedApp,1752988886.360441,6.0,instagram,breathingExercise,False,780.0,
Australia/Melbourne,openedApp,1752989136.632061,6.0,instagram,breathingExercise,False,780.0,
Australia/Melbourne,openedApp,1752989941.175792,6.0,instagram,breathingExercise,False,1920.0,
Australia/Melbourne,openedApp,1752990804.757062,6.0,instagram,breathingExercise,False,720.0,
Australia/Melbourne,dismissedAppOpening,1752991403.210834,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752991471.5429878,,tikTok,,False,,
Australia/Melbourne,closedApp,1752991805.347684,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752991949.490865,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752991995.8253531,6.0,instagram,breathingExercise,True,720.0,
Australia/Melbourne,closedApp,1752992382.011372,,tikTok,,False,,
Australia/Melbourne,openedApp,1752992544.915999,6.0,instagram,breathingExercise,False,120.0,
Australia/Melbourne,openedApp,1752993535.1380749,6.0,instagram,breathingExercise,False,600.0,
Australia/Melbourne,closedApp,1752996096.051004,,tikTok,,False,,
Australia/Melbourne,openedApp,1752996127.205793,6.0,instagram,breathingExercise,False,900.0,
Australia/Melbourne,dismissedAppOpening,1752996224.012882,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753000069.2007918,6.0,instagram,breathingExercise,False,840.0,
Australia/Melbourne,openedApp,1753000249.90732,6.0,instagram,breathingExercise,False,1020.0,
Australia/Melbourne,closedApp,1753000333.2088242,,tikTok,,False,,
Australia/Melbourne,openedApp,1753001329.11883,6.0,instagram,breathingExercise,False,1260.0,
Australia/Melbourne,closedApp,1753002287.7190928,,tikTok,,False,,
Australia/Melbourne,openedApp,1753002703.301755,6.0,instagram,breathingExercise,False,900.0,
Australia/Melbourne,dismissedAppOpening,1753002860.092008,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753003264.402626,6.0,instagram,breathingExercise,False,1020.0,
Australia/Melbourne,closedApp,1753003477.8976722,,tikTok,,False,,
Australia/Melbourne,openedApp,1753003663.2219548,6.0,instagram,breathingExercise,False,840.0,
Australia/Melbourne,dismissedAppOpening,1753004151.49196,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1753004227.390634,,tikTok,,False,,
Australia/Melbourne,closedApp,1753004398.386291,,tikTok,,False,,
Australia/Melbourne,closedApp,1753004666.001596,,tikTok,,False,,
Australia/Melbourne,closedApp,1753005618.214617,,tikTok,,False,,
Australia/Melbourne,openedApp,1753005642.824397,6.0,instagram,breathingExercise,False,780.0,
Australia/Melbourne,openedApp,1753006169.836843,6.0,instagram,breathingExercise,False,960.0,
Australia/Melbourne,dismissedAppOpening,1753006510.446837,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1753006586.7185411,,tikTok,,False,,
Australia/Melbourne,openedApp,1753006801.331614,6.0,instagram,breathingExercise,False,360.0,
Australia/Melbourne,closedApp,1753008143.296619,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1753008145.910209,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1753008165.125783,6.0,instagram,breathingExercise,False,360.0,
Australia/Melbourne,closedApp,1753009496.427246,,tikTok,,False,,
Australia/Melbourne,closedApp,1753009597.2091079,,tikTok,,False,,
