resolution,timezone,timestamp,interventionType,isReIntervention,interventionDuration,app
openedApp,America/Mexico_City,1751595051.787749,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751595397.272531,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751655706.829771,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751660406.151445,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1751675273.013319,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751694274.431983,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751759142.2266688,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1751763094.7281342,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751763485.4672198,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751766323.221461,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751783428.965654,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751789339.1926908,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751792433.1642299,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751832093.5367742,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751841035.284309,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1751843022.597398,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751871557.950511,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751897257.9913878,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1751907589.818891,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751907613.272922,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751907663.317687,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751925396.177988,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1751996795.312317,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752000091.122069,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752002467.737142,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752004333.9360719,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752004342.867352,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752005521.510971,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752008013.567052,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752008054.213965,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752010194.588054,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752037614.709176,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752103739.55344,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752114130.744018,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752181346.949232,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752181623.8733191,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752181653.754099,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752182446.3545442,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752191319.1407142,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752257890.392272,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752342062.96422,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752350383.0415301,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752352758.890971,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752398353.015873,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752398445.139019,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752422756.2847881,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752443608.520455,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752457470.735878,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752459849.647318,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752464388.320558,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752465848.541682,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752467180.309356,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752467326.8887959,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752469078.542203,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752469778.7717419,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752480665.244046,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752484570.14719,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752520245.320869,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752525113.199959,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752541912.950748,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752544638.449551,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752561384.915103,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752602083.050661,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752677860.001122,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752680750.278815,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752714586.262918,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752718072.536649,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752722529.201343,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752722591.581289,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752722620.5526938,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752733597.7532969,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752734263.508202,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752734280.4395518,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752795413.6508799,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752798140.718818,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752806217.086534,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752818168.414521,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752818284.7284322,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752871741.10492,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752903437.6920009,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752903761.916875,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752904188.964838,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752913180.0364208,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752914979.847283,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752959944.749315,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752965035.61338,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752998610.072342,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752998670.945304,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1752999001.027327,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1752999020.376004,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1753030521.504836,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1753062183.061987,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1753064198.727349,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1753066720.094614,breathingExercise,False,6,instagram
dismissedAppOpening,America/Mexico_City,1753067844.146124,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1753120821.309029,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1753133022.7274241,breathingExercise,False,6,instagram
openedApp,America/Mexico_City,1753149553.294763,breathingExercise,False,6,instagram
