interventionDuration,app,resolution,isReIntervention,timezone,interventionType,timestamp,timeIntervalUntilReIntervention,purpose
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752130308.109653,,
,instagram,openedApp,False,Asia/Kolkata,,1752144287.191773,,
,instagram,closedApp,False,Asia/Kolkata,,1752144347.191774,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752144347.191774,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752144503.160213,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752147731.047652,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752147810.3381429,,
,instagram,openedApp,False,Asia/Kolkata,,1752147812.913312,,
,instagram,closedApp,False,Asia/Kolkata,,1752147872.913313,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752147872.913313,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752149634.2781758,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752158857.326411,,
,instagram,openedApp,False,Asia/Kolkata,,1752159275.395308,,
,instagram,closedApp,False,Asia/Kolkata,,1752159335.395309,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752159335.395309,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752161403.837249,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752161479.020189,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752161780.6303449,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752162112.275958,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752162412.027411,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752162715.073862,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1752163051.619388,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752163572.010755,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752164017.455416,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752168525.524279,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752234602.8306499,,
,instagram,openedApp,False,Asia/Kolkata,,1752233822.709095,,
,instagram,closedApp,False,Asia/Kolkata,,1752233882.709095,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752233882.709095,,
,instagram,openedApp,False,Asia/Kolkata,,1752254214.514525,,
,instagram,closedApp,False,Asia/Kolkata,,1752254274.514525,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752254274.514525,,
,instagram,openedApp,False,Asia/Kolkata,,1752268868.988428,,
,instagram,closedApp,False,Asia/Kolkata,,1752268928.988429,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752268928.988429,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1752292985.9765182,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752293778.260494,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752295134.173654,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752295657.663017,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752303201.989547,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752303524.341131,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752303840.487153,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752306737.247325,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752308496.055331,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752308634.906262,,
,instagram,openedApp,False,Asia/Kolkata,,1752312671.264236,,
,instagram,closedApp,False,Asia/Kolkata,,1752312731.264236,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752312731.264236,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1752312735.5678449,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752327294.446257,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752330199.386761,,
,instagram,openedApp,False,Asia/Kolkata,,1752333172.532373,,
,instagram,closedApp,False,Asia/Kolkata,,1752333232.532373,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752333232.532373,,
,instagram,openedApp,False,Asia/Kolkata,,1752341515.5934129,,
,instagram,closedApp,False,Asia/Kolkata,,1752341575.5934138,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752341575.5934138,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752382675.069415,,
,instagram,openedApp,False,Asia/Kolkata,,1752382921.0477939,,
,instagram,closedApp,False,Asia/Kolkata,,1752382981.0477939,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752382981.0477939,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752397353.8624082,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752405224.826404,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1752408160.460572,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752422834.321461,,
,instagram,openedApp,False,Asia/Kolkata,,1752429626.2045012,,
,instagram,closedApp,False,Asia/Kolkata,,1752429686.2045012,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752429686.2045012,,
,instagram,openedApp,False,Asia/Kolkata,,1752429636.7446,,
,instagram,closedApp,False,Asia/Kolkata,,1752429696.744601,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752429696.744601,,
,instagram,openedApp,False,Asia/Kolkata,,1752464232.5683851,,
,instagram,closedApp,False,Asia/Kolkata,,1752464292.5683851,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752464292.5683851,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752484063.648848,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752485240.894557,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752485477.314621,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752498116.09834,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1752498424.285383,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752504311.901703,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752512617.2831202,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1752512808.870841,,
,instagram,openedApp,False,Asia/Kolkata,,1752560592.220835,,
,instagram,closedApp,False,Asia/Kolkata,,1752560652.220835,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752560652.220835,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1752562349.556155,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752562829.5876021,,
,instagram,openedApp,False,Asia/Kolkata,,1752562834.5370622,,
,instagram,closedApp,False,Asia/Kolkata,,1752562894.5370631,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752562894.5370631,,
,instagram,openedApp,False,Asia/Kolkata,,1752567016.9972172,,
,instagram,closedApp,False,Asia/Kolkata,,1752567076.9972172,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752567076.9972172,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1752576790.267631,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1752588450.416171,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752589533.161302,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752589881.287208,,
,instagram,openedApp,False,Asia/Kolkata,,1752590111.342924,,
,instagram,closedApp,False,Asia/Kolkata,,1752590171.342924,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752590171.342924,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752590245.284724,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752593060.19714,,
,instagram,openedApp,False,Asia/Kolkata,,1752597004.237948,,
,instagram,closedApp,False,Asia/Kolkata,,1752597064.237948,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752597064.237948,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1752635394.7163339,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752639265.04463,,
,instagram,openedApp,False,Asia/Kolkata,,1752646103.192462,,
,instagram,closedApp,False,Asia/Kolkata,,1752646163.192462,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752646163.192462,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752835576.079185,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752837883.756906,,
,instagram,openedApp,False,Asia/Kolkata,,1752838321.479845,,
,instagram,closedApp,False,Asia/Kolkata,,1752838381.479846,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752838381.479846,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752838421.492649,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1752838569.136043,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752839241.641927,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1752839589.515728,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752840286.200963,,
,instagram,openedApp,False,Asia/Kolkata,,1752840622.639837,,
,instagram,closedApp,False,Asia/Kolkata,,1752840682.639837,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752840682.639838,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752841998.769975,,
,instagram,openedApp,False,Asia/Kolkata,,1752842237.694788,,
,instagram,closedApp,False,Asia/Kolkata,,1752842297.694789,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752842297.694789,,
,instagram,openedApp,False,Asia/Kolkata,,1752848103.0741072,,
,instagram,closedApp,False,Asia/Kolkata,,1752848163.0741072,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752848163.0741081,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752848628.607256,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752848824.9593148,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752851657.9302359,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752852681.14192,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752854978.324516,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752861046.527348,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752887546.121146,,
,instagram,openedApp,False,Asia/Kolkata,,1752859495.214314,,
,instagram,closedApp,False,Asia/Kolkata,,1752859555.214314,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752859555.214314,,
,instagram,openedApp,False,Asia/Kolkata,,1752887788.355964,,
,instagram,closedApp,False,Asia/Kolkata,,1752887848.355964,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752887848.355964,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752887865.288673,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752888940.722486,,
,instagram,openedApp,False,Asia/Kolkata,,1752888390.47258,,
,instagram,closedApp,False,Asia/Kolkata,,1752888450.472581,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752888450.472581,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752888959.004689,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752889139.997717,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752893004.250273,,
,instagram,openedApp,False,Asia/Kolkata,,1752889368.509591,,
,instagram,closedApp,False,Asia/Kolkata,,1752889428.509591,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752889428.509591,,
,instagram,openedApp,False,Asia/Kolkata,,1752892672.0806298,,
,instagram,closedApp,False,Asia/Kolkata,,1752892732.080631,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752892732.080631,,
,instagram,openedApp,False,Asia/Kolkata,,1752893254.8593369,,
,instagram,closedApp,False,Asia/Kolkata,,1752893314.859338,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752893314.859338,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752903083.707994,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752904424.3164701,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752906552.091346,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752907654.5392718,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752910368.190769,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752919019.350524,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752927796.7546182,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752928277.5664558,,
,instagram,openedApp,False,Asia/Kolkata,,1752929161.8922482,,
,instagram,closedApp,False,Asia/Kolkata,,1752929221.892249,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752929221.892249,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752929239.835042,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752930482.419163,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752931215.7158,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752939014.3431602,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1752939346.612261,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752939391.9212341,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752946576.146832,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752946900.085722,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752948279.523771,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752948721.253123,,
,instagram,openedApp,False,Asia/Kolkata,,1752948963.343873,,
,instagram,closedApp,False,Asia/Kolkata,,1752949023.343874,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752949023.343874,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752949082.746947,,
,instagram,openedApp,False,Asia/Kolkata,,1752949408.4227328,,
,instagram,closedApp,False,Asia/Kolkata,,1752949468.4227328,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752949468.4227328,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752982998.358595,,
,instagram,openedApp,False,Asia/Kolkata,,1752983238.653245,,
,instagram,closedApp,False,Asia/Kolkata,,1752983298.653245,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752983298.653245,,
,instagram,openedApp,False,Asia/Kolkata,,1752986095.688719,,
,instagram,closedApp,False,Asia/Kolkata,,1752986155.688719,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752986155.688719,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752987623.273632,,
,instagram,openedApp,False,Asia/Kolkata,,1752989404.1543741,,
,instagram,closedApp,False,Asia/Kolkata,,1752989464.154375,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1752989464.154375,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1752989516.612016,,
,instagram,openedApp,False,Asia/Kolkata,,1753006146.0278401,,
,instagram,closedApp,False,Asia/Kolkata,,1753006206.0278401,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753006206.0278401,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753006223.912589,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753006570.183182,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1753006882.077269,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753006901.535198,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753006978.6849651,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753007177.678255,,
,instagram,openedApp,False,Asia/Kolkata,,1753007404.354923,,
,instagram,closedApp,False,Asia/Kolkata,,1753007464.354923,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753007464.354923,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753008078.54936,,
,instagram,openedApp,False,Asia/Kolkata,,1753019286.8632898,,
,instagram,closedApp,False,Asia/Kolkata,,1753019346.8632898,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753019346.8632898,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753019443.0171242,,
,instagram,openedApp,False,Asia/Kolkata,,1753019445.762038,,
,instagram,closedApp,False,Asia/Kolkata,,1753019505.762039,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753019505.762039,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753040535.1384559,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753040963.507313,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753041283.136095,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753041721.138595,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1753041948.637666,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753082263.968604,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753082584.344102,,
,instagram,openedApp,False,Asia/Kolkata,,1753097404.1896648,,
,instagram,closedApp,False,Asia/Kolkata,,1753097464.1896648,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753097464.1896648,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1753101637.272121,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753104082.7963982,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1753110964.584379,,
,instagram,openedApp,False,Asia/Kolkata,,1753118523.654383,,
,instagram,closedApp,False,Asia/Kolkata,,1753118583.6543841,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753118583.6543841,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753124560.691012,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753150146.25824,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753150904.799518,,
,instagram,openedApp,False,Asia/Kolkata,,1753151148.65698,,
,instagram,closedApp,False,Asia/Kolkata,,1753151208.656981,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753151208.656981,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1753166173.409531,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753166192.6769428,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753166616.257484,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753166815.186913,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753167155.2613568,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753167547.9163852,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753168549.432998,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753189926.565527,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753191604.8346171,,
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1753245981.456262,,
,instagram,openedApp,False,Asia/Kolkata,,1753194425.574607,,
,instagram,closedApp,False,Asia/Kolkata,,1753194485.574607,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753194485.574607,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753245998.6905131,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753246333.840975,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753246565.653806,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753246742.2963018,,
,instagram,openedApp,False,Asia/Kolkata,,1753246968.36449,,
,instagram,closedApp,False,Asia/Kolkata,,1753247028.364491,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753247028.364491,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753247145.797917,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753247449.7545118,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753372355.904721,,Escape / Avoid
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753372448.963536,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753372766.603343,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753373105.4840178,,Fall 
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753374084.595933,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753374403.3828878,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753374601.597485,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753374693.011919,,Check likes
,instagram,openedApp,False,Asia/Kolkata,,1753378699.7172809,,
,instagram,closedApp,False,Asia/Kolkata,,1753378759.7172809,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753378759.7172809,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753380476.479624,,Fall 
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753407358.37435,,Fall 
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753407813.3183022,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753408131.634911,,Post something
,instagram,openedApp,False,Asia/Kolkata,,1753408539.436674,,
,instagram,closedApp,False,Asia/Kolkata,,1753408599.436674,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753408599.436674,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753439379.47139,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753439481.931847,,Post something
,instagram,openedApp,False,Asia/Kolkata,,1753439707.32019,,
,instagram,closedApp,False,Asia/Kolkata,,1753439767.320191,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753439767.320191,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753440529.240327,,Fall 
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1753455466.484787,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753460458.352364,,Message
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753461622.8203359,,Fall 
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753469164.846832,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753469742.762538,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753502520.774507,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753502860.262445,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753503180.471789,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753503529.459302,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753503835.902649,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753504153.317177,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753507786.346875,,Bored
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753507977.009697,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753508297.737619,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753510277.1881409,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753511499.854749,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753511890.5739532,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753519783.900124,,Bored
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753527538.7225618,,Bored
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753527853.920042,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753528171.4261432,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753528489.526873,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753528807.0579271,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753529126.040763,,Fall 
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753529401.892808,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753529482.296988,,Stalk crush
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753529917.251255,,Check likes
,instagram,openedApp,False,Asia/Kolkata,,1753529832.63781,,
,instagram,closedApp,False,Asia/Kolkata,,1753529892.637811,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753529892.637811,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753532226.5260448,,Post something
,instagram,openedApp,False,Asia/Kolkata,,1753532469.576186,,
,instagram,closedApp,False,Asia/Kolkata,,1753532529.5761871,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753532529.5761871,,
,instagram,openedApp,False,Asia/Kolkata,,1753557522.799576,,
,instagram,closedApp,False,Asia/Kolkata,,1753557582.799576,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753557582.799576,,
,instagram,openedApp,False,Asia/Kolkata,,1753557525.625177,,
,instagram,closedApp,False,Asia/Kolkata,,1753557585.6251779,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753557585.6251779,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753588430.454383,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753595696.202801,,Escape / Avoid
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753596016.584785,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753596334.550811,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753597185.281392,,Post something
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1753597530.949197,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753601241.50807,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753601645.78778,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753610591.183374,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753611060.923863,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753611498.170858,,Post something
6.0,instagram,dismissedAppOpening,False,Asia/Kolkata,breathingExercise,1753622171.579715,,
,instagram,openedApp,False,Asia/Kolkata,,1753624439.3363829,,
,instagram,closedApp,False,Asia/Kolkata,,1753624499.336384,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753624499.336384,,
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753625046.6346002,,Check likes
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753625397.0542889,,Post something
6.0,instagram,openedApp,False,Asia/Kolkata,breathingExercise,1753629039.2407331,,Relax
,instagram,openedApp,False,Asia/Kolkata,,1753637134.340722,,
,instagram,closedApp,False,Asia/Kolkata,,1753637194.340722,,
,instagram,dismissedAppOpening,False,Asia/Kolkata,,1753637194.340723,,
,instagram,openedApp,False,Asia/Kolkata,,1753640723.348448,,
