timezone,interventionType,isReIntervention,interventionDuration,resolution,timestamp,purpose,app,timeIntervalUntilReIntervention
Asia/Bishkek,breathingExercise,False,6,openedApp,1753859872.0502648,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753866990.3499188,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753866993.397159,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753867068.2610822,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753867744.226255,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753868515.901855,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753868534.532573,dm,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753868974.906873,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753873589.803484,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753873655.346489,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753874613.989378,дм,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753875597.547429,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753876263.597938,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753877153.047121,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753880203.502239,dm,instagram,600.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753880995.190892,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753881087.189416,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753881933.463501,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753882767.516557,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753882768.976933,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753883092.8382602,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753884465.147362,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753886841.176042,dm,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753888036.1296492,dm,instagram,360.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753888421.601799,reels,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753888952.6363301,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753889981.6787372,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753890138.031664,reels,instagram,660.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753890819.838867,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753957572.462671,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753958403.676721,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753958406.995393,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753958408.579869,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753958718.569783,dm,instagram,540.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753959286.032701,dm,instagram,540.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753959848.922487,dm,instagram,540.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753960411.303354,reels,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753961400.311763,dm,instagram,600.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753962025.920432,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753968712.421855,dm,instagram,240.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753969621.134062,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753969639.095008,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753970949.625061,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753971479.705782,dm,instagram,600.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753972262.2437139,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753972417.087157,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753972509.5066872,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753972908.58215,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753974030.2722812,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753974256.3800879,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753974681.243175,dm,instagram,600.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753976212.7799978,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753976245.653214,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753977648.389717,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754013074.7196178,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1754013579.70749,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754025828.3888469,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1754025918.617557,dm,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754026362.349684,dm,instagram,540.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754026925.769906,dm,instagram,600.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754027550.719136,dm,instagram,360.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754028125.5642118,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754036284.1189442,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754036287.230771,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754036579.2791119,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754036580.846945,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754038526.467176,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1754043839.209507,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754044492.3648539,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754049299.416802,dm,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754049740.371893,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754058348.064693,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754062917.681807,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1754062936.7139459,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754103918.716381,story,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754104375.2714171,reels,instagram,360.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754104787.914422,reel,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754105299.367233,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754105951.354131,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1754106690.795222,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754107701.8391361,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1754109185.8702722,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754112448.3100262,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754113287.298343,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754114397.642739,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1754115671.817527,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754117178.115668,dm,instagram,300.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754119873.324096,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754120232.589612,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1754120253.561833,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754129272.8992991,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754132481.488083,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754145746.949656,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754146467.2072182,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754146776.369779,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754146884.544596,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1754147648.1994472,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754148341.351616,dm,instagram,300.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754149754.274168,dm,instagram,300.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754151307.423419,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1754208225.895453,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754209434.017875,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1754209914.275332,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754210678.3401399,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754213954.474699,dm,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754214909.343159,reels,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754216141.493341,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754219928.0222569,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754221290.504772,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1754221868.3387551,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754223483.7740068,reels,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754224116.840857,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754224180.054851,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1754225913.543958,reels,instagram,660.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754226595.6890001,reels,instagram,600.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754227220.147694,dm,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754235657.796196,dm,instagram,600.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754280693.045918,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754280694.48281,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754280695.731732,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754280701.479251,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754280702.8854,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754280704.093689,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1754281700.7743669,stories,instagram,300.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754285788.602143,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754285794.688507,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1754285811.1007729,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754287625.799969,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754289825.479219,dm,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754290272.2546349,reels,instagram,540.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754290837.932654,reels,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754294073.918205,dm,instagram,60.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1754294167.8654552,дм,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754295943.633817,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754297595.4217749,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1754298515.827976,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754300183.258693,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754307560.182117,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1754307580.615233,,instagram,
