resolution,interventionDuration,interventionType,timestamp,timezone,timeIntervalUntilReIntervention,app,isReIntervention
openedApp,6.0,askForTimeLimit,1753207102.008337,America/Sao_Paulo,900.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753207583.606256,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753207706.216008,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753207742.717431,America/Sao_Paulo,840.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1753208632.229325,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753208720.601023,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753209268.092706,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753209475.9380832,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753209530.289454,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753209630.892599,America/Sao_Paulo,1440.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753209739.873849,America/Sao_Paulo,1320.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753210463.47892,America/Sao_Paulo,540.0,instagram,False
openedApp,6.0,askForTimeLimit,1753210965.6109219,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753211135.563497,America/Sao_Paulo,1260.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753211990.015127,America/Sao_Paulo,1200.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753212062.869715,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753212749.725288,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753212944.148614,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753213630.446875,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753214976.786272,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753215091.104455,America/Sao_Paulo,480.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753215422.1132588,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753215608.220525,America/Sao_Paulo,840.0,tikTok,False
openedApp,6.0,breathingExercise,1753215700.030363,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753215815.199977,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753215899.615796,America/Sao_Paulo,1200.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753216246.388228,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753216530.639687,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753216843.149689,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753217062.413001,America/Sao_Paulo,1140.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753217149.070932,America/Sao_Paulo,360.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753217239.240981,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753217310.783033,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753217334.467987,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753217531.731987,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753217764.968116,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753217785.6215549,America/Sao_Paulo,480.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753217833.4796991,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753217959.370786,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753217969.653496,America/Sao_Paulo,1020.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753218155.965595,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753220422.3711948,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753220479.128794,America/Sao_Paulo,480.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1753232595.076291,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753232600.4979749,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753232708.7085671,America/Sao_Paulo,360.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753232923.106761,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753232938.208092,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753233393.7662191,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753234370.613281,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753235829.781949,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753237563.38767,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753237941.673839,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753238023.625214,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753238066.11593,America/Sao_Paulo,960.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753238178.489651,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753238325.6903172,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,breathingExercise,1753238906.127873,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753238909.493192,America/Sao_Paulo,420.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753239339.9783869,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753260672.766716,America/Sao_Paulo,,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753260676.7449899,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753260688.844952,America/Sao_Paulo,360.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753260840.879085,America/Sao_Paulo,,tikTok,False
openedApp,6.0,askForTimeLimit,1753260843.949442,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753260870.689148,America/Sao_Paulo,1320.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753262119.523377,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753263031.864653,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753263537.343231,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753263550.561629,America/Sao_Paulo,540.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753264288.262504,America/Sao_Paulo,1020.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753264500.711309,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,breathingExercise,1753264899.468244,America/Sao_Paulo,300.0,instagram,True
dismissedAppOpening,6.0,breathingExercise,1753264899.525074,America/Sao_Paulo,,instagram,True
openedApp,6.0,askForTimeLimit,1753264977.729323,America/Sao_Paulo,1200.0,tikTok,False
dismissedAppOpening,6.0,breathingExercise,1753265585.902686,America/Sao_Paulo,,instagram,False
openedApp,6.0,breathingExercise,1753265825.067935,America/Sao_Paulo,540.0,instagram,False
openedApp,6.0,askForTimeLimit,1753266414.405633,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753267291.007637,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753268070.0583448,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753268107.331105,America/Sao_Paulo,1140.0,tikTok,False
openedApp,6.0,breathingExercise,1753268816.051206,America/Sao_Paulo,240.0,instagram,False
dismissedAppOpening,6.0,breathingExercise,1753268816.113589,America/Sao_Paulo,,instagram,False
dismissedAppOpening,6.0,breathingExercise,1753269313.8577209,America/Sao_Paulo,,instagram,False
openedApp,6.0,breathingExercise,1753269327.188387,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753269395.6596808,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753269474.533821,America/Sao_Paulo,1440.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753270023.161677,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753270066.798232,America/Sao_Paulo,780.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753270573.065003,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753273043.875836,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753273464.3822908,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753276286.46355,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753279614.2330909,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753279982.042908,America/Sao_Paulo,180.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753280084.3517299,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753280089.134655,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753284815.777911,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753289409.539125,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753289500.300911,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753289869.09697,America/Sao_Paulo,1200.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753292518.882148,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753292573.319934,America/Sao_Paulo,,tikTok,False
openedApp,6.0,askForTimeLimit,1753292801.50723,America/Sao_Paulo,900.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753292998.641681,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753293035.657064,America/Sao_Paulo,720.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753293469.166672,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753293542.071292,America/Sao_Paulo,1080.0,tikTok,False
dismissedAppOpening,6.0,breathingExercise,1753294867.311044,America/Sao_Paulo,,tikTok,False
dismissedAppOpening,6.0,breathingExercise,1753294912.3100882,America/Sao_Paulo,,instagram,False
openedApp,6.0,breathingExercise,1753294967.718452,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753295101.122662,America/Sao_Paulo,1200.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1753295175.667921,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753297493.3750439,America/Sao_Paulo,120.0,instagram,False
openedApp,6.0,askForTimeLimit,1753298378.025923,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753298745.083478,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753300349.641438,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753301018.566459,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753301089.250873,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753301122.3877912,America/Sao_Paulo,720.0,tikTok,False
openedApp,6.0,breathingExercise,1753301617.654423,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753301721.1090178,America/Sao_Paulo,960.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753304478.7948232,America/Sao_Paulo,840.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753305774.477919,America/Sao_Paulo,780.0,tikTok,False
openedApp,6.0,breathingExercise,1753306581.285274,America/Sao_Paulo,1080.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753307219.649979,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753312476.846136,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753312755.453745,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753315340.887274,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753316417.820076,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753318496.0854502,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753319008.018435,America/Sao_Paulo,120.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753319453.905911,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753319457.57237,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753319841.926309,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753322066.00287,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753322142.662916,America/Sao_Paulo,540.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753322691.299556,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,breathingExercise,1753323153.3389258,America/Sao_Paulo,600.0,instagram,False
openedApp,6.0,breathingExercise,1753323770.525295,America/Sao_Paulo,360.0,instagram,True
openedApp,6.0,askForTimeLimit,1753324018.814316,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753324158.9063148,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753324260.00824,America/Sao_Paulo,120.0,instagram,False
dismissedAppOpening,6.0,breathingExercise,1753324422.812914,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753324426.443192,America/Sao_Paulo,1020.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753324544.85204,America/Sao_Paulo,480.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1753324659.804363,America/Sao_Paulo,,tikTok,False
openedApp,6.0,askForTimeLimit,1753324663.65855,America/Sao_Paulo,600.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753324737.1252332,America/Sao_Paulo,420.0,tikTok,False
openedApp,6.0,breathingExercise,1753325176.206981,America/Sao_Paulo,240.0,tikTok,True
openedApp,6.0,askForTimeLimit,1753356830.90435,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753357041.582464,America/Sao_Paulo,600.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753357848.727175,America/Sao_Paulo,1080.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753357999.749885,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753358177.4234982,America/Sao_Paulo,480.0,instagram,False
openedApp,6.0,breathingExercise,1753358679.2159,America/Sao_Paulo,360.0,instagram,True
openedApp,6.0,askForTimeLimit,1753359402.615408,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753359938.4537082,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753360071.058629,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753360656.204574,America/Sao_Paulo,1020.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753360801.691349,America/Sao_Paulo,900.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753360898.450972,America/Sao_Paulo,1140.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753362121.591845,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753366806.9058762,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753367447.846345,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753372360.744357,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753372454.707854,America/Sao_Paulo,300.0,tikTok,False
dismissedAppOpening,6.0,breathingExercise,1753372794.240134,America/Sao_Paulo,,tikTok,True
openedApp,6.0,breathingExercise,1753372993.791599,America/Sao_Paulo,1500.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753374523.375965,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753375735.940985,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753376636.072181,America/Sao_Paulo,480.0,instagram,False
openedApp,6.0,askForTimeLimit,1753377679.187038,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753379507.8997989,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,breathingExercise,1753379817.754148,America/Sao_Paulo,,instagram,True
openedApp,6.0,breathingExercise,1753379909.460351,America/Sao_Paulo,540.0,instagram,False
openedApp,6.0,askForTimeLimit,1753380360.890369,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753380645.3555021,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753380728.3438458,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753381178.8449311,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753382772.623468,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753387487.090239,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753390929.303563,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753391613.048305,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753391767.84618,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753392509.412363,America/Sao_Paulo,780.0,tikTok,False
openedApp,6.0,breathingExercise,1753393372.144184,America/Sao_Paulo,600.0,tikTok,True
openedApp,6.0,breathingExercise,1753393999.196558,America/Sao_Paulo,1920.0,tikTok,True
openedApp,6.0,askForTimeLimit,1753395683.265819,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753396587.839302,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753398224.148683,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753398324.239347,America/Sao_Paulo,1020.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753398642.131616,America/Sao_Paulo,960.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753398667.713671,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753400537.661233,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753400573.67794,America/Sao_Paulo,960.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753401023.999923,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753402432.7854419,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753402538.046448,America/Sao_Paulo,660.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753402746.4947162,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753402923.284202,America/Sao_Paulo,120.0,instagram,False
openedApp,6.0,askForTimeLimit,1753403134.7907739,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,breathingExercise,1753403685.070126,America/Sao_Paulo,360.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753403734.811956,America/Sao_Paulo,,tikTok,False
openedApp,6.0,askForTimeLimit,1753403863.937691,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753403903.439987,America/Sao_Paulo,600.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753404428.068828,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753404568.727933,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753404648.545119,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753404911.569444,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753405161.0901098,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753405426.237526,America/Sao_Paulo,480.0,instagram,False
openedApp,6.0,askForTimeLimit,1753406517.2133389,America/Sao_Paulo,420.0,instagram,False
openedApp,6.0,askForTimeLimit,1753406585.6905808,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753406845.6600509,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753407188.186827,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753407353.490059,America/Sao_Paulo,300.0,tikTok,False
openedApp,6.0,breathingExercise,1753407673.446128,America/Sao_Paulo,2160.0,tikTok,True
openedApp,6.0,askForTimeLimit,1753408002.481237,America/Sao_Paulo,120.0,instagram,False
openedApp,6.0,askForTimeLimit,1753408062.9827452,America/Sao_Paulo,420.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753440827.086611,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753441001.8109279,America/Sao_Paulo,420.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753441980.523349,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753442785.093785,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753443333.721298,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753444314.479593,America/Sao_Paulo,840.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753444781.894408,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753448174.990196,America/Sao_Paulo,240.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753448295.4541268,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753448747.849935,America/Sao_Paulo,120.0,instagram,False
openedApp,6.0,askForTimeLimit,1753449058.315794,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753449410.548003,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753449510.334538,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753450706.859322,America/Sao_Paulo,,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753450819.0462232,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753451445.095006,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753451641.2663941,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753452032.122961,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753452203.355987,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753454595.0832272,America/Sao_Paulo,1320.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753455658.327971,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753455764.919133,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753455819.44244,America/Sao_Paulo,960.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753456117.192226,America/Sao_Paulo,360.0,instagram,False
dismissedAppOpening,6.0,breathingExercise,1753456526.578878,America/Sao_Paulo,,instagram,True
openedApp,6.0,askForTimeLimit,1753457642.5387402,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753458020.6780062,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753458149.299201,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753458268.336681,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753459630.143512,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753460717.270722,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753460997.057904,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753462598.144301,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753463034.4971828,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753463136.2742271,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753463267.194769,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753463558.661283,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753463723.25019,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753463728.784356,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,breathingExercise,1753464146.043376,America/Sao_Paulo,360.0,instagram,True
openedApp,6.0,askForTimeLimit,1753464268.323533,America/Sao_Paulo,480.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753464598.134033,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753464601.076241,America/Sao_Paulo,1200.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753464919.558996,America/Sao_Paulo,1320.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753465496.6404119,America/Sao_Paulo,420.0,instagram,False
openedApp,6.0,askForTimeLimit,1753465696.83249,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753465790.639626,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753465954.472754,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753466040.893773,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753466189.4689531,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753466379.3007941,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753466533.8965611,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753466812.069099,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753466943.922378,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753466950.0205731,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753467712.285461,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753468183.0910192,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753468362.937396,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753468502.3612962,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753469434.285627,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753469644.833394,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753471282.142964,America/Sao_Paulo,240.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753471496.786236,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753471626.871764,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753472038.044199,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753472174.096984,America/Sao_Paulo,1200.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753472281.6819801,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753472434.4422069,America/Sao_Paulo,1140.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753472700.658937,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753473297.658632,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753473492.786232,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753473808.216332,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753473853.7828012,America/Sao_Paulo,1500.0,tikTok,False
