resolution,interventionDuration,interventionType,timestamp,timezone,timeIntervalUntilReIntervention,app,isReIntervention
openedApp,6.0,askForTimeLimit,1752580312.0990791,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752580332.054834,America/Sao_Paulo,1320.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752581107.758076,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752581857.010192,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752582627.2988482,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752583533.900924,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1752583868.9772902,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752583942.138603,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1752584628.668958,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752585089.363793,America/Sao_Paulo,720.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752585598.923163,America/Sao_Paulo,420.0,instagram,False
openedApp,6.0,askForTimeLimit,1752586131.430737,America/Sao_Paulo,1620.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1752587120.711628,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752587152.119961,America/Sao_Paulo,900.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752589499.3575459,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752589746.1543689,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752590619.554453,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752590670.47784,America/Sao_Paulo,1200.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752590881.171239,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752593066.078651,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752594675.747829,America/Sao_Paulo,780.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752596066.93965,America/Sao_Paulo,480.0,instagram,False
openedApp,6.0,askForTimeLimit,1752596457.456104,America/Sao_Paulo,1380.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1752597152.72209,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752598430.2323,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752601397.472137,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752601762.319068,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752602240.018282,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752602336.970962,America/Sao_Paulo,240.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752602980.250907,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752602983.046943,America/Sao_Paulo,1140.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752603757.0362449,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,breathingExercise,1752604077.4159641,America/Sao_Paulo,600.0,instagram,True
openedApp,6.0,askForTimeLimit,1752604241.909995,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752604310.9842138,America/Sao_Paulo,1380.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1752604372.1452641,America/Sao_Paulo,,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752604375.0497541,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752604380.048081,America/Sao_Paulo,1500.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752604477.7476301,America/Sao_Paulo,60.0,instagram,False
openedApp,6.0,askForTimeLimit,1752604532.706932,America/Sao_Paulo,1380.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752604567.0836139,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752605432.63945,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752605590.916467,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752605672.7046819,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752605753.372035,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752606339.2602792,America/Sao_Paulo,240.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752609848.000527,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752610026.097104,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752610116.5436149,America/Sao_Paulo,,tikTok,False
openedApp,6.0,askForTimeLimit,1752610363.397108,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752610525.652725,America/Sao_Paulo,60.0,tikTok,False
openedApp,6.0,breathingExercise,1752610607.206258,America/Sao_Paulo,1140.0,tikTok,True
dismissedAppOpening,6.0,askForTimeLimit,1752610761.076686,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752610763.293416,America/Sao_Paulo,1260.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752611242.96791,America/Sao_Paulo,1500.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752611322.618361,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752611335.008148,America/Sao_Paulo,1080.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752612334.638966,America/Sao_Paulo,1260.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752612517.072149,America/Sao_Paulo,1020.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752612769.812819,America/Sao_Paulo,960.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752612843.770344,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752612923.8502312,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752613109.1195822,America/Sao_Paulo,900.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752613120.023178,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752613328.69663,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752615764.303843,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752615915.604725,America/Sao_Paulo,60.0,instagram,False
openedApp,6.0,breathingExercise,1752615995.329489,America/Sao_Paulo,420.0,instagram,True
dismissedAppOpening,6.0,breathingExercise,1752615995.396106,America/Sao_Paulo,,instagram,True
openedApp,6.0,askForTimeLimit,1752616150.558656,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752616218.0241141,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752616519.363276,America/Sao_Paulo,600.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752616588.006908,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752616706.485492,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1752616864.401544,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,breathingExercise,1752617404.235804,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752617862.5187058,America/Sao_Paulo,240.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752617980.931288,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752619118.075368,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752619311.684375,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752619458.0742102,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752619538.4715052,America/Sao_Paulo,840.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752619558.243401,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752619655.43661,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,breathingExercise,1752620060.724091,America/Sao_Paulo,360.0,instagram,True
openedApp,6.0,askForTimeLimit,1752620281.930789,America/Sao_Paulo,480.0,instagram,False
openedApp,6.0,askForTimeLimit,1752620300.1888351,America/Sao_Paulo,1500.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752621154.265605,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752621303.3651261,America/Sao_Paulo,720.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752621396.341446,America/Sao_Paulo,1320.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752622544.800623,America/Sao_Paulo,360.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752624408.286504,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752624720.3361979,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,breathingExercise,1752625552.849119,America/Sao_Paulo,360.0,instagram,True
openedApp,6.0,askForTimeLimit,1752625711.1509929,America/Sao_Paulo,1680.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1752626168.0917048,America/Sao_Paulo,,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1752626177.919507,America/Sao_Paulo,,tikTok,False
openedApp,6.0,askForTimeLimit,1752626187.09163,America/Sao_Paulo,1080.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752626393.65745,America/Sao_Paulo,960.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752626500.260421,America/Sao_Paulo,1680.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752626969.624292,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752627771.273102,America/Sao_Paulo,1200.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752629142.833257,America/Sao_Paulo,1200.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752660941.131661,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752661101.747519,America/Sao_Paulo,1500.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752662210.496266,America/Sao_Paulo,1380.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752662339.0418801,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752662423.4596171,America/Sao_Paulo,1680.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752662650.8998852,America/Sao_Paulo,1380.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752662823.264545,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752662850.874454,America/Sao_Paulo,1320.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752663278.405404,America/Sao_Paulo,1320.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752663469.358234,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752663610.905962,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752663615.7122478,America/Sao_Paulo,420.0,instagram,False
openedApp,6.0,askForTimeLimit,1752663730.487467,America/Sao_Paulo,420.0,instagram,False
openedApp,6.0,askForTimeLimit,1752663815.111249,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752663882.461942,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752663961.550342,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752664192.495439,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752666582.387912,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752666971.248757,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752666974.360117,America/Sao_Paulo,1260.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752667858.624033,America/Sao_Paulo,1260.0,tikTok,False
openedApp,6.0,breathingExercise,1752668269.8117719,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752671233.506624,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752671862.845859,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752672654.567381,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752672785.437461,America/Sao_Paulo,1200.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752673022.23624,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752673113.590065,America/Sao_Paulo,1440.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752673273.867107,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752676312.055496,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,breathingExercise,1752676572.5209022,America/Sao_Paulo,300.0,instagram,True
openedApp,6.0,askForTimeLimit,1752677135.8597522,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1752677207.218025,America/Sao_Paulo,1440.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752677635.045525,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752677882.2754521,America/Sao_Paulo,420.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752678228.0205898,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752678645.610817,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752680023.4150581,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752682031.574047,America/Sao_Paulo,1080.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752686793.694587,America/Sao_Paulo,360.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752690436.805584,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752690455.6814132,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752690472.2560291,America/Sao_Paulo,1200.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752690559.232557,America/Sao_Paulo,900.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752690610.73791,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752690728.3319979,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1752691250.08713,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752693314.224667,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752694256.202532,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752695366.156543,America/Sao_Paulo,960.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752695827.601896,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752700917.052775,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1752702085.5725079,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752702332.953979,America/Sao_Paulo,1020.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752702593.519672,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752703830.811367,America/Sao_Paulo,1800.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752704135.993603,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1752704328.21247,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752704402.930952,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752704828.015573,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752708882.954649,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752711554.9790049,America/Sao_Paulo,480.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752711752.306469,America/Sao_Paulo,,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752711756.2755141,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752711798.741438,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1752712556.575406,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752713767.236243,America/Sao_Paulo,540.0,instagram,False
openedApp,6.0,askForTimeLimit,1752716489.0219898,America/Sao_Paulo,360.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752716556.7409968,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752716589.0477772,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752716674.104742,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752716888.80374,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752718490.937724,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752718653.464292,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752718723.784583,America/Sao_Paulo,1680.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752718803.354179,America/Sao_Paulo,900.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752718825.4983,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1752719012.460459,America/Sao_Paulo,1500.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752719153.12551,America/Sao_Paulo,240.0,tikTok,False
dismissedAppOpening,6.0,breathingExercise,1752719447.543335,America/Sao_Paulo,,tikTok,True
openedApp,6.0,askForTimeLimit,1752719604.5771909,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,breathingExercise,1752719659.6362782,America/Sao_Paulo,1440.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1752719752.312605,America/Sao_Paulo,,tikTok,False
openedApp,6.0,askForTimeLimit,1752719834.9682322,America/Sao_Paulo,540.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752720167.454235,America/Sao_Paulo,240.0,tikTok,False
openedApp,6.0,breathingExercise,1752720428.52815,America/Sao_Paulo,1200.0,tikTok,True
openedApp,6.0,askForTimeLimit,1752720895.715955,America/Sao_Paulo,360.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752721920.3068562,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752749696.074938,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1752749773.7024388,America/Sao_Paulo,540.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752749900.275701,America/Sao_Paulo,540.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752750006.90182,America/Sao_Paulo,360.0,tikTok,False
openedApp,6.0,breathingExercise,1752750380.81288,America/Sao_Paulo,480.0,tikTok,True
openedApp,6.0,breathingExercise,1752750866.9347239,America/Sao_Paulo,960.0,tikTok,True
openedApp,6.0,askForTimeLimit,1752757703.9943008,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752757861.822445,America/Sao_Paulo,720.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1752757862.023355,America/Sao_Paulo,,tikTok,False
openedApp,6.0,askForTimeLimit,1752758012.248981,America/Sao_Paulo,240.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752758180.080755,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752758259.869303,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752762640.150419,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1752763635.6792588,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752763785.188995,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752764142.3115249,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752764366.216682,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752764444.896103,America/Sao_Paulo,1440.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752764455.238689,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752765054.1346211,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752765425.584624,America/Sao_Paulo,1020.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752769022.861333,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752769104.3154721,America/Sao_Paulo,1380.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752769179.09897,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,breathingExercise,1752769437.701624,America/Sao_Paulo,300.0,instagram,True
openedApp,6.0,askForTimeLimit,1752769627.0815802,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,breathingExercise,1752770011.927487,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752770328.476877,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1752770481.635525,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752771007.0126839,America/Sao_Paulo,360.0,instagram,False
dismissedAppOpening,6.0,breathingExercise,1752771706.5461159,America/Sao_Paulo,,instagram,False
dismissedAppOpening,6.0,breathingExercise,1752771952.58248,America/Sao_Paulo,,instagram,False
dismissedAppOpening,6.0,breathingExercise,1752771973.054913,America/Sao_Paulo,,instagram,False
dismissedAppOpening,6.0,breathingExercise,1752771976.448763,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752772707.680462,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752773353.6332622,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752773856.515487,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752773863.204082,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752774058.58287,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752774266.0752811,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752774510.027405,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752774604.639667,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,breathingExercise,1752774940.4866881,America/Sao_Paulo,600.0,instagram,True
openedApp,6.0,askForTimeLimit,1752775238.400893,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752775697.544013,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752776191.1760721,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752777722.29016,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752777819.793694,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752778021.810317,America/Sao_Paulo,1560.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752778173.082539,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752786357.8156781,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752786631.958426,America/Sao_Paulo,600.0,instagram,False
openedApp,6.0,askForTimeLimit,1752787217.752178,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,breathingExercise,1752787645.354439,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752787814.1694021,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752787955.464051,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752788146.134266,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752788479.047524,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752788579.559063,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752788592.3171391,America/Sao_Paulo,1440.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752788708.293641,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1752788818.770189,America/Sao_Paulo,420.0,instagram,False
openedApp,6.0,askForTimeLimit,1752788915.060359,America/Sao_Paulo,660.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752788936.1912498,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752789182.436569,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1752789187.390398,America/Sao_Paulo,1560.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752789418.4627218,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752789568.518944,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752789672.356143,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752789679.816081,America/Sao_Paulo,1260.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752789759.9000359,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752789805.580912,America/Sao_Paulo,420.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752789975.7669759,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1752789986.5524411,America/Sao_Paulo,300.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752790062.071881,America/Sao_Paulo,300.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752793813.108653,America/Sao_Paulo,780.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752793878.8378072,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752794424.553004,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752794979.324336,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752795212.0887551,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752795216.765506,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752795255.2493129,America/Sao_Paulo,1020.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752795504.4431791,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752797207.327176,America/Sao_Paulo,600.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752797788.052743,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752797815.437319,America/Sao_Paulo,600.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752799025.232641,America/Sao_Paulo,180.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1752799225.274475,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1752799315.086115,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1752800468.609801,America/Sao_Paulo,600.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752800479.566433,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1752801401.613,America/Sao_Paulo,720.0,tikTok,False
openedApp,6.0,askForTimeLimit,1752834016.121763,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,breathingExercise,1752834340.895642,America/Sao_Paulo,240.0,instagram,True
openedApp,6.0,askForTimeLimit,1752834454.972717,America/Sao_Paulo,360.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1752834540.566117,America/Sao_Paulo,,tikTok,False
openedApp,6.0,askForTimeLimit,1752834544.344017,America/Sao_Paulo,120.0,instagram,False
openedApp,6.0,askForTimeLimit,1752835647.382627,America/Sao_Paulo,180.0,instagram,False
dismissedAppOpening,6.0,breathingExercise,1752835864.393949,America/Sao_Paulo,,instagram,True
dismissedAppOpening,6.0,breathingExercise,1752835869.8311582,America/Sao_Paulo,,instagram,False
