app,interventionType,isReIntervention,resolution,timestamp,timezone,interventionDuration,purpose,timeIntervalUntilReIntervention
facebook,askForTimeLimit,False,openedApp,1751800556.056748,Europe/Berlin,6,,1620.0
facebook,breathingExercise,True,openedApp,1751802213.758596,Europe/Berlin,6,Auf dem Laufenden bleiben,1560.0
facebook,askForTimeLimit,False,openedApp,1751803383.492035,Europe/Berlin,6,,1380.0
facebook,askForTimeLimit,False,openedApp,1751803580.597711,Europe/Berlin,6,,1500.0
facebook,askForTimeLimit,False,openedApp,1751803892.374934,Europe/Berlin,6,,1500.0
facebook,askForTimeLimit,False,openedApp,1751804346.848473,Europe/Berlin,6,,1560.0
facebook,askForTimeLimit,False,openedApp,1751817989.6814299,Europe/Berlin,6,,1560.0
facebook,askForTimeLimit,False,openedApp,1751824366.18295,Europe/Berlin,6,,1380.0
facebook,askForTimeLimit,False,openedApp,1751825133.6386771,Europe/Berlin,6,,1500.0
facebook,askForTimeLimit,False,openedApp,1751830425.8141642,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1751834053.913662,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1751863517.697609,Europe/Berlin,6,,1380.0
facebook,askForTimeLimit,False,openedApp,1751864376.1552238,Europe/Berlin,6,,1740.0
facebook,askForTimeLimit,False,openedApp,1751864680.046094,Europe/Berlin,6,,1320.0
facebook,askForTimeLimit,False,openedApp,1751871785.8789868,Europe/Berlin,6,,1380.0
facebook,askForTimeLimit,False,openedApp,1751880021.040503,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1751888305.552583,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1751892901.503772,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1751893433.73729,Europe/Berlin,6,,1740.0
facebook,askForTimeLimit,False,openedApp,1751900519.2386398,Europe/Berlin,6,,1440.0
instagram,breathingExercise,False,openedApp,1751900700.637311,Europe/Berlin,6,Auf dem Laufenden bleiben,
facebook,askForTimeLimit,False,openedApp,1751901905.464972,Europe/Berlin,6,,1560.0
facebook,askForTimeLimit,False,openedApp,1751902399.046252,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1751902659.0217829,Europe/Berlin,6,,1380.0
facebook,askForTimeLimit,False,openedApp,1751915861.128652,Europe/Berlin,6,,1500.0
facebook,askForTimeLimit,False,openedApp,1751917623.519168,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1751924710.186407,Europe/Berlin,6,,1320.0
facebook,askForTimeLimit,False,openedApp,1751955619.560668,Europe/Berlin,6,,1680.0
instagram,breathingExercise,False,openedApp,1751956065.928009,Europe/Berlin,6,Auf dem Laufenden bleiben,
facebook,askForTimeLimit,False,openedApp,1751983522.781771,Europe/Berlin,6,,1500.0
facebook,askForTimeLimit,False,openedApp,1751988518.5255919,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1751988998.859735,Europe/Berlin,6,,1740.0
instagram,breathingExercise,False,openedApp,1751990352.093065,Europe/Berlin,6,Auf dem Laufenden bleiben,
facebook,askForTimeLimit,False,openedApp,1751991395.5044641,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1751995909.725244,Europe/Berlin,6,,1380.0
facebook,askForTimeLimit,False,dismissedAppOpening,1752039376.351516,Europe/Berlin,6,,
facebook,askForTimeLimit,False,openedApp,1752057556.562025,Europe/Berlin,6,,1440.0
instagram,breathingExercise,False,openedApp,1752057775.160541,Europe/Berlin,6,Auf dem Laufenden bleiben,
facebook,askForTimeLimit,False,openedApp,1752090380.837441,Europe/Berlin,6,,1500.0
instagram,breathingExercise,False,openedApp,1752092005.036948,Europe/Berlin,6,Auf dem Laufenden bleiben,
facebook,askForTimeLimit,False,openedApp,1752136669.12518,Europe/Berlin,6,,1620.0
instagram,breathingExercise,False,openedApp,1752150318.5918841,Europe/Berlin,6,Auf dem Laufenden bleiben,
facebook,askForTimeLimit,False,openedApp,1752152493.9151158,Europe/Berlin,6,,1500.0
facebook,askForTimeLimit,False,openedApp,1752152701.6728702,Europe/Berlin,6,,1500.0
facebook,askForTimeLimit,False,openedApp,1752163788.1645641,Europe/Berlin,6,,1380.0
facebook,askForTimeLimit,False,openedApp,1752173859.964668,Europe/Berlin,6,,1500.0
facebook,askForTimeLimit,False,openedApp,1752174288.837481,Europe/Berlin,6,,1620.0
facebook,askForTimeLimit,False,openedApp,1752174834.433831,Europe/Berlin,6,,1560.0
instagram,breathingExercise,False,openedApp,1752175335.262539,Europe/Berlin,6,Auf dem Laufenden bleiben,
facebook,askForTimeLimit,False,openedApp,1752175675.583194,Europe/Berlin,6,,1500.0
instagram,breathingExercise,False,openedApp,1752175706.577962,Europe/Berlin,6,Auf dem Laufenden bleiben,
facebook,askForTimeLimit,False,openedApp,1752180192.703651,Europe/Berlin,6,,1500.0
facebook,askForTimeLimit,False,openedApp,1752212591.341747,Europe/Berlin,6,,1500.0
facebook,askForTimeLimit,False,openedApp,1752213284.202152,Europe/Berlin,6,,1680.0
facebook,askForTimeLimit,False,openedApp,1752213637.507638,Europe/Berlin,6,,1560.0
facebook,askForTimeLimit,False,openedApp,1752213921.914631,Europe/Berlin,6,,1620.0
instagram,breathingExercise,False,openedApp,1752214002.745152,Europe/Berlin,6,Auf dem Laufenden bleiben,
facebook,askForTimeLimit,False,openedApp,1752214962.301293,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1752215449.60974,Europe/Berlin,6,,1740.0
facebook,askForTimeLimit,False,openedApp,1752217660.576179,Europe/Berlin,6,,1500.0
facebook,askForTimeLimit,False,openedApp,1752218009.083137,Europe/Berlin,6,,1680.0
facebook,askForTimeLimit,False,openedApp,1752229923.1310139,Europe/Berlin,6,,1320.0
facebook,askForTimeLimit,False,openedApp,1752234982.187886,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1752235212.904356,Europe/Berlin,6,,1560.0
facebook,askForTimeLimit,False,openedApp,1752235441.090343,Europe/Berlin,6,,1620.0
facebook,askForTimeLimit,False,openedApp,1752237507.337806,Europe/Berlin,6,,1620.0
facebook,askForTimeLimit,False,openedApp,1752241377.4821439,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1752259640.492127,Europe/Berlin,6,,1620.0
facebook,askForTimeLimit,False,openedApp,1752266460.320389,Europe/Berlin,6,,1500.0
instagram,breathingExercise,False,openedApp,1752266766.293056,Europe/Berlin,6,Auf dem Laufenden bleiben,
facebook,askForTimeLimit,False,openedApp,1752306562.5417309,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1752307240.293415,Europe/Berlin,6,,1500.0
facebook,askForTimeLimit,False,openedApp,1752309581.975601,Europe/Berlin,6,,1440.0
instagram,breathingExercise,False,openedApp,1752310637.951194,Europe/Berlin,6,Auf dem Laufenden bleiben,
facebook,askForTimeLimit,False,openedApp,1752310884.748056,Europe/Berlin,6,,1620.0
facebook,askForTimeLimit,False,openedApp,1752314399.505149,Europe/Berlin,6,,1560.0
facebook,askForTimeLimit,False,openedApp,1752314601.930287,Europe/Berlin,6,,1800.0
facebook,askForTimeLimit,False,openedApp,1752316329.36872,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1752317101.139063,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1752321242.2045898,Europe/Berlin,6,,1620.0
facebook,askForTimeLimit,False,openedApp,1752322511.090498,Europe/Berlin,6,,1440.0
facebook,askForTimeLimit,False,openedApp,1752324265.087683,Europe/Berlin,6,,1380.0
facebook,askForTimeLimit,False,openedApp,1752329102.9385118,Europe/Berlin,6,,1680.0
facebook,askForTimeLimit,False,openedApp,1752334866.3553782,Europe/Berlin,6,,1560.0
facebook,askForTimeLimit,False,openedApp,1752337410.1237679,Europe/Berlin,6,,1560.0
facebook,askForTimeLimit,False,openedApp,1752338893.078099,Europe/Berlin,6,,1560.0
facebook,askForTimeLimit,False,openedApp,1752371368.1919808,Europe/Berlin,6,,1500.0
facebook,askForTimeLimit,False,openedApp,1752430811.2075071,Europe/Berlin,6,,1500.0
facebook,askForTimeLimit,False,openedApp,1752435994.433219,Europe/Berlin,6,,1620.0
instagram,breathingExercise,False,openedApp,1752437500.6435041,Europe/Berlin,6,Auf dem Laufenden bleiben,
facebook,askForTimeLimit,False,openedApp,1752441163.462994,Europe/Berlin,6,,1560.0
