resolution,timezone,timestamp,interventionType,timeIntervalUntilReIntervention,isReIntervention,interventionDuration,app,purpose
dismissedAppOpening,Europe/Berlin,1750091865.590769,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750091893.103858,askForTimeLimit,540.0,False,6,instagram,
openedApp,Europe/Berlin,1750092469.883229,breathingExercise,900.0,False,6,instagram,S CH nauze
dismissedAppOpening,Europe/Berlin,1750093415.891454,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750093608.862677,askForTimeLimit,120.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750093863.892715,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750095664.509378,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1750095708.187578,askForTimeLimit,60.0,False,6,instagram,
openedApp,Europe/Berlin,1750095742.559391,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1750095932.920968,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1750096288.054748,breathingExercise,540.0,False,6,instagram,bbrrrrrrr
openedApp,Europe/Berlin,1750102314.279264,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1750102942.502859,breathingExercise,1980.0,False,6,instagram,beck schriebb 
openedApp,Europe/Berlin,1750103090.962895,askForTimeLimit,1500.0,False,6,instagram,
openedApp,Europe/Berlin,1750104042.9996638,askForTimeLimit,1020.0,False,6,instagram,
openedApp,Europe/Berlin,1750104141.533607,askForTimeLimit,660.0,False,6,instagram,
openedApp,Europe/Berlin,1750104297.798389,askForTimeLimit,1500.0,False,6,instagram,
openedApp,Europe/Berlin,1750105050.085225,askForTimeLimit,540.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750105101.545761,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750105104.892879,askForTimeLimit,660.0,False,6,instagram,
openedApp,Europe/Berlin,1750105550.858989,askForTimeLimit,540.0,False,6,instagram,
openedApp,Europe/Berlin,1750105962.596606,askForTimeLimit,660.0,False,6,instagram,
openedApp,Europe/Berlin,1750106083.040725,askForTimeLimit,1260.0,False,6,instagram,
openedApp,Europe/Berlin,1750106218.8780231,askForTimeLimit,900.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750106242.632633,askForTimeLimit,,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750106420.379125,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750135529.4211931,askForTimeLimit,180.0,False,6,instagram,
openedApp,Europe/Berlin,1750136130.039334,askForTimeLimit,900.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750136878.7066321,askForTimeLimit,,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750144961.613775,askForTimeLimit,,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750158950.52141,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750163448.829997,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1750163584.935842,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1750163980.5715752,askForTimeLimit,420.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750165658.167791,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1750167930.072916,askForTimeLimit,900.0,False,6,instagram,
openedApp,Europe/Berlin,1750168757.603955,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1750168970.58251,askForTimeLimit,900.0,False,6,instagram,
openedApp,Europe/Berlin,1750170058.5360441,breathingExercise,540.0,False,6,instagram,langweile
openedApp,Europe/Berlin,1750170760.5653892,breathingExercise,1200.0,False,6,instagram,y
openedApp,Europe/Berlin,1750171389.0643911,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1750175281.658759,askForTimeLimit,540.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750176403.3516731,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750179337.4813108,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1750179384.411066,askForTimeLimit,1080.0,False,6,instagram,
openedApp,Europe/Berlin,1750180759.48175,breathingExercise,300.0,False,6,instagram,fuer lana
openedApp,Europe/Berlin,1750182037.55796,askForTimeLimit,1200.0,False,6,instagram,
openedApp,Europe/Berlin,1750186257.288707,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1750186877.1996799,askForTimeLimit,540.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750187250.39361,askForTimeLimit,,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750187320.6352448,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750187325.707483,askForTimeLimit,60.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750187436.369313,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1750187497.378773,breathingExercise,840.0,False,6,instagram,drussyyy
openedApp,Europe/Berlin,1750188359.7644491,askForTimeLimit,1620.0,False,6,instagram,
openedApp,Europe/Berlin,1750188415.525655,askForTimeLimit,1560.0,False,6,instagram,
openedApp,Europe/Berlin,1750188639.860444,askForTimeLimit,780.0,False,6,instagram,
openedApp,Europe/Berlin,1750188738.956142,askForTimeLimit,1560.0,False,6,instagram,
openedApp,Europe/Berlin,1750188861.150394,askForTimeLimit,1680.0,False,6,instagram,
openedApp,Europe/Berlin,1750189010.886373,askForTimeLimit,1560.0,False,6,instagram,
openedApp,Europe/Berlin,1750190085.053931,askForTimeLimit,1080.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750190134.997328,askForTimeLimit,,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750190205.338217,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750221116.102742,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1750222037.0444899,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1750222229.782896,askForTimeLimit,720.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750222634.175758,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750222784.819985,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1750223241.1563349,breathingExercise,300.0,False,6,instagram,hab gleich eh schule und frühstücke 
dismissedAppOpening,Europe/Berlin,1750223670.911495,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1750223901.312531,breathingExercise,300.0,False,6,instagram,kaka
dismissedAppOpening,Europe/Berlin,1750227613.930681,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750228421.164322,askForTimeLimit,540.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750228785.158818,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750229446.6829128,askForTimeLimit,840.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750230747.5518432,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750250342.062677,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1750250644.878004,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1750252243.583396,askForTimeLimit,1080.0,False,6,instagram,
openedApp,Europe/Berlin,1750253727.079298,askForTimeLimit,1380.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750255039.9327989,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750255059.4904752,askForTimeLimit,780.0,False,6,instagram,
openedApp,Europe/Berlin,1750261223.650395,askForTimeLimit,600.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750261701.9632049,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750263791.393235,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1750264147.914415,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1750275013.3329291,askForTimeLimit,1080.0,False,6,instagram,
openedApp,Europe/Berlin,1750276938.3051128,askForTimeLimit,420.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750277186.255661,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750277276.732779,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1750279022.15608,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1750280833.091936,askForTimeLimit,600.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750281253.72791,askForTimeLimit,,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750281877.373622,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750281899.0286222,askForTimeLimit,900.0,False,6,instagram,
openedApp,Europe/Berlin,1750282634.5156069,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1750317702.7523851,askForTimeLimit,300.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750318098.772575,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750318554.088965,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1750319818.0734591,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1750321941.2877789,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1750322278.417615,breathingExercise,180.0,False,6,instagram,wull das reel fertig schaue. 
openedApp,Europe/Berlin,1750323419.595068,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1750324395.840807,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1750324948.655443,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1750331719.680334,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1750334364.288628,askForTimeLimit,300.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750335862.240312,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750335865.709652,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1750339456.145059,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1750339754.9775681,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1750342260.426414,askForTimeLimit,660.0,False,6,instagram,
openedApp,Europe/Berlin,1750342451.597453,askForTimeLimit,300.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750343012.651276,askForTimeLimit,,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750343145.691009,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750343152.662877,askForTimeLimit,180.0,False,6,instagram,
openedApp,Europe/Berlin,1750365458.778117,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1750395832.168772,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1750396428.9057631,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1750399707.5327349,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1750400114.627859,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1750402621.422714,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1750408447.542733,askForTimeLimit,420.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750408672.645955,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750409359.8504438,askForTimeLimit,300.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750410044.8620229,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750410116.613343,askForTimeLimit,300.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750411305.784883,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750415288.5268168,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1750416521.537462,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1750417262.032753,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1750417976.362133,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1750418180.855519,askForTimeLimit,660.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1750418968.9460611,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1750426561.7303638,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1750430252.4287739,askForTimeLimit,480.0,False,6,instagram,
