resolution,timezone,timestamp,interventionType,timeIntervalUntilReIntervention,isReIntervention,interventionDuration,app,purpose
openedApp,Europe/Berlin,1752257130.882019,askForTimeLimit,780.0,False,6,tikTok,
openedApp,Europe/Berlin,1752257434.963035,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1752259758.971039,askForTimeLimit,540.0,False,6,instagram,
openedApp,Europe/Berlin,1752260342.319736,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1752260794.721863,breathingExercise,540.0,False,6,tikTok,für das video
openedApp,Europe/Berlin,1752263183.494695,askForTimeLimit,660.0,False,6,tikTok,
openedApp,Europe/Berlin,1752263754.962651,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752264263.3994641,askForTimeLimit,780.0,False,6,instagram,
openedApp,Europe/Berlin,1752265536.4294949,askForTimeLimit,480.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752265920.953559,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1752265981.201755,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1752300599.379755,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1752301626.747336,askForTimeLimit,540.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752301882.526006,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1752302661.1918411,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1752303149.692812,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1752303403.3603911,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1752303676.3176389,askForTimeLimit,120.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752304256.1586552,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1752304932.117073,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752309197.1112041,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1752309729.9555268,breathingExercise,900.0,False,6,instagram,drussilllasaaaaaaa
dismissedAppOpening,Europe/Berlin,1752310385.175336,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1752313379.936835,askForTimeLimit,660.0,False,6,instagram,
openedApp,Europe/Berlin,1752316023.542562,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752316403.42241,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752316968.536655,breathingExercise,480.0,False,6,tikTok,story 
openedApp,Europe/Berlin,1752317470.1792278,askForTimeLimit,540.0,False,6,instagram,
openedApp,Europe/Berlin,1752317836.554511,askForTimeLimit,720.0,False,6,instagram,
openedApp,Europe/Berlin,1752318104.961211,askForTimeLimit,540.0,False,6,instagram,
openedApp,Europe/Berlin,1752318656.7295141,askForTimeLimit,660.0,False,6,tikTok,
openedApp,Europe/Berlin,1752319336.195462,breathingExercise,540.0,False,6,tikTok,nur so
openedApp,Europe/Berlin,1752319591.455614,askForTimeLimit,660.0,False,6,instagram,
openedApp,Europe/Berlin,1752319682.7473001,askForTimeLimit,780.0,False,6,tikTok,
openedApp,Europe/Berlin,1752320609.9453712,breathingExercise,600.0,False,6,tikTok,br
openedApp,Europe/Berlin,1752322103.1914349,askForTimeLimit,720.0,False,6,tikTok,
openedApp,Europe/Berlin,1752322522.0604692,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752323382.23984,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1752323753.788988,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1752324049.972707,breathingExercise,1200.0,False,6,tikTok,man
dismissedAppOpening,Europe/Berlin,1752324710.7598171,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1752325002.397671,askForTimeLimit,540.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752325282.398381,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1752325594.9125872,askForTimeLimit,420.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752327078.152985,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1752327095.921879,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1752327733.661593,breathingExercise,480.0,False,6,instagram,warum nivjt
openedApp,Europe/Berlin,1752328034.741969,askForTimeLimit,180.0,False,6,instagram,
openedApp,Europe/Berlin,1752328244.350048,breathingExercise,300.0,False,6,instagram,ich guck das vudeo fertig 
openedApp,Europe/Berlin,1752328611.152051,breathingExercise,180.0,False,6,instagram,drusilal
dismissedAppOpening,Europe/Berlin,1752328893.329527,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1752330485.1662822,askForTimeLimit,480.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752331729.1885052,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1752331989.0340052,askForTimeLimit,420.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752332595.9450378,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1752334448.323474,askForTimeLimit,420.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752354529.58618,askForTimeLimit,,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752356066.181854,askForTimeLimit,,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752357092.08989,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1752357279.500143,askForTimeLimit,300.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752357483.619194,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1752359237.375752,askForTimeLimit,60.0,False,6,instagram,
openedApp,Europe/Berlin,1752387060.90049,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1752387260.676363,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752387426.5725589,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752387938.261512,breathingExercise,240.0,False,6,tikTok,check
openedApp,Europe/Berlin,1752388214.109715,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1752390424.970065,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1752391273.593534,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752397554.084507,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1752404648.897016,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1752404935.7498589,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752405505.4616961,breathingExercise,540.0,False,6,tikTok,mir idt zu warm und ich miss mich ablenken 
openedApp,Europe/Berlin,1752406216.618507,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1752406490.5853271,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1752406888.563171,breathingExercise,240.0,False,6,instagram,bbbb
openedApp,Europe/Berlin,1752407784.1191711,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1752411213.384206,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1752412190.436069,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1752413966.563812,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752423464.99753,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752424469.235345,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752425567.7240849,askForTimeLimit,180.0,False,6,instagram,
openedApp,Europe/Berlin,1752426765.6582022,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1752427352.136205,breathingExercise,300.0,False,6,tikTok,br
dismissedAppOpening,Europe/Berlin,1752427865.594232,breathingExercise,,False,6,tikTok,
openedApp,Europe/Berlin,1752427901.068721,breathingExercise,1200.0,False,6,tikTok,kann immer nich nicht
openedApp,Europe/Berlin,1752429378.369559,askForTimeLimit,180.0,False,6,instagram,
openedApp,Europe/Berlin,1752429569.9317331,askForTimeLimit,720.0,False,6,tikTok,
openedApp,Europe/Berlin,1752430336.347279,askForTimeLimit,900.0,False,6,instagram,
openedApp,Europe/Berlin,1752430864.865377,askForTimeLimit,780.0,False,6,instagram,
openedApp,Europe/Berlin,1752431728.846637,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752432294.264801,askForTimeLimit,660.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752433605.418521,askForTimeLimit,,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752434608.568008,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1752435852.477485,askForTimeLimit,1800.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752436043.071755,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1752436048.0253701,askForTimeLimit,1440.0,False,6,instagram,
openedApp,Europe/Berlin,1752436239.221864,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1752436704.329458,breathingExercise,1560.0,False,6,instagram,bed rotting
openedApp,Europe/Berlin,1752437707.317525,askForTimeLimit,1680.0,False,6,instagram,
openedApp,Europe/Berlin,1752439350.697322,askForTimeLimit,660.0,False,6,instagram,
openedApp,Europe/Berlin,1752439886.723081,askForTimeLimit,900.0,False,6,instagram,
openedApp,Europe/Berlin,1752440361.193784,askForTimeLimit,540.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752441338.891313,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1752477365.183285,askForTimeLimit,600.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752478182.072338,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1752478206.875915,breathingExercise,660.0,False,6,instagram,pipi
openedApp,Europe/Berlin,1752479270.242313,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1752480109.6938782,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1752480412.240571,breathingExercise,360.0,False,6,tikTok,brr
openedApp,Europe/Berlin,1752480831.841559,breathingExercise,600.0,False,6,tikTok,nur so 
dismissedAppOpening,Europe/Berlin,1752481538.217494,breathingExercise,,False,6,tikTok,
openedApp,Europe/Berlin,1752482215.761379,askForTimeLimit,720.0,False,6,instagram,
openedApp,Europe/Berlin,1752482680.486784,askForTimeLimit,720.0,False,6,instagram,
openedApp,Europe/Berlin,1752482766.972361,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1752483364.026074,breathingExercise,600.0,False,6,tikTok,esrum nicvt
openedApp,Europe/Berlin,1752484058.096673,breathingExercise,420.0,False,6,tikTok,weil ich nich bissxhen warten miss
openedApp,Europe/Berlin,1752484398.237133,askForTimeLimit,660.0,False,6,tikTok,
openedApp,Europe/Berlin,1752484882.408417,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752485860.664854,askForTimeLimit,1140.0,False,6,instagram,
openedApp,Europe/Berlin,1752486216.2115111,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1752486706.496105,askForTimeLimit,1260.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752487097.69023,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1752487104.968676,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1752487720.3495998,askForTimeLimit,720.0,False,6,instagram,
openedApp,Europe/Berlin,1752490433.7314281,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1752491092.52214,breathingExercise,900.0,False,6,tikTok,bbgggg
openedApp,Europe/Berlin,1752492020.547004,breathingExercise,1260.0,False,6,tikTok,nur so
openedApp,Europe/Berlin,1752493302.428329,breathingExercise,960.0,False,6,tikTok,br
openedApp,Europe/Berlin,1752493501.611877,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1752493931.4412289,askForTimeLimit,840.0,False,6,instagram,
openedApp,Europe/Berlin,1752494985.766664,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1752495439.617382,askForTimeLimit,360.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752495847.687594,breathingExercise,,False,6,tikTok,
openedApp,Europe/Berlin,1752495867.934507,breathingExercise,360.0,False,6,tikTok,br
openedApp,Europe/Berlin,1752496576.650496,askForTimeLimit,840.0,False,6,instagram,
openedApp,Europe/Berlin,1752497618.368418,askForTimeLimit,1320.0,False,6,tikTok,
openedApp,Europe/Berlin,1752499914.558238,breathingExercise,780.0,False,6,tikTok,pipi
openedApp,Europe/Berlin,1752500624.57003,askForTimeLimit,720.0,False,6,instagram,
openedApp,Europe/Berlin,1752504296.418473,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1752504633.263668,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752505048.374744,askForTimeLimit,1020.0,False,6,tikTok,
openedApp,Europe/Berlin,1752506580.217447,askForTimeLimit,900.0,False,6,tikTok,
openedApp,Europe/Berlin,1752506820.2022629,askForTimeLimit,540.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752516224.775753,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1752516276.564801,askForTimeLimit,420.0,False,6,instagram,
openedApp,Europe/Berlin,1752516468.246992,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1752519242.6613312,askForTimeLimit,1020.0,False,6,instagram,
openedApp,Europe/Berlin,1752521164.274631,askForTimeLimit,360.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752521704.059241,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1752527194.1727371,askForTimeLimit,1320.0,False,6,instagram,
openedApp,Europe/Berlin,1752527596.75224,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752527906.613548,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1752537889.305262,askForTimeLimit,180.0,False,6,instagram,
openedApp,Europe/Berlin,1752538094.367168,breathingExercise,1320.0,False,6,instagram,bbrrrrr
openedApp,Europe/Berlin,1752538379.088695,askForTimeLimit,360.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752538853.181347,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1752540775.2085528,askForTimeLimit,1080.0,False,6,instagram,
openedApp,Europe/Berlin,1752568161.5068932,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1752568789.081948,askForTimeLimit,180.0,False,6,instagram,
openedApp,Europe/Berlin,1752569196.244217,askForTimeLimit,960.0,False,6,instagram,
openedApp,Europe/Berlin,1752570201.3133101,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1752570680.449955,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1752572830.993104,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1752574076.163437,breathingExercise,1020.0,False,6,instagram,brrr
openedApp,Europe/Berlin,1752575292.663231,askForTimeLimit,660.0,False,6,tikTok,
openedApp,Europe/Berlin,1752575642.6180968,askForTimeLimit,660.0,False,6,tikTok,
openedApp,Europe/Berlin,1752579096.268333,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1752580442.473755,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1752581132.231277,breathingExercise,540.0,False,6,tikTok,sauer 
openedApp,Europe/Berlin,1752582360.6871672,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1752587678.381791,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752588090.442198,askForTimeLimit,660.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752593358.774434,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1752593551.330995,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752593876.974815,breathingExercise,600.0,False,6,tikTok,warum
openedApp,Europe/Berlin,1752594484.611593,askForTimeLimit,780.0,False,6,instagram,
openedApp,Europe/Berlin,1752595575.064353,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1752597064.341723,askForTimeLimit,780.0,False,6,tikTok,
openedApp,Europe/Berlin,1752598374.129777,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752599892.638053,askForTimeLimit,660.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752600169.005426,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1752600174.5925999,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1752600665.749172,askForTimeLimit,900.0,False,6,tikTok,
openedApp,Europe/Berlin,1752601588.538383,breathingExercise,1080.0,False,6,tikTok,bbbrrrrr
openedApp,Europe/Berlin,1752602722.771428,breathingExercise,240.0,False,6,tikTok,woeso nicht
openedApp,Europe/Berlin,1752603475.829092,askForTimeLimit,780.0,False,6,tikTok,
openedApp,Europe/Berlin,1752607596.678823,askForTimeLimit,900.0,False,6,tikTok,
openedApp,Europe/Berlin,1752608529.990209,breathingExercise,780.0,False,6,tikTok,brrr
dismissedAppOpening,Europe/Berlin,1752609198.6701021,askForTimeLimit,,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752609216.4778519,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1752640647.7292318,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1752641112.0797281,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1752644843.504747,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752645061.341197,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1752646475.247738,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752647057.273293,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1752647313.582326,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1752647868.139615,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1752648078.02174,breathingExercise,960.0,False,6,tikTok,bin gleich daheim 
openedApp,Europe/Berlin,1752649109.950521,breathingExercise,180.0,False,6,tikTok,zeei minuten
openedApp,Europe/Berlin,1752652208.59929,breathingExercise,60.0,False,6,tikTok,weil baum
openedApp,Europe/Berlin,1752652308.8715339,breathingExercise,780.0,False,6,tikTok,essen
openedApp,Europe/Berlin,1752663120.274815,askForTimeLimit,780.0,False,6,tikTok,
openedApp,Europe/Berlin,1752664215.386931,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752665014.86649,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1752670406.182251,askForTimeLimit,660.0,False,6,tikTok,
openedApp,Europe/Berlin,1752674376.6380029,askForTimeLimit,720.0,False,6,tikTok,
openedApp,Europe/Berlin,1752675096.900378,askForTimeLimit,60.0,False,6,tikTok,
openedApp,Europe/Berlin,1752677014.167313,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1752678580.272203,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1752679072.8953218,askForTimeLimit,600.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752679697.8033562,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1752684734.177496,askForTimeLimit,540.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752685608.418499,breathingExercise,,False,6,tikTok,
openedApp,Europe/Berlin,1752685639.807795,breathingExercise,540.0,False,6,tikTok,kaka
openedApp,Europe/Berlin,1752687460.6952128,askForTimeLimit,720.0,False,6,tikTok,
openedApp,Europe/Berlin,1752688232.831935,askForTimeLimit,900.0,False,6,instagram,
openedApp,Europe/Berlin,1752688559.437243,askForTimeLimit,540.0,False,6,instagram,
openedApp,Europe/Berlin,1752689050.727028,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1752689679.471225,breathingExercise,300.0,False,6,instagram,für das süsse reel
openedApp,Europe/Berlin,1752690046.523979,askForTimeLimit,660.0,False,6,tikTok,
openedApp,Europe/Berlin,1752690326.9370131,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1752692320.260706,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752693105.2934499,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752693442.797824,breathingExercise,1020.0,False,6,tikTok,g
openedApp,Europe/Berlin,1752694525.251482,breathingExercise,660.0,False,6,tikTok,gggrrrrr
openedApp,Europe/Berlin,1752736402.9963388,askForTimeLimit,420.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752738574.876081,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1752738746.158894,askForTimeLimit,720.0,False,6,instagram,
openedApp,Europe/Berlin,1752750578.415606,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752750888.497061,askForTimeLimit,420.0,False,6,tikTok,
openedApp,Europe/Berlin,1752751173.877619,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1752751724.6720939,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752764829.267015,askForTimeLimit,780.0,False,6,tikTok,
openedApp,Europe/Berlin,1752766065.570397,askForTimeLimit,240.0,False,6,instagram,
openedApp,Europe/Berlin,1752766328.569772,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752766836.1870189,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1752767613.001216,breathingExercise,540.0,False,6,instagram,weil
openedApp,Europe/Berlin,1752768429.7666678,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752768917.000179,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1752769722.226912,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1752770267.615141,askForTimeLimit,600.0,False,6,instagram,
openedApp,Europe/Berlin,1752770890.6417341,breathingExercise,180.0,False,6,instagram,brrr
openedApp,Europe/Berlin,1752771183.244433,askForTimeLimit,840.0,False,6,tikTok,
openedApp,Europe/Berlin,1752772066.805431,breathingExercise,300.0,False,6,tikTok,hjhuhrr
openedApp,Europe/Berlin,1752772536.797301,askForTimeLimit,540.0,False,6,instagram,
openedApp,Europe/Berlin,1752773099.7969599,breathingExercise,1140.0,False,6,instagram,vcvvv
openedApp,Europe/Berlin,1752777715.105099,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1752778113.72864,askForTimeLimit,660.0,False,6,instagram,
openedApp,Europe/Berlin,1752778338.445518,askForTimeLimit,900.0,False,6,instagram,
openedApp,Europe/Berlin,1752779274.2607632,askForTimeLimit,960.0,False,6,tikTok,
openedApp,Europe/Berlin,1752779506.1959019,askForTimeLimit,840.0,False,6,tikTok,
openedApp,Europe/Berlin,1752779874.146081,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1752780442.424521,askForTimeLimit,840.0,False,6,instagram,
openedApp,Europe/Berlin,1752780906.8023129,askForTimeLimit,660.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752781411.5152168,askForTimeLimit,,False,6,instagram,
openedApp,Europe/Berlin,1752782031.920453,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752817231.161127,askForTimeLimit,420.0,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752817657.0850592,breathingExercise,,False,6,instagram,
dismissedAppOpening,Europe/Berlin,1752817660.4181318,breathingExercise,,False,6,instagram,
openedApp,Europe/Berlin,1752817665.2036529,askForTimeLimit,540.0,False,6,tikTok,
openedApp,Europe/Berlin,1752818241.812364,breathingExercise,720.0,False,6,tikTok,brr
openedApp,Europe/Berlin,1752818511.6639361,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752818999.518989,askForTimeLimit,720.0,False,6,instagram,
openedApp,Europe/Berlin,1752819740.6987572,breathingExercise,900.0,False,6,instagram,vh
openedApp,Europe/Berlin,1752820584.00837,askForTimeLimit,900.0,False,6,tikTok,
openedApp,Europe/Berlin,1752822068.934308,askForTimeLimit,840.0,False,6,instagram,
openedApp,Europe/Berlin,1752823054.887486,askForTimeLimit,480.0,False,6,tikTok,
openedApp,Europe/Berlin,1752823555.921375,breathingExercise,720.0,False,6,tikTok,bdbdjdhs
openedApp,Europe/Berlin,1752824417.8359609,askForTimeLimit,840.0,False,6,instagram,
openedApp,Europe/Berlin,1752825285.093412,breathingExercise,540.0,False,6,instagram,jejdjsb
openedApp,Europe/Berlin,1752829783.2823129,askForTimeLimit,720.0,False,6,tikTok,
openedApp,Europe/Berlin,1752830513.908558,askForTimeLimit,780.0,False,6,instagram,
openedApp,Europe/Berlin,1752831308.565264,breathingExercise,720.0,False,6,instagram,cccccc
openedApp,Europe/Berlin,1752832044.730054,breathingExercise,1080.0,False,6,instagram,fffr
openedApp,Europe/Berlin,1752833179.832453,breathingExercise,840.0,False,6,instagram,g
openedApp,Europe/Berlin,1752834024.8451428,askForTimeLimit,840.0,False,6,tikTok,
openedApp,Europe/Berlin,1752834892.566625,breathingExercise,600.0,False,6,tikTok,brr
openedApp,Europe/Berlin,1752835836.955076,askForTimeLimit,480.0,False,6,instagram,
openedApp,Europe/Berlin,1752836338.935717,breathingExercise,1140.0,False,6,instagram,b
openedApp,Europe/Berlin,1752837539.163446,askForTimeLimit,720.0,False,6,tikTok,
openedApp,Europe/Berlin,1752838478.2712522,askForTimeLimit,1080.0,False,6,instagram,
openedApp,Europe/Berlin,1752839581.300624,breathingExercise,720.0,False,6,instagram,g
openedApp,Europe/Berlin,1752840407.8368201,breathingExercise,900.0,False,6,instagram,i
openedApp,Europe/Berlin,1752841345.811438,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1752842223.65767,breathingExercise,960.0,False,6,tikTok,gh
openedApp,Europe/Berlin,1752843000.5329452,askForTimeLimit,600.0,False,6,tikTok,
openedApp,Europe/Berlin,1752843607.566853,askForTimeLimit,540.0,False,6,instagram,
openedApp,Europe/Berlin,1752844155.755076,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752844464.610839,askForTimeLimit,360.0,False,6,instagram,
openedApp,Europe/Berlin,1752845630.383193,askForTimeLimit,960.0,False,6,tikTok,
openedApp,Europe/Berlin,1752846091.538696,askForTimeLimit,180.0,False,6,tikTok,
openedApp,Europe/Berlin,1752846325.0310888,askForTimeLimit,360.0,False,6,tikTok,
openedApp,Europe/Berlin,1752846568.7988029,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752846870.098302,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752848135.329114,askForTimeLimit,300.0,False,6,instagram,
openedApp,Europe/Berlin,1752848232.130384,askForTimeLimit,300.0,False,6,tikTok,
openedApp,Europe/Berlin,1752848554.675679,breathingExercise,480.0,False,6,tikTok,c
openedApp,Europe/Berlin,1752848829.0094929,askForTimeLimit,240.0,False,6,tikTok,
openedApp,Europe/Berlin,1752850085.255406,askForTimeLimit,720.0,False,6,tikTok,
openedApp,Europe/Berlin,1752850299.473067,askForTimeLimit,720.0,False,6,tikTok,
dismissedAppOpening,Europe/Berlin,1752850723.765048,askForTimeLimit,,False,6,tikTok,
openedApp,Europe/Berlin,1752851374.496904,askForTimeLimit,1080.0,False,6,tikTok,
openedApp,Europe/Berlin,1752851614.382742,askForTimeLimit,660.0,False,6,tikTok,
