interventionType,purpose,timezone,isReIntervention,interventionDuration,timestamp,resolution,app
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752174822.373954,openedApp,beReal
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752175021.617362,openedApp,facebook
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752175152.745697,openedApp,tikTok
breathingExercise,Message,Europe/Brussels,False,3,1752176226.166027,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752176275.7769818,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752176507.737915,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752176876.206711,openedApp,beReal
breathingExercise,Message,Europe/Brussels,False,3,1752176957.1208138,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752177115.206846,dismissedAppOpening,facebook
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752177131.841244,openedApp,tikTok
breathingExercise,Message,Europe/Brussels,False,3,1752178575.8571792,openedApp,beReal
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752178623.9591842,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752179107.582418,dismissedAppOpening,tikTok
breathingExercise,,Europe/Brussels,False,3,1752179604.790183,dismissedAppOpening,facebook
breathingExercise,Message,Europe/Brussels,False,3,1752179761.5321589,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752181227.772656,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752181460.348723,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752181919.744798,openedApp,tikTok
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752182382.383827,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752182406.493118,dismissedAppOpening,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752182418.773058,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752182673.957444,openedApp,tikTok
breathingExercise,Message,Europe/Brussels,False,3,1752183154.933815,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752183333.667667,openedApp,tikTok
breathingExercise,,Europe/Brussels,False,3,1752183827.76363,dismissedAppOpening,tikTok
breathingExercise,,Europe/Brussels,False,3,1752183836.845479,dismissedAppOpening,facebook
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752183848.574009,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752183867.3771548,openedApp,tikTok
breathingExercise,Se détendre,Europe/Brussels,False,3,1752184269.82145,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752184308.11665,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752184584.55063,openedApp,tikTok
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752185402.1657472,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752185476.7105799,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752185507.081388,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752185553.337374,dismissedAppOpening,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752185651.659843,openedApp,facebook
breathingExercise,,Europe/Brussels,False,3,1752186018.195921,dismissedAppOpening,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752186049.514512,openedApp,facebook
breathingExercise,Se détendre,Europe/Brussels,False,3,1752186108.933428,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752186160.8760781,openedApp,tikTok
breathingExercise,Se détendre,Europe/Brussels,False,3,1752186789.585322,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752186802.21489,dismissedAppOpening,beReal
breathingExercise,,Europe/Brussels,False,3,1752186887.564567,dismissedAppOpening,beReal
breathingExercise,Divertissement,Europe/Brussels,False,3,1752186897.930015,openedApp,beReal
breathingExercise,Se détendre,Europe/Brussels,False,3,1752186923.09283,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752188605.940486,openedApp,instagram
breathingExercise,Impossible de s'endormir,Europe/Brussels,False,3,1752190512.83745,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752190541.921986,openedApp,tikTok
breathingExercise,Divertissement,Europe/Brussels,False,3,1752190575.31584,openedApp,beReal
breathingExercise,Divertissement,Europe/Brussels,False,3,1752190598.501635,openedApp,facebook
breathingExercise,Se détendre,Europe/Brussels,False,3,1752191193.945037,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752191969.441014,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752208209.8775249,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752208229.8518682,openedApp,tikTok
breathingExercise,,Europe/Brussels,False,3,1752208245.5763168,dismissedAppOpening,facebook
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752213786.204313,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752213895.674436,openedApp,tikTok
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752214240.9110231,openedApp,beReal
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752214316.601418,openedApp,tikTok
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752215416.2538629,openedApp,tikTok
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752215653.474886,openedApp,instagram
breathingExercise,Impossible de s'endormir,Europe/Brussels,False,3,1752215775.4985461,openedApp,facebook
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752216029.222498,openedApp,tikTok
breathingExercise,,Europe/Brussels,False,3,1752218508.898849,dismissedAppOpening,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752218535.646049,openedApp,youtube
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752219196.7457929,openedApp,tikTok
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752219666.4895039,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752219946.787644,openedApp,beReal
breathingExercise,Divertissement,Europe/Brussels,False,3,1752219975.460355,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752219998.371162,openedApp,facebook
breathingExercise,,Europe/Brussels,False,3,1752220142.7625852,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752220144.957282,dismissedAppOpening,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752220154.377643,openedApp,tikTok
breathingExercise,Message,Europe/Brussels,False,3,1752222365.225271,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752222386.572062,openedApp,facebook
breathingExercise,Toilettes,Europe/Brussels,False,3,1752226372.5412269,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752226598.958575,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752227567.736773,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752227906.10745,openedApp,beReal
breathingExercise,Impossible de s'endormir,Europe/Brussels,False,3,1752228195.709333,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752228222.8126988,openedApp,beReal
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752228223.414465,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752229407.779367,dismissedAppOpening,beReal
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752229418.258377,openedApp,beReal
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752231066.849492,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752231131.799818,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752233542.165535,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752234118.448755,openedApp,tikTok
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752234295.0327082,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752234554.6216888,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752234603.410458,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752234634.884774,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752234771.599463,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752234857.201402,openedApp,tikTok
breathingExercise,Se détendre,Europe/Brussels,False,3,1752235613.2037868,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752235997.27403,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752236186.757402,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752236479.99965,openedApp,tikTok
breathingExercise,Divertissement,Europe/Brussels,False,3,1752236588.3397331,openedApp,beReal
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752236703.09851,openedApp,facebook
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752237489.6377869,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752237806.221343,dismissedAppOpening,instagram
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752237816.413754,openedApp,tikTok
breathingExercise,,Europe/Brussels,False,3,1752239549.2545571,dismissedAppOpening,tikTok
breathingExercise,Se détendre,Europe/Brussels,False,3,1752239613.136172,openedApp,tikTok
breathingExercise,Se détendre,Europe/Brussels,False,3,1752240688.9728189,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752240932.8335218,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752241215.635081,openedApp,facebook
breathingExercise,Divertissement,Europe/Brussels,False,3,1752241734.30143,openedApp,instagram
breathingExercise,Épier son coup de cœur,Europe/Brussels,False,3,1752242372.853086,openedApp,instagram
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752244120.3623981,openedApp,facebook
breathingExercise,Divertissement,Europe/Brussels,False,3,1752244218.5019221,openedApp,instagram
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752244354.79302,openedApp,facebook
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752245762.7338839,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752245838.142511,openedApp,tikTok
breathingExercise,Divertissement,Europe/Brussels,False,3,1752245867.105901,openedApp,beReal
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752246394.0420032,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752246850.786715,openedApp,facebook
breathingExercise,Divertissement,Europe/Brussels,False,3,1752248674.239911,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752248767.644573,openedApp,facebook
breathingExercise,Se détendre,Europe/Brussels,False,3,1752248796.602683,openedApp,tikTok
breathingExercise,Se détendre,Europe/Brussels,False,3,1752248849.5645928,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752249140.126305,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752249179.342905,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752249227.024963,dismissedAppOpening,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752249239.259644,openedApp,tikTok
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752249264.1045709,openedApp,facebook
breathingExercise,Épier son coup de cœur,Europe/Brussels,False,3,1752249475.8348532,openedApp,tikTok
breathingExercise,Divertissement,Europe/Brussels,False,3,1752252075.189413,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752252344.311383,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752252366.911789,dismissedAppOpening,facebook
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752253440.4442902,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752253580.9937239,openedApp,tikTok
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752254422.630563,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752254538.1444979,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752254700.0449739,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752255358.713533,dismissedAppOpening,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752255371.349783,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752255396.1097841,openedApp,tikTok
breathingExercise,Épier son coup de cœur,Europe/Brussels,False,3,1752255463.497334,openedApp,facebook
breathingExercise,Se détendre,Europe/Brussels,False,3,1752255756.615919,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752255779.3209,openedApp,beReal
breathingExercise,Se détendre,Europe/Brussels,False,3,1752255846.258049,openedApp,facebook
breathingExercise,Divertissement,Europe/Brussels,False,3,1752256036.647754,openedApp,instagram
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752258616.71609,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752258708.3246078,openedApp,tikTok
breathingExercise,Impossible de s'endormir,Europe/Brussels,False,3,1752259450.0545259,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752259492.77142,openedApp,tikTok
breathingExercise,,Europe/Brussels,False,3,1752259888.337483,dismissedAppOpening,tikTok
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752260673.733797,openedApp,beReal
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752260987.6398191,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752261375.827025,openedApp,tikTok
breathingExercise,,Europe/Brussels,False,3,1752261463.6567721,dismissedAppOpening,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752261473.369282,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752261636.7972322,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752261824.3354092,openedApp,instagram
breathingExercise,Épier son coup de cœur,Europe/Brussels,False,3,1752262027.44039,openedApp,facebook
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752262138.576647,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752262148.876009,dismissedAppOpening,facebook
breathingExercise,,Europe/Brussels,False,3,1752262152.868116,dismissedAppOpening,beReal
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752263218.118832,openedApp,facebook
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752263461.996733,openedApp,instagram
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752264957.019054,openedApp,tikTok
breathingExercise,,Europe/Brussels,False,3,1752265933.327808,dismissedAppOpening,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752265945.074213,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752266129.6885881,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752266395.737308,openedApp,tikTok
breathingExercise,Rechercher des informations,Europe/Brussels,False,3,1752266805.752781,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752266844.484262,openedApp,facebook
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752266902.0265,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752266957.42281,dismissedAppOpening,facebook
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752266968.28555,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752268549.059566,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752269686.7352738,openedApp,tikTok
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752269824.987169,openedApp,instagram
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752269971.705711,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752270524.600734,openedApp,beReal
breathingExercise,Se détendre,Europe/Brussels,False,3,1752270556.420028,openedApp,instagram
breathingExercise,Message,Europe/Brussels,False,3,1752271548.868268,openedApp,beReal
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752271605.598788,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752274108.3635879,openedApp,instagram
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752274470.110297,openedApp,tikTok
breathingExercise,Se détendre,Europe/Brussels,False,3,1752290114.686707,openedApp,facebook
breathingExercise,Se détendre,Europe/Brussels,False,3,1752290144.191877,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752303690.083465,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752303779.603797,openedApp,beReal
breathingExercise,Divertissement,Europe/Brussels,False,3,1752303801.574857,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752303914.511723,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752304262.559754,openedApp,tikTok
breathingExercise,Divertissement,Europe/Brussels,False,3,1752304840.061348,openedApp,tikTok
breathingExercise,,Europe/Brussels,False,3,1752305034.640302,dismissedAppOpening,tikTok
breathingExercise,Épier son coup de cœur,Europe/Brussels,False,3,1752305048.096128,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752305431.774934,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752305434.328395,dismissedAppOpening,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752305555.649249,openedApp,instagram
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752305682.774281,openedApp,facebook
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752305943.18942,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752306149.927796,openedApp,facebook
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752306322.842836,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752306608.077946,openedApp,facebook
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752306644.945023,openedApp,instagram
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752306754.250303,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752306781.263599,openedApp,tikTok
breathingExercise,Se détendre,Europe/Brussels,False,3,1752306990.769075,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752307304.7537541,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752307409.0644078,openedApp,tikTok
breathingExercise,Divertissement,Europe/Brussels,False,3,1752307524.887991,openedApp,tikTok
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752308899.38571,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752310200.090162,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752310536.598865,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752310690.2035918,openedApp,tikTok
breathingExercise,Divertissement,Europe/Brussels,False,3,1752311031.654,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752311270.293762,dismissedAppOpening,facebook
breathingExercise,,Europe/Brussels,False,3,1752311636.271515,dismissedAppOpening,facebook
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752311646.345469,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752311890.219276,openedApp,instagram
breathingExercise,Impossible de s'endormir,Europe/Brussels,False,3,1752312766.495699,openedApp,instagram
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752313294.053535,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752315175.4632092,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752316001.2397041,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752316080.328887,openedApp,facebook
breathingExercise,Se détendre,Europe/Brussels,False,3,1752316111.180171,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752317363.38665,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752317403.490641,dismissedAppOpening,beReal
breathingExercise,Divertissement,Europe/Brussels,False,3,1752317414.950875,openedApp,beReal
breathingExercise,Impossible de s'endormir,Europe/Brussels,False,3,1752317670.139658,openedApp,instagram
breathingExercise,Rechercher des informations,Europe/Brussels,False,3,1752319998.588809,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752320481.92944,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752322080.666676,dismissedAppOpening,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752322090.576985,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752322385.837281,openedApp,tikTok
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752323383.277709,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752323602.423759,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752325100.477182,dismissedAppOpening,beReal
breathingExercise,Se détendre,Europe/Brussels,False,3,1752325155.646474,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752326740.172499,openedApp,tikTok
breathingExercise,,Europe/Brussels,False,3,1752327070.304975,dismissedAppOpening,tikTok
breathingExercise,,Europe/Brussels,False,3,1752327074.220845,dismissedAppOpening,instagram
breathingExercise,Impossible de s'endormir,Europe/Brussels,False,3,1752327085.629698,openedApp,beReal
breathingExercise,Épier son coup de cœur,Europe/Brussels,False,3,1752327953.240905,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752328033.4768791,openedApp,beReal
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752328089.3119678,openedApp,facebook
breathingExercise,Se détendre,Europe/Brussels,False,3,1752328220.081586,openedApp,tikTok
breathingExercise,Se détendre,Europe/Brussels,False,3,1752329195.148205,openedApp,tikTok
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752329678.5522861,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752329873.039938,openedApp,facebook
breathingExercise,Se détendre,Europe/Brussels,False,3,1752330043.923635,openedApp,instagram
breathingExercise,Toilettes,Europe/Brussels,False,3,1752330137.442038,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752330259.291841,openedApp,beReal
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752330353.787929,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752330437.837421,dismissedAppOpening,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752330714.673689,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752330831.1363192,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752331439.587702,openedApp,instagram
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752332157.912578,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752332986.333153,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752333189.317171,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752333310.104865,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752334526.703971,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752337809.8335938,dismissedAppOpening,beReal
breathingExercise,,Europe/Brussels,False,3,1752339798.2205791,dismissedAppOpening,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752339808.000438,openedApp,beReal
breathingExercise,Divertissement,Europe/Brussels,False,3,1752339878.887649,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752343073.722468,dismissedAppOpening,facebook
breathingExercise,,Europe/Brussels,False,3,1752343077.0237021,dismissedAppOpening,facebook
breathingExercise,Se détendre,Europe/Brussels,False,3,1752343089.482098,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752343337.91798,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752343378.61936,dismissedAppOpening,facebook
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752345419.185909,openedApp,tikTok
breathingExercise,Rester au courant,Europe/Brussels,False,3,1752345478.618575,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752347099.312299,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752347250.238344,dismissedAppOpening,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752347263.205809,openedApp,beReal
breathingExercise,,Europe/Brussels,False,3,1752353081.7237082,dismissedAppOpening,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752353510.7071118,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752353905.120884,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752356618.092818,dismissedAppOpening,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752357260.796967,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752358157.31197,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752359100.3656812,openedApp,beReal
breathingExercise,Se détendre,Europe/Brussels,False,3,1752359524.29711,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752359595.008088,dismissedAppOpening,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752360051.8254151,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752360481.4861078,dismissedAppOpening,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752360490.318427,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752360828.988112,openedApp,instagram
breathingExercise,,Europe/Brussels,False,3,1752361189.2292871,dismissedAppOpening,instagram
breathingExercise,,Europe/Brussels,False,3,1752361195.2633991,dismissedAppOpening,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752361388.991111,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752362108.2312589,openedApp,instagram
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752362349.810158,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752362543.2904491,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752362640.505406,openedApp,beReal
breathingExercise,Divertissement,Europe/Brussels,False,3,1752362864.649528,openedApp,instagram
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752364346.425473,openedApp,instagram
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752364470.258659,openedApp,beReal
breathingExercise,Vérifier les likes,Europe/Brussels,False,3,1752364503.129993,openedApp,facebook
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752365231.510824,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752365267.789394,openedApp,beReal
breathingExercise,Se détendre,Europe/Brussels,False,3,1752365351.871079,openedApp,tikTok
breathingExercise,Publier quelque chose,Europe/Brussels,False,3,1752365725.7859812,openedApp,instagram
breathingExercise,Divertissement,Europe/Brussels,False,3,1752374407.63427,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752374568.24445,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752374600.88849,openedApp,beReal
breathingExercise,Rechercher des informations,Europe/Brussels,False,3,1752374745.729598,openedApp,instagram
breathingExercise,Se détendre,Europe/Brussels,False,3,1752375615.6533651,openedApp,facebook
breathingExercise,Se détendre,Europe/Brussels,False,3,1752375890.2289271,openedApp,instagram
breathingExercise,Ennuyé,Europe/Brussels,False,3,1752376612.183426,openedApp,facebook
breathingExercise,Éviter / Fuir,Europe/Brussels,False,3,1752376632.201442,openedApp,instagram
breathingExercise,Épier son coup de cœur,Europe/Brussels,False,3,1752377171.2452989,openedApp,instagram
breathingExercise,Épier son coup de cœur,Europe/Brussels,False,3,1752377190.362369,openedApp,tikTok
breathingExercise,,Europe/Brussels,False,3,1752377810.088815,dismissedAppOpening,facebook
