isReIntervention,timestamp,interventionType,app,resolution,interventionDuration,timezone,purpose
False,1753476358.380999,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753476393.720784,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753476404.343051,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753477184.306943,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753477186.03884,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753478311.3327742,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753478371.777275,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753479403.3049731,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753481772.3869228,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753488320.969444,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753488467.636301,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753489974.846962,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753490192.666363,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753491398.7921438,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753492485.883836,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753492529.3744888,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753493030.06153,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753493319.302275,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753494416.652224,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753494538.731441,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753497758.5058532,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753497829.303316,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753497839.344286,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753497843.184629,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753497853.3333158,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753498116.6292229,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753498120.957355,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753498124.444274,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753498183.245637,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753498189.709398,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753498193.4473891,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753503446.633378,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753503464.0261068,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753504343.7406511,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753504373.0832682,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753504646.665472,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753504666.721231,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753505154.905995,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753534924.032155,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753537919.354797,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753538696.5993629,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753542435.339448,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753547176.3334022,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753547934.5412312,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753565129.830509,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753565139.592982,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753565147.753418,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753565170.582938,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753565348.539248,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753565399.150862,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753565406.404197,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753565599.7896419,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753566137.532174,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753566503.489284,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753569794.402524,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753569826.2318401,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753569838.923893,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753571104.567843,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753577597.690247,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753586688.178306,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753588538.593549,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753588721.384293,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753624432.326795,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753624449.038224,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753624653.303222,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753624656.8250442,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753630378.783025,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753639362.8658051,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Bored
False,1753641133.297076,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753641223.929984,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753641231.6377149,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753643282.16309,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753645859.600936,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753650369.87284,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753650889.429496,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753659925.393066,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753659936.6772242,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753660830.64939,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753662353.5852408,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753663138.4939508,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753663147.26432,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753664130.917817,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753665552.849856,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753665554.745738,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753665556.6367512,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753665559.728555,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753665580.052761,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753665585.326757,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753665587.388793,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753665629.9233088,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753665705.773933,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753665707.2609239,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753669024.765399,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753669038.2430902,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753669168.408647,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753670898.5111442,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753673817.130966,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753674283.706852,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753674286.095173,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753674485.559643,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753674528.530443,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753674534.873853,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753675041.11729,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753675043.451971,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753675879.155927,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753675935.9677238,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753675948.961429,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753675954.842669,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753675958.1307511,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753675963.812611,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753675968.419996,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753675993.1949658,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753675995.532589,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753675997.614938,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753676065.4374251,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753676282.403545,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753676511.319511,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753677342.370007,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753678022.702064,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753706172.919363,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753708060.72364,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753708091.39168,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753708128.177638,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753709024.7333078,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753709424.329485,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753709604.877905,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753709613.8644872,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753709628.823456,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753715984.9601011,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753716744.251822,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753716839.571393,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753737495.020529,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753737496.974416,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753737498.89097,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753738912.023521,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753738914.605345,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753738916.207467,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753754220.019792,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Post something
False,1753754274.7479181,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Post something
False,1753754978.568224,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753755060.9377441,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753755067.094574,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753755092.7696981,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753756327.512249,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753757305.7908468,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753757380.034203,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753757383.281581,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753757388.455698,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753757421.6514611,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753758562.291463,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753763892.536897,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753763908.5928931,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753763946.579037,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753763997.4843311,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753764199.691358,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753764788.941125,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753766122.751096,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753766138.0378451,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753766699.955585,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753794199.596346,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753795141.0821838,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753795499.3815532,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753795526.271037,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753795530.674979,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753796413.53765,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753797276.306148,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753799097.627749,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753799109.428302,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753800956.6062,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753806390.409378,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753806399.060458,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753806912.60271,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753810719.151869,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753810727.694398,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753832153.3437681,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753832158.4336228,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753832167.1653528,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753832516.674498,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753832552.246522,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753832795.250088,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753832797.051392,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753833974.261355,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753833976.58516,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753835358.809568,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753836791.908283,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753836797.381823,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753836806.373435,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753836978.14382,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753837258.377996,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753837262.42137,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753837377.483367,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753837471.0179482,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753837474.1263208,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753837479.0091681,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753837481.663327,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753837506.5315862,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753837600.310056,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753837652.676931,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753837657.995098,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753839248.023562,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753839259.211062,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753839329.5973868,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753839334.6111631,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753839338.7545981,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753839354.676677,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753839357.164969,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753839481.9482841,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753839508.1238651,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753839515.502472,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753839522.3746629,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753839661.312533,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753839715.930646,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753841128.4899402,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753842503.04908,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753842506.275505,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753842554.36391,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753847350.441544,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753884297.127853,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753884515.952798,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753884519.144655,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753885086.387831,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753885088.987969,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753885299.4871402,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753885843.872754,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753885846.581918,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753885848.829468,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753886451.768052,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753887454.7718549,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753887468.615604,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753889474.668357,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753889483.329745,breathingExercise,facebook,openedApp,3,America/Los_Angeles,Stay In the Loop
False,1753890309.505687,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753894060.285523,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753897522.85752,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753901002.2537699,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753901069.378025,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753901072.332149,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753901076.914249,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753905362.561446,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753909758.755481,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753909771.731765,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753910192.0763931,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753910193.46312,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753910285.7909222,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753914139.5360088,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753917482.033206,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753920266.686219,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753920314.075113,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753921393.017247,breathingExercise,facebook,dismissedAppOpening,3,America/Los_Angeles,
False,1753934927.627897,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753934932.503382,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753934938.747401,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753935460.3263478,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753940132.388696,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753940295.369409,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753940298.294201,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753940514.98629,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753940518.832061,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753940713.167537,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753940728.4782271,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Stay In the Loop
False,1753965028.270899,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753965030.189296,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753969338.727814,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753969344.06755,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753969426.1545482,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753969428.93433,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753971023.982008,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753971028.4511662,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753971054.370574,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Stay In the Loop
False,1753974133.166977,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753974666.1373382,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753974667.643536,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753975747.920023,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753975807.3142629,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753976720.6903,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753976943.239523,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753977086.453007,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753977091.509243,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753977259.736496,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753977261.644464,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753977264.0847669,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753977586.766344,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753980514.583531,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753980571.114788,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753986322.030591,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753986323.9434528,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753989087.918752,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753990796.356679,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Stay In the Loop
False,1753995820.2574348,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753998875.089758,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753999166.096353,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753999484.331209,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753999557.5650501,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1753999647.071387,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Stay In the Loop
False,1754001610.9031448,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754001614.971739,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754001741.4396129,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754001743.903507,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754007432.425921,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754010022.556521,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754023286.750924,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754063909.7233891,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754063945.190196,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754064765.0615602,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754069868.308258,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754071789.844489,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754071795.8209128,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754071812.673918,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Stay In the Loop
False,1754072583.333144,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754072589.767354,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754072608.146515,breathingExercise,facebook,openedApp,6,America/Los_Angeles,Stay In the Loop
False,1754078211.27943,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
False,1754101428.070662,breathingExercise,facebook,dismissedAppOpening,6,America/Los_Angeles,
