resolution,timezone,timestamp,interventionDuration,isReIntervention,interventionType,app
openedApp,Africa/Cairo,1750851256.904066,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750851406.96775,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1750851524.345096,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1750851562.442412,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750851674.1573,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750851965.57424,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750852237.997123,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1750852252.518194,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750853321.11555,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750853672.195585,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750853717.0644631,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1750854107.867364,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750854809.55692,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1750855573.341329,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750857126.581846,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1750858729.958775,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1750859582.956975,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1750859594.438421,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1750866844.354703,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1750868298.280875,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750868436.797398,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750869115.850678,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750869540.6539369,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750873920.812738,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750880469.5497699,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750880735.133785,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1750881578.1507912,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750881612.596534,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750881781.46797,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750881821.219121,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750882090.728739,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1750882542.933947,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750882568.681416,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750883200.5794082,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750883238.100998,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750905038.1910539,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750905542.495673,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750905997.149629,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750916126.462611,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750916839.3195682,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750918620.932318,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750920927.632722,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1750923020.53091,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750923058.631192,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750923999.818318,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750929340.462404,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750930441.339925,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750931138.6185498,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750931500.55934,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750932262.529436,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750932908.046475,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1750933269.040257,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750933741.10435,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750933958.378211,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750934129.594634,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750934552.9360619,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750934957.724287,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750935078.153161,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1750935280.322609,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750935429.889796,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750936004.0118752,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750936093.657888,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750937235.074905,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750937291.726462,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750937849.852229,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750938269.486882,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750938375.4349499,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1750939972.3500671,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750939990.681041,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750940561.491695,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750941066.2615929,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750941407.499131,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750942468.222762,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1750954460.224272,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750954475.4213982,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750956751.907837,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750958048.474308,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750958201.226424,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750958402.678258,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750958431.1147199,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1750959121.554236,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750959295.736507,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750959486.871643,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750960663.871208,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750961309.127033,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750963267.437945,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750995896.169467,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1750996480.932251,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750996635.739414,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750996695.509152,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750999482.068785,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1750999812.041038,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1750999937.440476,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751000861.3457232,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751003440.4616032,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751003491.8830981,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751003726.109904,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751004739.182279,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751008041.374058,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751008673.065014,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751009300.116517,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751009667.027591,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751009933.487489,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751010614.3317041,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751011115.6752028,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751011537.657907,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751013917.165629,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751014331.439636,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751015004.147379,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751016516.020206,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751023038.196069,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751023751.131847,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751023876.114517,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751023955.2293758,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751024439.671402,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751024551.825129,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751025017.209286,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751026282.108787,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751026308.057523,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751031319.971961,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751035022.3798609,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751038034.508812,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751040724.1930661,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751040912.174903,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751046014.587685,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751048786.243839,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751049250.529325,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751049385.152601,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751049467.879551,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751049724.6501188,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751050126.918435,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751051534.689489,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751051642.417325,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751086428.843334,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751086645.450211,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751087088.336155,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751087449.571492,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751089492.144242,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751089519.913584,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751089532.337088,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751090252.448629,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751090754.367677,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751091137.77987,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751092836.561002,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751093080.804336,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751094166.5314898,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751094556.434157,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751095716.982819,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751095971.922096,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751096023.538468,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751096120.486115,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751096460.927909,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751096477.099594,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751096900.4209728,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751098360.039695,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751098368.0035272,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751101624.655088,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751102201.656474,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751105231.233119,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751105965.414016,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751107133.381325,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751107238.741216,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751107381.504425,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751107607.4707298,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751107631.467159,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751107676.44487,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751107736.995575,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751108179.70887,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751108399.9247,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751109586.3041248,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751109744.337105,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751109806.474286,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751109814.2165341,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751110018.4949589,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751110077.35115,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751110330.1891809,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751110439.31141,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751110633.856643,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751110678.6477308,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751110997.4597712,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751111043.104423,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751111323.320444,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751112323.262717,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751113633.31245,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751114764.496449,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751116013.179868,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751116055.988183,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751116100.1068702,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751116527.0874891,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751116916.249537,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751117620.3934689,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751117874.7399359,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751118656.532701,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751118936.385778,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751119618.874713,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751119634.597269,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751119708.4288,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751119727.8843632,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751119814.7791991,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751120149.04196,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751120871.294585,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751123833.718656,3,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751135514.017823,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751135742.082866,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751137113.214089,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751157330.348085,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751157346.973075,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751161734.391809,3,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751161989.067987,3,False,breathingExercise,safari
openedApp,Africa/Cairo,1751166402.418272,3,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751174784.265971,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751176327.254521,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751178148.294687,6,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751181032.6870918,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751181137.1634378,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751183152.183708,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751183221.7047648,6,False,breathingExercise,safari
openedApp,Africa/Cairo,1751185244.709209,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751186621.1755161,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751188747.70896,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751189122.663537,6,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751189963.809257,6,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751190858.0538468,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751190998.164727,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751191646.977889,6,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751194026.8673081,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751197973.799325,6,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751200393.102714,6,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751200422.593845,6,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751200439.614725,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751200453.9778209,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751202476.9041529,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751202763.4639559,6,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751203005.76934,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751203064.8368149,6,False,breathingExercise,safari
openedApp,Africa/Cairo,1751203294.9774451,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751203684.5127258,6,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751203927.933397,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751203952.2153602,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751204429.9885678,6,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751204759.626118,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751204781.887332,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751206523.275136,6,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751206958.352611,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751207139.030206,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751207449.574391,6,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751218126.413296,6,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751222723.0783849,6,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751222739.4912171,6,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751223435.286241,6,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751223519.5216808,6,False,breathingExercise,safari
openedApp,Africa/Cairo,1751224042.7366009,6,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751226721.212089,6,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751226743.397142,6,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751226757.500576,6,False,breathingExercise,safari
openedApp,Africa/Cairo,1751226783.447102,6,False,breathingExercise,whastapp
dismissedAppOpening,Africa/Cairo,1751226983.1412601,6,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751227206.7080479,6,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751254552.7193031,6,False,breathingExercise,safari
openedApp,Africa/Cairo,1751254608.414373,6,False,breathingExercise,safari
openedApp,Africa/Cairo,1751254930.668272,6,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751255772.794668,6,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751255815.7977939,6,False,breathingExercise,safari
openedApp,Africa/Cairo,1751255832.614114,6,False,breathingExercise,safari
dismissedAppOpening,Africa/Cairo,1751257373.6969218,6,False,breathingExercise,whastapp
openedApp,Africa/Cairo,1751257393.379962,6,False,breathingExercise,safari
openedApp,Africa/Cairo,1751259151.794301,6,False,breathingExercise,whastapp
