resolution,interventionDuration,timezone,timestamp,interventionType,app,isReIntervention
openedApp,3,America/Bogota,1752429388.549437,breathingExercise,instagram,False
openedApp,3,America/Bogota,1752430919.056736,breathingExercise,instagram,False
openedApp,3,America/Bogota,1752431284.746675,breathingExercise,instagram,False
openedApp,3,America/Bogota,1752431671.343229,breathingExercise,instagram,False
dismissedAppOpening,3,America/Bogota,1752432615.692884,breathingExercise,instagram,False
openedApp,3,America/Bogota,1752432808.190654,breathingExercise,instagram,False
openedApp,3,America/Bogota,1752434080.5712461,breathingExercise,instagram,False
openedApp,3,America/Bogota,1752434440.462407,breathingExercise,instagram,False
openedApp,3,America/Bogota,1752434476.014885,breathingExercise,instagram,False
openedApp,3,America/Bogota,1752434899.652303,breathingExercise,instagram,False
dismissedAppOpening,3,America/Bogota,1752435291.7914639,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752455183.9478478,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752455480.017465,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752455509.290676,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752455841.7214,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752456851.254959,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752456888.8796039,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752461890.123472,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752515770.06081,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752518672.2093549,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752518961.511522,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752520126.888132,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752521072.71824,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752521686.16319,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752526199.764638,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752526356.050005,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752526378.438842,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752526859.52216,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752527654.175612,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752527917.654111,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752528474.5950298,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752530444.1332169,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752530828.828871,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752531116.0909638,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752535110.101284,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752543446.464875,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752543779.395899,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752549075.552556,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752549679.722295,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752577732.200683,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752583038.064847,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752630817.470004,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752630872.758964,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752630935.091804,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752632589.441438,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752639811.916472,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752639887.256957,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752640792.825584,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752668077.290627,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752671385.809902,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752683794.0723782,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752683965.9259748,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752684937.753401,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752685054.0185971,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752693563.2041202,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752693936.350841,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752693986.913454,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752697450.852617,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752698815.90903,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752698868.035301,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752699051.2608151,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752699379.698895,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752700137.55948,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752716414.872353,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752720342.917588,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752724787.277571,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752752929.358986,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752753870.74741,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752754115.794353,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752754395.948831,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752755037.5331879,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752757683.2212,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752757766.677096,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752760654.51338,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752760712.253926,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752760811.754655,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752761461.2639399,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752761482.720902,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752761921.231398,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752769532.4696999,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752769821.886028,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752770939.551296,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752779692.6955981,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752791507.407271,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752794678.591233,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752798513.92796,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752798921.226259,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752799249.601784,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752800705.546945,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752804209.45228,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752808957.598882,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752809040.436501,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752810075.846013,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752814702.751069,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752815271.522019,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752838002.744174,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752840892.626923,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752843731.7170172,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752843933.2374082,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752845648.026958,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752855901.003578,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752856509.91789,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752856534.1194649,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752862041.723353,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752862125.8483958,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752862651.3562388,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752865944.2484531,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752866950.061524,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752880524.146819,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752881652.494858,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752882862.160363,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752883325.0890121,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752884277.615617,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752884519.594773,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752885967.2098598,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752885993.204894,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752886278.032954,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752886399.559499,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752888342.775145,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752888406.468224,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752888474.395585,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752901242.579764,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752931805.682632,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752932052.038023,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752932215.722663,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752933073.3846312,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752933191.22248,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752933733.8844352,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752936931.730599,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752937060.7830439,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752937595.591785,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752943252.430582,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752962581.234801,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752963745.499745,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752963957.894343,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752963984.3184562,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752964004.936357,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752964543.4879131,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752964573.59173,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752964856.155884,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752964904.7396278,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752965071.687187,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752967583.2102451,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752967874.20124,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752967895.4490252,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752968089.049432,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752968110.19397,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752968340.473057,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752969580.88863,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752969727.5437698,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752971520.571043,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752978391.8756618,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752978489.0109138,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752978666.289258,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752979942.6964378,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752981292.6830869,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752983307.822973,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752983528.812388,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1752983926.110559,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752983953.0431309,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752984049.8609571,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752984303.53046,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752984355.4272609,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752984481.968328,breathingExercise,instagram,False
openedApp,6,America/Bogota,1752984988.047077,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753010625.400659,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753010974.1284919,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753022172.071299,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753022617.7194319,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753031220.740694,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753034648.2929049,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753034861.202987,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753035374.641912,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753035453.690133,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753035495.176845,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753037036.5280561,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753037089.9382071,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753037093.3281388,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753037587.086633,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753039950.2643971,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753040087.435528,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753040090.2839,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753040264.2424998,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753040502.4797359,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753040789.6382189,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753040846.783685,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753041233.904901,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753042968.834173,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753043002.765471,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753043032.205971,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753054990.264878,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753062942.728146,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753066356.260476,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753066575.584722,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753067096.370681,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753068239.129068,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753069529.220953,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753101661.7628078,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753101960.270664,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753102281.999198,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753102535.3255758,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753102605.889278,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753102900.191039,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753103187.527142,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753103258.974814,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753103354.574507,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753109199.739608,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753109908.6256208,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753115844.21019,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753116063.098607,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753116154.795666,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753117700.996135,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753118117.142997,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753118534.4297,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753118813.705996,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753119602.84284,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753122000.74513,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753122202.688242,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753122334.043226,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753125534.4727368,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753125573.191982,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753127565.307046,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753127723.986234,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753127771.117516,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753135222.4335918,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753136523.196939,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753142048.2389321,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753142236.359853,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753142330.69844,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753142390.679325,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753142869.868979,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753149354.092763,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753149529.3282719,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753149825.343346,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753149886.458039,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753150121.925919,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753150556.279657,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753152365.727672,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753186374.859486,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753194518.475904,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753194773.319282,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753203451.86265,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753203562.2431688,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753203577.609473,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753203695.2886062,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753203758.711841,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753204179.307681,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753204308.961725,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753204605.827465,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753204976.859066,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753205555.397914,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753212501.569274,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753212522.382319,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753220821.848209,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753234447.759099,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753234923.589201,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753235105.423962,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753235140.9442549,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753235280.539559,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753237198.289926,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753237228.009603,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753242161.193943,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753244010.660886,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753244256.1633182,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753245442.2531219,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753245588.739873,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753246095.4749231,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753246342.4267302,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753246790.1652288,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753272218.746393,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753272421.7250009,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753272611.809984,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753275748.89604,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753276401.723007,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753276659.9751,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753277745.5646129,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753278439.709566,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753278644.345389,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753278890.31184,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753278952.1865501,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753278979.085401,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753279579.94454,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753279766.579142,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753279866.705068,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753280152.345962,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753280604.60869,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753280627.2912378,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753280674.562192,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753280774.576356,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753280777.432565,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753280783.1447248,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753280844.055686,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753280940.900228,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753280971.918913,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753280998.054212,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753281649.980861,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753282331.555352,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753284385.087461,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753286046.339525,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753286384.719137,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753288043.519911,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753295763.860048,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753298165.746513,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753298791.646466,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753299221.386732,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753307459.2949328,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753310004.281557,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753311299.5020962,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753312139.291534,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753312208.406313,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753316480.952162,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753317028.42236,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753317149.1164188,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753317168.353358,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753317435.942348,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753317795.079613,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753317808.1079779,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753317989.916327,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753318781.926054,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753318819.9391599,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753319064.602182,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753319441.07268,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753319573.297669,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753320132.4159498,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753321204.580564,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753321862.4179602,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753322426.581376,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753322563.3097448,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753322670.971555,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753322833.271631,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753322856.432568,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753324771.7475672,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753326222.84875,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753326524.403923,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753326973.049228,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753327362.683959,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753328715.425576,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753328917.154583,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753328933.17991,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753360393.019229,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753360957.6404939,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753361149.348788,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753361866.224575,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753362976.803026,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753363264.2168121,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753363569.2500381,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753363855.297565,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753364266.6490521,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753369448.576627,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753369952.943579,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753372853.526263,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753377283.2918382,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753387352.402978,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753387614.827807,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753397626.542196,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753403825.149492,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753404873.6565208,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753415309.651314,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753415644.410486,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753415866.784595,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753415988.415769,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753416044.8265991,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753416395.117269,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753416428.2180781,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753416949.888315,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753446349.291316,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753446996.797873,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753447322.470716,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753447460.11218,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753449545.563964,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753449838.1140919,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753450252.397512,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753458002.649063,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753458037.283402,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753462414.380163,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753471899.702045,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753471940.314025,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753472519.124878,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753474240.596458,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753484882.256311,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753485233.6333141,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753488034.3382149,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753490061.220594,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753495470.064805,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753496982.1324968,breathingExercise,instagram,False
openedApp,6,America/Bogota,1753497502.6579452,breathingExercise,instagram,False
dismissedAppOpening,6,America/Bogota,1753497549.930454,breathingExercise,instagram,False
