timestamp,app,interventionDuration,timezone,isReIntervention,resolution,interventionType,purpose
1749803663.908441,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749806354.5826058,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749807677.382843,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749811467.57547,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749811485.2406468,whatsAppBusiness,,Europe/London,False,closedApp,,
1749811495.038867,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749811623.3971062,instagram,,Europe/London,False,closedApp,,
1749811657.29043,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749811722.742661,whatsAppBusiness,,Europe/London,False,closedApp,,
1749811728.637721,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749811784.488225,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749811842.437809,instagram,,Europe/London,False,closedApp,,
1749811994.552171,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749811998.828446,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749817899.882951,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749819684.174213,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749819697.4146981,whatsAppBusiness,,Europe/London,False,closedApp,,
1749819821.401062,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749819834.940263,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749819850.186373,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749819861.0747771,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749819909.6637979,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749819907.82614,whatsAppBusiness,,Europe/London,False,closedApp,,
1749819921.94599,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749819970.739501,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749820143.191136,instagram,,Europe/London,False,closedApp,,
1749820566.6318579,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749820569.667247,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749820572.84659,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749820725.11446,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749820731.519239,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749820734.2614,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749820742.374393,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749822288.173441,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749823612.0809588,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749824735.4536982,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749824738.473123,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749824740.505241,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749827432.323039,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749827442.403095,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749829678.755842,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749829826.3810449,whatsAppBusiness,,Europe/London,False,closedApp,,
1749833645.546164,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749833667.22944,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749833685.378135,whatsAppBusiness,,Europe/London,False,closedApp,,
1749834041.6501,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749837702.922003,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749837738.3835979,whatsAppBusiness,,Europe/London,False,closedApp,,
1749840165.1687322,whatsAppBusiness,,Europe/London,False,closedApp,,
1749840553.106092,whatsAppBusiness,,Europe/London,False,closedApp,,
1749840558.915769,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749840873.446223,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Stay In the Loop
1749840965.160577,instagram,,Europe/London,False,closedApp,,
1749841616.011739,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749841626.727051,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749841732.3479362,imessage,,Europe/London,False,closedApp,,
1749841840.386204,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749841872.8320122,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749841892.138972,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749841901.9705281,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749841959.353507,outlook,,Europe/London,False,closedApp,,
1749842047.118037,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749842178.091605,outlook,,Europe/London,False,closedApp,,
1749845014.1729488,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749845073.013643,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749845368.411899,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749845373.5428228,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749845421.179936,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749845471.370429,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749845625.681711,whatsAppBusiness,,Europe/London,False,closedApp,,
1749850286.5840158,whatsAppBusiness,,Europe/London,False,closedApp,,
1749851004.7359738,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749851226.76843,whatsAppBusiness,,Europe/London,False,closedApp,,
1749851293.50709,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749851300.8742728,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749851309.707282,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749851319.162561,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749851431.48379,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749851429.363822,outlook,,Europe/London,False,closedApp,,
1749881771.880484,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749882009.9837132,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749882107.566082,imessage,,Europe/London,False,closedApp,,
1749882181.9558659,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749882205.627605,outlook,,Europe/London,False,closedApp,,
1749882288.977304,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Check likes
1749882335.2808309,instagram,,Europe/London,False,closedApp,,
1749887451.921678,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749887493.7434921,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1749887772.2434669,instagram,,Europe/London,False,closedApp,,
1749887800.206758,instagram,,Europe/London,False,closedApp,,
1749887972.671229,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749887989.8219218,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1749888078.018197,instagram,,Europe/London,False,closedApp,,
1749888311.405556,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Stay In the Loop
1749888486.818492,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749888441.682214,instagram,,Europe/London,False,closedApp,,
1749890852.501482,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749893497.2419682,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749893550.999267,whatsAppBusiness,,Europe/London,False,closedApp,,
1749899542.624305,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Stay In the Loop
1749899557.6375232,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Stay In the Loop
1749899705.202266,instagram,,Europe/London,False,closedApp,,
1749899714.686695,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749900112.685052,whatsAppBusiness,,Europe/London,False,closedApp,,
1749900115.8603082,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749900436.171989,outlook,,Europe/London,False,closedApp,,
1749900469.415221,outlook,,Europe/London,False,closedApp,,
1749900471.173614,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749902440.9020019,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749903062.017946,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749906576.958488,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749906655.244927,whatsAppBusiness,,Europe/London,False,closedApp,,
1749906910.261379,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Stay In the Loop
1749908380.751474,whatsAppBusiness,,Europe/London,False,closedApp,,
1749908592.088609,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749910273.256487,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749910341.690876,imessage,,Europe/London,False,closedApp,,
1749912098.0247998,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749912245.923149,whatsAppBusiness,,Europe/London,False,closedApp,,
1749912254.67556,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749912321.265645,imessage,,Europe/London,False,closedApp,,
1749912325.4855351,imessage,,Europe/London,False,closedApp,,
1749913817.3980541,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749913827.2114592,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749914826.840914,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749913882.404465,whatsAppBusiness,,Europe/London,False,closedApp,,
1749914166.719115,whatsAppBusiness,,Europe/London,False,closedApp,,
1749914242.210812,whatsAppBusiness,,Europe/London,False,closedApp,,
1749914399.327424,whatsAppBusiness,,Europe/London,False,closedApp,,
1749914837.3467789,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749914915.52814,whatsAppBusiness,,Europe/London,False,closedApp,,
1749916021.0179338,whatsAppBusiness,,Europe/London,False,closedApp,,
1749917186.4560862,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Stay In the Loop
1749917300.556567,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749917217.389652,whatsAppBusiness,,Europe/London,False,closedApp,,
1749917278.203508,whatsAppBusiness,,Europe/London,False,closedApp,,
1749923469.654242,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749923496.98263,whatsAppBusiness,,Europe/London,False,closedApp,,
1749923604.090001,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749923622.822818,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749923669.1177912,whatsAppBusiness,,Europe/London,False,closedApp,,
1749923718.911133,whatsAppBusiness,,Europe/London,False,closedApp,,
1749923744.469353,whatsAppBusiness,,Europe/London,False,closedApp,,
1749923834.4325,whatsAppBusiness,,Europe/London,False,closedApp,,
1749924250.1269221,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749925242.441577,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749942281.493229,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749942299.820715,imessage,,Europe/London,False,closedApp,,
1749943153.493291,imessage,,Europe/London,False,closedApp,,
1749943232.9979281,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749943327.570014,whatsAppBusiness,,Europe/London,False,closedApp,,
1749970132.67436,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749970310.672083,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749970432.034833,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749970455.766571,whatsAppBusiness,,Europe/London,False,closedApp,,
1749970622.8091478,whatsAppBusiness,,Europe/London,False,closedApp,,
1749973679.7979941,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749974104.5146332,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749974121.623046,whatsAppBusiness,,Europe/London,False,closedApp,,
1749974181.982491,whatsAppBusiness,,Europe/London,False,closedApp,,
1749975905.2554832,whatsAppBusiness,,Europe/London,False,closedApp,,
1749976085.891711,whatsAppBusiness,,Europe/London,False,closedApp,,
1749977038.598491,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749978807.108554,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749978850.198433,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749978880.2741609,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749979076.5553231,instagram,,Europe/London,False,closedApp,,
1749979273.587776,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749979480.042962,imessage,,Europe/London,False,closedApp,,
1749980287.798441,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749980334.401828,imessage,,Europe/London,False,closedApp,,
1749982184.4437299,imessage,,Europe/London,False,closedApp,,
1749982195.9389272,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749982232.710832,whatsAppBusiness,,Europe/London,False,closedApp,,
1749982313.742261,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Stay In the Loop
1749983077.4378161,whatsAppBusiness,,Europe/London,False,closedApp,,
1749983559.554192,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749983579.264596,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749983740.313081,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749983666.678255,outlook,,Europe/London,False,closedApp,,
1749983734.9360461,outlook,,Europe/London,False,closedApp,,
1749983759.2086802,mail,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749983798.663577,mail,,Europe/London,False,closedApp,,
1749983801.1228452,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749983840.473765,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749983866.534771,whatsAppBusiness,,Europe/London,False,closedApp,,
1749984192.270298,whatsAppBusiness,,Europe/London,False,closedApp,,
1749984566.5460691,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749984872.986905,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749984900.3431401,imessage,,Europe/London,False,closedApp,,
1749987122.150622,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749988341.9067512,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749988372.686584,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749988387.592839,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749988481.5964332,whatsAppBusiness,,Europe/London,False,closedApp,,
1749991129.9501162,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1749998429.2511768,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1749998536.407531,whatsAppBusiness,,Europe/London,False,closedApp,,
1750002876.4073439,whatsAppBusiness,,Europe/London,False,closedApp,,
1750004098.013163,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750004107.4118629,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750004125.912296,imessage,,Europe/London,False,closedApp,,
1750005829.518536,imessage,,Europe/London,False,closedApp,,
1750005832.438455,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750016267.8230472,imessage,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750016479.732919,imessage,,Europe/London,False,closedApp,,
1750016489.4715981,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750016804.220933,whatsAppBusiness,,Europe/London,False,closedApp,,
1750016874.696059,whatsAppBusiness,,Europe/London,False,closedApp,,
1750017791.473547,whatsAppBusiness,,Europe/London,False,closedApp,,
1750017872.924611,whatsAppBusiness,,Europe/London,False,closedApp,,
1750018019.433748,whatsAppBusiness,,Europe/London,False,closedApp,,
1750018068.547645,whatsAppBusiness,,Europe/London,False,closedApp,,
1750018791.383373,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750020925.511098,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750018820.176362,whatsAppBusiness,,Europe/London,False,closedApp,,
1750019851.456228,whatsAppBusiness,,Europe/London,False,closedApp,,
1750020108.565623,whatsAppBusiness,,Europe/London,False,closedApp,,
1750020198.125564,whatsAppBusiness,,Europe/London,False,closedApp,,
1750020711.419962,whatsAppBusiness,,Europe/London,False,closedApp,,
1750024602.677758,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750024625.2803059,whatsAppBusiness,,Europe/London,False,closedApp,,
1750024953.4541621,whatsAppBusiness,,Europe/London,False,closedApp,,
1750025145.681263,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750025243.127352,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750025376.002242,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750025387.018239,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750054293.885937,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750054304.069302,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750054799.5488992,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750054809.813644,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750054813.2043009,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750054823.343483,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750055217.5506182,instagram,,Europe/London,False,closedApp,,
1750056025.612214,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750056034.99456,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750058971.24266,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750056063.2674642,outlook,,Europe/London,False,closedApp,,
1750058985.6042461,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750059066.606982,whatsAppBusiness,,Europe/London,False,closedApp,,
1750059079.4121342,whatsAppBusiness,,Europe/London,False,closedApp,,
1750059082.4763021,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750059117.082773,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750059320.425977,instagram,,Europe/London,False,closedApp,,
1750059342.779227,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750059415.5381598,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750059419.483774,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750059429.530632,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750059490.732559,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750070189.867347,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750070217.535716,whatsAppBusiness,,Europe/London,False,closedApp,,
1750070473.8631802,whatsAppBusiness,,Europe/London,False,closedApp,,
1750070714.473669,whatsAppBusiness,,Europe/London,False,closedApp,,
1750072257.6292949,whatsAppBusiness,,Europe/London,False,closedApp,,
1750073191.380097,whatsAppBusiness,,Europe/London,False,closedApp,,
1750073211.0875049,whatsAppBusiness,,Europe/London,False,closedApp,,
1750074540.6899018,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750074550.583092,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750074564.450808,whatsAppBusiness,,Europe/London,False,closedApp,,
1750077668.497782,whatsAppBusiness,,Europe/London,False,closedApp,,
1750077683.765576,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750079860.05893,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750079879.626363,instagram,,Europe/London,False,closedApp,,
1750079963.117302,instagram,,Europe/London,False,closedApp,,
1750080051.440866,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1750080109.753168,instagram,,Europe/London,False,closedApp,,
1750080131.44981,instagram,,Europe/London,False,closedApp,,
1750080312.936778,instagram,,Europe/London,False,closedApp,,
1750080537.6439219,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750080574.653301,outlook,,Europe/London,False,closedApp,,
1750081508.891238,outlook,,Europe/London,False,closedApp,,
1750081510.619763,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750081666.039356,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750081549.085475,outlook,,Europe/London,False,closedApp,,
1750082730.144916,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750082833.984498,whatsAppBusiness,,Europe/London,False,closedApp,,
1750083995.3311539,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750084001.8038058,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750084014.007503,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750084018.782103,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750084048.7954469,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750085126.9742188,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750085131.939485,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750085134.9617019,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750085149.079122,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750085168.745652,outlook,,Europe/London,False,closedApp,,
1750085170.104538,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750085179.834694,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750085182.8818002,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750085661.316279,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750086958.9377198,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750087149.8719969,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750087154.273994,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750087156.72253,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750087160.684619,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750088377.252499,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750088450.261905,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750089615.048233,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750089617.618668,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750089622.33879,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750090107.7169619,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750091726.6106539,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750092320.0926142,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750092323.578652,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750093153.21004,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750093168.987821,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1750093340.189005,instagram,,Europe/London,False,closedApp,,
1750093801.448612,instagram,,Europe/London,False,closedApp,,
1750093947.3149471,instagram,,Europe/London,False,closedApp,,
1750094324.309082,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750094329.013921,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750095419.5396981,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1750095445.2773209,instagram,,Europe/London,False,closedApp,,
1750095517.659781,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1750095739.503954,instagram,,Europe/London,False,closedApp,,
1750095833.838993,instagram,,Europe/London,False,closedApp,,
1750095932.7045422,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1750096061.507802,instagram,,Europe/London,False,closedApp,,
1750096093.109287,instagram,,Europe/London,False,closedApp,,
1750096289.1991858,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750096299.293195,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1750096382.453788,instagram,,Europe/London,False,closedApp,,
1750096491.301822,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750098132.512086,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750099833.334012,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750098382.523179,whatsAppBusiness,,Europe/London,False,closedApp,,
1750099847.9283261,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750099864.222331,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750099947.335318,whatsAppBusiness,,Europe/London,False,closedApp,,
1750099960.707103,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750099997.362217,instagram,,Europe/London,False,closedApp,,
1750100097.097676,instagram,,Europe/London,False,closedApp,,
1750100204.1453462,instagram,,Europe/London,False,closedApp,,
1750100606.698824,instagram,,Europe/London,False,closedApp,,
1750101277.788873,instagram,,Europe/London,False,closedApp,,
1750101792.479949,instagram,,Europe/London,False,closedApp,,
1750100047.272561,whatsAppBusiness,,Europe/London,False,closedApp,,
1750101818.637989,outlook,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750101862.1604419,outlook,,Europe/London,False,closedApp,,
1750101870.816149,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1750102320.370885,instagram,,Europe/London,False,closedApp,,
1750103778.466212,instagram,,Europe/London,False,closedApp,,
1750103871.16463,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750103874.4687638,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750103884.474623,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750103996.2591019,whatsAppBusiness,,Europe/London,False,closedApp,,
1750104004.761324,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750104438.777791,instagram,,Europe/London,False,closedApp,,
1750104440.65767,outlook,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750104443.095766,mail,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750105143.669104,facebook,3.0,Europe/London,False,openedApp,breathingExercise,Post something
1750105630.246235,imessage,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750105148.95345,facebook,,Europe/London,False,closedApp,,
1750105856.2989302,instagram,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750106014.7811499,instagram,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750105900.065978,instagram,,Europe/London,False,closedApp,,
1750106808.764565,whatsAppBusiness,3.0,Europe/London,False,dismissedAppOpening,breathingExercise,
1750107062.940858,whatsAppBusiness,3.0,Europe/London,False,openedApp,breathingExercise,Message
1750107143.213547,whatsAppBusiness,,Europe/London,False,closedApp,,
