timezone,app,isReIntervention,resolution,timestamp
America/Chicago,tikTok,False,openedApp,1748525716.150484
America/Chicago,tikTok,False,closedApp,1748526616.150484
America/Chicago,tikTok,False,dismissedAppOpening,1748526616.150484
America/Chicago,tikTok,False,openedApp,1748525720.095808
America/Chicago,tikTok,False,closedApp,1748526620.095809
America/Chicago,tikTok,False,dismissedAppOpening,1748526620.095809
America/Chicago,tikTok,False,openedApp,1748525794.583805
America/Chicago,tikTok,False,closedApp,1748526694.583805
America/Chicago,tikTok,False,dismissedAppOpening,1748526694.583805
