isReIntervention,interventionDuration,timestamp,interventionType,resolution,timezone,app,purpose,timeIntervalUntilReIntervention
False,6.0,1749880285.8978992,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749880309.388758,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1749880342.397824,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749881087.019415,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1749881154.219631,,closedApp,Europe/Bucharest,instagram,,
True,6.0,1749881168.024112,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1749881230.665337,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749881282.699549,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749882616.883604,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749882643.865226,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1749882710.1485062,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749885968.7006469,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1749886009.807317,breathingExercise,dismissedAppOpening,Europe/Bucharest,instagram,,
False,6.0,1749886041.43918,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1749886082.1780229,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749886277.517994,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1749886399.292012,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1749886788.752115,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1749886854.30332,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749887102.684486,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1749887632.259031,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749887934.964705,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749888203.0799131,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749888500.462004,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749888778.909408,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749889292.2959461,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749890075.920975,breathingExercise,dismissedAppOpening,Europe/Bucharest,instagram,,
False,6.0,1749890134.643431,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1749890200.680575,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749890735.357641,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749891320.093371,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749891410.253786,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1749891446.11044,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749891734.5392652,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749892344.5958,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749892396.345552,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749894289.283148,breathingExercise,openedApp,Europe/Bucharest,instagram,Stalk crush,60.0
False,,1749895620.665132,journaling,dismissedAppOpening,Europe/Bucharest,instagram,,
False,6.0,1749895651.399454,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749897179.733676,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1749897210.6331038,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749897560.584022,breathingExercise,dismissedAppOpening,Europe/Bucharest,instagram,,
False,6.0,1749897577.469095,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1749897601.28554,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749898440.5556421,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749898454.722085,breathingExercise,dismissedAppOpening,Europe/Bucharest,twitter,,
False,6.0,1749899138.274791,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1749899152.833245,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749899168.8645391,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749899750.857915,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1749904355.222868,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749905518.438943,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1749905577.5788941,,closedApp,Europe/Bucharest,instagram,,
False,,1749906001.9249659,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749906489.702421,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749906524.745399,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1749906593.435503,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749907295.291374,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1749907352.9048018,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749907370.418144,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749907565.5861468,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749908053.7728171,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749908481.208951,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,240.0
False,,1749908495.4594479,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749910065.272968,breathingExercise,dismissedAppOpening,Europe/Bucharest,instagram,,
False,6.0,1749910087.359007,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,180.0
False,,1749910178.9888458,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749910241.710937,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749910505.875253,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1749911185.8365068,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1749911243.905319,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749911514.100267,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1749911580.445983,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749911601.251289,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749916887.235403,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1749916950.867241,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749962694.014682,breathingExercise,dismissedAppOpening,Europe/Bucharest,instagram,,
False,6.0,1749963351.120881,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749963465.717354,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1749963484.60341,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1749963512.9645529,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749963930.6788201,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749963955.96532,breathingExercise,openedApp,Europe/Bucharest,twitter,Message,
False,6.0,1749965643.1718822,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749965677.22364,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1749965942.929029,breathingExercise,dismissedAppOpening,Europe/Bucharest,facebook,,
False,6.0,1749967550.4007502,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1749967619.249367,,closedApp,Europe/Bucharest,instagram,,
True,6.0,1749967632.944747,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1749967693.203977,,closedApp,Europe/Bucharest,instagram,,
True,6.0,1749967696.9530602,breathingExercise,dismissedAppOpening,Europe/Bucharest,instagram,,
False,6.0,1749968068.1019049,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1749968263.9200091,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1749968328.906225,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749971254.231269,breathingExercise,dismissedAppOpening,Europe/Bucharest,instagram,,
False,6.0,1749984133.204063,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1749985135.691431,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749985149.992975,breathingExercise,dismissedAppOpening,Europe/Bucharest,twitter,,
False,6.0,1749998741.462502,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,,1749998978.837692,journaling,dismissedAppOpening,Europe/Bucharest,instagram,,
False,6.0,1749999018.2760382,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,6.0,1749999224.8710651,breathingExercise,dismissedAppOpening,Europe/Bucharest,instagram,,
False,6.0,1749999249.701127,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1749999375.707098,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1749999578.110693,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749999700.516718,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749999772.745539,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749999935.695067,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1749999999.6424031,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750000606.151064,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750000679.3341808,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750000789.268104,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750000921.712201,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750001679.368897,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750001821.036049,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750001947.049543,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750002647.839236,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750002749.8435678,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750003778.616087,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750006767.437011,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750006879.2672,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750007093.7117581,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750007219.513795,,closedApp,Europe/Bucharest,instagram,,
True,6.0,1750007234.899825,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,240.0
False,,1750007477.029794,,closedApp,Europe/Bucharest,instagram,,
True,6.0,1750007491.953181,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750007515.070107,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750007581.470285,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750007647.985816,,closedApp,Europe/Bucharest,instagram,,
False,,1750007878.6026158,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750008044.914723,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750008071.830011,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750008319.85624,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1750008388.777851,,closedApp,Europe/Bucharest,instagram,,
False,,1750013732.715303,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750017491.825361,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750020374.408276,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750020501.2863111,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750020728.6906881,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,180.0
False,,1750020914.5296412,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750021405.02496,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750021531.445427,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1750021597.480799,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750023798.549201,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1750023866.81887,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750023884.468347,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750023971.453963,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1750025052.7964869,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750025179.281357,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750046921.153604,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750046997.2890391,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750047168.14377,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1750049328.130116,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750049347.6945229,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1750049414.502277,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750049947.688497,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1750051120.412788,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750051322.9898481,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1750053512.709827,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750079109.459663,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750079252.739472,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750079573.6802468,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,,1750079892.305095,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750079924.5751328,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750079943.196265,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750079985.007643,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750080494.177284,breathingExercise,openedApp,Europe/Bucharest,twitter,Message,
False,6.0,1750080706.1591,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750081067.121427,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750082878.564715,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,6.0,1750082913.283572,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750083413.9422488,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750084847.787045,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750085652.320348,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1750085787.1214561,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750086933.737237,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750089052.800425,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750090047.504169,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,240.0
False,,1750090099.416528,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750090128.195813,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750090351.564671,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,180.0
False,,1750090538.036007,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750090568.674849,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,240.0
False,,1750090852.194121,,closedApp,Europe/Bucharest,instagram,,
True,6.0,1750090853.124651,breathingExercise,dismissedAppOpening,Europe/Bucharest,instagram,,
False,6.0,1750093239.385236,breathingExercise,openedApp,Europe/Bucharest,twitter,Message,
False,,1750093940.563515,journaling,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1750093983.869275,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1750097296.461729,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750106651.712192,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750106937.872943,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750107038.586169,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750108010.880427,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750108139.34937,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750108372.1298451,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750109220.888619,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750109350.56148,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750109892.919487,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750109920.026404,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750110620.7105742,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750110663.585692,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750110788.952429,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750111456.554594,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1750113886.6211019,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750113935.384012,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1750135488.6271272,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750135513.616364,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750135639.343855,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750138142.4729872,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1750138819.912368,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1750143515.616838,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1750143646.022366,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1750143662.927662,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750143983.392157,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1750144049.872225,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750146031.019897,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750146826.030823,breathingExercise,openedApp,Europe/Bucharest,twitter,Message,
False,6.0,1750146906.576484,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1750148881.476636,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750149423.0854201,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750149730.622106,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1750149993.916559,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1750150070.8543491,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750150197.968569,,closedApp,Europe/Bucharest,instagram,,
True,6.0,1750150213.9955668,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750150250.36545,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750150659.383426,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750152905.894829,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750152946.317679,breathingExercise,openedApp,Europe/Bucharest,instagram,Stalk crush,60.0
False,6.0,1750154754.452104,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1750154801.693211,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750157679.277545,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1750157916.534778,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750161132.69766,breathingExercise,dismissedAppOpening,Europe/Bucharest,instagram,,
False,,1750163175.66179,journaling,dismissedAppOpening,Europe/Bucharest,twitter,,
False,6.0,1750164520.4398708,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750174307.51658,breathingExercise,dismissedAppOpening,Europe/Bucharest,facebook,,
False,6.0,1750176476.4325,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,180.0
False,,1750176502.967624,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750176527.516654,breathingExercise,dismissedAppOpening,Europe/Bucharest,facebook,,
False,6.0,1750178389.666278,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750178516.07131,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750178534.558845,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750178779.3217359,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750178836.0085359,,closedApp,Europe/Bucharest,instagram,,
False,,1750178988.344605,,closedApp,Europe/Bucharest,instagram,,
False,,1750179217.7718139,,closedApp,Europe/Bucharest,instagram,,
False,,1750179232.271213,,closedApp,Europe/Bucharest,instagram,,
False,,1750179296.029951,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750179854.728383,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1750179920.5543551,,closedApp,Europe/Bucharest,instagram,,
True,6.0,1750179934.2313828,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1750179996.135659,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750180340.906143,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1750180406.919564,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750180434.9757419,breathingExercise,dismissedAppOpening,Europe/Bucharest,instagram,,
False,6.0,1750180470.0845041,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750180599.388562,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750180639.6246681,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1750180654.811594,,closedApp,Europe/Bucharest,instagram,,
False,,1750184247.4910989,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750184287.065479,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750184358.795917,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750186206.1673288,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750186247.772204,breathingExercise,dismissedAppOpening,Europe/Bucharest,facebook,,
False,6.0,1750187451.019721,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750187526.994863,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750188800.691101,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750189877.6631908,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750190003.626985,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750190027.6611118,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750190217.0621982,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1750190403.742601,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1750192780.716862,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750193003.7900991,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1750193130.1332111,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750194493.555397,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1750195556.530683,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1750195622.2835531,breathingExercise,dismissedAppOpening,Europe/Bucharest,instagram,,
False,6.0,1750195644.066715,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,,1750195709.957938,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750218903.48014,breathingExercise,openedApp,Europe/Bucharest,facebook,Message,
False,6.0,1750218996.14403,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,120.0
False,,1750219127.121183,,closedApp,Europe/Bucharest,instagram,,
False,6.0,1750219955.781405,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750220812.922389,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750221523.656915,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750223076.756767,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1750223106.235001,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750223307.2837338,breathingExercise,dismissedAppOpening,Europe/Bucharest,facebook,,
False,6.0,1750226138.150467,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750226200.305465,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,,1750227152.233111,journaling,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1750227176.4739141,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750228548.579348,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750228595.818341,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1750230522.653063,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750231573.268682,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750231685.4590979,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1750232907.595825,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750234131.932162,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750234584.3896608,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750237142.479999,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750237884.04544,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750238137.3834949,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750238500.260251,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750238823.051563,breathingExercise,dismissedAppOpening,Europe/Bucharest,whastapp,,
False,6.0,1750240871.7037868,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750242974.744479,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750243907.420123,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750244156.620656,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750244276.6078038,breathingExercise,openedApp,Europe/Bucharest,instagram,Message,60.0
False,6.0,1750244295.2244248,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750245117.411258,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750247207.684802,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750247379.335795,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750248007.531516,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750249538.930132,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750251813.1021361,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750251883.9148932,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750251926.978578,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750252012.637762,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
False,6.0,1750252049.1091208,breathingExercise,openedApp,Europe/Bucharest,whastapp,Message,
